,Player,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
1758,Marc Roca,6.3,307,362,84.8,5317,1671,145,162,89.5,116,128,90.6,35,53,66.0,1,0.6,0.5,+0.4,7,36,5,0,32
1759,Sebastian Rode,0.3,21,29,72.4,345,120,11,14,78.6,8,12,66.7,1,2,50.0,0,0.0,0.1,0.0,0,3,2,0,6
1760,Rodri,5.3,616,650,94.8,10539,2814,290,299,97.0,256,270,94.8,54,61,88.5,1,0.9,1.8,+0.1,6,72,9,0,58
1761,Rodri,4.0,165,209,78.9,2512,804,92,100,92.0,51,66,77.3,11,21,52.4,0,0.4,1.1,-0.4,6,16,16,4,29
1762,Oscar Rodriguez Arnaiz,1.3,65,82,79.3,1254,288,34,38,89.5,16,24,66.7,13,16,81.3,0,0.2,0.2,-0.2,5,12,1,0,12
1763,Dani Rodriguez,7.2,148,196,75.5,2497,621,77,90,85.6,47,61,77.0,18,30,60.0,1,0.8,0.4,+0.2,6,13,2,0,19
1764,Guido Rodriguez,6.4,278,317,87.7,4960,1621,126,135,93.3,101,116,87.1,36,44,81.8,0,0.2,0.6,-0.2,2,28,0,0,19
1765,Jay Rodriguez,0.8,8,12,66.7,94,9,7,9,77.8,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,0
1766,Kirian Rodriguez,6.7,504,561,89.8,7967,2624,269,287,93.7,189,208,90.9,34,43,79.1,0,0.2,0.5,-0.2,5,54,8,2,45
1768,Miguel Rodriguez,0.5,14,22,63.6,136,40,10,13,76.9,1,4,25.0,0,2,0.0,0,0.1,0.1,-0.1,1,0,1,0,2
1769,Ricardo Rodriguez,6.8,319,381,83.7,5475,2123,144,152,94.7,144,164,87.8,27,56,48.2,0,0.4,0.2,-0.4,4,34,3,1,30
1770,Rodrygo,6.9,216,251,86.1,2685,447,153,163,93.9,45,57,78.9,6,9,66.7,1,0.7,1.0,+0.3,12,11,11,0,23
1771,Mads Roerslev,1.6,80,115,69.6,1473,489,33,42,78.6,39,58,67.2,8,12,66.7,0,0.1,0.2,-0.1,4,5,4,4,6
1772,Rogerio,3.0,170,194,87.6,2694,867,92,97,94.8,65,74,87.8,10,14,71.4,0,0.0,0.2,0.0,1,10,3,3,20
1773,Merlin Rohl,1.9,47,52,90.4,735,232,26,28,92.9,18,20,90.0,3,4,75.0,0,0.2,0.2,-0.2,2,7,2,0,8
1774,Alessio Romagnoli,7.0,408,442,92.3,6981,2783,180,190,94.7,184,199,92.5,34,41,82.9,0,0.1,0.2,-0.1,2,25,1,0,33
1775,Simone Romagnoli,6.2,272,307,88.6,4408,1669,138,146,94.5,112,118,94.9,17,32,53.1,1,0.4,0.0,+0.6,2,5,0,0,10
1776,Carlos Romero,0.7,25,37,67.6,365,64,13,18,72.2,11,16,68.8,0,1,0.0,0,0.0,0.1,0.0,0,0,0,0,0
1777,Cristian Romero,6.1,416,450,92.4,7234,2944,184,194,94.8,201,212,94.8,26,32,81.3,0,0.1,0.4,-0.1,2,26,4,0,29
1779,Oriol Romeu,5.3,381,418,91.1,6038,1357,196,202,97.0,159,174,91.4,19,29,65.5,1,0.6,0.5,+0.4,4,37,4,1,28
1780,Valentin Rongier,6.5,309,364,84.9,5976,1823,94,120,78.3,174,186,93.5,32,45,71.1,0,0.2,0.6,-0.2,5,47,9,1,53
1782,Marten de Roon,7.0,337,398,84.7,6437,1826,127,142,89.4,163,180,90.6,41,60,68.3,3,0.5,0.3,+2.5,8,38,7,0,44
1783,Pablo Rosario,2.0,123,143,86.0,1991,713,57,67,85.1,59,65,90.8,3,5,60.0,0,0.1,0.0,-0.1,1,15,0,0,9
1784,Joe Rothwell,2.5,113,137,82.5,1934,452,45,46,97.8,62,65,95.4,4,19,21.1,0,0.1,0.1,-0.1,2,10,0,0,10
1785,Anthony Rouault,1.0,69,76,90.8,1527,479,17,20,85.0,39,40,97.5,13,15,86.7,0,0.0,0.0,0.0,0,3,0,0,3
1786,Jerome Roussillon,1.2,50,73,68.5,879,373,24,31,77.4,21,28,75.0,4,8,50.0,1,0.2,0.2,+0.8,1,3,1,1,9
1787,Nicolo Rovella,2.4,127,141,90.1,2173,415,61,63,96.8,53,56,94.6,11,15,73.3,0,0.0,0.0,0.0,0,7,0,0,6
1788,Amir Rrahmani,3.0,228,259,88.0,4278,1464,88,92,95.7,112,122,91.8,27,41,65.9,0,0.3,0.2,-0.3,1,16,0,0,13
1789,Ruan,4.6,133,152,87.5,2539,808,49,56,87.5,64,69,92.8,17,22,77.3,0,0.2,0.1,-0.2,2,6,2,0,6
1790,Pelly Ruddock Mpanzu,3.9,79,117,67.5,1453,407,34,42,81.0,34,45,75.6,7,17,41.2,0,0.3,1.2,-0.3,2,7,6,1,19
1791,Antonio Rudiger,7.5,379,430,88.1,7110,2553,143,152,94.1,209,222,94.1,25,47,53.2,0,0.4,0.3,-0.4,1,27,4,1,23
1792,Daniele Rugani,0.9,40,43,93.0,776,309,13,13,100.0,24,26,92.3,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,2
1794,Matteo Ruggeri,6.4,268,333,80.5,3826,1344,153,174,87.9,92,109,84.4,14,32,43.8,2,0.7,0.7,+1.3,7,10,5,4,29
1795,Mario Rui,2.6,141,178,79.2,2421,789,71,77,92.2,52,64,81.3,14,28,50.0,0,0.1,0.1,-0.1,3,12,2,0,12
1796,Aitor Ruibal,2.7,106,140,75.7,1578,561,64,69,92.8,33,42,78.6,6,16,37.5,1,1.0,0.3,0.0,7,7,5,1,14
1797,Fabian Ruiz Pena,2.4,172,198,86.9,2780,653,80,88,90.9,75,85,88.2,11,17,64.7,1,0.5,0.8,+0.5,5,16,4,2,18
1798,Sergio Ruiz,5.3,191,236,80.9,3220,809,91,105,86.7,80,88,90.9,17,27,63.0,0,0.0,0.1,0.0,0,9,2,0,14
1799,Julian Ryerson,3.9,173,208,83.2,2718,489,90,98,91.8,68,81,84.0,11,14,78.6,0,0.2,0.1,-0.2,1,8,1,1,14
1800,Frederik Ronnow,6.0,146,232,62.9,4013,2960,33,33,100.0,72,73,98.6,41,126,32.5,0,0.0,0.0,0.0,0,6,0,0,0
1801,Jose Sa,7.0,182,266,68.4,4694,3229,40,41,97.6,92,93,98.9,50,131,38.2,0,0.0,0.0,0.0,0,2,0,0,0
1802,Youssouf Sabaly,3.0,133,158,84.2,1861,637,77,86,89.5,47,52,90.4,4,8,50.0,1,0.3,0.4,+0.7,2,13,0,0,14
1804,Stefano Sabelli,4.2,69,125,55.2,1206,519,36,47,76.6,25,45,55.6,7,27,25.9,0,0.0,0.1,0.0,0,5,1,0,5
1805,Marcel Sabitzer,3.7,123,154,79.9,1820,597,62,76,81.6,49,53,92.5,6,13,46.2,0,0.4,0.6,-0.4,5,13,6,0,25
1806,Falaye Sacko,6.7,263,344,76.5,4395,1643,113,133,85.0,123,152,80.9,19,43,44.2,1,0.1,0.2,+0.9,2,18,2,0,25
1807,Umar Sadiq,2.5,26,37,70.3,350,60,14,16,87.5,7,14,50.0,2,2,100.0,1,0.3,0.0,+0.7,2,1,2,0,5
1808,Alexis Saelemaekers,0.6,16,19,84.2,250,97,9,9,100.0,4,5,80.0,2,3,66.7,0,0.1,0.2,-0.1,2,3,0,0,4
1810,Bukayo Saka,6.8,265,344,77.0,4163,1094,149,166,89.8,89,118,75.4,20,35,57.1,2,1.8,2.5,+0.2,19,9,14,3,24
1812,Ibrahim Salah,1.8,57,77,74.0,994,250,33,36,91.7,16,27,59.3,7,9,77.8,0,0.1,0.2,-0.1,2,4,3,1,8
1813,Mohamed Salah,6.6,152,196,77.6,2172,556,89,103,86.4,52,65,80.0,5,10,50.0,4,4.2,2.7,-0.2,16,11,12,2,25
1815,Kike Salas,1.9,100,135,74.1,1788,682,37,45,82.2,54,71,76.1,6,12,50.0,0,0.0,0.0,0.0,1,7,1,0,11
1816,William Saliba,7.0,533,570,93.5,9813,3307,197,206,95.6,299,314,95.2,34,43,79.1,1,0.1,0.1,+0.9,2,32,1,0,35
1817,Roland Sallai,5.1,101,153,66.0,1506,359,59,67,88.1,34,52,65.4,5,16,31.3,0,0.6,0.5,-0.6,8,4,8,4,11
1818,Yoann Salmier,7.0,232,293,79.2,3818,1672,113,127,89.0,101,120,84.2,14,39,35.9,1,0.4,0.4,+0.6,2,11,4,0,18
1820,Salvi,0.3,10,12,83.3,139,17,4,4,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
1821,Lazar Samardzic,5.0,178,232,76.7,3117,983,84,98,85.7,53,63,84.1,31,51,60.8,0,1.0,1.1,-1.0,15,20,5,2,15
1823,Mama Samba Balde,1.9,21,36,58.3,288,99,10,13,76.9,5,14,35.7,2,3,66.7,0,0.7,0.6,-0.7,7,3,1,0,3
1824,Brice Samba,7.0,159,195,81.5,4235,2909,33,33,100.0,77,78,98.7,48,83,57.8,0,0.0,0.0,0.0,0,6,0,0,0
1825,Albert Sambi Lokonga,1.4,48,62,77.4,798,202,20,24,83.3,21,26,80.8,3,6,50.0,0,0.1,0.0,-0.1,1,3,0,0,4
1826,Junior Sambia,0.1,5,6,83.3,69,23,3,3,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1827,Samuel,2.8,75,100,75.0,1146,260,42,52,80.8,24,31,77.4,6,9,66.7,2,1.9,1.0,+0.1,5,2,5,2,7
1828,Fede San Emeterio,1.5,38,47,80.9,702,238,13,15,86.7,17,19,89.5,6,7,85.7,0,0.1,0.2,-0.1,1,2,1,1,3
1829,Antonio Sanabria,2.4,40,61,65.6,574,66,26,31,83.9,11,21,52.4,1,3,33.3,0,0.0,0.1,0.0,0,2,1,1,2
1830,Oihan Sancet,4.2,140,176,79.5,1963,460,80,95,84.2,47,58,81.0,6,8,75.0,0,0.5,0.3,-0.5,7,19,1,0,21
1831,Renato Sanches,0.8,30,32,93.8,446,105,17,17,100.0,12,13,92.3,1,2,50.0,0,0.2,0.1,-0.2,3,2,2,1,4
1832,Ricard Sanchez,6.5,201,269,74.7,3622,1729,101,116,87.1,72,96,75.0,24,43,55.8,0,0.9,1.6,-0.9,8,15,11,9,23
1833,Alexis Sanchez,1.0,41,48,85.4,620,171,24,27,88.9,9,10,90.0,4,4,100.0,0,0.1,0.2,-0.1,2,3,1,1,4
1834,Antonio Sanchez,1.5,49,67,73.1,829,245,21,26,80.8,21,25,84.0,6,11,54.5,1,0.2,0.1,+0.8,2,4,0,0,7
1835,Davinson Sanchez,0.9,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50.0,0,0.0,0.0,0.0,0,13,0,0,2
1836,Juanlu Sanchez,2.3,70,96,72.9,1047,508,37,44,84.1,29,39,74.4,2,2,100.0,1,0.2,0.0,+0.8,2,4,1,1,2
1837,Manu Sanchez,3.5,117,156,75.0,1800,846,63,70,90.0,44,56,78.6,6,15,40.0,1,0.7,0.9,+0.3,5,14,7,3,16
1838,Robert Sanchez,7.0,234,262,89.3,5408,3574,70,71,98.6,114,116,98.3,48,73,65.8,0,0.0,0.0,0.0,0,4,0,0,1
1839,Jadon Sancho,0.9,34,43,79.1,446,116,22,25,88.0,10,14,71.4,1,1,100.0,0,0.1,0.1,-0.1,1,2,2,0,4
1840,Alex Sandro,2.0,143,167,85.6,2364,821,67,72,93.1,64,67,95.5,12,24,50.0,0,0.1,0.4,-0.1,2,16,5,2,18
1842,Leroy Sane,5.8,197,262,75.2,2736,590,130,150,86.7,50,68,73.5,10,23,43.5,0,1.0,1.1,-1.0,9,8,11,0,28
1843,Sadibou Sane,0.5,11,14,78.6,242,67,2,4,50.0,6,6,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0
1844,Arouna Sangante,6.0,227,276,82.2,4901,1856,58,69,84.1,135,144,93.8,30,56,53.6,0,0.1,0.2,-0.1,2,10,1,0,10
1846,Ibrahim Sangare,2.5,72,91,79.1,1077,288,45,51,88.2,21,28,75.0,5,9,55.6,0,0.0,0.1,0.0,0,7,3,0,7
1847,Morgan Sanson,6.1,172,235,73.2,2952,754,83,97,85.6,62,81,76.5,21,44,47.7,0,1.7,1.2,-1.7,15,11,3,1,14
1849,Baptiste Santamaria,3.1,162,185,87.6,2744,538,67,74,90.5,77,88,87.5,10,14,71.4,0,0.0,0.1,0.0,1,10,2,0,13
1850,Tiago santos,5.1,223,275,81.1,3817,1043,107,117,91.5,91,113,80.5,18,31,58.1,0,0.7,0.8,-0.7,5,17,9,3,25
1851,Riccardo Saponara,0.9,20,30,66.7,263,39,12,15,80.0,5,8,62.5,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,1
1852,Pablo Sarabia,1.9,48,70,68.6,638,192,30,37,81.1,10,14,71.4,4,10,40.0,1,1.4,0.7,-0.4,7,1,3,0,8
1853,Amin Sarr,1.1,13,20,65.0,147,11,6,10,60.0,4,4,100.0,0,1,0.0,0,0.2,0.1,-0.2,1,1,1,0,1
1855,Ismaila Sarr,3.5,95,114,83.3,1383,337,58,64,90.6,32,40,80.0,3,5,60.0,1,0.9,0.9,+0.1,7,3,2,2,10
1856,Martin Satriano,4.3,52,82,63.4,776,97,31,42,73.8,12,18,66.7,5,8,62.5,0,0.2,0.2,-0.2,5,1,0,0,4
1857,Teji Savanier,6.6,259,382,67.8,5154,1876,99,124,79.8,90,115,78.3,54,109,49.5,2,1.6,1.9,+0.4,22,41,6,1,43
1858,Stefan Savic,4.5,178,222,80.2,3292,1494,66,72,91.7,95,111,85.6,15,35,42.9,0,0.0,0.1,0.0,0,14,2,0,17
1859,Savio,7.0,161,216,74.5,2209,497,102,116,87.9,46,64,71.9,6,11,54.5,4,2.0,3.0,+2.0,9,5,10,3,12
1860,Saba Sazonov,1.0,59,63,93.7,1134,275,25,25,100.0,24,26,92.3,10,11,90.9,0,0.0,0.0,0.0,0,0,0,0,0
1861,Joe Scally,4.5,140,191,73.3,2424,983,66,77,85.7,53,68,77.9,19,36,52.8,0,0.1,0.2,-0.1,3,8,4,3,9
1862,Giorgio Scalvini,5.9,276,330,83.6,4451,1592,130,144,90.3,125,141,88.7,13,31,41.9,0,0.1,0.1,-0.1,1,13,2,0,13
1863,Gianluca Scamacca,1.8,41,61,67.2,807,135,17,29,58.6,11,14,78.6,10,11,90.9,0,0.4,0.3,-0.4,2,4,1,0,4
1864,Kevin Schade,2.9,43,71,60.6,624,171,27,36,75.0,15,25,60.0,1,2,50.0,0,0.4,0.4,-0.4,3,7,3,2,9
1865,Fabian Schar,7.0,420,492,85.4,8084,2741,158,172,91.9,199,214,93.0,59,96,61.5,0,0.0,0.1,0.0,0,23,2,0,20
1867,Xaver Schlager,5.9,259,299,86.6,4335,1165,119,129,92.2,115,127,90.6,19,29,65.5,1,0.3,0.4,+0.7,4,22,1,0,28
1868,Keven Schlotterbeck,0.1,5,12,41.7,98,44,1,2,50.0,4,7,57.1,0,3,0.0,0,0.0,0.0,0.0,0,1,1,0,2
1869,Nico Schlotterbeck,5.0,292,351,83.2,6233,2586,78,85,91.8,170,186,91.4,43,72,59.7,0,0.3,0.3,-0.3,1,25,2,0,20
1870,Jeffrey Schlupp,6.0,96,133,72.2,1311,394,63,78,80.8,26,31,83.9,4,15,26.7,0,0.6,0.4,-0.6,9,6,1,0,15
1872,Romano Schmid,5.0,161,215,74.9,2520,1020,73,100,73.0,61,72,84.7,14,22,63.6,1,2.1,1.9,-1.1,9,28,9,2,31
1873,Kenneth Schmidt,0.7,41,45,91.1,713,218,18,18,100.0,20,23,87.0,2,2,100.0,0,0.1,0.1,-0.1,2,2,1,1,4
1874,Niklas Schmidt,4.1,190,232,81.9,3854,1217,70,85,82.4,77,86,89.5,35,45,77.8,0,0.3,0.4,-0.3,6,14,1,1,17
1875,Benno Schmitz,4.5,165,249,66.3,2612,1377,93,104,89.4,52,85,61.2,15,38,39.5,0,0.0,0.1,0.0,1,16,4,1,28
1876,Fabian Schnellhardt,0.5,32,37,86.5,531,118,18,20,90.0,11,12,91.7,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,2
1878,Marcel Schuhen,6.0,183,274,66.8,5272,3831,23,23,100.0,98,101,97.0,62,148,41.9,0,0.0,0.0,0.0,0,5,1,0,2
1879,Perr Schuurs,7.0,282,321,87.9,5056,1421,108,120,90.0,149,158,94.3,22,36,61.1,0,0.0,0.4,0.0,0,11,1,1,15
1880,Marvin Schwabe,6.0,174,223,78.0,4760,3264,21,21,100.0,98,101,97.0,54,98,55.1,0,0.0,0.0,0.0,0,5,0,0,0
1881,Demba Seck,2.9,49,63,77.8,778,163,23,29,79.3,22,25,88.0,3,4,75.0,0,0.0,0.1,0.0,0,8,2,0,7
1882,Aleksandar Sedlar,6.5,209,255,82.0,4446,1728,57,66,86.4,117,135,86.7,33,48,68.8,0,0.0,0.1,0.0,1,18,0,0,14
1883,Alidu Seidu,7.0,346,422,82.0,6175,1815,139,148,93.9,169,204,82.8,26,52,50.0,1,0.6,0.2,+0.4,4,27,0,0,18
1884,Nicolas Seiwald,1.1,33,39,84.6,600,232,18,21,85.7,11,12,91.7,4,5,80.0,0,0.0,0.0,0.0,0,5,1,0,3
1885,Davie Selke,3.9,48,75,64.0,672,127,26,35,74.3,17,27,63.0,1,1,100.0,0,0.2,0.1,-0.2,6,5,3,0,9
1886,Matz Sels,7.0,170,232,73.3,4500,3200,34,34,100.0,84,86,97.7,49,109,45.0,0,0.0,0.0,0.0,0,3,0,0,0
1887,Nelson Semedo,6.9,313,387,80.9,4680,1621,175,189,92.6,117,146,80.1,13,29,44.8,0,0.0,0.3,0.0,2,29,8,2,27
1889,Antoine Semenyo,2.9,54,69,78.3,693,102,34,38,89.5,17,21,81.0,0,2,0.0,0,0.2,0.1,-0.2,1,3,2,0,6
1890,Marvin Senaya,3.0,133,167,79.6,2142,736,63,72,87.5,55,68,80.9,10,17,58.8,0,0.9,0.4,-0.9,1,8,1,1,9
1891,Marcos Senesi,3.9,163,211,77.3,3326,1510,61,67,91.0,73,82,89.0,28,56,50.0,1,0.2,0.3,+0.8,2,28,5,0,15
1892,Stefano Sensi,0.1,10,12,83.3,190,34,4,4,100.0,5,7,71.4,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
1893,Suat Serdar,1.2,23,29,79.3,390,95,10,10,100.0,10,13,76.9,2,2,100.0,0,0.0,0.0,0.0,0,3,0,0,3
1894,Benjamin Sesko,1.6,17,30,56.7,191,49,12,19,63.2,4,5,80.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,0,0,2
1895,Kevin Sessa,0.7,25,39,64.1,451,116,11,14,78.6,12,16,75.0,2,6,33.3,0,0.0,0.1,0.0,0,2,1,0,4
1896,Aaron Seydel,0.3,4,8,50.0,68,22,3,5,60.0,0,2,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
1898,Stephan El Shaarawy,3.3,91,107,85.0,1497,287,54,63,85.7,26,30,86.7,10,11,90.9,0,0.6,0.7,-0.6,7,4,3,1,9
1899,Luke Shaw,2.0,98,120,81.7,1546,540,52,59,88.1,34,39,87.2,8,13,61.5,0,0.7,0.5,-0.7,6,6,2,0,11
1900,Eldor Shomurodov,2.9,52,69,75.4,671,134,34,46,73.9,14,16,87.5,2,3,66.7,0,0.4,0.2,-0.4,4,5,1,0,5
1902,Vincent Sierro,5.1,198,259,76.4,3787,1023,67,84,79.8,109,126,86.5,20,41,48.8,0,0.1,0.2,-0.1,2,20,3,0,27
1903,Tim Siersleben,6.0,204,264,77.3,4431,1868,63,75,84.0,105,120,87.5,36,66,54.5,0,0.2,0.4,-0.2,2,14,0,0,15
1904,Kiliann Sildillia,3.5,145,197,73.6,2690,988,61,77,79.2,61,83,73.5,20,28,71.4,0,0.3,0.4,-0.3,4,7,6,4,11
1906,Bernardo Silva,3.2,200,222,90.1,3159,686,110,117,94.0,66,77,85.7,17,17,100.0,1,1.0,1.4,0.0,8,10,10,3,24
1907,Caio Henrique Oliveira Silva,5.9,303,380,79.7,5224,1746,133,150,88.7,140,168,83.3,26,47,55.3,4,1.1,2.0,+2.9,10,18,13,2,26
1908,Fabio Silva,2.8,59,72,81.9,763,170,35,40,87.5,16,18,88.9,1,3,33.3,0,0.2,0.1,-0.2,4,7,0,0,10
1909,Rui Silva,4.5,116,166,69.9,3175,2419,27,27,100.0,47,47,100.0,40,90,44.4,0,0.0,0.0,0.0,0,0,0,0,0
1910,Thiago Silva,7.0,578,607,95.2,10488,4218,243,253,96.0,281,290,96.9,49,56,87.5,0,0.3,0.2,-0.3,4,39,4,0,28
1911,Marco Silvestri,7.0,152,195,77.9,3800,2715,31,32,96.9,88,91,96.7,33,72,45.8,0,0.0,0.0,0.0,0,1,0,0,0
1912,Mohamed Simakan,5.7,388,433,89.6,7149,2484,149,160,93.1,211,224,94.2,27,45,60.0,1,0.6,0.4,+0.4,2,22,0,0,26
1913,Giovanni Simeone,1.1,22,29,75.9,278,74,12,13,92.3,7,8,87.5,0,1,0.0,0,0.2,0.2,-0.2,3,2,2,1,4
1914,Moses Simon,6.3,87,131,66.4,1448,404,40,51,78.4,34,50,68.0,7,15,46.7,3,1.0,1.6,+2.0,9,7,5,3,11
1915,Unai Simon,8.0,180,292,61.6,5709,4621,23,23,100.0,85,87,97.7,72,181,39.8,0,0.0,0.0,0.0,0,4,0,0,0
1916,Xavi Simons,5.3,158,209,75.6,2149,660,105,125,84.0,40,57,70.2,8,12,66.7,4,0.7,0.6,+3.3,7,19,6,0,20
1917,Wilfried Singo,6.0,337,389,86.6,6010,1806,139,153,90.8,153,165,92.7,35,56,62.5,0,0.4,0.4,-0.4,6,29,5,1,34
1918,Luis Sinisterra,0.6,15,18,83.3,226,86,8,9,88.9,5,5,100.0,1,1,100.0,0,0.1,0.1,-0.1,1,2,0,0,3
1919,Daley Sinkgraven,1.6,87,97,89.7,1199,273,60,61,98.4,23,28,82.1,3,6,50.0,0,0.0,0.0,0.0,0,10,1,0,5
1921,Ibrahima Sissoko,2.5,74,91,81.3,1336,393,26,30,86.7,40,45,88.9,5,11,45.5,0,0.1,0.2,-0.1,3,5,3,0,16
1922,Moussa Sissoko,0.3,13,20,65.0,222,77,3,4,75.0,9,14,64.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2
1924,Antonio Sivera,8.0,174,268,64.9,6097,4832,31,31,100.0,52,53,98.1,89,182,48.9,0,0.0,0.0,0.0,1,11,1,0,0
1925,Tim Skarke,2.7,50,76,65.8,781,147,25,33,75.8,20,29,69.0,4,9,44.4,0,0.1,0.2,-0.1,2,0,1,0,5
1926,Ellyes Skhiri,6.0,253,307,82.4,3831,1083,133,146,91.1,95,112,84.8,14,23,60.9,0,0.4,0.8,-0.4,5,18,3,0,24
1927,Oliver Skipp,1.2,62,68,91.2,800,167,41,41,100.0,17,19,89.5,1,2,50.0,0,0.0,0.0,0.0,0,9,0,0,6
1928,Leo Skiri Ostigard,4.0,247,283,87.3,4565,1779,84,91,92.3,144,155,92.9,16,32,50.0,0,0.0,0.1,0.0,2,16,2,0,22
1929,Lukasz Skorupski,7.0,191,229,83.4,5152,3800,39,39,100.0,90,90,100.0,62,99,62.6,0,0.0,0.0,0.0,0,1,0,0,0
1930,Robert Skov,3.2,118,168,70.2,2141,832,57,67,85.1,47,63,74.6,13,27,48.1,1,0.6,0.3,+0.4,5,12,4,3,10
1931,Milan Skriniar,7.0,764,794,96.2,14307,4200,233,241,96.7,473,484,97.7,53,60,88.3,0,0.0,0.2,0.0,0,36,0,0,24
1932,Chris Smalling,2.7,138,156,88.5,2681,1000,43,51,84.3,85,89,95.5,9,13,69.2,0,0.4,0.0,-0.4,1,6,0,0,10
1935,Hrvoje Smolcic,0.9,71,82,86.6,1487,493,17,23,73.9,47,49,95.9,7,10,70.0,0,0.0,0.0,0.0,0,4,0,0,6
1937,Ruben Sobrino,3.4,62,88,70.5,830,176,45,52,86.5,13,21,61.9,4,8,50.0,0,0.0,0.0,0.0,0,9,1,0,6
1938,Emran Soglo,0.7,8,14,57.1,113,32,6,8,75.0,1,3,33.3,1,2,50.0,0,0.1,0.0,-0.1,1,1,1,1,1
1939,Alex Sola,3.5,52,95,54.7,881,344,24,31,77.4,21,34,61.8,6,20,30.0,0,0.5,0.5,-0.5,8,4,6,3,6
1941,Dominic Solanke,7.0,78,99,78.8,944,202,57,64,89.1,13,16,81.3,3,4,75.0,1,0.4,0.4,+0.6,8,0,3,0,9
1942,Ola Solbakken,0.3,6,8,75.0,96,4,4,5,80.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
1943,Carlos Soler,1.2,60,73,82.2,920,165,26,28,92.9,28,33,84.8,2,3,66.7,0,0.1,0.2,-0.1,2,4,1,1,2
1945,Manor Solomon,2.2,78,90,86.7,1105,196,45,48,93.8,28,35,80.0,3,4,75.0,2,0.8,0.8,+1.2,12,3,7,1,11
1946,Yann Sommer,7.0,215,250,86.0,5449,3754,53,53,100.0,99,100,99.0,61,94,64.9,0,0.0,0.0,0.0,0,3,0,0,0
1947,Brandon Soppy,1.3,49,65,75.4,735,261,25,28,89.3,16,23,69.6,5,8,62.5,0,0.1,0.0,-0.1,1,2,2,1,3
1948,David Soria,8.0,151,274,55.1,6313,5600,9,9,100.0,47,49,95.9,95,213,44.6,0,0.0,0.0,0.0,0,12,1,0,0
1951,Alessandro Sorrentino,1.0,25,27,92.6,491,347,10,10,100.0,11,12,91.7,4,5,80.0,0,0.0,0.0,0.0,0,0,0,0,0
1952,Borna Sosa,0.5,27,43,62.8,481,122,16,17,94.1,7,13,53.8,4,11,36.4,0,0.3,0.1,-0.3,3,2,0,0,2
1953,Hugo Sotelo,1.6,63,76,82.9,1060,310,38,39,97.4,19,23,82.6,5,10,50.0,0,0.0,0.1,0.0,2,7,1,0,8
1954,Florian Sotoca,6.9,214,301,71.1,3056,909,114,136,83.8,71,101,70.3,10,19,52.6,3,1.4,0.9,+1.6,15,13,15,5,29
1955,Riccardo Sottil,2.1,48,61,78.7,681,157,26,27,96.3,19,21,90.5,1,2,50.0,0,0.1,0.1,-0.1,1,3,1,0,7
1956,Tomas Soucek,5.2,93,129,72.1,1481,500,48,63,76.2,25,35,71.4,12,14,85.7,1,0.6,0.4,+0.4,6,9,1,1,11
1957,Matias Soule,4.5,161,205,78.5,2649,831,89,103,86.4,45,54,83.3,21,27,77.8,1,1.7,1.0,-0.7,14,14,9,2,24
1958,Boubakary Soumare,0.4,10,15,66.7,165,74,6,8,75.0,3,6,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
1959,Issa Soumare,2.1,23,45,51.1,282,53,14,21,66.7,6,13,46.2,0,2,0.0,0,0.6,0.1,-0.6,3,1,0,0,2
1960,Vinicius Souza,5.8,199,237,84.0,3355,1001,91,101,90.1,85,100,85.0,14,21,66.7,0,0.0,0.1,0.0,1,19,1,0,19
1961,Djibril Sow,3.6,118,143,82.5,1839,431,64,74,86.5,45,51,88.2,6,10,60.0,1,0.5,0.4,+0.5,5,15,1,0,17
1962,Caglar Soyuncu,0.5,10,13,76.9,229,146,4,5,80.0,4,4,100.0,2,3,66.7,0,0.0,0.0,0.0,0,2,1,0,4
1963,Stijn Spierings,1.4,100,112,89.3,1527,533,58,63,92.1,33,36,91.7,5,6,83.3,0,0.1,0.0,-0.1,1,13,0,0,15
1964,Stijn Spierings,1.3,50,59,84.7,889,305,22,27,81.5,22,24,91.7,4,5,80.0,0,0.0,0.0,0.0,0,6,0,0,9
