,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
2115,Diego Perotti,ARG,"FW,MF",Roma,it Serie A,27.0,1988.0,15.0,14.0,1203.0,13.4,3.0,6.0,3.0,0.0,0.0,2.0,0.0,0.22,0.45,0.67,0.22,0.67
2116,Gaëtan Perrin,FRA,MF,Lyon,fr Ligue 1,19.0,1996.0,3.0,0.0,32.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.81,0.0,2.81,2.81,2.81
2117,Loïc Perrin,FRA,DF,Saint-Étienne,fr Ligue 1,29.0,1985.0,24.0,24.0,2102.0,23.4,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.13,0.04,0.17,0.13,0.17
2118,Aleksandar Pešić,SRB,"FW,MF",Toulouse,fr Ligue 1,23.0,1992.0,23.0,5.0,618.0,6.9,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.29,0.15,0.44,0.29,0.44
2119,Denis Petrić,SRB,GK,Troyes,fr Ligue 1,27.0,1988.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,Denis Petrić,SRB,GK,Angers,fr Ligue 1,27.0,1988.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,Petros,BRA,MF,Betis,es La Liga,26.0,1989.0,30.0,27.0,2326.0,25.8,1.0,1.0,1.0,0.0,0.0,9.0,1.0,0.04,0.04,0.08,0.04,0.08
2122,Alexi Peuget,FRA,"MF,FW",Reims,fr Ligue 1,24.0,1990.0,12.0,8.0,667.0,7.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,Mathieu Peybernes,FRA,DF,Bastia,fr Ligue 1,24.0,1990.0,25.0,23.0,2042.0,22.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,Germán Pezzella,ARG,DF,Betis,es La Liga,24.0,1991.0,25.0,23.0,2166.0,24.1,3.0,1.0,3.0,0.0,0.0,8.0,0.0,0.12,0.04,0.17,0.12,0.17
2125,Giuseppe Pezzella,ITA,"DF,MF",Palermo,it Serie A,17.0,1997.0,9.0,7.0,594.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,Romain Philippoteaux,FRA,"MF,FW",Lorient,fr Ligue 1,27.0,1988.0,31.0,16.0,1427.0,15.9,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.19,0.19,0.0,0.19
2127,Jessy Pi,FRA,MF,Troyes,fr Ligue 1,21.0,1993.0,37.0,35.0,3178.0,35.3,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08
2128,Pablo Piatti,ARG,"FW,MF",Valencia,es La Liga,26.0,1989.0,21.0,9.0,793.0,8.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,Cristiano Piccini,ITA,DF,Betis,es La Liga,22.0,1992.0,16.0,16.0,1419.0,15.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,Jordan Pickford,GBR,GK,Sunderland,eng Premier League,21.0,1994.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,Jérémy Pied,FRA,DF,Nice,fr Ligue 1,26.0,1989.0,33.0,33.0,2960.0,32.9,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.09,0.09,0.0,0.09
2133,Steven Pienaar,ZAF,MF,Everton,eng Premier League,33.0,1982.0,4.0,0.0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,Ronaël Pierre-Gabriel,FRA,DF,Saint-Étienne,fr Ligue 1,17.0,1998.0,5.0,4.0,328.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,Erik Pieters,NLD,DF,Stoke City,eng Premier League,26.0,1988.0,35.0,35.0,3095.0,34.4,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.03,0.03,0.0,0.03
2136,Tomás Pina Isla,ESP,MF,Villarreal,es La Liga,27.0,1987.0,27.0,19.0,1633.0,18.1,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06
2137,Erin Pinheiro,CPV,MF,Saint-Étienne,fr Ligue 1,18.0,1997.0,2.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,Mauricio Pinilla,CHL,FW,Atalanta,it Serie A,31.0,1984.0,20.0,16.0,1340.0,14.9,5.0,2.0,5.0,0.0,1.0,9.0,1.0,0.34,0.13,0.47,0.34,0.47
2139,Ivo Pinto,PRT,DF,Norwich City,eng Premier League,25.0,1990.0,10.0,9.0,811.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,Giampiero Pinzi,ITA,MF,Chievo,it Serie A,34.0,1981.0,18.0,9.0,994.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,Laurent Pionnier,FRA,GK,Montpellier,fr Ligue 1,33.0,1982.0,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,Gerard Piqué,ESP,DF,Barcelona,es La Liga,28.0,1987.0,30.0,30.0,2587.0,28.7,2.0,1.0,2.0,0.0,0.0,12.0,0.0,0.07,0.03,0.1,0.07,0.1
2143,Iván Piris,PRY,DF,Udinese,it Serie A,26.0,1989.0,27.0,20.0,1869.0,20.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,Eros Pisano,ITA,DF,Hellas Verona,it Serie A,28.0,1987.0,34.0,33.0,2904.0,32.3,5.0,0.0,5.0,0.0,0.0,7.0,0.0,0.15,0.0,0.15,0.15,0.15
2145,Łukasz Piszczek,POL,DF,Dortmund,de Bundesliga,30.0,1985.0,20.0,16.0,1520.0,16.9,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.18,0.18,0.0,0.18
2146,Piti,ESP,MF,Rayo Vallecano,es La Liga,34.0,1981.0,8.0,4.0,337.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,Piti,ESP,"MF,FW",Granada,es La Liga,34.0,1981.0,8.0,5.0,415.0,4.6,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.43,0.43,0.87,0.43,0.87
2148,Alessandro Piu,ITA,FW,Empoli,it Serie A,19.0,1996.0,10.0,2.0,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,Claudio Pizarro,PER,FW,Werder Bremen,de Bundesliga,36.0,1978.0,28.0,17.0,1740.0,19.3,14.0,3.0,9.0,5.0,6.0,3.0,0.0,0.72,0.16,0.88,0.47,0.62
2150,Miralem Pjanić,BIH,MF,Roma,it Serie A,25.0,1990.0,33.0,30.0,2649.0,29.4,10.0,12.0,9.0,1.0,1.0,11.0,1.0,0.34,0.41,0.75,0.31,0.71
2151,Johny Placide,HTI,GK,Reims,fr Ligue 1,27.0,1988.0,19.0,17.0,1619.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,Carles Planas,ESP,DF,Celta Vigo,es La Liga,24.0,1991.0,26.0,18.0,1683.0,18.7,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11
2153,Jaroslav Plašil,CZE,MF,Bordeaux,fr Ligue 1,33.0,1982.0,27.0,25.0,2193.0,24.4,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.12,0.12,0.25,0.12,0.25
2154,Felix Platte,DEU,FW,Darmstadt 98,de Bundesliga,19.0,1996.0,11.0,1.0,149.0,1.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,Felix Platte,DEU,FW,Schalke 04,de Bundesliga,19.0,1996.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,Marvin Plattenhardt,DEU,DF,Hertha BSC,de Bundesliga,23.0,1992.0,33.0,33.0,2970.0,33.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.06,0.12,0.18,0.06,0.18
2158,Alassane Pléa,FRA,FW,Nice,fr Ligue 1,22.0,1993.0,19.0,17.0,1401.0,15.6,6.0,4.0,6.0,0.0,0.0,1.0,0.0,0.39,0.26,0.64,0.39,0.64
2159,Stipe Pletikosa,HRV,GK,La Coruña,es La Liga,36.0,1979.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,Sébastien Pocognoli,BEL,"DF,MF",West Brom,eng Premier League,27.0,1987.0,1.0,0.0,36.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5
2161,Florentin Pogba,GIN,DF,Saint-Étienne,fr Ligue 1,24.0,1990.0,24.0,21.0,1948.0,21.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05
2162,Paul Pogba,FRA,MF,Juventus,it Serie A,22.0,1993.0,35.0,33.0,3019.0,33.5,8.0,12.0,7.0,1.0,2.0,10.0,0.0,0.24,0.36,0.6,0.21,0.57
2163,Louis Poggi,FRA,MF,Gazélec Ajaccio,fr Ligue 1,31.0,1984.0,15.0,9.0,786.0,8.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11
2164,Eugen Polanski,POL,MF,Hoffenheim,de Bundesliga,29.0,1986.0,27.0,20.0,1759.0,19.5,1.0,3.0,1.0,0.0,1.0,8.0,0.0,0.05,0.15,0.2,0.05,0.2
2165,Andrea Poli,ITA,MF,Milan,it Serie A,25.0,1989.0,18.0,4.0,581.0,6.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15
2166,Fabrizio Poli,ITA,"DF,MF",Carpi,it Serie A,26.0,1989.0,10.0,10.0,848.0,9.4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,Matteo Politano,ITA,FW,Sassuolo,it Serie A,21.0,1993.0,28.0,11.0,1045.0,11.6,5.0,2.0,5.0,0.0,0.0,3.0,0.0,0.43,0.17,0.6,0.43,0.6
2168,Pierre-Yves Polomat,FRA,"DF,MF",Saint-Étienne,fr Ligue 1,21.0,1993.0,15.0,9.0,919.0,10.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,Ronaldo Pompeu,BRA,MF,Empoli,it Serie A,25.0,1990.0,3.0,1.0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,Andrés Ponce,VEN,FW,Sampdoria,it Serie A,18.0,1996.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,Filippo Porcari,ITA,MF,Carpi,it Serie A,31.0,1984.0,4.0,2.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,Jérémie Porsan-Clémenté,FRA,FW,Marseille,fr Ligue 1,17.0,1997.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,Francisco Portillo,ESP,MF,Betis,es La Liga,25.0,1990.0,19.0,11.0,968.0,10.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,Josip Posavec,HRV,GK,Palermo,it Serie A,19.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,Maxime Poundjé,FRA,DF,Bordeaux,fr Ligue 1,22.0,1992.0,14.0,14.0,1260.0,14.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07
2176,Simon Pouplin,FRA,GK,Nice,fr Ligue 1,30.0,1985.0,1.0,1.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,Nick Powell,GBR,"FW,MF",Manchester Utd,eng Premier League,21.0,1994.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,Sanjin Prcić,BIH,MF,Torino,it Serie A,21.0,1993.0,2.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,Nicolas de Préville,FRA,"FW,MF",Reims,fr Ligue 1,24.0,1991.0,36.0,34.0,2915.0,32.4,6.0,9.0,6.0,0.0,0.0,4.0,0.0,0.19,0.28,0.46,0.19,0.46
2180,Edgar Prib,DEU,"MF,DF",Hannover 96,de Bundesliga,25.0,1989.0,20.0,16.0,1329.0,14.8,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14
2181,Xabi Prieto,ESP,MF,Real Sociedad,es La Liga,31.0,1983.0,36.0,27.0,2382.0,26.5,3.0,3.0,2.0,1.0,1.0,3.0,0.0,0.11,0.11,0.23,0.08,0.19
2182,Jérôme Prior,FRA,GK,Bordeaux,fr Ligue 1,19.0,1995.0,13.0,11.0,1076.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,Alex Pritchard,GBR,"FW,MF",Tottenham,eng Premier League,22.0,1993.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,Alex Pritchard,GBR,"FW,MF",West Brom,eng Premier League,22.0,1993.0,2.0,0.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,Sloan Privat,FRA,FW,Guingamp,fr Ligue 1,26.0,1989.0,27.0,14.0,1253.0,13.9,7.0,1.0,7.0,0.0,1.0,3.0,0.0,0.5,0.07,0.57,0.5,0.57
2187,Sebastian Prödl,AUT,DF,Watford,eng Premier League,28.0,1987.0,21.0,19.0,1778.0,19.8,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.1,0.0,0.1,0.1,0.1
2188,Vasyl Pryima,UKR,DF,Frosinone,it Serie A,24.0,1991.0,5.0,3.0,295.0,3.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,Manuel Pucciarelli,ITA,FW,Empoli,it Serie A,24.0,1991.0,38.0,33.0,3033.0,33.7,6.0,3.0,6.0,0.0,0.0,1.0,0.0,0.18,0.09,0.27,0.18,0.27
2190,Paulin Puel,FRA,FW,Nice,fr Ligue 1,18.0,1997.0,11.0,2.0,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,Marc Pugh,GBR,MF,Bournemouth,eng Premier League,28.0,1987.0,26.0,15.0,1337.0,14.9,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.2,0.13,0.34,0.2,0.34
2192,Maurizio Pugliesi,ITA,GK,Empoli,it Serie A,38.0,1976.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,Grégory Pujol,FRA,FW,Gazélec Ajaccio,fr Ligue 1,35.0,1980.0,19.0,12.0,1139.0,12.7,5.0,0.0,5.0,0.0,0.0,2.0,0.0,0.4,0.0,0.4,0.4,0.4
2194,Erick Pulgar,CHL,MF,Bologna,it Serie A,21.0,1994.0,13.0,6.0,689.0,7.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,Christian Pulisic,USA,"MF,FW",Dortmund,de Bundesliga,16.0,1998.0,9.0,4.0,389.0,4.3,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.46,0.0,0.46,0.46,0.46
2196,Jason Puncheon,GBR,"MF,FW",Crystal Palace,eng Premier League,29.0,1986.0,31.0,31.0,2615.0,29.1,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.07,0.1,0.17,0.07,0.17
2197,Leandro Putaro,DEU,"FW,MF",Wolfsburg,de Bundesliga,18.0,1997.0,4.0,0.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,Fabio Quagliarella,ITA,FW,Torino,it Serie A,32.0,1983.0,16.0,16.0,1349.0,15.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.33,0.0,0.33,0.27,0.27
2199,Fabio Quagliarella,ITA,FW,Sampdoria,it Serie A,32.0,1983.0,16.0,13.0,1223.0,13.6,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22
2200,Robin Quaison,SWE,"FW,MF",Palermo,it Serie A,21.0,1993.0,30.0,14.0,1511.0,16.8,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.06,0.12,0.18,0.06,0.18
2201,Quini,ESP,DF,Rayo Vallecano,es La Liga,25.0,1989.0,27.0,22.0,2049.0,22.8,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.09,0.09,0.0,0.09
2202,Juan Quintero,COL,"MF,FW",Rennes,fr Ligue 1,22.0,1993.0,12.0,9.0,812.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
2203,Antoine Rabillard,FRA,FW,Marseille,fr Ligue 1,19.0,1995.0,3.0,1.0,86.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.05,0.0,1.05,1.05,1.05
2204,Adrien Rabiot,FRA,MF,Paris S-G,fr Ligue 1,20.0,1995.0,24.0,19.0,1610.0,17.9,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.06,0.06,0.11,0.06,0.11
2205,Nemanja Radoja,SRB,MF,Celta Vigo,es La Liga,22.0,1993.0,30.0,15.0,1458.0,16.2,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06
2206,Josip Radošević,HRV,MF,Eibar,es La Liga,21.0,1994.0,8.0,5.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2207,Ivan Radovanović,SRB,MF,Chievo,it Serie A,26.0,1988.0,26.0,25.0,2076.0,23.1,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,Ștefan Radu,ROU,DF,Lazio,it Serie A,28.0,1986.0,13.0,13.0,1089.0,12.1,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.08,0.08,0.0,0.08
2210,Boris Radunović,SRB,GK,Atalanta,it Serie A,19.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,Rafael,BRA,GK,Hellas Verona,it Serie A,33.0,1982.0,12.0,12.0,1010.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2212,Rafael,BRA,DF,Lyon,fr Ligue 1,25.0,1990.0,21.0,18.0,1448.0,16.1,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.06,0.12,0.19,0.06,0.19
2213,Juan Rafael Fuentes,ESP,DF,Espanyol,es La Liga,25.0,1990.0,10.0,9.0,757.0,8.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,Albert Rafetraniaina,MDG,"DF,MF",Nice,fr Ligue 1,18.0,1996.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,Raffael,BRA,"FW,MF",M'Gladbach,de Bundesliga,30.0,1985.0,31.0,30.0,2676.0,29.7,13.0,10.0,12.0,1.0,1.0,2.0,0.0,0.44,0.34,0.77,0.4,0.74
2216,Rafinha,BRA,"FW,MF",Barcelona,es La Liga,22.0,1993.0,6.0,3.0,281.0,3.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32
2217,Rafinha,BRA,"DF,MF",Bayern Munich,de Bundesliga,29.0,1985.0,25.0,18.0,1754.0,19.5,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.15,0.15,0.0,0.15
2218,Andrea Raggi,ITA,DF,Monaco,fr Ligue 1,31.0,1984.0,31.0,29.0,2607.0,29.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,0.07,0.03,0.1,0.07,0.1
2219,Stéphan Raheriharimanana,MDG,MF,Nice,fr Ligue 1,21.0,1993.0,4.0,1.0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,Baba Rahman,GHA,DF,Chelsea,eng Premier League,21.0,1994.0,15.0,11.0,1018.0,11.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09
2221,Antonio Raillo,ESP,DF,Espanyol,es La Liga,23.0,1991.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,Cristian Raimondi,ITA,"DF,MF",Atalanta,it Serie A,34.0,1981.0,18.0,6.0,757.0,8.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,Alexandre Raineau,FRA,DF,Caen,fr Ligue 1,29.0,1986.0,7.0,3.0,324.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,Slobodan Rajković,SRB,DF,Darmstadt 98,de Bundesliga,26.0,1989.0,15.0,12.0,1010.0,11.2,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.09,0.09,0.18,0.09,0.18
2225,Ivan Rakitić,HRV,MF,Barcelona,es La Liga,27.0,1988.0,36.0,30.0,2569.0,28.5,7.0,2.0,7.0,0.0,0.0,3.0,0.0,0.25,0.07,0.32,0.25,0.32
2226,André Ramalho,BRA,DF,Leverkusen,de Bundesliga,23.0,1992.0,19.0,11.0,1128.0,12.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,Adil Rami,FRA,DF,Sevilla,es La Liga,29.0,1985.0,28.0,28.0,2424.0,26.9,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.04,0.04,0.0,0.04
2228,Ramires,BRA,MF,Chelsea,eng Premier League,28.0,1987.0,12.0,7.0,609.0,6.8,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.3,0.3
2229,Gastón Ramírez,URY,"FW,MF",Southampton,eng Premier League,24.0,1990.0,3.0,0.0,31.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.9,0.0,2.9
2230,Sandro Ramírez,ESP,FW,Barcelona,es La Liga,20.0,1995.0,10.0,4.0,349.0,3.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26
2231,Iván Ramis,ESP,DF,Eibar,es La Liga,30.0,1984.0,23.0,21.0,1793.0,19.9,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.05,0.05,0.0,0.05
2232,Adrián Ramos,COL,"FW,MF",Dortmund,de Bundesliga,29.0,1986.0,27.0,9.0,945.0,10.5,9.0,4.0,9.0,0.0,0.0,0.0,0.0,0.86,0.38,1.24,0.86,1.24
2233,Sergio Ramos,ESP,DF,Real Madrid,es La Liga,29.0,1986.0,23.0,23.0,1941.0,21.6,2.0,2.0,2.0,0.0,0.0,11.0,2.0,0.09,0.09,0.19,0.09,0.19
2234,Aaron Ramsey,GB-WLS,MF,Arsenal,eng Premier League,24.0,1990.0,31.0,29.0,2623.0,29.1,5.0,4.0,5.0,0.0,0.0,4.0,0.0,0.17,0.14,0.31,0.17,0.31
2236,Connor Randall,GBR,DF,Liverpool,eng Premier League,19.0,1995.0,3.0,2.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,Darren Randolph,IRL,GK,West Ham,eng Premier League,28.0,1987.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,Àngel Rangel,ESP,DF,Swansea City,eng Premier League,32.0,1982.0,23.0,20.0,1820.0,20.2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,Antony Ranieri,FRA,FW,Nice,fr Ligue 1,18.0,1997.0,2.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,Andrea Ranocchia,ITA,DF,Sampdoria,it Serie A,27.0,1988.0,14.0,13.0,1143.0,12.7,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
2241,Andrea Ranocchia,ITA,DF,Inter,it Serie A,27.0,1988.0,10.0,1.0,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,Tokelo Rantie,ZAF,FW,Bournemouth,eng Premier League,24.0,1990.0,3.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,Marcus Rashford,GBR,FW,Manchester Utd,eng Premier League,17.0,1997.0,11.0,11.0,855.0,9.5,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.53,0.21,0.74,0.53,0.74
2244,Florian Raspentino,FRA,"FW,MF",Bastia,fr Ligue 1,26.0,1989.0,11.0,5.0,514.0,5.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.18,0.0,0.18,0.18,0.18
2245,Răzvan Raț,ROU,DF,Rayo Vallecano,es La Liga,34.0,1981.0,10.0,8.0,736.0,8.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,Konstantin Rausch,RUS,MF,Darmstadt 98,de Bundesliga,25.0,1990.0,31.0,27.0,2109.0,23.4,2.0,5.0,2.0,0.0,0.0,7.0,0.0,0.09,0.21,0.3,0.09,0.3
2247,Ante Rebić,HRV,"MF,FW",Hellas Verona,it Serie A,21.0,1993.0,10.0,6.0,571.0,6.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2248,Ante Rebić,HRV,"FW,MF",Fiorentina,it Serie A,21.0,1993.0,4.0,3.0,228.0,2.5,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.39,0.0,0.39,0.39,0.39
