,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
135,Jonas Lössl,DNK,GK,Guingamp,fr Ligue 1,26.0,1989.0,37.0,37.0,3330.0,37.0,55.0,1.49,162.0,107.0,66.0,11.0,11.0,15.0,13.0,35.1,,,,,
136,Germán Lux,ARG,GK,La Coruña,es La Liga,33.0,1982.0,29.0,29.0,2557.0,28.4,38.0,1.34,106.0,72.0,67.0,7.0,15.0,7.0,6.0,20.7,5.0,3.0,1.0,1.0,25.0
137,Mike Maignan,FRA,GK,Lille,fr Ligue 1,20.0,1995.0,4.0,3.0,289.0,3.2,3.0,0.93,13.0,10.0,76.9,1.0,0.0,2.0,1.0,33.3,,,,,
138,Steve Mandanda,FRA,GK,Marseille,fr Ligue 1,30.0,1985.0,36.0,36.0,3240.0,36.0,40.0,1.11,132.0,92.0,69.7,10.0,16.0,10.0,9.0,25.0,,,,,
139,Alex Manninger,AUT,GK,Augsburg,de Bundesliga,38.0,1977.0,2.0,1.0,94.0,1.0,3.0,2.87,5.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,,,,,
140,Vito Mannone,ITA,GK,Sunderland,eng Premier League,27.0,1988.0,19.0,19.0,1710.0,19.0,23.0,1.21,95.0,72.0,75.8,6.0,8.0,5.0,4.0,21.1,,,,,
141,Manu,ESP,GK,La Coruña,es La Liga,29.0,1986.0,8.0,7.0,682.0,7.6,17.0,2.24,32.0,15.0,46.9,1.0,3.0,3.0,1.0,14.3,0.0,0.0,0.0,0.0,
142,Federico Marchetti,ITA,GK,Lazio,it Serie A,32.0,1983.0,29.0,29.0,2547.0,28.3,39.0,1.38,112.0,73.0,65.2,10.0,6.0,12.0,9.0,31.0,,,,,
143,Diego Mariño,ESP,GK,Levante,es La Liga,25.0,1990.0,23.0,23.0,2070.0,23.0,43.0,1.87,119.0,79.0,66.4,6.0,3.0,14.0,3.0,13.0,3.0,3.0,0.0,0.0,0.0
144,Christian Mathenia,DEU,GK,Darmstadt 98,de Bundesliga,23.0,1992.0,33.0,33.0,2970.0,33.0,51.0,1.55,152.0,101.0,66.4,9.0,11.0,13.0,8.0,24.2,,,,,
145,Clément Maury,FRA,GK,Gazélec Ajaccio,fr Ligue 1,29.0,1985.0,34.0,34.0,3060.0,34.0,56.0,1.65,147.0,91.0,61.9,7.0,10.0,17.0,4.0,11.8,,,,,
146,Alex McCarthy,GBR,GK,Crystal Palace,eng Premier League,25.0,1989.0,7.0,7.0,630.0,7.0,9.0,1.29,39.0,30.0,76.9,3.0,0.0,4.0,0.0,0.0,,,,,
147,Tom Mickel,DEU,GK,Hamburger SV,de Bundesliga,26.0,1989.0,1.0,1.0,90.0,1.0,1.0,1.0,7.0,6.0,85.7,1.0,0.0,0.0,0.0,0.0,,,,,
148,Simon Mignolet,BEL,GK,Liverpool,eng Premier League,27.0,1988.0,34.0,34.0,3060.0,34.0,42.0,1.24,111.0,69.0,62.2,15.0,11.0,8.0,0.0,0.0,,,,,
149,Antonio Mirante,ITA,GK,Bologna,it Serie A,32.0,1983.0,33.0,33.0,2970.0,33.0,41.0,1.24,136.0,95.0,69.9,9.0,8.0,16.0,12.0,36.4,,,,,
150,Boaz Myhill,GB-WLS,GK,West Brom,eng Premier League,32.0,1982.0,23.0,23.0,2070.0,23.0,31.0,1.35,95.0,64.0,67.4,7.0,7.0,9.0,7.0,30.4,,,,,
151,Paul Nardi,FRA,GK,Monaco,fr Ligue 1,21.0,1994.0,2.0,2.0,180.0,2.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,0.0,2.0,100.0,,,,,
152,Keylor Navas,CRI,GK,Real Madrid,es La Liga,28.0,1986.0,34.0,34.0,3060.0,34.0,28.0,0.82,117.0,92.0,76.9,25.0,6.0,3.0,13.0,38.2,4.0,1.0,3.0,0.0,75.0
153,Neto,BRA,GK,Juventus,it Serie A,26.0,1989.0,3.0,3.0,270.0,3.0,3.0,1.0,6.0,3.0,50.0,1.0,1.0,1.0,1.0,33.3,,,,,
154,Manuel Neuer,DEU,GK,Bayern Munich,de Bundesliga,29.0,1986.0,34.0,34.0,3020.0,33.6,16.0,0.48,80.0,64.0,80.0,28.0,4.0,2.0,20.0,58.8,,,,,
156,Kristoffer Nordfeldt,SWE,GK,Swansea City,eng Premier League,26.0,1989.0,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,,,,,
157,Ørjan Nyland,NOR,GK,Ingolstadt 04,de Bundesliga,24.0,1990.0,6.0,6.0,540.0,6.0,13.0,2.17,28.0,15.0,53.6,0.0,2.0,4.0,0.0,0.0,,,,,
158,Jan Oblak,SVN,GK,Atlético Madrid,es La Liga,22.0,1993.0,38.0,38.0,3420.0,38.0,18.0,0.47,99.0,82.0,82.8,28.0,4.0,6.0,24.0,63.2,1.0,1.0,0.0,0.0,0.0
159,Guillermo Ochoa,MEX,GK,Málaga,es La Liga,30.0,1985.0,11.0,10.0,953.0,10.6,10.0,0.94,39.0,29.0,74.4,4.0,3.0,3.0,3.0,30.0,0.0,0.0,0.0,0.0,
160,Oier Olazábal,ESP,GK,Real Sociedad,es La Liga,25.0,1989.0,3.0,2.0,227.0,2.5,5.0,1.98,7.0,4.0,57.1,1.0,0.0,1.0,1.0,50.0,2.0,2.0,0.0,0.0,0.0
161,David Ospina,COL,GK,Arsenal,eng Premier League,26.0,1988.0,4.0,4.0,360.0,4.0,5.0,1.25,22.0,17.0,77.3,2.0,2.0,0.0,2.0,50.0,,,,,
162,Ramazan Özcan,AUT,GK,Ingolstadt 04,de Bundesliga,31.0,1984.0,28.0,28.0,2520.0,28.0,29.0,1.04,93.0,64.0,68.8,10.0,8.0,10.0,10.0,35.7,,,,,
163,Juan Pablo Carrizo,ARG,GK,Inter,it Serie A,31.0,1984.0,2.0,2.0,161.0,1.8,4.0,2.24,7.0,3.0,42.9,1.0,0.0,1.0,0.0,0.0,,,,,
164,Daniele Padelli,ITA,GK,Torino,it Serie A,29.0,1985.0,35.0,35.0,3150.0,35.0,50.0,1.43,137.0,87.0,63.5,11.0,8.0,16.0,6.0,17.1,,,,,
165,Costel Pantilimon,ROU,GK,Sunderland,eng Premier League,28.0,1987.0,17.0,17.0,1530.0,17.0,33.0,1.94,101.0,68.0,67.3,3.0,3.0,11.0,3.0,17.6,,,,,
166,Gianluca Pegolo,ITA,GK,Sassuolo,it Serie A,34.0,1981.0,2.0,1.0,150.0,1.7,2.0,1.2,6.0,4.0,66.7,1.0,0.0,1.0,1.0,100.0,,,,,
167,Alberto Pelagotti,ITA,GK,Empoli,it Serie A,25.0,1989.0,6.0,6.0,540.0,6.0,5.0,0.83,32.0,27.0,84.4,2.0,1.0,3.0,3.0,50.0,,,,,
168,Yohann Pelé,FRA,GK,Marseille,fr Ligue 1,32.0,1982.0,2.0,2.0,180.0,2.0,2.0,1.0,9.0,7.0,77.8,0.0,2.0,0.0,0.0,0.0,,,,,
169,Mattia Perin,ITA,GK,Genoa,it Serie A,22.0,1992.0,25.0,25.0,2250.0,25.0,30.0,1.2,113.0,83.0,73.5,9.0,6.0,10.0,8.0,32.0,,,,,
170,Denis Petrić,SRB,GK,Troyes,fr Ligue 1,27.0,1988.0,9.0,9.0,810.0,9.0,19.0,2.11,50.0,31.0,62.0,0.0,2.0,7.0,1.0,11.1,,,,,
171,Denis Petrić,SRB,GK,Angers,fr Ligue 1,27.0,1988.0,2.0,2.0,180.0,2.0,4.0,2.0,7.0,3.0,42.9,0.0,0.0,2.0,0.0,0.0,,,,,
172,Jordan Pickford,GBR,GK,Sunderland,eng Premier League,21.0,1994.0,2.0,2.0,180.0,2.0,6.0,3.0,17.0,11.0,64.7,0.0,1.0,1.0,0.0,0.0,,,,,
173,Laurent Pionnier,FRA,GK,Montpellier,fr Ligue 1,33.0,1982.0,25.0,25.0,2250.0,25.0,29.0,1.16,89.0,60.0,67.4,9.0,6.0,10.0,6.0,24.0,,,,,
174,Johny Placide,HTI,GK,Reims,fr Ligue 1,27.0,1988.0,19.0,17.0,1619.0,18.0,23.0,1.28,66.0,43.0,65.2,5.0,5.0,8.0,3.0,17.6,,,,,
175,Stipe Pletikosa,HRV,GK,La Coruña,es La Liga,36.0,1979.0,2.0,2.0,180.0,2.0,6.0,3.0,11.0,5.0,45.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
176,Josip Posavec,HRV,GK,Palermo,it Serie A,19.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,5.0,5.0,100.0,0.0,1.0,0.0,1.0,100.0,,,,,
177,Simon Pouplin,FRA,GK,Nice,fr Ligue 1,30.0,1985.0,1.0,1.0,37.0,0.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,
178,Jérôme Prior,FRA,GK,Bordeaux,fr Ligue 1,19.0,1995.0,13.0,11.0,1076.0,12.0,10.0,0.84,45.0,35.0,77.8,5.0,5.0,2.0,4.0,36.4,,,,,
179,Maurizio Pugliesi,ITA,GK,Empoli,it Serie A,38.0,1976.0,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,,,,,
180,Boris Radunović,SRB,GK,Atalanta,it Serie A,19.0,1996.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,,,,,
182,Rafael,BRA,GK,Hellas Verona,it Serie A,33.0,1982.0,12.0,12.0,1010.0,11.2,18.0,1.6,46.0,28.0,60.9,0.0,5.0,6.0,1.0,8.3,,,,,
183,Darren Randolph,IRL,GK,West Ham,eng Premier League,28.0,1987.0,6.0,6.0,540.0,6.0,12.0,2.0,24.0,12.0,50.0,3.0,0.0,3.0,2.0,33.3,,,,,
184,Pepe Reina,ESP,GK,Napoli,it Serie A,32.0,1982.0,37.0,37.0,3330.0,37.0,29.0,0.78,82.0,53.0,64.6,25.0,7.0,5.0,15.0,40.5,,,,,
185,Sergio Rico,ESP,GK,Sevilla,es La Liga,21.0,1993.0,34.0,34.0,3060.0,34.0,42.0,1.24,153.0,112.0,73.2,14.0,8.0,12.0,10.0,29.4,2.0,1.0,0.0,1.0,0.0
186,Asier Riesgo,ESP,GK,Eibar,es La Liga,31.0,1983.0,34.0,34.0,3060.0,34.0,54.0,1.59,130.0,80.0,60.8,9.0,9.0,16.0,7.0,20.6,4.0,3.0,1.0,0.0,25.0
187,Rémy Riou,FRA,GK,Nantes,fr Ligue 1,27.0,1987.0,31.0,31.0,2790.0,31.0,32.0,1.03,100.0,68.0,68.0,12.0,9.0,10.0,14.0,45.2,,,,,
188,Joel Robles,ESP,GK,Everton,eng Premier League,25.0,1990.0,13.0,13.0,1170.0,13.0,20.0,1.54,64.0,44.0,68.8,3.0,3.0,7.0,3.0,23.1,,,,,
189,Sergio Romero,ARG,GK,Manchester Utd,eng Premier League,28.0,1987.0,4.0,4.0,360.0,4.0,2.0,0.5,9.0,7.0,77.8,2.0,1.0,1.0,3.0,75.0,,,,,
190,Rubén,ESP,GK,Levante,es La Liga,31.0,1984.0,15.0,15.0,1350.0,15.0,27.0,1.8,64.0,40.0,60.9,2.0,5.0,8.0,3.0,20.0,4.0,2.0,1.0,1.0,33.3
191,Declan Rudd,GBR,GK,Norwich City,eng Premier League,24.0,1991.0,11.0,11.0,990.0,11.0,23.0,2.09,54.0,31.0,57.4,3.0,1.0,7.0,2.0,18.2,,,,,
192,John Ruddy,GBR,GK,Norwich City,eng Premier League,28.0,1986.0,27.0,27.0,2430.0,27.0,44.0,1.63,111.0,67.0,60.4,6.0,6.0,15.0,3.0,11.1,,,,,
193,Stéphane Ruffier,FRA,GK,Saint-Étienne,fr Ligue 1,28.0,1986.0,38.0,38.0,3420.0,38.0,37.0,0.97,144.0,107.0,74.3,17.0,7.0,14.0,16.0,42.1,,,,,
194,Gerónimo Rulli,ARG,GK,Real Sociedad,es La Liga,23.0,1992.0,36.0,36.0,3191.0,35.5,43.0,1.21,144.0,105.0,72.2,12.0,9.0,15.0,12.0,33.3,6.0,3.0,1.0,2.0,25.0
195,Mathew Ryan,AUS,GK,Valencia,es La Liga,23.0,1992.0,8.0,8.0,720.0,8.0,9.0,1.13,31.0,23.0,74.2,0.0,4.0,4.0,1.0,12.5,1.0,1.0,0.0,0.0,0.0
196,Mamadou Samassa,MLI,GK,Guingamp,fr Ligue 1,25.0,1990.0,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,1.0,0.0,0.0,,,,,
197,Kasper Schmeichel,DNK,GK,Leicester City,eng Premier League,28.0,1986.0,38.0,38.0,3420.0,38.0,36.0,0.95,136.0,100.0,73.5,23.0,12.0,3.0,15.0,39.5,,,,,
198,Andrea Seculin,ITA,GK,Chievo,it Serie A,25.0,1990.0,3.0,3.0,270.0,3.0,2.0,0.67,15.0,13.0,86.7,1.0,1.0,1.0,0.0,0.0,,,,,
199,Tobias Sippel,DEU,GK,M'Gladbach,de Bundesliga,27.0,1988.0,2.0,2.0,180.0,2.0,0.0,0.0,3.0,3.0,100.0,2.0,0.0,0.0,2.0,100.0,,,,,
200,Salvatore Sirigu,ITA,GK,Paris S-G,fr Ligue 1,28.0,1987.0,3.0,2.0,225.0,2.5,0.0,0.0,10.0,10.0,100.0,2.0,0.0,0.0,2.0,100.0,,,,,
201,Łukasz Skorupski,POL,GK,Empoli,it Serie A,24.0,1991.0,31.0,31.0,2790.0,31.0,43.0,1.39,127.0,84.0,66.1,9.0,9.0,13.0,9.0,29.0,,,,,
202,Yann Sommer,CHE,GK,M'Gladbach,de Bundesliga,26.0,1988.0,32.0,32.0,2880.0,32.0,50.0,1.56,149.0,99.0,66.4,15.0,4.0,13.0,5.0,15.6,,,,,
203,Stefano Sorrentino,ITA,GK,Palermo,it Serie A,36.0,1979.0,35.0,35.0,3096.0,34.4,58.0,1.69,178.0,120.0,67.4,10.0,8.0,16.0,9.0,25.7,,,,,
204,Julián Speroni,ARG,GK,Crystal Palace,eng Premier League,36.0,1979.0,2.0,2.0,180.0,2.0,6.0,3.0,15.0,9.0,60.0,0.0,0.0,2.0,0.0,0.0,,,,,
205,Marco Sportiello,ITA,GK,Atalanta,it Serie A,23.0,1992.0,36.0,36.0,3240.0,36.0,43.0,1.19,144.0,101.0,70.1,10.0,12.0,14.0,11.0,30.6,,,,,
206,Maarten Stekelenburg,NLD,GK,Southampton,eng Premier League,32.0,1982.0,17.0,17.0,1530.0,17.0,19.0,1.12,48.0,29.0,60.4,6.0,5.0,6.0,6.0,35.3,,,,,
208,Danijel Subašić,HRV,GK,Monaco,fr Ligue 1,30.0,1984.0,36.0,36.0,3240.0,36.0,50.0,1.39,168.0,118.0,70.2,16.0,13.0,7.0,12.0,33.3,,,,,
209,Wojciech Szczęsny,POL,GK,Roma,it Serie A,25.0,1990.0,34.0,34.0,3060.0,34.0,34.0,1.0,130.0,96.0,73.8,22.0,10.0,2.0,8.0,23.5,,,,,
210,Ciprian Tătărușanu,ROU,GK,Fiorentina,it Serie A,29.0,1986.0,37.0,37.0,3310.0,36.8,39.0,1.06,104.0,65.0,62.5,17.0,10.0,10.0,14.0,37.8,,,,,
211,Marc-André ter Stegen,DEU,GK,Barcelona,es La Liga,23.0,1992.0,7.0,6.0,542.0,6.0,7.0,1.16,21.0,14.0,66.7,5.0,0.0,1.0,3.0,50.0,0.0,0.0,0.0,0.0,
212,Toño,ESP,GK,Rayo Vallecano,es La Liga,35.0,1979.0,10.0,10.0,807.0,9.0,13.0,1.45,34.0,24.0,67.6,4.0,1.0,5.0,3.0,30.0,3.0,2.0,1.0,0.0,33.3
213,Kevin Trapp,DEU,GK,Paris S-G,fr Ligue 1,25.0,1990.0,35.0,35.0,3105.0,34.5,19.0,0.55,101.0,82.0,81.2,27.0,6.0,2.0,18.0,51.4,,,,,
214,Przemysław Tytoń,POL,GK,Stuttgart,de Bundesliga,28.0,1987.0,30.0,30.0,2677.0,29.7,61.0,2.05,178.0,117.0,65.7,9.0,6.0,15.0,4.0,13.3,,,,,
215,Sven Ulreich,DEU,GK,Bayern Munich,de Bundesliga,26.0,1988.0,1.0,0.0,40.0,0.4,1.0,2.25,4.0,3.0,75.0,0.0,0.0,0.0,0.0,,,,,,
216,Javi Varas,ESP,GK,Las Palmas,es La Liga,32.0,1982.0,31.0,31.0,2710.0,30.1,40.0,1.33,135.0,96.0,71.1,11.0,7.0,13.0,9.0,29.0,2.0,1.0,0.0,1.0,0.0
217,Rémy Vercoutre,FRA,GK,Caen,fr Ligue 1,35.0,1980.0,38.0,38.0,3420.0,38.0,52.0,1.37,168.0,116.0,69.0,16.0,6.0,16.0,10.0,26.3,,,,,
218,Thomas Vincensini,FRA,GK,Bastia,fr Ligue 1,21.0,1993.0,2.0,1.0,119.0,1.3,1.0,0.76,7.0,6.0,85.7,1.0,0.0,0.0,1.0,100.0,,,,,
219,Emiliano Viviano,ITA,GK,Sampdoria,it Serie A,29.0,1985.0,37.0,37.0,3330.0,37.0,56.0,1.51,194.0,138.0,71.1,10.0,10.0,17.0,7.0,18.9,,,,,
220,Odisseas Vlachodimos,GRC,GK,Stuttgart,de Bundesliga,21.0,1994.0,3.0,2.0,203.0,2.3,8.0,3.55,12.0,4.0,33.3,0.0,0.0,2.0,0.0,0.0,,,,,
221,Michel Vorm,NLD,GK,Tottenham,eng Premier League,31.0,1983.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,,,,,
222,Danny Ward,GB-WLS,GK,Liverpool,eng Premier League,22.0,1993.0,2.0,2.0,180.0,2.0,4.0,2.0,13.0,9.0,69.2,1.0,0.0,1.0,0.0,0.0,,,,,
223,Roman Weidenfeller,DEU,GK,Dortmund,de Bundesliga,34.0,1980.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,
224,Felix Wiedwald,DEU,GK,Werder Bremen,de Bundesliga,25.0,1990.0,34.0,34.0,3060.0,34.0,40.0,1.18,165.0,125.0,75.8,10.0,12.0,12.0,8.0,23.5,,,,,
225,David Yelldell,USA,GK,Leverkusen,de Bundesliga,33.0,1981.0,1.0,0.0,44.0,0.5,1.0,2.05,3.0,2.0,66.7,0.0,0.0,0.0,0.0,,,,,,
226,Yoel,ESP,GK,Rayo Vallecano,es La Liga,26.0,1988.0,9.0,9.0,810.0,9.0,24.0,2.67,50.0,28.0,56.0,1.0,2.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
227,Massimo Zappino,BRA,GK,Frosinone,it Serie A,34.0,1981.0,4.0,3.0,331.0,3.7,14.0,3.81,33.0,19.0,57.6,0.0,0.0,4.0,0.0,0.0,,,,,
228,Łukasz Załuska,POL,GK,Darmstadt 98,de Bundesliga,33.0,1982.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,,,,,
229,Ron-Robert Zieler,DEU,GK,Hannover 96,de Bundesliga,26.0,1989.0,34.0,34.0,3060.0,34.0,62.0,1.82,205.0,143.0,69.8,7.0,4.0,23.0,5.0,14.7,,,,,
