Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Andrea Conti,499,ITA,DF,Sampdoria,Serie A,28.0,1994.0,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499,ITA,DF,Sampdoria,Serie A,28.0,1994.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Lewis Cook,500,GBR,MF,Bournemouth,Premier League,25.0,1997.0,14.0,12.0,1103.0,12.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,0.08,0.0,0.08,0.1,0.1,1.2,1.3,0.01,0.1,0.11,0.01,0.11,500,GBR,MF,Bournemouth,Premier League,25.0,1997.0,12.3,0.0,3.0,0.0,0.0,0.24,0.0,0.0,,26.9,1.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Steve Cook,501,GBR,DF,Nott'ham Forest,Premier League,31.0,1991.0,12.0,11.0,957.0,10.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.01,0.05,0.07,0.01,0.07,501,GBR,DF,Nott'ham Forest,Premier League,31.0,1991.0,10.6,0.0,3.0,0.0,0.0,0.28,0.0,0.0,,14.2,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Liam Cooper,502,SYC,DF,Leeds United,Premier League,31.0,1991.0,7.0,6.0,585.0,6.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15,0.0,0.15,0.15,0.15,0.4,0.4,0.4,0.8,0.06,0.07,0.13,0.06,0.13,502,SYC,DF,Leeds United,Premier League,31.0,1991.0,6.5,1.0,6.0,2.0,33.3,0.92,0.31,0.17,0.5,10.7,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6
Copete,503,ESP,DF,Mallorca,La Liga,23.0,1999.0,12.0,12.0,997.0,11.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.2,0.06,0.0,0.07,0.02,0.02,503,ESP,DF,Mallorca,La Liga,23.0,1999.0,11.1,0.0,3.0,0.0,0.0,0.27,0.0,0.0,,7.9,0.0,0.0,0.0,0.7,0.2,0.07,-0.7,-0.2
Diego Coppola,504,ITA,DF,Hellas Verona,Serie A,18.0,2003.0,6.0,6.0,495.0,5.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.05,0.0,0.05,0.05,0.05,504,ITA,DF,Hellas Verona,Serie A,18.0,2003.0,5.5,0.0,2.0,0.0,0.0,0.36,0.0,0.0,,13.0,0.0,0.0,0.0,0.2,0.2,0.12,-0.2,-0.2
Francis Coquelin,505,FRA,MF,Villarreal,La Liga,31.0,1991.0,11.0,6.0,523.0,5.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,0.5,0.5,0.7,1.2,0.09,0.12,0.21,0.09,0.21,505,FRA,MF,Villarreal,La Liga,31.0,1991.0,5.8,1.0,4.0,1.0,25.0,0.69,0.17,0.25,1.0,17.8,0.0,0.0,0.0,0.5,0.5,0.13,0.5,0.5
Sébastien Corchia,506,FRA,"DF,MF",Nantes,Ligue 1,32.0,1990.0,12.0,1.0,290.0,3.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,506,FRA,"DF,MF",Nantes,Ligue 1,32.0,1990.0,3.2,0.0,1.0,0.0,0.0,0.31,0.0,0.0,,28.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Maxwel Cornet,507,CIV,FW,West Ham,Premier League,26.0,1996.0,5.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.53,0.0,0.53,0.53,0.53,507,CIV,FW,West Ham,Premier League,26.0,1996.0,1.0,0.0,4.0,1.0,25.0,3.96,0.99,0.0,0.0,9.8,0.0,0.0,0.0,0.5,0.5,0.13,-0.5,-0.5
Jesús Corona,508,MEX,FW,Sevilla,La Liga,29.0,1993.0,1.0,1.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.27,0.27,0.0,0.27,508,MEX,FW,Sevilla,La Liga,29.0,1993.0,0.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ángel Correa,509,ARG,"FW,MF",Atlético Madrid,La Liga,27.0,1995.0,14.0,4.0,513.0,5.7,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.53,0.0,0.53,0.53,0.53,2.7,2.7,1.3,4.0,0.47,0.22,0.69,0.47,0.69,509,ARG,"FW,MF",Atlético Madrid,La Liga,27.0,1995.0,5.7,3.0,20.0,7.0,35.0,3.51,1.23,0.15,0.43,15.6,0.0,0.0,0.0,2.7,2.7,0.13,0.3,0.3
Joaquín Correa,510,ARG,FW,Inter,Serie A,28.0,1994.0,12.0,3.0,333.0,3.7,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.81,0.27,1.08,0.81,1.08,2.1,2.1,0.8,2.8,0.56,0.21,0.77,0.56,0.77,510,ARG,FW,Inter,Serie A,28.0,1994.0,3.7,3.0,8.0,5.0,62.5,2.16,1.35,0.38,0.6,11.5,0.0,0.0,0.0,2.1,2.1,0.26,0.9,0.9
Thierry Correia,511,PRT,DF,Valencia,La Liga,23.0,1999.0,13.0,13.0,1121.0,12.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.6,0.01,0.03,0.04,0.01,0.04,511,PRT,DF,Valencia,La Liga,23.0,1999.0,12.5,0.0,4.0,0.0,0.0,0.32,0.0,0.0,,22.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Alessandro Cortinovis,512,ITA,MF,Hellas Verona,Serie A,21.0,2001.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,ITA,MF,Hellas Verona,Serie A,21.0,2001.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Danny da Costa,513,DEU,DF,Mainz 05,Bundesliga,29.0,1993.0,7.0,4.0,404.0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,0.1,0.1,0.3,0.4,0.02,0.07,0.09,0.02,0.09,513,DEU,DF,Mainz 05,Bundesliga,29.0,1993.0,4.5,0.0,3.0,0.0,0.0,0.67,0.0,0.0,,16.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
David Pereira da Costa,514,PRT,"MF,FW",Lens,Ligue 1,21.0,2001.0,14.0,12.0,910.0,10.1,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.1,0.3,0.4,0.1,0.4,2.1,2.1,3.3,5.3,0.2,0.32,0.53,0.2,0.53,514,PRT,"MF,FW",Lens,Ligue 1,21.0,2001.0,10.1,1.0,17.0,4.0,23.5,1.68,0.4,0.06,0.25,16.5,2.0,0.0,0.0,2.1,2.1,0.12,-1.1,-1.1
Diego Costa,515,ESP,FW,Wolves,Premier League,34.0,1988.0,6.0,5.0,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.2,1.8,0.37,0.04,0.4,0.37,0.4,515,ESP,FW,Wolves,Premier League,34.0,1988.0,4.6,0.0,16.0,5.0,31.3,3.5,1.09,0.0,0.0,11.4,0.0,0.0,0.0,1.7,1.7,0.11,-1.7,-1.7
Jaume Costa,516,ESP,DF,Mallorca,La Liga,34.0,1988.0,11.0,11.0,964.0,10.7,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,0.7,0.7,1.2,1.9,0.06,0.11,0.17,0.06,0.17,516,ESP,DF,Mallorca,La Liga,34.0,1988.0,10.7,0.0,7.0,5.0,71.4,0.65,0.47,0.0,0.0,12.9,0.0,0.0,0.0,0.7,0.7,0.1,-0.7,-0.7
Logan Costa,517,CPV,DF,Toulouse,Ligue 1,21.0,2001.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517,CPV,DF,Toulouse,Ligue 1,21.0,2001.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Nuno da Costa,518,CPV,"FW,MF",Auxerre,Ligue 1,31.0,1991.0,11.0,9.0,768.0,8.5,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.23,0.0,0.23,0.23,0.23,1.4,1.4,1.1,2.5,0.17,0.13,0.3,0.17,0.3,518,CPV,"FW,MF",Auxerre,Ligue 1,31.0,1991.0,8.5,2.0,12.0,6.0,50.0,1.41,0.7,0.17,0.33,14.5,0.0,0.0,0.0,1.4,1.4,0.12,0.6,0.6
Samu Costa,520,PRT,MF,Almería,La Liga,21.0,2000.0,11.0,8.0,768.0,8.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.02,0.03,0.06,0.02,0.06,520,PRT,MF,Almería,La Liga,21.0,2000.0,8.5,0.0,5.0,2.0,40.0,0.59,0.23,0.0,0.0,28.2,1.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Benoît Costil,521,FRA,GK,Auxerre,Ligue 1,35.0,1987.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521,FRA,GK,Auxerre,Ligue 1,35.0,1987.0,14.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Vladimír Coufal,522,CZE,"DF,MF",West Ham,Premier League,30.0,1992.0,9.0,7.0,685.0,7.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.01,0.08,0.1,0.01,0.1,522,CZE,"DF,MF",West Ham,Premier League,30.0,1992.0,7.6,0.0,2.0,0.0,0.0,0.26,0.0,0.0,,25.1,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Lassana Coulibaly,523,MLI,MF,Salernitana,Serie A,26.0,1996.0,13.0,13.0,1091.0,12.1,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.08,0.08,0.16,0.08,0.16,0.3,0.3,0.8,1.1,0.02,0.07,0.09,0.02,0.09,523,MLI,MF,Salernitana,Serie A,26.0,1996.0,12.1,1.0,5.0,3.0,60.0,0.41,0.25,0.2,0.33,17.6,0.0,0.0,0.0,0.3,0.3,0.06,0.7,0.7
Thibaut Courtois,524,BEL,GK,Real Madrid,La Liga,30.0,1992.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,524,BEL,GK,Real Madrid,La Liga,30.0,1992.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Mathieu Coutadeur,525,FRA,MF,Ajaccio,Ligue 1,36.0,1986.0,11.0,8.0,714.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.07,0.07,0.0,0.07,525,FRA,MF,Ajaccio,Ligue 1,36.0,1986.0,7.9,0.0,2.0,0.0,0.0,0.25,0.0,0.0,,29.3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Philippe Coutinho,526,BRA,"MF,FW",Aston Villa,Premier League,30.0,1992.0,12.0,6.0,571.0,6.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.3,0.16,0.05,0.2,0.16,0.2,526,BRA,"MF,FW",Aston Villa,Premier League,30.0,1992.0,6.3,0.0,16.0,6.0,37.5,2.52,0.95,0.0,0.0,20.5,2.0,0.0,0.0,1.0,1.0,0.06,-1.0,-1.0
Yan Couto,527,BRA,"DF,FW",Girona,La Liga,20.0,2002.0,10.0,5.0,506.0,5.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.01,0.07,0.08,0.01,0.08,527,BRA,"DF,FW",Girona,La Liga,20.0,2002.0,5.6,0.0,2.0,0.0,0.0,0.36,0.0,0.0,,26.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Conor Coventry,528,IRL,"MF,FW",West Ham,Premier League,22.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528,IRL,"MF,FW",West Ham,Premier League,22.0,2000.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Nicolas Cozza,529,FRA,DF,Montpellier,Ligue 1,23.0,1999.0,14.0,13.0,1146.0,12.7,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.16,0.08,0.24,0.16,0.24,1.4,1.4,0.5,1.9,0.11,0.04,0.15,0.11,0.15,529,FRA,DF,Montpellier,Ligue 1,23.0,1999.0,12.7,2.0,6.0,3.0,50.0,0.47,0.24,0.33,0.67,9.2,0.0,0.0,0.0,1.4,1.4,0.23,0.6,0.6
Aaron Cresswell,530,GBR,DF,West Ham,Premier League,32.0,1989.0,13.0,13.0,1150.0,12.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.2,2.5,0.02,0.18,0.19,0.02,0.19,530,GBR,DF,West Ham,Premier League,32.0,1989.0,12.8,0.0,5.0,1.0,20.0,0.39,0.08,0.0,0.0,21.7,2.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Bryan Cristante,531,ITA,MF,Roma,Serie A,27.0,1995.0,14.0,14.0,1170.0,13.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08,0.9,0.9,0.7,1.6,0.07,0.05,0.12,0.07,0.12,531,ITA,MF,Roma,Serie A,27.0,1995.0,13.0,1.0,12.0,1.0,8.3,0.92,0.08,0.08,1.0,18.4,0.0,0.0,0.0,0.9,0.9,0.07,0.1,0.1
Juan Cruz Armada,532,ESP,DF,Osasuna,La Liga,30.0,1992.0,13.0,11.0,1006.0,11.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,0.02,0.06,0.08,0.02,0.08,532,ESP,DF,Osasuna,La Liga,30.0,1992.0,11.2,0.0,1.0,0.0,0.0,0.09,0.0,0.0,,9.5,0.0,0.0,0.0,0.2,0.2,0.2,-0.2,-0.2
Juan Cruz,533,ESP,FW,Betis,La Liga,22.0,2000.0,4.0,0.0,111.0,1.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.81,0.81,0.4,0.4,0.0,0.4,0.33,0.0,0.33,0.33,0.33,533,ESP,FW,Betis,La Liga,22.0,2000.0,1.2,1.0,4.0,1.0,25.0,3.24,0.81,0.25,1.0,16.7,0.0,0.0,0.0,0.4,0.4,0.1,0.6,0.6
Juan Cuadrado,534,COL,"DF,FW",Juventus,Serie A,34.0,1988.0,12.0,11.0,852.0,9.5,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.32,0.32,0.0,0.32,0.7,0.7,1.9,2.5,0.07,0.2,0.27,0.07,0.27,534,COL,"DF,FW",Juventus,Serie A,34.0,1988.0,9.5,0.0,14.0,4.0,28.6,1.48,0.42,0.0,0.0,18.9,1.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7
Marc Cucurella,535,ESP,DF,Chelsea,Premier League,24.0,1998.0,12.0,11.0,829.0,9.2,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.22,0.22,0.0,0.22,0.3,0.3,0.3,0.6,0.04,0.03,0.07,0.04,0.07,535,ESP,DF,Chelsea,Premier League,24.0,1998.0,9.2,0.0,5.0,0.0,0.0,0.54,0.0,0.0,,18.0,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Jorge Cuenca,536,ESP,DF,Villarreal,La Liga,22.0,1999.0,2.0,1.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.19,0.19,0.0,0.19,536,ESP,DF,Villarreal,La Liga,22.0,1999.0,1.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Braian Cufré,537,ARG,DF,Mallorca,La Liga,25.0,1996.0,3.0,2.0,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,537,ARG,DF,Mallorca,La Liga,25.0,1996.0,2.2,0.0,3.0,0.0,0.0,1.39,0.0,0.0,,21.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Matheus Cunha,538,BRA,"FW,MF",Atlético Madrid,La Liga,23.0,1999.0,11.0,2.0,377.0,4.2,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.48,0.48,0.0,0.48,1.4,1.4,0.8,2.2,0.34,0.2,0.53,0.34,0.53,538,BRA,"FW,MF",Atlético Madrid,La Liga,23.0,1999.0,4.2,0.0,12.0,8.0,66.7,2.86,1.91,0.0,0.0,16.1,0.0,0.0,0.0,1.4,1.4,0.12,-1.4,-1.4
Curro,539,ESP,MF,Almería,La Liga,26.0,1996.0,2.0,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.19,0.44,0.63,0.19,0.63,539,ESP,MF,Almería,La Liga,26.0,1996.0,0.5,0.0,1.0,1.0,100.0,2.09,2.09,0.0,0.0,15.9,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1
Marco D'Alessandro,540,ITA,"DF,FW",Monza,Serie A,31.0,1991.0,6.0,3.0,258.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.12,0.06,0.18,0.12,0.18,540,ITA,"DF,FW",Monza,Serie A,31.0,1991.0,2.9,0.0,4.0,1.0,25.0,1.4,0.35,0.0,0.0,16.1,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
Danilo D'Ambrosio,541,ITA,DF,Inter,Serie A,34.0,1988.0,4.0,1.0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541,ITA,DF,Inter,Serie A,34.0,1988.0,1.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Luca D'Andrea,542,ITA,FW,Sassuolo,Serie A,18.0,2004.0,5.0,5.0,316.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,0.3,0.3,0.8,1.1,0.08,0.23,0.31,0.08,0.31,542,ITA,FW,Sassuolo,Serie A,18.0,2004.0,3.5,0.0,7.0,3.0,42.9,1.99,0.85,0.0,0.0,17.0,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
Damien Da Silva,543,FRA,DF,Lyon,Ligue 1,34.0,1988.0,5.0,1.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,543,FRA,DF,Lyon,Ligue 1,34.0,1988.0,1.8,0.0,1.0,0.0,0.0,0.57,0.0,0.0,,17.7,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
Moanes Dabbur,544,ISR,"FW,MF",Hoffenheim,Bundesliga,30.0,1992.0,10.0,4.0,422.0,4.7,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.85,0.0,0.85,0.85,0.85,1.7,1.7,0.6,2.3,0.36,0.13,0.48,0.36,0.48,544,ISR,"FW,MF",Hoffenheim,Bundesliga,30.0,1992.0,4.7,4.0,11.0,9.0,81.8,2.35,1.92,0.36,0.44,15.6,0.0,0.0,0.0,1.7,1.7,0.15,2.3,2.3
Colin Dagba,546,FRA,DF,Strasbourg,Ligue 1,24.0,1998.0,9.0,6.0,463.0,5.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.02,0.1,0.12,0.02,0.12,546,FRA,DF,Strasbourg,Ligue 1,24.0,1998.0,5.1,0.0,2.0,0.0,0.0,0.39,0.0,0.0,,17.4,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Mahmoud Dahoud,547,DEU,MF,Dortmund,Bundesliga,26.0,1996.0,3.0,3.0,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,547,DEU,MF,Dortmund,Bundesliga,26.0,1996.0,2.0,0.0,3.0,0.0,0.0,1.48,0.0,0.0,,31.3,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Patson Daka,548,ZMB,FW,Leicester City,Premier League,24.0,1998.0,13.0,6.0,574.0,6.4,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.47,0.16,0.63,0.47,0.63,2.3,2.3,1.6,3.9,0.35,0.25,0.61,0.35,0.61,548,ZMB,FW,Leicester City,Premier League,24.0,1998.0,6.4,3.0,17.0,11.0,64.7,2.67,1.72,0.18,0.27,15.1,0.0,0.0,0.0,2.3,2.3,0.13,0.7,0.7
Thijs Dallinga,549,NLD,FW,Toulouse,Ligue 1,22.0,2000.0,13.0,11.0,826.0,9.2,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.22,0.11,0.33,0.22,0.33,2.6,2.6,0.7,3.3,0.28,0.08,0.36,0.28,0.36,549,NLD,FW,Toulouse,Ligue 1,22.0,2000.0,9.2,2.0,16.0,8.0,50.0,1.74,0.87,0.13,0.25,11.4,0.0,0.0,0.0,2.6,2.6,0.16,-0.6,-0.6
Diogo Dalot,550,PRT,DF,Manchester Utd,Premier League,23.0,1999.0,13.0,13.0,1165.0,12.9,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,0.6,0.6,1.3,1.9,0.05,0.1,0.15,0.05,0.15,550,PRT,DF,Manchester Utd,Premier League,23.0,1999.0,12.9,0.0,10.0,3.0,30.0,0.77,0.23,0.0,0.0,19.9,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
Muhammed Damar,551,DEU,MF,Hoffenheim,Bundesliga,18.0,2004.0,4.0,1.0,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.08,0.11,0.18,0.08,0.18,551,DEU,MF,Hoffenheim,Bundesliga,18.0,2004.0,1.4,0.0,1.0,0.0,0.0,0.7,0.0,0.0,,10.4,0.0,0.0,0.0,0.1,0.1,0.11,-0.1,-0.1
Mikkel Damsgaard,552,DNK,"MF,FW",Brentford,Premier League,22.0,2000.0,9.0,1.0,267.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.14,0.12,0.27,0.14,0.27,552,DNK,"MF,FW",Brentford,Premier League,22.0,2000.0,3.0,0.0,3.0,3.0,100.0,1.01,1.01,0.0,0.0,15.7,0.0,0.0,0.0,0.4,0.4,0.14,-0.4,-0.4
Flavius Daniliuc,553,AUT,DF,Salernitana,Serie A,21.0,2001.0,9.0,8.0,755.0,8.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,0.1,0.4,0.04,0.01,0.05,0.04,0.05,553,AUT,DF,Salernitana,Serie A,21.0,2001.0,8.4,0.0,4.0,3.0,75.0,0.48,0.36,0.0,0.0,16.9,1.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3
Danilo,555,BRA,DF,Juventus,Serie A,31.0,1991.0,13.0,12.0,1093.0,12.1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,0.5,0.5,1.9,2.4,0.04,0.16,0.2,0.04,0.2,555,BRA,DF,Juventus,Serie A,31.0,1991.0,12.1,0.0,9.0,0.0,0.0,0.74,0.0,0.0,,15.2,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
Kevin Danso,556,AUT,DF,Lens,Ligue 1,24.0,1998.0,14.0,14.0,1260.0,14.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.07,0.07,0.14,0.07,0.14,1.4,1.3,0.8,2.1,0.1,0.06,0.15,0.09,0.15,556,AUT,DF,Lens,Ligue 1,24.0,1998.0,14.0,1.0,9.0,1.0,11.1,0.64,0.07,0.11,1.0,15.8,0.0,0.0,0.0,1.4,1.3,0.14,-0.4,-0.3
Dante,557,BRA,DF,Nice,Ligue 1,39.0,1983.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.05,0.01,0.05,0.05,0.05,557,BRA,DF,Nice,Ligue 1,39.0,1983.0,13.0,0.0,9.0,2.0,22.2,0.69,0.15,0.0,0.0,14.2,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6
