,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
900,Léo Duarte,br BRA,DF,Milan,Serie A,23.0,1996.0,6.0,405.0,68.0,11.8,4.5,4.0,90.0,4.0,2.0,23.0,9.0,1.5,5.0,6.0,-1.0,-0.22,-0.76,5.3,5.6,-0.2,-0.06,-0.59
901,Óscar Duarte,cr CRC,DF,Levante,La Liga,30.0,1989.0,8.0,485.0,61.0,14.2,5.4,5.0,85.0,3.0,3.0,20.0,18.0,1.5,6.0,13.0,-7.0,-1.3,-1.33,7.5,11.7,-4.3,-0.79,-0.47
902,Rubén Duarte,es ESP,DF,Alavés,La Liga,23.0,1995.0,31.0,2663.0,86.0,77.9,29.6,30.0,88.0,28.0,1.0,29.0,1.0,1.13,32.0,37.0,-5.0,-0.17,2.21,34.6,38.9,-4.3,-0.15,1.54
903,Augustas Dubickas,lt LTU,MF,Lecce,Serie A,18.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
904,Edgaras Dubickas,lt LTU,DF,Lecce,Serie A,21.0,1998.0,1.0,3.0,3.0,0.1,0.0,0.0,,0.0,1.0,3.0,14.0,1.0,1.0,0.0,1.0,30.0,30.9,0.8,0.0,0.8,24.09,24.92
905,Leo Dubois,fr FRA,DF,Lyon,Ligue 1,24.0,1994.0,16.0,1346.0,84.0,53.4,15.0,15.0,89.0,14.0,1.0,17.0,0.0,1.63,24.0,12.0,12.0,0.8,0.57,19.4,14.3,5.1,0.35,-0.07
906,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,30.0,1989.0,38.0,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,1.16,38.0,58.0,-20.0,-0.53,,35.5,65.6,-30.1,-0.79,
907,Ondrej Duda,sk SVK,MF,Norwich City,Premier League,24.0,1994.0,10.0,724.0,72.0,21.2,8.0,9.0,79.0,3.0,1.0,11.0,3.0,0.7,3.0,9.0,-6.0,-0.75,0.69,9.6,12.0,-2.4,-0.3,0.61
908,Ondrej Duda,sk SVK,MF,Hertha BSC,Bundesliga,24.0,1994.0,7.0,447.0,64.0,14.6,5.0,6.0,67.0,1.0,1.0,45.0,6.0,0.71,6.0,8.0,-2.0,-0.4,-0.09,7.3,8.1,-0.9,-0.17,0.19
910,Shane Duffy,ie IRL,DF,Brighton,Premier League,27.0,1992.0,19.0,1238.0,65.0,36.2,13.8,12.0,90.0,12.0,7.0,23.0,13.0,1.16,13.0,18.0,-5.0,-0.36,0.05,14.6,18.5,-3.9,-0.29,-0.06
911,Unai Dufur,es ESP,DF,Eibar,La Liga,20.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
912,Haris Duljević,ba BIH,"FW,MF",Nîmes,Ligue 1,25.0,1993.0,14.0,520.0,37.0,20.6,5.8,5.0,70.0,1.0,9.0,19.0,3.0,0.71,9.0,11.0,-2.0,-0.35,0.24,7.5,8.5,-1.0,-0.17,0.26
913,Taylan Duman,de GER,MF,Dortmund,Bundesliga,22.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
914,Luka Dumancic,hr CRO,DF,Lecce,Serie A,20.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
915,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,27.0,1991.0,16.0,1228.0,77.0,35.9,13.6,14.0,82.0,11.0,2.0,38.0,3.0,1.38,14.0,20.0,-6.0,-0.44,0.14,10.7,21.0,-10.4,-0.76,0.05
916,Alfred Duncan,gh GHA,MF,Fiorentina,Serie A,26.0,1993.0,13.0,887.0,68.0,25.9,9.9,10.0,80.0,5.0,3.0,29.0,1.0,1.77,19.0,6.0,13.0,1.32,1.67,17.0,11.3,5.7,0.57,0.61
917,Alfred Duncan,gh GHA,MF,Sassuolo,Serie A,26.0,1993.0,13.0,843.0,65.0,24.6,9.4,10.0,80.0,4.0,3.0,15.0,5.0,1.08,19.0,20.0,-1.0,-0.11,-0.35,11.5,16.7,-5.3,-0.56,-0.43
918,Lewis Dunk,eng ENG,DF,Brighton,Premier League,27.0,1991.0,36.0,3230.0,90.0,94.4,35.9,36.0,90.0,35.0,0.0,,0.0,1.14,38.0,50.0,-12.0,-0.33,1.09,43.8,50.4,-6.6,-0.18,1.21
919,Jimmy Dunne,ie IRL,DF,Burnley,Premier League,21.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,9.0,,,,,,,,,,,
920,Erik Durm,de GER,"DF,FW",Eint Frankfurt,Bundesliga,27.0,1992.0,9.0,511.0,57.0,16.7,5.7,6.0,80.0,2.0,3.0,10.0,20.0,0.56,5.0,7.0,-2.0,-0.35,-0.39,7.7,7.3,0.3,0.06,-0.27
921,Riza Durmisi,dk DEN,"DF,MF",Nice,Ligue 1,25.0,1994.0,4.0,160.0,40.0,6.3,1.8,2.0,71.0,0.0,2.0,9.0,3.0,1.5,1.0,3.0,-2.0,-1.13,-1.32,0.9,2.8,-2.0,-1.11,-0.87
922,Hugo Duro,es ESP,"FW,MF",Getafe,La Liga,19.0,1999.0,12.0,378.0,32.0,11.1,4.2,4.0,70.0,0.0,8.0,12.0,5.0,1.25,3.0,8.0,-5.0,-1.19,-1.52,4.7,6.4,-1.7,-0.39,-0.45
923,Jean-Kevin Duverne,fr FRA,DF,Brest,Ligue 1,22.0,1997.0,14.0,1178.0,84.0,46.7,13.1,13.0,90.0,13.0,1.0,7.0,6.0,1.36,18.0,18.0,0.0,0.0,0.2,17.2,17.9,-0.7,-0.05,0.89
924,Paulo Dybala,ar ARG,"FW,MF",Juventus,Serie A,25.0,1993.0,33.0,2155.0,65.0,63.0,23.9,25.0,77.0,7.0,8.0,28.0,2.0,2.39,51.0,22.0,29.0,1.21,0.93,45.1,24.8,20.4,0.85,0.44
925,Edin Džeko,ba BIH,FW,Roma,Serie A,33.0,1986.0,35.0,2854.0,82.0,83.5,31.7,31.0,89.0,27.0,4.0,25.0,3.0,1.74,60.0,43.0,17.0,0.54,-0.9,63.1,41.6,21.5,0.68,0.3
926,Blerim Džemaili,ch SUI,MF,Bologna,Serie A,33.0,1986.0,14.0,698.0,50.0,20.4,7.8,8.0,76.0,4.0,6.0,15.0,4.0,1.29,13.0,18.0,-5.0,-0.64,-0.38,9.7,13.2,-3.4,-0.44,-0.62
927,Jake Eastwood,eng ENG,GK,Sheffield Utd,Premier League,22.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
928,Bruno Ecuele Manga,ga GAB,DF,Dijon,Ligue 1,31.0,1988.0,28.0,2520.0,90.0,100.0,28.0,28.0,90.0,28.0,0.0,,0.0,1.07,27.0,37.0,-10.0,-0.36,,30.5,38.4,-8.0,-0.28,
929,Simone Edera,it ITA,"MF,FW",Torino,Serie A,22.0,1997.0,13.0,398.0,31.0,11.6,4.4,4.0,67.0,0.0,9.0,15.0,13.0,0.85,3.0,12.0,-9.0,-2.04,-1.65,5.3,6.9,-1.6,-0.35,0.08
930,Ederson,br BRA,GK,Manchester City,Premier League,25.0,1993.0,35.0,3071.0,88.0,89.8,34.1,35.0,88.0,34.0,0.0,,0.0,2.14,95.0,28.0,67.0,1.96,1.96,86.6,30.5,56.1,1.64,1.73
931,John Egan,ie IRL,DF,Sheffield Utd,Premier League,26.0,1992.0,36.0,3187.0,89.0,93.2,35.4,36.0,89.0,34.0,0.0,,0.0,1.47,36.0,30.0,6.0,0.17,2.49,40.8,45.8,-5.0,-0.14,0.98
932,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,Bundesliga,21.0,1998.0,14.0,510.0,36.0,16.7,5.7,4.0,78.0,1.0,10.0,20.0,10.0,0.43,5.0,13.0,-8.0,-1.41,-0.74,8.1,8.7,-0.6,-0.1,0.44
933,Maximilian Eggestein,de GER,MF,Werder Bremen,Bundesliga,22.0,1996.0,32.0,2855.0,89.0,93.3,31.7,32.0,89.0,31.0,0.0,,0.0,0.88,40.0,65.0,-25.0,-0.79,0.09,36.6,51.8,-15.2,-0.48,-0.12
934,Kingsley Ehizibue,nl NED,DF,Köln,Bundesliga,24.0,1995.0,31.0,2329.0,75.0,76.1,25.9,29.0,78.0,18.0,2.0,27.0,1.0,1.06,36.0,46.0,-10.0,-0.39,0.6,34.9,36.3,-1.4,-0.05,0.32
936,Albin Ekdal,se SWE,MF,Sampdoria,Serie A,30.0,1989.0,32.0,2385.0,75.0,69.7,26.5,27.0,84.0,21.0,5.0,24.0,1.0,1.28,37.0,40.0,-3.0,-0.11,1.1,34.9,33.2,1.7,0.07,0.63
937,Chinedu Ekene,de GER,FW,Hoffenheim,Bundesliga,20.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
938,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,33.0,1986.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
939,Harvey Elliott,eng ENG,DF,Liverpool,Premier League,16.0,2003.0,2.0,8.0,4.0,0.2,0.1,0.0,,0.0,2.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,-1.37,0.2,0.0,0.2,1.9,1.08
940,Elif Elmas,mk MKD,MF,Napoli,Serie A,19.0,1999.0,26.0,1134.0,44.0,33.2,12.6,12.0,77.0,4.0,14.0,15.0,11.0,2.04,25.0,16.0,9.0,0.71,0.64,18.3,13.3,5.0,0.4,-0.07
941,Ilay Elmkies,il ISR,MF,Hoffenheim,Bundesliga,19.0,2000.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.9,3.0
942,Ahmed Elmohamady,eg EGY,DF,Aston Villa,Premier League,31.0,1987.0,18.0,1031.0,57.0,30.1,11.5,11.0,81.0,9.0,7.0,19.0,14.0,0.89,11.0,28.0,-17.0,-1.48,-1.14,12.4,24.5,-12.1,-1.06,-0.63
943,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,25.0,1994.0,22.0,1510.0,69.0,44.2,16.8,17.0,83.0,13.0,5.0,21.0,0.0,1.41,27.0,21.0,6.0,0.36,0.26,22.3,17.4,4.9,0.29,0.25
944,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,22.0,1996.0,32.0,2618.0,82.0,85.6,29.1,30.0,85.0,25.0,2.0,35.0,0.0,1.94,57.0,34.0,23.0,0.79,0.18,62.4,38.3,24.1,0.83,0.43
945,Rodrigo Ely,br BRA,DF,Alavés,La Liga,25.0,1993.0,25.0,2121.0,85.0,62.0,23.6,24.0,87.0,19.0,1.0,45.0,5.0,1.0,18.0,32.0,-14.0,-0.59,0.17,22.9,33.4,-10.6,-0.45,0.1
946,Adri Embarba,es ESP,"MF,FW",Espanyol,La Liga,27.0,1992.0,18.0,1371.0,76.0,40.1,15.2,17.0,79.0,6.0,1.0,34.0,0.0,0.61,11.0,18.0,-7.0,-0.46,0.59,14.8,18.6,-3.8,-0.25,0.13
947,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,Bundesliga,22.0,1997.0,28.0,1550.0,55.0,50.7,17.2,17.0,76.0,5.0,11.0,24.0,1.0,1.86,35.0,19.0,16.0,0.93,0.33,35.9,22.8,13.1,0.76,-0.01
948,Emerson,br BRA,DF,Betis,La Liga,20.0,1999.0,33.0,2839.0,86.0,83.0,31.5,32.0,88.0,29.0,1.0,21.0,1.0,1.12,39.0,49.0,-10.0,-0.32,-0.01,40.1,46.0,-5.8,-0.19,-0.51
949,Renaud Emond,be BEL,FW,Nantes,Ligue 1,27.0,1991.0,6.0,292.0,49.0,11.6,3.2,3.0,71.0,1.0,3.0,26.0,0.0,0.67,5.0,3.0,2.0,0.62,0.82,3.1,3.4,-0.3,-0.09,-0.05
950,Alan Empereur,br BRA,DF,Hellas Verona,Serie A,25.0,1994.0,13.0,855.0,66.0,25.0,9.5,8.0,88.0,7.0,5.0,31.0,19.0,1.08,15.0,18.0,-3.0,-0.32,-0.28,10.8,16.6,-5.9,-0.62,-0.71
951,Youssef En-Nesyri,ma MAR,FW,Leganés,La Liga,22.0,1997.0,18.0,1385.0,77.0,40.5,15.4,15.0,87.0,13.0,3.0,27.0,0.0,0.61,14.0,27.0,-13.0,-0.84,-0.49,16.9,23.7,-6.8,-0.44,-0.62
952,Youssef En-Nesyri,ma MAR,FW,Sevilla,La Liga,22.0,1997.0,18.0,796.0,44.0,23.3,8.8,7.0,81.0,2.0,11.0,21.0,1.0,1.78,13.0,9.0,4.0,0.45,-0.1,10.7,9.9,0.7,0.08,-0.48
953,Ulrick Eneme,ga GAB,FW,Amiens,Ligue 1,18.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
954,Björn Engels,be BEL,DF,Aston Villa,Premier League,24.0,1994.0,17.0,1447.0,85.0,42.3,16.1,15.0,89.0,14.0,2.0,57.0,4.0,0.65,20.0,32.0,-12.0,-0.75,-0.11,21.7,32.9,-11.2,-0.7,-0.14
955,Sergi Enrich,es ESP,FW,Eibar,La Liga,29.0,1990.0,30.0,1865.0,62.0,54.5,20.7,21.0,79.0,7.0,9.0,23.0,1.0,1.03,18.0,28.0,-10.0,-0.48,-0.08,21.3,28.3,-6.9,-0.33,-0.1
956,Patrick Enrici,it ITA,DF,Torino,Serie A,18.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
957,Javier Eraso,es ESP,MF,Leganés,La Liga,29.0,1990.0,20.0,815.0,41.0,23.8,9.1,11.0,61.0,1.0,9.0,16.0,13.0,0.9,1.0,11.0,-10.0,-1.1,-0.72,6.7,7.5,-0.8,-0.09,-0.01
958,Christian Eriksen,dk DEN,"MF,FW",Tottenham,Premier League,27.0,1992.0,20.0,1097.0,55.0,32.1,12.2,10.0,87.0,6.0,10.0,22.0,3.0,1.3,20.0,18.0,2.0,0.16,-0.3,14.1,18.2,-4.1,-0.34,-0.26
959,Christian Eriksen,dk DEN,MF,Inter,Serie A,27.0,1992.0,17.0,703.0,41.0,20.6,7.8,8.0,73.0,2.0,9.0,14.0,0.0,2.0,14.0,5.0,9.0,1.15,-0.04,17.1,7.0,10.1,1.29,0.67
960,Sebastian Eriksson,se SWE,"DF,MF",Genoa,Serie A,30.0,1989.0,0.0,,,,,0.0,,0.0,0.0,,9.0,,,,,,,,,,,
962,Gonzalo Escalante,ar ARG,MF,Eibar,La Liga,26.0,1993.0,23.0,1674.0,73.0,48.9,18.6,18.0,86.0,14.0,5.0,25.0,2.0,1.17,20.0,31.0,-11.0,-0.59,-0.28,21.0,28.6,-7.6,-0.41,-0.23
963,Aarón Escandell,es ESP,GK,Granada,La Liga,23.0,1995.0,3.0,270.0,90.0,7.9,3.0,3.0,90.0,3.0,0.0,,34.0,1.0,3.0,3.0,0.0,0.0,-0.2,3.7,3.4,0.3,0.1,0.04
964,Sergio Escudero,es ESP,DF,Sevilla,La Liga,29.0,1989.0,11.0,773.0,70.0,22.6,8.6,8.0,81.0,6.0,3.0,42.0,20.0,1.55,13.0,11.0,2.0,0.23,-0.38,12.0,8.8,3.2,0.37,-0.11
965,Bernardo Espinosa,co COL,DF,Espanyol,La Liga,30.0,1989.0,26.0,2259.0,87.0,66.1,25.1,26.0,87.0,24.0,0.0,,3.0,0.73,21.0,38.0,-17.0,-0.68,0.41,24.8,35.1,-10.3,-0.41,-0.25
966,Sebastiano Esposito,it ITA,FW,Inter,Serie A,17.0,2002.0,7.0,199.0,28.0,5.8,2.2,2.0,74.0,1.0,5.0,10.0,25.0,2.38,8.0,1.0,7.0,3.17,2.1,4.8,1.9,3.0,1.35,0.63
967,Vicente Esquerdo,es ESP,"MF,FW",Valencia,La Liga,20.0,1999.0,3.0,15.0,5.0,0.4,0.2,0.0,,0.0,3.0,5.0,11.0,2.33,1.0,0.0,1.0,6.0,6.21,1.5,0.6,0.9,5.66,6.02
968,Michael Esser,de GER,GK,Hoffenheim,Bundesliga,31.0,1987.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
969,Alexander Esswein,de GER,"FW,MF",Hertha BSC,Bundesliga,29.0,1990.0,7.0,213.0,30.0,7.0,2.4,1.0,45.0,0.0,6.0,28.0,4.0,1.0,1.0,5.0,-4.0,-1.69,-1.47,2.6,4.6,-1.9,-0.81,-0.51
970,Pervis Estupiñán,ec ECU,DF,Osasuna,La Liga,21.0,1998.0,36.0,2979.0,83.0,87.1,33.1,32.0,90.0,30.0,4.0,26.0,1.0,1.33,41.0,48.0,-7.0,-0.21,-0.01,43.4,43.9,-0.5,-0.02,-0.13
971,Oghenekaro Etebo,ng NGA,MF,Getafe,La Liga,23.0,1995.0,10.0,572.0,57.0,16.7,6.4,6.0,73.0,1.0,4.0,33.0,0.0,1.5,7.0,6.0,1.0,0.16,0.0,7.4,5.8,1.6,0.26,0.31
972,Etxebarría,es ESP,GK,Granada,La Liga,22.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
973,Beñat Etxebarria,es ESP,MF,Athletic Club,La Liga,32.0,1987.0,11.0,394.0,36.0,11.5,4.4,3.0,75.0,1.0,8.0,21.0,7.0,1.36,4.0,3.0,1.0,0.23,0.17,5.9,5.2,0.8,0.18,0.42
974,Xabier Etxeita,es ESP,DF,Getafe,La Liga,31.0,1987.0,17.0,1446.0,85.0,42.3,16.1,16.0,88.0,15.0,1.0,45.0,13.0,1.65,20.0,14.0,6.0,0.37,0.37,16.8,18.3,-1.5,-0.09,-0.17
975,Antony Evans,eng ENG,"MF,DF",Paderborn 07,Bundesliga,20.0,1998.0,6.0,156.0,26.0,5.1,1.7,2.0,64.0,0.0,4.0,7.0,5.0,0.33,2.0,6.0,-4.0,-2.31,-1.28,2.2,4.9,-2.7,-1.54,-0.75
976,Jonny Evans,nir NIR,DF,Leicester City,Premier League,31.0,1988.0,38.0,3383.0,89.0,98.9,37.6,38.0,89.0,35.0,0.0,,0.0,1.63,64.0,40.0,24.0,0.64,-4.23,59.7,45.0,14.7,0.39,-4.54
977,Edu Expósito,es ESP,MF,Eibar,La Liga,22.0,1996.0,35.0,2316.0,66.0,67.7,25.7,24.0,87.0,19.0,11.0,21.0,3.0,1.09,29.0,34.0,-5.0,-0.19,0.78,29.6,33.8,-4.3,-0.17,0.38
978,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,Serie A,27.0,1992.0,6.0,353.0,59.0,10.3,3.9,3.0,88.0,1.0,3.0,30.0,6.0,0.83,5.0,8.0,-3.0,-0.76,-0.74,6.2,4.6,1.6,0.42,0.56
979,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,Serie A,27.0,1992.0,3.0,42.0,14.0,1.2,0.5,0.0,,0.0,3.0,14.0,9.0,0.67,1.0,1.0,0.0,0.0,-0.08,1.0,1.2,-0.2,-0.49,-0.62
980,Jokin Ezkieta,es ESP,GK,Athletic Club,La Liga,22.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
981,Mohamed Ezzarfani,ma MAR,MF,Espanyol,La Liga,21.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
982,Łukasz Fabiański,pl POL,GK,West Ham,Premier League,34.0,1985.0,25.0,2117.0,85.0,61.9,23.5,25.0,85.0,23.0,0.0,,0.0,1.24,36.0,34.0,2.0,0.09,1.12,32.2,36.8,-4.6,-0.19,0.54
983,Fabinho,br BRA,MF,Liverpool,Premier League,25.0,1993.0,28.0,2079.0,74.0,60.8,23.1,22.0,89.0,21.0,6.0,22.0,2.0,2.46,50.0,26.0,24.0,1.04,-0.84,41.0,25.8,15.2,0.66,-0.41
984,Fábio,br BRA,DF,Nantes,Ligue 1,29.0,1990.0,10.0,834.0,83.0,33.1,9.3,10.0,83.0,9.0,0.0,,0.0,1.9,9.0,6.0,3.0,0.32,0.64,9.1,9.5,-0.4,-0.04,0.0
985,Cesc Fàbregas,es ESP,MF,Monaco,Ligue 1,32.0,1987.0,18.0,930.0,52.0,36.9,10.3,12.0,72.0,2.0,6.0,11.0,5.0,1.56,22.0,21.0,1.0,0.1,0.15,19.5,17.7,1.8,0.17,-0.07
986,Julien Fabri,fr FRA,GK,Brest,Ligue 1,25.0,1994.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
988,Fabricio,es ESP,GK,Mallorca,La Liga,31.0,1987.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,22.0,0.0,2.0,7.0,-5.0,-5.0,-4.46,0.7,2.0,-1.3,-1.33,-0.76
989,Ralf Fährmann,de GER,GK,Norwich City,Premier League,30.0,1988.0,1.0,21.0,21.0,0.6,0.2,1.0,21.0,0.0,0.0,,19.0,0.0,0.0,1.0,-1.0,-4.29,-3.01,0.1,0.9,-0.8,-3.58,-2.82
990,Fayçal Fajr,ma MAR,MF,Getafe,La Liga,30.0,1988.0,10.0,403.0,40.0,11.8,4.5,5.0,74.0,2.0,5.0,6.0,10.0,0.9,4.0,6.0,-2.0,-0.45,-0.69,2.8,5.6,-2.8,-0.62,-0.71
991,Luca Falbo,it ITA,DF,Lazio,Serie A,19.0,2000.0,1.0,2.0,2.0,0.1,0.0,0.0,,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,-0.97,0.1,0.0,0.1,2.29,1.84
992,Filippo Falco,it ITA,"FW,MF",Lecce,Serie A,27.0,1992.0,30.0,2014.0,67.0,58.9,22.4,24.0,75.0,12.0,6.0,35.0,2.0,1.0,32.0,43.0,-11.0,-0.49,0.92,32.5,45.7,-13.2,-0.59,0.54
993,Eliseo Falcon,es ESP,DF,Levante,La Liga,22.0,1997.0,1.0,73.0,73.0,2.1,0.8,1.0,73.0,0.0,0.0,,3.0,0.0,2.0,3.0,-1.0,-1.23,-1.1,1.2,2.2,-1.0,-1.18,-0.81
994,Wladimiro Falcone,it ITA,GK,Sampdoria,Serie A,24.0,1995.0,2.0,180.0,90.0,5.3,2.0,2.0,90.0,2.0,0.0,,28.0,0.5,2.0,5.0,-3.0,-1.5,-1.11,4.2,4.4,-0.2,-0.1,0.03
995,Simon Falette,gn GUI,DF,Eint Frankfurt,Bundesliga,27.0,1992.0,1.0,90.0,90.0,2.9,1.0,1.0,90.0,1.0,0.0,,6.0,0.0,1.0,2.0,-1.0,-1.0,-1.0,1.9,1.9,0.0,0.03,-0.26
996,Iago Falque,es ESP,"FW,MF",Torino,Serie A,29.0,1990.0,4.0,102.0,26.0,3.0,1.1,1.0,45.0,0.0,3.0,19.0,5.0,0.5,0.0,3.0,-3.0,-2.65,-2.13,0.9,1.9,-1.0,-0.91,-0.5
997,Iago Falque,es ESP,MF,Genoa,Serie A,29.0,1990.0,10.0,519.0,52.0,15.2,5.8,6.0,67.0,1.0,4.0,30.0,4.0,1.1,8.0,10.0,-2.0,-0.35,0.4,8.1,6.4,1.7,0.3,0.7
998,Akin Famewo,eng ENG,MF,Norwich City,Premier League,20.0,1998.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.1,-0.1,-6.07,-5.29
999,Andri Fannar Baldursson,is ISL,MF,Bologna,Serie A,17.0,2002.0,7.0,143.0,20.0,4.2,1.6,0.0,,0.0,7.0,20.0,8.0,0.86,3.0,3.0,0.0,0.0,0.36,2.5,2.5,0.0,0.01,-0.05
1000,Paolo Faragò,it ITA,"DF,MF",Cagliari,Serie A,26.0,1993.0,21.0,1343.0,64.0,39.3,14.9,14.0,84.0,12.0,7.0,24.0,5.0,0.9,20.0,26.0,-6.0,-0.4,-0.49,17.0,22.9,-5.8,-0.39,0.1
1001,Davide Faraoni,it ITA,DF,Hellas Verona,Serie A,27.0,1991.0,36.0,3228.0,90.0,94.4,35.9,36.0,90.0,35.0,0.0,,0.0,1.33,43.0,44.0,-1.0,-0.03,1.38,47.6,49.8,-2.2,-0.06,0.38
1002,Mohamed Fares,dz ALG,"DF,MF",SPAL,Serie A,23.0,1996.0,8.0,421.0,53.0,12.3,4.7,5.0,66.0,1.0,3.0,30.0,3.0,0.63,3.0,9.0,-6.0,-1.28,0.04,3.2,9.2,-6.0,-1.3,-0.64
1003,Diego Farias,br BRA,"MF,FW",Lecce,Serie A,29.0,1990.0,18.0,824.0,46.0,24.1,9.2,7.0,68.0,3.0,11.0,31.0,1.0,0.78,15.0,19.0,-4.0,-0.44,0.57,15.8,18.9,-3.1,-0.34,0.62
1004,Ansu Fati,es ESP,FW,Barcelona,La Liga,16.0,2002.0,24.0,1027.0,43.0,30.0,11.4,11.0,71.0,1.0,13.0,19.0,9.0,2.04,27.0,14.0,13.0,1.14,-0.18,22.3,11.3,11.0,0.96,0.32
1005,Julien Faussurier,fr FRA,DF,Brest,Ligue 1,32.0,1987.0,22.0,1980.0,90.0,78.6,22.0,22.0,90.0,22.0,0.0,,1.0,1.32,29.0,30.0,-1.0,-0.05,0.29,24.0,37.7,-13.8,-0.63,-0.45
1006,Andrea Favilli,it ITA,FW,Genoa,Serie A,22.0,1997.0,20.0,658.0,33.0,19.2,7.3,7.0,64.0,0.0,13.0,16.0,13.0,0.7,5.0,11.0,-6.0,-0.82,-0.17,10.3,11.1,-0.9,-0.12,0.22
1007,Federico Fazio,ar ARG,DF,Roma,Serie A,32.0,1987.0,16.0,1213.0,76.0,35.5,13.5,14.0,82.0,10.0,2.0,33.0,14.0,1.81,29.0,20.0,9.0,0.67,-0.03,24.7,17.5,7.2,0.53,-0.14
1008,Aleix Febas,es ESP,"MF,FW",Mallorca,La Liga,23.0,1996.0,29.0,1690.0,58.0,49.4,18.8,22.0,70.0,5.0,7.0,20.0,9.0,0.97,20.0,32.0,-12.0,-0.64,0.04,23.6,32.2,-8.6,-0.46,0.26
1009,Zouhair Feddal,ma MAR,DF,Betis,La Liga,30.0,1989.0,17.0,1431.0,84.0,41.8,15.9,16.0,87.0,13.0,1.0,45.0,8.0,1.05,23.0,30.0,-7.0,-0.44,-0.21,21.9,24.4,-2.6,-0.16,-0.11
1010,Ljubomir Fejsa,rs SRB,MF,Alavés,La Liga,30.0,1988.0,13.0,786.0,60.0,23.0,8.7,11.0,68.0,4.0,2.0,17.0,4.0,0.92,4.0,16.0,-12.0,-1.37,-0.93,6.8,14.5,-7.6,-0.88,-0.51
1011,Nabil Fekir,fr FRA,"MF,FW",Betis,La Liga,26.0,1993.0,32.0,2638.0,82.0,77.1,29.3,31.0,84.0,19.0,1.0,34.0,0.0,0.94,33.0,49.0,-16.0,-0.55,-1.01,38.2,42.3,-4.1,-0.14,-0.18
1012,Felipe,br BRA,DF,Atlético Madrid,La Liga,30.0,1989.0,25.0,2102.0,84.0,61.5,23.4,23.0,90.0,23.0,2.0,16.0,6.0,1.68,31.0,20.0,11.0,0.47,-0.42,36.8,20.8,16.0,0.68,0.11
1014,Luiz Felipe,it ITA,DF,Lazio,Serie A,22.0,1997.0,26.0,2024.0,78.0,59.2,22.5,24.0,82.0,17.0,2.0,29.0,5.0,2.15,48.0,23.0,25.0,1.11,0.34,42.6,31.8,10.9,0.48,0.1
