,Player,Squad,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP
1159,Magnus Knudsen,Holstein Kiel,9.7,350,402,87.1,6099,1665,157,172,91.3,161,176,91.5,28,44,63.6,0,0.2,0.4,-0.2,3,19,3,0,28
1160,Gregor Kobel,Dortmund,10.0,370,439,84.3,8412,5579,99,101,98.0,197,199,99.0,73,138,52.9,0,0.0,0.0,0.0,0,1,0,0,0
1161,Robin Koch,Eint Frankfurt,11.8,623,686,90.8,11872,4263,231,243,95.1,316,335,94.3,73,96,76.0,0,0.0,0.1,0.0,1,39,2,0,39
1162,Magnus Kofod Andersen,Venezia,5.3,191,234,81.6,3219,842,81,92,88.0,87,93,93.5,17,34,50.0,1,0.4,0.5,+0.6,7,12,1,0,15
1163,Derrick Kohn,Werder Bremen,6.0,226,264,85.6,3308,698,126,136,92.6,85,101,84.2,6,9,66.7,0,0.4,0.9,-0.4,5,6,9,2,18
1164,Philipp Kohn,Monaco,7.0,143,197,72.6,3774,2803,27,27,100.0,72,75,96.0,44,95,46.3,0,0.0,0.0,0.0,0,1,0,0,0
1165,Dominik Kohr,Mainz 05,10.8,432,540,80.0,7973,3081,160,182,87.9,217,242,89.7,42,89,47.2,0,0.3,0.5,-0.3,5,27,3,1,42
1166,Koke,Atlético Madrid,11.8,716,830,86.3,11212,3303,372,412,90.3,267,292,91.4,47,75,62.7,0,1.0,1.1,-1.0,6,63,12,3,58
1167,Sead Kolasinac,Atalanta,7.5,430,481,89.4,6776,2169,225,240,93.8,178,194,91.8,17,27,63.0,0,0.5,0.7,-0.5,2,42,4,0,46
1168,Randal Kolo Muani,Paris S-G,3.7,54,72,75.0,721,108,36,48,75.0,13,14,92.9,2,3,66.7,1,0.4,0.4,+0.6,3,0,2,0,4
1170,Marco Komenda,Holstein Kiel,2.2,78,107,72.9,1446,734,25,33,75.8,46,57,80.7,6,15,40.0,0,0.1,0.2,-0.1,2,10,2,2,4
1171,Mert Komur,Augsburg,1.0,23,27,85.2,325,55,12,13,92.3,9,9,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2
1172,Ibrahima Konate,Liverpool,10.8,678,742,91.4,12262,4567,248,262,94.7,397,413,96.1,29,57,50.9,1,0.2,0.2,+0.8,3,47,4,0,35
1173,Ismael Konate,Empoli,0.1,1,3,33.3,13,0,1,3,33.3,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1174,Geoffrey Kondogbia,Marseille,10.2,659,718,91.8,10549,3567,326,343,95.0,294,306,96.1,28,50,56.0,0,0.0,0.5,0.0,1,56,8,1,42
1175,Abdoul Kone,Reims,1.2,32,48,66.7,690,164,11,13,84.6,16,20,80.0,5,9,55.6,0,0.0,0.0,0.0,0,1,0,0,3
1176,Amadou Kone,Reims,3.2,140,155,90.3,2595,726,57,66,86.4,63,66,95.5,15,16,93.8,0,0.0,0.1,0.0,2,17,1,0,21
1177,Ismael Kone,Marseille,3.5,119,139,85.6,1823,332,63,74,85.1,47,54,87.0,5,6,83.3,0,0.3,0.1,-0.3,3,7,0,0,8
1178,Manu Kone,Roma,8.9,378,427,88.5,5753,1176,191,210,91.0,164,178,92.1,13,16,81.3,0,1.0,0.7,-1.0,8,32,4,1,40
1179,Ezri Konsa,Aston Villa,10.1,484,525,92.2,8205,2510,200,208,96.2,258,267,96.6,19,36,52.8,0,0.1,0.3,-0.1,2,41,1,0,33
1180,Teun Koopmeiners,Juventus,8.2,322,393,81.9,5483,1175,152,168,90.5,141,156,90.4,25,55,45.5,2,0.7,0.8,+1.3,16,26,8,2,35
1181,Odilon Kossounou,Atalanta,4.8,238,267,89.1,4565,1583,87,100,87.0,122,128,95.3,27,34,79.4,0,0.0,0.1,0.0,0,21,1,0,17
1182,Christian Kouame,Fiorentina,5.5,116,161,72.0,1740,353,62,79,78.5,36,49,73.5,11,16,68.8,1,1.5,0.7,-0.5,9,7,4,1,14
1183,Henri Koudossou,Augsburg,2.7,87,117,74.4,1331,493,51,56,91.1,28,40,70.0,6,14,42.9,0,0.1,0.1,-0.1,2,2,3,1,7
1184,Konstantinos Koulierakis,Wolfsburg,8.3,386,465,83.0,8081,2728,114,123,92.7,216,242,89.3,51,89,57.3,2,0.7,0.3,+1.3,4,22,4,2,29
1185,Jules Kounde,Barcelona,12.9,778,899,86.5,12460,3774,379,410,92.4,349,399,87.5,34,58,58.6,2,1.8,1.3,+0.2,13,59,12,4,69
1186,Boubakar Kouyate,Montpellier,1.2,21,28,75.0,443,186,7,9,77.8,9,10,90.0,5,7,71.4,0,0.0,0.0,0.0,0,0,0,0,1
1187,Mateo Kovacic,Manchester City,9.8,723,773,93.5,10880,2763,393,412,95.4,295,310,95.2,23,31,74.2,0,1.5,1.3,-1.5,14,71,13,0,59
1188,Matej Kovar,Leverkusen,1.0,24,25,96.0,633,434,6,6,100.0,12,12,100.0,6,7,85.7,0,0.0,0.0,0.0,0,2,0,0,0
1189,Mateusz Kowalski,Parma,0.6,8,12,66.7,95,24,5,8,62.5,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,0
1190,Caleb Kporha,Crystal Palace,0.0,3,5,60.0,53,19,2,2,100.0,0,2,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0
1191,Emil Krafth,Newcastle Utd,2.7,59,74,79.7,1018,485,26,33,78.8,29,33,87.9,4,6,66.7,0,0.1,0.0,-0.1,1,3,0,0,1
1192,Alex Kral,Espanyol,13.4,261,354,73.7,4351,1219,127,151,84.1,106,131,80.9,22,45,48.9,0,0.5,0.6,-0.5,3,34,7,2,44
1193,Andrej Kramaric,Hoffenheim,10.4,345,438,78.8,5415,1355,189,219,86.3,117,143,81.8,25,42,59.5,1,1.3,2.2,-0.3,16,40,13,4,55
1194,Frans Kratzig,Stuttgart,0.6,36,41,87.8,510,123,23,23,100.0,12,16,75.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,2
1196,Ladislav Krejci,Girona,7.1,593,663,89.4,10632,3550,225,238,94.5,330,344,95.9,31,69,44.9,0,0.0,0.2,0.0,1,56,4,0,45
1197,Rasmus Kristensen,Eint Frankfurt,8.4,326,417,78.2,5779,2464,155,168,92.3,132,173,76.3,34,55,61.8,0,0.9,1.9,-0.9,7,40,10,1,45
1198,Thomas Kristensen,Udinese,2.6,118,138,85.5,2376,870,41,48,85.4,58,64,90.6,19,24,79.2,0,0.0,0.0,0.0,0,5,0,0,5
1199,Nikola Krstovic,Lecce,13.2,170,253,67.2,2532,652,102,138,73.9,53,69,76.8,11,25,44.0,1,1.1,0.9,-0.1,11,17,4,0,17
1200,Lukas Kubler,Freiburg,10.4,377,491,76.8,6593,1983,160,191,83.8,173,214,80.8,36,63,57.1,0,0.3,0.4,-0.3,3,31,6,2,34
1201,Takefusa Kubo,Real Sociedad,11.3,279,392,71.2,3994,1258,165,196,84.2,68,90,75.6,22,43,51.2,0,2.0,1.4,-2.0,20,31,19,5,53
1202,Mohammed Kudus,West Ham,7.4,167,204,81.9,2908,482,84,97,86.6,63,68,92.6,17,24,70.8,0,0.8,0.9,-0.8,5,12,6,4,20
1203,Dejan Kulusevski,Tottenham,10.8,263,367,71.7,3725,1285,164,191,85.9,71,97,73.2,15,39,38.5,3,3.6,2.3,-0.6,33,28,27,2,57
1204,Sael Kumbedi,Lyon,2.0,77,92,83.7,1149,304,44,46,95.7,31,37,83.8,2,6,33.3,0,0.1,0.1,-0.1,1,5,1,1,6
1205,Marash Kumbulla,Espanyol,11.2,404,478,84.5,7930,3188,137,149,91.9,214,224,95.5,49,93,52.7,0,0.0,0.1,0.0,1,24,2,1,29
1206,Daler Kuzyaev,Le Havre,5.7,196,241,81.3,3000,903,106,122,86.9,71,90,78.9,11,19,57.9,0,0.6,0.7,-0.6,2,12,3,0,31
1207,Khvicha Kvaratskhelia,Napoli,11.1,283,364,77.7,4867,1392,158,172,91.9,84,102,82.4,36,62,58.1,3,3.3,2.5,-0.3,23,23,18,3,45
1208,Moritz-Broni Kwarteng,Bochum,1.7,55,71,77.5,839,206,24,27,88.9,21,24,87.5,5,6,83.3,0,0.2,0.1,-0.2,4,6,6,0,12
1209,Giorgos Kyriakopoulos,Monza,14.0,445,596,74.7,7378,2719,220,247,89.1,171,220,77.7,43,95,45.3,3,1.7,1.4,+1.3,20,41,7,5,39
1210,Remy Labeau Lascary,Lens,5.5,90,126,71.4,1136,147,57,70,81.4,25,37,67.6,2,4,50.0,0,0.6,0.4,-0.6,3,3,3,1,3
1211,Gaetan Laborde,Nice,2.3,48,67,71.6,670,143,31,36,86.1,10,15,66.7,4,6,66.7,1,0.1,0.3,+0.9,1,2,2,1,7
1212,Nediljko Labrovic,Augsburg,12.0,291,414,70.3,8595,6571,44,44,100.0,152,155,98.1,94,211,44.5,0,0.0,0.1,0.0,0,9,1,0,0
1213,Alexandre Lacazette,Lyon,9.5,162,234,69.2,2209,639,104,135,77.0,43,62,69.4,8,17,47.1,2,2.1,2.3,-0.1,12,12,15,3,33
1214,Maxence Lacroix,Crystal Palace,10.0,351,445,78.9,7262,3090,107,131,81.7,194,217,89.4,47,83,56.6,1,0.3,0.4,+0.7,3,31,0,0,25
1215,Alban Lafont,Nantes,12.0,256,367,69.8,7058,5292,41,41,100.0,147,147,100.0,68,177,38.4,0,0.0,0.0,0.0,2,10,0,0,0
1216,Konrad Laimer,Bayern Munich,3.6,219,248,88.3,3117,696,133,146,91.1,80,88,90.9,3,4,75.0,0,0.6,0.4,-0.6,2,22,4,1,29
1217,Stefan Lainer,Gladbach,3.3,161,192,83.9,2680,864,76,86,88.4,77,89,86.5,7,13,53.8,0,0.1,0.0,-0.1,1,11,0,0,13
1218,Kenny Lala,Brest,10.8,519,670,77.5,10234,3821,202,232,87.1,230,283,81.3,81,134,60.4,1,0.4,1.2,+0.6,10,43,15,5,46
1219,Adam Lallana,Southampton,3.5,200,228,87.7,2612,842,134,147,91.2,54,57,94.7,3,7,42.9,2,0.9,0.4,+1.1,3,19,8,2,22
1220,Mathis Lambourde,Hellas Verona,0.4,5,7,71.4,57,16,4,4,100.0,1,2,50.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,0,0,0
1222,Mohamed Lamine Bayo,Lille,2.4,29,42,69.0,350,61,19,23,82.6,8,12,66.7,0,1,0.0,0,0.2,0.1,-0.2,2,1,0,0,2
1223,Tariq Lamptey,Brighton,0.9,27,31,87.1,436,81,14,14,100.0,9,11,81.8,3,5,60.0,2,0.2,0.1,+1.8,2,0,1,1,1
1224,Will Lankshear,Tottenham,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1225,Gianluca Lapadula,Cagliari,2.7,25,47,53.2,281,57,19,28,67.9,4,9,44.4,0,3,0.0,0,0.0,0.2,0.0,2,2,1,0,6
1226,Cyle Larin,Mallorca,8.0,92,133,69.2,1052,142,64,85,75.3,18,29,62.1,2,3,66.7,2,1.1,0.2,+0.9,4,5,0,0,5
1227,Gautier Larsonneur,Saint-Étienne,13.0,307,483,63.6,8629,6902,46,46,100.0,166,169,98.2,95,266,35.7,0,0.0,0.0,0.0,0,6,0,0,0
1228,Hugo Larsson,Eint Frankfurt,9.3,309,349,88.5,4870,1533,155,163,95.1,123,136,90.4,21,35,60.0,0,0.3,0.5,-0.3,6,24,5,0,36
1229,Juanmi Latasa,Valladolid,5.5,54,98,55.1,788,170,33,52,63.5,16,31,51.6,3,5,60.0,0,0.2,0.2,-0.2,4,5,1,0,9
1230,Toni Lato,Mallorca,2.9,112,156,71.8,2014,754,52,63,82.5,51,66,77.3,9,22,40.9,0,0.3,0.5,-0.3,4,8,8,7,11
1231,Romeo Lavia,Chelsea,4.8,215,236,91.1,3522,881,111,124,89.5,93,96,96.9,8,11,72.7,1,0.6,0.3,+0.4,5,25,3,0,15
1232,Valentino Lazaro,Torino,11.7,477,614,77.7,8193,2286,222,245,90.6,209,258,81.0,38,85,44.7,4,1.8,2.0,+2.2,15,26,11,7,36
1233,Darko Lazovic,Hellas Verona,10.8,172,286,60.1,2914,1159,86,105,81.9,68,113,60.2,15,51,29.4,3,1.5,0.5,+1.5,7,13,7,4,24
1234,Manuel Lazzari,Lazio,8.4,358,451,79.4,5721,1563,172,193,89.1,157,188,83.5,17,36,47.2,1,0.9,1.1,+0.1,14,23,16,12,43
1235,Julien Le Cardinal,Brest,7.8,333,390,85.4,7053,2699,110,122,90.2,162,172,94.2,57,88,64.8,1,0.2,0.1,+0.8,3,19,0,0,19
1236,Jeremy Le Douaron,Brest,1.1,11,14,78.6,181,36,6,8,75.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
1237,Enzo Le Fee,Roma,2.9,199,231,86.1,3379,803,88,98,89.8,98,108,90.7,10,19,52.6,0,0.1,0.2,-0.1,3,22,2,0,24
1238,Robin Le Normand,Atlético Madrid,7.0,381,424,89.9,6880,2153,133,140,95.0,220,229,96.1,22,45,48.9,0,0.1,0.0,-0.1,1,19,1,0,28
1239,Nicola Leali,Genoa,7.0,184,242,76.0,5430,4205,40,41,97.6,78,79,98.7,66,122,54.1,0,0.0,0.0,0.0,0,4,0,0,0
1240,Rafael Leao,Milan,9.1,255,330,77.3,4289,1098,130,156,83.3,97,119,81.5,23,36,63.9,3,2.1,2.0,+0.9,22,17,20,3,38
1241,Benjamin Lecomte,Montpellier,10.0,254,369,68.8,6996,5482,46,46,100.0,114,116,98.3,92,205,44.9,0,0.0,0.0,0.0,0,7,0,0,0
1242,Pierre Lees-Melou,Brest,3.9,225,256,87.9,4278,1331,99,108,91.7,85,92,92.4,38,43,88.4,0,0.1,0.3,-0.1,2,22,4,0,34
1243,Jordan Lefort,Angers,13.0,609,734,83.0,11412,5465,244,263,92.8,299,329,90.9,63,121,52.1,1,0.9,0.6,+0.1,7,37,6,3,40
1244,Diogo Leite,Union Berlin,10.1,367,489,75.1,6825,3243,166,201,82.6,137,177,77.4,50,85,58.8,1,0.3,0.9,+0.7,7,31,5,1,34
1245,Maxim Leitsch,Mainz 05,6.1,226,294,76.9,3793,1268,105,123,85.4,101,124,81.5,16,39,41.0,0,0.2,0.1,-0.2,2,24,0,0,21
1246,Florian Lejeune,Rayo Vallecano,13.9,569,699,81.4,12704,5640,140,166,84.3,328,354,92.7,98,163,60.1,1,0.2,0.2,+0.8,4,61,0,0,54
1248,Inigo Lekue,Athletic Club,4.1,173,227,76.2,2778,1006,84,97,86.6,76,93,81.7,9,27,33.3,0,0.1,0.1,-0.1,3,17,0,0,20
1249,Nunzio Lella,Venezia,0.1,1,1,100.0,6,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1250,Thomas Lemar,Atlético Madrid,0.1,6,6,100.0,152,63,0,0,0.0,4,4,100.0,2,2,100.0,0,0.0,0.0,0.0,1,0,1,0,2
1251,Felix Lemarechal,Strasbourg,3.1,79,99,79.8,1075,197,49,56,87.5,19,26,73.1,5,9,55.6,1,0.3,0.1,+0.7,4,2,2,0,7
1252,Mario Lemina,Wolves,11.8,375,459,81.7,7360,2307,133,158,84.2,194,220,88.2,43,65,66.2,3,1.0,1.0,+2.0,8,34,9,3,36
1253,Clement Lenglet,Atlético Madrid,5.4,278,319,87.1,5381,2092,90,98,91.8,162,170,95.3,25,45,55.6,0,0.1,0.1,-0.1,2,19,0,0,25
1254,Bernd Leno,Fulham,13.0,411,493,83.4,9538,5365,70,71,98.6,282,283,99.6,57,136,41.9,1,0.1,0.0,+0.9,1,4,1,0,0
1255,Donovan Leon,Auxerre,13.0,267,455,58.7,8793,7390,40,40,100.0,113,113,100.0,114,301,37.9,2,0.4,0.1,+1.6,3,13,1,0,0
1256,Giovanni Leoni,Parma,1.5,26,32,81.3,489,182,10,11,90.9,13,15,86.7,3,6,50.0,0,0.0,0.0,0.0,0,1,0,0,1
1257,Esteban Lepaul,Angers,1.9,31,45,68.9,452,81,16,19,84.2,15,20,75.0,0,1,0.0,0,0.0,0.0,0.0,0,3,0,0,3
1258,Johann Lepenant,Nantes,7.9,199,257,77.4,3019,758,110,128,85.9,72,86,83.7,10,20,50.0,1,0.7,1.2,+0.3,3,21,4,0,29
1259,Jefferson Lerma,Crystal Palace,5.9,239,305,78.4,4322,1541,110,125,88.0,103,124,83.1,23,44,52.3,0,0.9,0.5,-0.9,5,31,4,0,34
1260,Louis Leroux,Nantes,0.2,10,11,90.9,160,31,6,6,100.0,2,3,66.7,1,1,100.0,0,0.1,0.0,-0.1,1,2,1,0,1
1261,Robert Lewandowski,Barcelona,13.9,203,277,73.3,2739,604,129,161,80.1,49,61,80.3,10,18,55.6,2,2.1,0.7,-0.1,15,18,5,0,27
1262,Jamie Leweling,Stuttgart,7.3,182,254,71.7,2745,649,109,128,85.2,62,82,75.6,9,22,40.9,0,1.5,1.1,-1.5,10,12,12,6,26
1263,Rico Lewis,Manchester City,10.3,490,536,91.4,6879,1166,302,323,93.5,165,175,94.3,14,18,77.8,2,0.3,0.6,+1.7,5,42,8,0,49
1264,Keane Lewis-Potter,Brentford,10.5,249,312,79.8,4106,963,145,159,91.2,81,101,80.2,20,33,60.6,1,1.1,1.7,-0.1,10,15,12,3,31
1265,Myles Lewis-Skelly,Arsenal,0.2,9,12,75.0,133,79,7,8,87.5,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,2,0,0,2
1266,Philipp Lienhart,Freiburg,11.2,810,925,87.6,15332,5856,276,293,94.2,451,482,93.6,72,125,57.6,0,0.4,0.3,-0.4,1,62,3,0,53
1267,Matthijs de Ligt,Manchester Utd,10.1,566,610,92.8,9676,2393,206,219,94.1,340,350,97.1,16,34,47.1,0,0.1,0.0,-0.1,2,21,0,0,16
1268,Victor Lindelof,Manchester Utd,0.7,33,36,91.7,504,171,15,18,83.3,16,16,100.0,1,1,100.0,0,0.0,0.0,0.0,1,4,2,1,5
1269,Jesper Lindstrom,Everton,5.4,114,174,65.5,1779,528,76,89,85.4,25,43,58.1,10,24,41.7,0,0.8,0.8,-0.8,9,5,2,2,7
1270,Karol Linetty,Torino,9.2,287,331,86.7,5018,1156,134,145,92.4,114,130,87.7,32,41,78.0,0,0.1,0.3,-0.1,5,27,6,1,24
1271,Samuel Lino,Atlético Madrid,7.2,276,346,79.8,4267,1054,157,174,90.2,89,108,82.4,20,31,64.5,1,1.4,0.7,-0.4,7,19,14,2,33
1272,Pol Lirola,Marseille,3.8,134,174,77.0,2038,376,73,85,85.9,51,62,82.3,4,12,33.3,1,0.2,0.1,+0.8,3,2,2,1,7
1274,Dailon Livramento,Hellas Verona,4.7,38,72,52.8,490,138,20,33,60.6,12,19,63.2,1,5,20.0,1,0.6,0.3,+0.4,3,3,2,1,7
1275,Valentino Livramento,Newcastle Utd,9.9,391,482,81.1,6003,1966,214,246,87.0,159,187,85.0,16,33,48.5,0,0.5,0.3,-0.5,7,30,9,4,43
1276,Diego Llorente,Betis,13.6,725,837,86.6,14148,4566,210,234,89.7,441,469,94.0,67,123,54.5,0,0.2,0.2,-0.2,4,37,1,0,38
1277,Marcos Llorente,Atlético Madrid,8.5,381,456,83.6,5627,1534,213,233,91.4,135,162,83.3,18,30,60.0,2,2.4,1.7,-0.4,9,25,11,7,35
1278,Gautier Lloris,Le Havre,13.0,536,622,86.2,9726,3810,215,237,90.7,280,302,92.7,35,70,50.0,0,0.5,0.3,-0.5,2,39,2,0,54
1279,Giovani Lo Celso,Betis,6.9,345,434,79.5,5991,2087,152,176,86.4,134,157,85.4,42,72,58.3,1,2.3,2.5,-1.3,19,48,18,0,64
1280,Stanislav Lobotka,Napoli,9.1,484,536,90.3,8339,2060,224,250,89.6,220,228,96.5,35,45,77.8,0,0.6,0.5,-0.6,6,34,6,0,43
1281,Manuel Locatelli,Juventus,11.6,848,936,90.6,16102,4928,330,349,94.6,406,445,91.2,102,125,81.6,0,0.4,0.9,-0.4,9,112,11,1,105
1282,Ruben Loftus-Cheek,Milan,7.0,226,257,87.9,3454,676,126,141,89.4,82,92,89.1,12,15,80.0,0,1.2,0.5,-1.2,10,27,4,1,34
1283,Enzo Loiodice,Las Palmas,2.9,151,186,81.2,2486,608,79,91,86.8,57,71,80.3,11,16,68.8,0,0.1,0.1,-0.1,2,13,0,0,11
1284,Sean Longstaff,Newcastle Utd,6.5,200,236,84.7,2976,731,114,130,87.7,71,76,93.4,12,17,70.6,0,0.1,0.2,-0.1,2,16,1,0,30
1285,Ademola Lookman,Atalanta,8.2,272,365,74.5,3998,1236,164,184,89.1,80,111,72.1,19,41,46.3,4,2.8,3.2,+1.2,29,14,14,4,30
1286,David Lopez,Girona,13.4,1007,1099,91.6,19053,6770,324,342,94.7,594,615,96.6,81,127,63.8,0,0.0,0.2,0.0,2,67,2,0,52
1287,Diego Lopez,Valencia,10.4,207,299,69.2,3256,851,116,143,81.1,75,100,75.0,13,21,61.9,1,1.4,1.4,-0.4,8,17,7,2,26
1288,Fermin Lopez,Barcelona,3.4,111,131,84.7,1629,315,71,80,88.8,33,40,82.5,4,4,100.0,0,0.4,0.6,-0.4,2,12,4,2,15
1289,Javi Lopez,Real Sociedad,8.0,324,396,81.8,5269,1683,180,194,92.8,116,149,77.9,23,36,63.9,0,0.3,0.7,-0.3,2,15,3,1,25
1290,Roberto Lopez,Leganés,4.0,144,193,74.6,2363,718,74,88,84.1,42,49,85.7,18,36,50.0,1,0.7,0.4,+0.3,8,22,2,1,20
1291,Unai Lopez,Rayo Vallecano,7.4,381,446,85.4,6363,1668,183,198,92.4,168,183,91.8,26,52,50.0,0,0.3,0.5,-0.3,6,39,5,1,41
1292,Iker Losada,Betis,3.7,107,142,75.4,1421,331,73,87,83.9,25,34,73.5,4,8,50.0,0,0.3,0.2,-0.3,6,4,5,1,14
1293,Anthony Losilla,Bochum,9.1,222,279,79.6,3583,1247,93,110,84.5,97,122,79.5,15,25,60.0,0,0.4,0.5,-0.4,7,13,4,3,29
1294,Jordan Lotomba,Nice,0.4,17,21,81.0,249,51,10,10,100.0,7,10,70.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,3
1295,Tom Louchet,Nice,3.6,163,207,78.7,2720,1021,89,99,89.9,62,77,80.5,12,22,54.5,0,0.7,0.6,-0.7,7,11,4,2,11
1296,Sandi Lovric,Udinese,8.8,267,342,78.1,4740,1265,119,136,87.5,106,132,80.3,33,53,62.3,1,0.6,0.8,+0.4,9,35,5,2,40
1297,Pol Lozano,Espanyol,7.1,212,266,79.7,3998,1233,84,98,85.7,98,118,83.1,25,35,71.4,0,0.3,0.5,-0.3,9,30,2,1,30
1298,Lorenzo Lucca,Udinese,9.3,100,152,65.8,1468,162,47,71,66.2,35,45,77.8,7,12,58.3,0,0.2,0.2,-0.2,5,6,0,0,8
1300,Jhon Lucumi,Bologna,8.4,555,608,91.3,10248,3518,211,226,93.4,279,292,95.5,55,78,70.5,1,0.1,0.1,+0.9,3,33,0,0,33
1301,Yannik Luhrs,Dortmund,0.4,19,24,79.2,325,55,7,8,87.5,12,15,80.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1302,Jose Luis Gaya,Valencia,3.1,118,161,73.3,2171,761,53,62,85.5,49,61,80.3,15,30,50.0,1,0.6,0.5,+0.4,5,9,5,4,9
1303,Jose Luis Palomino,Cagliari,3.2,156,184,84.8,3318,1103,37,40,92.5,102,116,87.9,17,26,65.4,0,0.0,0.0,0.0,0,8,1,0,8
1304,Douglas Luiz,Juventus,3.0,193,223,86.5,3507,771,86,92,93.5,82,90,91.1,23,37,62.2,0,0.5,0.4,-0.5,8,9,3,1,17
1305,Romelu Lukaku,Napoli,9.8,113,159,71.1,1315,206,73,88,83.0,27,40,67.5,2,4,50.0,4,1.5,0.8,+2.5,11,5,1,0,10
1306,Castello Lukeba,RB Leipzig,8.1,505,582,86.8,8894,3857,225,245,91.8,243,269,90.3,36,56,64.3,0,0.1,0.3,-0.1,2,34,4,1,30
1307,Dodi Lukebakio,Sevilla,13.1,287,388,74.0,4196,912,180,210,85.7,75,103,72.8,22,49,44.9,0,1.1,1.6,-1.1,17,9,11,4,26
1308,Sasa Lukic,Fulham,7.8,363,405,89.6,5915,1545,175,186,94.1,153,167,91.6,26,31,83.9,0,0.4,0.3,-0.4,5,34,5,1,37
1309,Milos Lukovic,Strasbourg,0.1,2,3,66.7,43,0,0,0,0.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1310,Joe Lumley,Southampton,1.0,42,51,82.4,837,515,21,21,100.0,12,14,85.7,8,15,53.3,0,0.0,0.0,0.0,0,1,0,0,0
1311,Daniel Luna,Mallorca,0.2,8,13,61.5,88,16,5,6,83.3,2,5,40.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
1312,Andriy Lunin,Real Madrid,3.0,87,106,82.1,2157,1330,19,20,95.0,42,42,100.0,25,43,58.1,1,0.9,0.0,+0.1,1,1,0,0,0
1313,Massimo Luongo,Ipswich Town,1.6,32,45,71.1,454,120,19,22,86.4,9,14,64.3,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,4
1314,Sebastiano Luperto,Cagliari,14.0,574,683,84.0,11098,3692,169,187,90.4,351,385,91.2,51,101,50.5,3,1.2,0.5,+1.8,6,39,2,0,45
1315,Zito Luvumbo,Cagliari,10.1,116,188,61.7,1726,423,74,94,78.7,36,59,61.0,6,16,37.5,1,1.6,1.0,-0.6,10,10,8,3,21
1316,Charalambos Lykogiannis,Bologna,4.5,212,276,76.8,3931,1079,74,84,88.1,118,146,80.8,16,36,44.4,1,0.3,0.5,+0.7,6,22,4,4,28
1317,Senne Lynen,Werder Bremen,10.8,406,487,83.4,6393,1666,191,214,89.3,171,194,88.1,23,44,52.3,0,0.4,0.6,-0.4,5,24,6,0,30
1318,Othmane Maamma,Montpellier,0.7,10,12,83.3,192,33,6,6,100.0,1,2,50.0,3,4,75.0,1,0.2,0.5,+0.8,1,1,1,1,1
1319,Ian Maatsen,Aston Villa,2.5,135,163,82.8,2230,672,66,77,85.7,55,61,90.2,10,13,76.9,0,1.0,0.7,-1.0,8,4,7,1,12
1320,Alexis Mac Allister,Liverpool,10.0,446,518,86.1,6971,1881,232,258,89.9,172,189,91.0,26,35,74.3,0,1.3,1.5,-1.3,13,45,11,1,53
1321,Deiver Machado,Lens,5.9,209,259,80.7,2750,784,136,146,93.2,56,74,75.7,5,15,33.3,0,0.5,0.8,-0.5,6,4,9,7,11
1322,Shuto Machino,Holstein Kiel,5.8,127,194,65.5,2330,835,62,71,87.3,43,62,69.4,20,44,45.5,0,0.3,0.3,-0.3,5,12,4,1,17
1323,Darwin Machis,Valladolid,3.0,54,94,57.4,1004,334,24,29,82.8,21,36,58.3,7,20,35.0,0,0.1,0.3,-0.1,2,6,0,0,11
1324,Yvann Macon,Saint-Étienne,3.2,123,166,74.1,2076,599,63,72,87.5,49,68,72.1,10,22,45.5,0,0.1,0.1,-0.1,4,12,2,0,15
1326,James Maddison,Tottenham,9.5,485,600,80.8,7839,2322,244,270,90.4,193,223,86.5,34,82,41.5,3,1.9,3.7,+1.1,20,49,19,5,75
1327,Eros Maddy,Auxerre,0.1,3,3,100.0,36,9,2,2,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1328,Noni Madueke,Chelsea,9.5,209,266,78.6,3041,778,129,149,86.6,61,79,77.2,10,13,76.9,1,1.8,1.2,-0.8,13,5,15,3,33
