,Player,Squad,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP
173,Eric Bailly,Villarreal,5.9,236,265,89.1,4208,1650,92,96,95.8,121,131,92.4,21,35,60.0,0,0.0,0.0,0.0,0,16,0,0,13
174,Theo Bair,Auxerre,4.2,62,98,63.3,790,164,38,55,69.1,13,24,54.2,3,4,75.0,0,0.3,0.4,-0.3,5,5,0,0,10
175,Cedric Bakambu,Betis,3.0,29,51,56.9,353,54,21,31,67.7,7,17,41.2,0,0,0.0,1,0.2,0.3,+0.8,3,6,1,0,4
176,Mitchel Bakker,Atalanta,0.2,7,9,77.8,109,22,2,3,66.7,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
177,Mitchel Bakker,Lille,3.8,184,224,82.1,2893,977,98,107,91.6,70,85,82.4,12,21,57.1,0,0.6,0.4,-0.6,4,16,2,1,17
178,Ridle Baku,Wolfsburg,10.0,294,395,74.4,5002,1377,132,158,83.5,126,168,75.0,25,37,67.6,0,0.5,1.1,-0.5,6,25,9,3,32
179,Dilane Bakwa,Strasbourg,12.6,345,468,73.7,5940,1770,168,196,85.7,129,166,77.7,40,80,50.0,3,3.5,3.0,-0.5,27,28,17,6,49
180,Tommaso Baldanzi,Roma,4.3,145,175,82.9,1823,352,100,110,90.9,41,49,83.7,0,5,0.0,1,0.2,0.4,+0.8,4,10,2,0,9
182,Alejandro Balde,Barcelona,10.3,469,543,86.4,7124,1564,248,275,90.2,195,215,90.7,17,28,60.7,2,1.0,0.7,+1.0,8,17,13,4,27
183,Carlos Baleba,Brighton,7.5,307,342,89.8,4962,1321,157,169,92.9,116,127,91.3,28,34,82.4,1,0.5,0.2,+0.5,7,34,7,0,42
184,Leonardo Balerdi,Marseille,9.0,768,823,93.3,13195,4910,305,316,96.5,405,419,96.7,45,66,68.2,0,0.7,0.5,-0.7,5,71,3,0,46
185,Ivan Balliu,Rayo Vallecano,6.6,208,280,74.3,3597,1518,89,102,87.3,105,130,80.8,13,37,35.1,0,0.2,0.1,-0.2,3,20,2,0,22
186,Botond Balogh,Parma,12.7,496,548,90.5,9873,2932,121,133,91.0,327,345,94.8,43,59,72.9,1,0.1,0.2,+0.9,2,16,0,0,24
187,Folarin Balogun,Monaco,5.2,64,94,68.1,752,120,36,46,78.3,15,24,62.5,2,5,40.0,0,0.9,1.1,-0.9,6,5,1,0,9
188,Mario Balotelli,Genoa,0.5,2,8,25.0,74,18,0,2,0.0,1,3,33.3,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
189,Abdoulaye Bamba,Angers,4.8,157,177,88.7,3275,1076,34,38,89.5,111,115,96.5,12,21,57.1,0,0.1,0.2,-0.1,3,5,2,1,8
190,Jonathan Bamba,Celta Vigo,8.0,272,337,80.7,3812,973,161,185,87.0,80,96,83.3,14,22,63.6,0,1.3,1.4,-1.3,11,19,12,5,29
191,Mohamed Bamba,Reims,0.0,1,2,50.0,37,10,0,0,0.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
192,Samuel Bamba,Bochum,0.1,6,9,66.7,100,17,3,3,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,1,1,0,0,0
193,Lameck Banda,Lecce,5.6,98,125,78.4,1423,266,63,69,91.3,26,36,72.2,6,15,40.0,1,0.9,0.7,+0.1,9,1,5,3,5
194,Daniel Bandeira,Hellas Verona,3.8,167,199,83.9,2535,798,97,109,89.0,51,57,89.5,11,22,50.0,0,0.1,0.1,-0.1,3,15,1,0,20
195,Mattia Bani,Genoa,5.9,247,277,89.2,4932,1917,74,78,94.9,143,155,92.3,29,40,72.5,0,0.1,0.0,-0.1,1,6,0,0,5
196,Scott Banks,St. Pauli,0.6,8,13,61.5,102,2,3,4,75.0,3,5,60.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
197,Antonin Barak,Fiorentina,0.6,17,20,85.0,228,77,8,10,80.0,8,9,88.9,0,0,0.0,0,0.3,0.1,-0.3,3,1,1,0,2
198,Federico Barba,Como,3.6,214,234,91.5,3485,1170,108,115,93.9,89,95,93.7,12,19,63.2,0,0.0,0.0,0.0,0,10,2,0,16
199,Valentin Barco,Sevilla,3.2,139,191,72.8,2140,895,77,88,87.5,38,53,71.7,13,30,43.3,0,0.6,0.3,-0.6,6,12,3,0,13
200,Bradley Barcola,Paris S-G,10.0,295,357,82.6,3980,863,203,222,91.4,75,92,81.5,10,16,62.5,2,4.0,2.2,-2.0,18,13,15,2,32
201,Melvin Bard,Nice,6.2,214,293,73.0,3669,1189,102,118,86.4,93,118,78.8,16,41,39.0,0,0.4,0.5,-0.4,2,17,5,1,25
202,Nicolo Barella,Inter,8.7,471,575,81.9,8179,2274,226,254,89.0,195,226,86.3,41,68,60.3,2,1.3,1.9,+0.7,14,46,18,4,67
203,Gabriel Bares,Montpellier,0.5,31,37,83.8,544,190,16,18,88.9,11,12,91.7,4,7,57.1,0,0.0,0.0,0.0,0,5,0,0,3
204,Ross Barkley,Aston Villa,4.4,215,254,84.6,3321,772,115,132,87.1,89,98,90.8,7,9,77.8,1,0.2,0.3,+0.8,5,23,5,0,22
205,Aymen Barkok,Mainz 05,0.8,26,37,70.3,506,182,14,17,82.4,6,9,66.7,4,5,80.0,0,0.1,0.3,-0.1,1,7,3,1,5
206,Harvey Barnes,Newcastle Utd,6.8,161,206,78.2,2316,759,107,124,86.3,45,64,70.3,7,11,63.6,1,2.0,1.6,-1.0,9,5,19,4,32
208,Enzo Barrenechea,Valencia,5.5,201,254,79.1,3618,1011,82,98,83.7,99,114,86.8,17,29,58.6,0,0.1,0.1,-0.1,2,32,0,0,20
209,Ander Barrenetxea,Real Sociedad,6.1,156,219,71.2,2838,645,81,99,81.8,48,68,70.6,25,31,80.6,1,0.9,1.1,+0.1,9,10,12,2,23
210,Pablo Barrios,Atlético Madrid,8.9,427,502,85.1,6812,1857,230,248,92.7,158,180,87.8,29,48,60.4,1,1.0,0.8,0.0,12,45,9,2,53
211,Thierno Barry,Villarreal,9.7,72,132,54.5,1019,131,34,59,57.6,26,48,54.2,4,9,44.4,2,1.0,0.5,+1.0,9,4,4,0,10
212,Davide Bartesaghi,Milan,0.1,3,3,100.0,53,15,1,1,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
213,Marc Bartra,Betis,7.3,336,426,78.9,6996,2498,104,109,95.4,179,203,88.2,50,104,48.1,0,0.0,0.1,0.0,0,20,3,0,23
214,Federico Baschirotto,Lecce,14.0,535,603,88.7,10699,3689,170,185,91.9,287,313,91.7,74,95,77.9,0,0.0,0.1,0.0,1,17,0,0,22
215,Daniele Baselli,Como,0.2,24,27,88.9,437,123,7,8,87.5,16,17,94.1,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,4
216,Calvin Bassey,Fulham,13.0,729,818,89.1,13548,4611,275,289,95.2,370,396,93.4,71,108,65.7,0,0.0,0.1,0.0,1,48,0,0,38
217,Aboubacar Bassinga,Las Palmas,0.0,2,4,50.0,53,0,1,1,100.0,0,0,0.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
218,Alessandro Bastoni,Inter,10.2,768,859,89.4,14069,3916,331,348,95.1,345,368,93.8,82,120,68.3,3,1.5,1.1,+1.5,14,54,19,10,68
219,Augusto Batalla,Rayo Vallecano,10.0,220,354,62.1,6758,4918,29,30,96.7,115,117,98.3,76,203,37.4,0,0.0,0.0,0.0,0,12,0,0,2
220,Dylan Batubinsika,Saint-Étienne,11.6,459,519,88.4,8826,2690,132,140,94.3,292,314,93.0,30,53,56.6,0,0.0,0.1,0.0,1,23,1,0,23
221,Maximilian Bauer,Augsburg,5.9,196,246,79.7,3735,1314,72,84,85.7,99,112,88.4,24,45,53.3,0,0.1,0.1,-0.1,2,20,2,2,20
222,Oliver Baumann,Hoffenheim,12.0,352,473,74.4,9406,6810,75,75,100.0,180,182,98.9,94,213,44.1,0,0.1,0.0,-0.1,1,10,0,0,1
223,Christoph Baumgartner,RB Leipzig,6.0,134,197,68.0,1947,558,74,96,77.1,42,56,75.0,9,15,60.0,0,0.5,0.5,-0.5,9,5,7,1,17
224,Rafael Bauza,Espanyol,1.7,40,47,85.1,710,189,20,21,95.2,15,18,83.3,4,6,66.7,0,0.0,0.0,0.0,0,3,1,0,7
225,Adrian Beck,Heidenheim,4.5,133,173,76.9,2444,547,60,80,75.0,53,66,80.3,18,21,85.7,1,0.5,0.4,+0.5,5,15,4,2,14
226,Sheraldo Becker,Real Sociedad,7.0,114,187,61.0,1941,472,62,85,72.9,42,65,64.6,9,22,40.9,0,0.9,0.8,-0.9,6,3,11,4,14
227,Timo Becker,Holstein Kiel,11.5,324,423,76.6,6118,2405,137,152,90.1,145,182,79.7,37,65,56.9,0,0.2,0.3,-0.2,2,16,2,2,17
228,Jan Bednarek,Southampton,10.9,888,948,93.7,14931,5494,389,407,95.6,439,462,95.0,53,66,80.3,0,0.4,0.7,-0.4,3,47,0,0,31
229,Donny van de Beek,Girona,7.2,185,225,82.2,2725,558,106,119,89.1,62,72,86.1,9,14,64.3,2,2.7,2.5,-0.7,8,13,2,0,18
230,Kevin Behrens,Wolfsburg,1.1,20,38,52.6,324,70,12,20,60.0,4,8,50.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,1
231,Maximilian Beier,Dortmund,6.6,90,132,68.2,1066,291,53,72,73.6,22,33,66.7,2,2,100.0,1,0.6,0.7,+0.4,8,4,6,2,13
232,Reda Belahyane,Hellas Verona,11.9,417,483,86.3,6518,2148,220,242,90.9,159,173,91.9,24,46,52.2,2,0.8,0.5,+1.2,9,47,8,0,58
234,Haris Belkebla,Angers,8.0,282,324,87.0,4435,1063,155,168,92.3,104,118,88.1,14,21,66.7,0,0.1,0.1,-0.1,3,22,0,0,22
235,Yassin Belkhdim,Angers,5.5,140,166,84.3,2033,521,76,80,95.0,52,61,85.2,7,10,70.0,0,0.0,0.0,0.0,1,6,1,0,12
236,Stefan Bell,Mainz 05,5.8,243,303,80.2,4883,2228,84,102,82.4,121,133,91.0,33,60,55.0,0,0.0,0.1,0.0,1,12,0,0,15
237,Raoul Bellanova,Torino,1.0,31,43,72.1,541,130,15,17,88.2,13,18,72.2,3,6,50.0,0,0.1,0.0,-0.1,1,1,0,0,0
238,Raoul Bellanova,Atalanta,8.6,300,387,77.5,4888,1497,150,167,89.8,126,159,79.2,21,40,52.5,3,1.7,1.1,+1.3,11,15,7,6,30
239,Jean-Ricner Bellegarde,Wolves,6.9,137,173,79.2,2169,340,78,86,90.7,48,58,82.8,10,16,62.5,2,0.5,0.6,+1.5,7,10,6,3,12
240,Hector Bellerin,Betis,5.8,248,304,81.6,3882,1457,125,138,90.6,110,136,80.9,10,21,47.6,1,2.0,2.1,-1.0,7,14,4,2,24
241,Jude Bellingham,Real Madrid,9.2,477,537,88.8,7123,1718,289,313,92.3,148,161,91.9,28,38,73.7,3,1.1,0.8,+1.9,11,50,9,0,62
242,Jeanuel Belocian,Leverkusen,0.5,28,33,84.8,313,105,22,23,95.7,5,7,71.4,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1
243,Andrea Belotti,Como,3.7,52,69,75.4,593,90,34,43,79.1,12,15,80.0,1,1,100.0,0,0.2,0.1,-0.2,4,2,1,0,5
244,Fran Beltran,Celta Vigo,9.2,440,494,89.1,7591,2322,187,204,91.7,210,228,92.1,37,47,78.7,0,0.8,0.6,-0.8,3,40,3,1,46
245,Lucas Beltran,Fiorentina,5.9,169,199,84.9,2595,656,87,95,91.6,61,70,87.1,11,17,64.7,3,0.8,0.7,+2.2,9,18,3,2,22
246,Eliesse Ben Seghir,Monaco,9.3,337,436,77.3,4579,1406,208,243,85.6,102,133,76.7,10,25,40.0,3,3.4,2.1,-0.4,16,26,20,2,54
247,Carlos Benavidez,Alavés,2.6,75,101,74.3,1398,511,35,40,87.5,29,34,85.3,10,21,47.6,1,0.6,0.3,+0.4,2,12,1,0,10
248,Adrian Benedyczak,Parma,1.2,22,32,68.8,328,66,13,18,72.2,9,12,75.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,2
249,Laszlo Benes,Union Berlin,1.9,59,88,67.0,1146,471,29,34,85.3,12,21,57.1,15,28,53.6,1,0.2,0.3,+0.8,6,8,1,1,5
250,Iker Benito,Osasuna,0.4,9,13,69.2,128,7,4,6,66.7,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,0
251,Ismael Bennacer,Milan,0.6,43,47,91.5,752,174,23,23,100.0,15,15,100.0,5,9,55.6,0,0.1,0.1,-0.1,1,4,0,0,4
252,Said Benrahma,Lyon,6.3,192,268,71.6,2820,984,110,126,87.3,57,85,67.1,14,25,56.0,3,1.8,2.4,+1.2,11,17,14,3,23
253,Ramy Bensebaini,Dortmund,6.8,359,416,86.3,6028,1917,168,187,89.8,167,182,91.8,21,34,61.8,3,1.5,0.7,+1.5,8,31,8,2,33
254,Rodrigo Bentancur,Tottenham,5.9,356,391,91.0,5743,1424,168,181,92.8,162,170,95.3,16,22,72.7,0,0.1,0.2,-0.1,2,41,3,0,40
255,Lucas Beraldo,Paris S-G,8.4,721,783,92.1,12099,4570,317,333,95.2,346,367,94.3,43,59,72.9,0,0.2,0.5,-0.2,3,71,10,1,52
256,Yuri Berchiche,Athletic Club,10.1,496,596,83.2,8933,3055,225,256,87.9,220,254,86.6,49,71,69.0,0,0.5,0.9,-0.5,6,51,5,2,68
257,Alex Berenguer,Athletic Club,9.0,222,331,67.1,3602,744,121,138,87.7,74,105,70.5,22,59,37.3,4,2.5,1.7,+1.5,14,14,11,3,25
258,Sander Berge,Fulham,6.8,322,355,90.7,5698,1452,131,151,86.8,155,163,95.1,30,32,93.8,0,0.3,0.3,-0.3,9,38,0,0,33
260,Lucas Bergvall,Tottenham,0.6,61,70,87.1,923,239,36,39,92.3,17,20,85.0,6,7,85.7,0,0.2,0.3,-0.2,1,5,0,0,4
261,Medon Berisha,Lecce,0.9,42,53,79.2,760,240,20,22,90.9,13,16,81.3,8,13,61.5,0,0.1,0.2,-0.1,3,4,1,0,5
262,Mergim Berisha,Hoffenheim,3.4,32,46,69.6,456,100,17,21,81.0,12,18,66.7,1,2,50.0,1,0.5,0.3,+0.5,1,5,2,0,6
263,Adrian Bernabe,Parma,10.0,508,608,83.6,9886,3485,198,219,90.4,225,263,85.6,72,104,69.2,0,0.9,0.8,-0.9,19,68,9,3,67
264,Marc Bernal,Barcelona,2.7,148,160,92.5,2634,623,66,71,93.0,72,77,93.5,10,11,90.9,0,0.0,0.1,0.0,1,12,0,0,8
265,Bernardo,Bochum,0.8,52,66,78.8,1110,580,14,16,87.5,29,33,87.9,8,14,57.1,0,0.0,0.1,0.0,0,11,3,0,9
266,Juan Bernat,Villarreal,0.5,25,31,80.6,359,81,15,15,100.0,10,14,71.4,0,0,0.0,1,0.3,0.1,+0.7,2,0,0,0,2
267,Alexander Bernhardsson,Holstein Kiel,2.1,28,45,62.2,429,146,14,19,73.7,12,18,66.7,1,6,16.7,0,0.2,0.1,-0.2,1,2,1,0,3
268,Victor Bernth Kristiansen,Leicester City,10.5,414,537,77.1,6907,2673,195,224,87.1,170,210,81.0,36,77,46.8,0,0.6,0.6,-0.6,10,31,11,8,28
269,Matus Bero,Bochum,9.2,266,359,74.1,4560,1523,117,143,81.8,123,153,80.4,17,40,42.5,0,0.8,0.9,-0.8,10,29,11,2,38
270,Juan Berrocal,Getafe,6.1,136,183,74.3,2826,1173,38,44,86.4,80,99,80.8,15,34,44.1,0,0.0,0.0,0.0,0,5,0,0,8
271,Dimitry Bertaud,Montpellier,3.0,63,92,68.5,1921,1513,7,7,100.0,32,32,100.0,24,52,46.2,0,0.0,0.0,0.0,0,3,0,0,0
272,Beto,Everton,2.1,10,21,47.6,173,0,6,9,66.7,2,9,22.2,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1
273,Sam Beukema,Bologna,12.5,703,802,87.7,14177,4525,201,220,91.4,435,464,93.8,61,97,62.9,1,0.6,0.3,+0.4,5,71,4,1,60
274,Alessandro Bianco,Monza,8.4,366,426,85.9,6945,1766,129,146,88.4,186,199,93.5,42,59,71.2,0,0.3,0.5,-0.3,8,37,4,3,35
275,Alessandro Bianco,Fiorentina,0.2,9,12,75.0,191,17,3,5,60.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
276,Jaka Bijol,Udinese,13.0,524,628,83.4,10828,3660,141,166,84.9,319,348,91.7,61,101,60.4,0,0.3,0.4,-0.3,7,44,4,1,37
277,El Bilal Toure,Stuttgart,3.5,58,77,75.3,733,139,39,50,78.0,12,14,85.7,3,3,100.0,1,1.1,0.7,-0.1,6,4,3,0,5
278,Philip Billing,Bournemouth,0.4,11,19,57.9,133,44,8,11,72.7,2,5,40.0,0,1,0.0,0,0.0,0.1,0.0,0,1,2,1,1
279,Cristiano Biraghi,Fiorentina,4.8,259,309,83.8,4734,1698,107,115,93.0,122,132,92.4,26,51,51.0,0,0.3,0.5,-0.3,6,16,3,2,15
280,Samuele Birindelli,Monza,2.2,75,97,77.3,1263,340,38,44,86.4,29,36,80.6,7,11,63.6,0,0.0,0.1,0.0,1,4,2,2,5
281,Tom Bischof,Hoffenheim,8.6,371,472,78.6,6584,1973,155,178,87.1,155,177,87.6,43,72,59.7,1,1.2,1.4,-0.2,17,39,6,0,45
282,Yves Bissouma,Tottenham,6.5,351,384,91.4,5587,1545,188,201,93.5,128,131,97.7,24,35,68.6,0,0.2,0.4,-0.2,3,30,5,0,38
283,Leonardo Bittencourt,Werder Bremen,5.1,277,323,85.8,4095,816,155,166,93.4,96,109,88.1,16,25,64.0,0,0.1,0.5,-0.1,1,21,5,1,27
284,Emmanuel Biumla,Angers,8.1,235,271,86.7,4635,1489,58,70,82.9,158,166,95.2,16,28,57.1,0,0.0,0.0,0.0,0,5,1,0,7
286,Marco Bizot,Brest,13.0,305,459,66.4,10175,7971,33,34,97.1,131,132,99.2,141,293,48.1,0,0.0,0.0,0.0,0,2,0,0,0
287,Bjarki Bjarkason,Venezia,0.0,4,4,100.0,72,28,1,1,100.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
288,Antonio Blanco,Alavés,10.3,295,381,77.4,5562,2156,122,148,82.4,131,149,87.9,36,61,59.0,1,0.5,0.4,+0.5,6,43,8,3,48
289,Ludovic Blas,Rennes,11.7,351,469,74.8,6073,1773,179,201,89.1,124,164,75.6,39,80,48.8,4,2.0,2.4,+2.0,24,39,15,3,54
290,Daley Blind,Girona,11.1,891,996,89.5,16170,5719,381,400,95.3,412,446,92.4,92,129,71.3,1,0.6,1.2,+0.4,5,110,9,3,102
291,Myron Boadu,Bochum,3.9,36,49,73.5,566,77,15,19,78.9,20,24,83.3,0,0,0.0,1,0.3,0.1,+0.7,4,1,1,0,4
292,Augustine Boakye,Saint-Étienne,3.7,88,107,82.2,1234,386,54,63,85.7,17,22,77.3,9,12,75.0,0,0.6,0.4,-0.6,7,8,4,0,15
293,Sacha Boey,Bayern Munich,1.7,102,117,87.2,1405,367,68,72,94.4,28,35,80.0,3,6,50.0,1,0.9,0.7,+0.1,1,7,0,0,4
294,Jeremie Boga,Nice,6.8,156,195,80.0,2134,587,103,119,86.6,44,51,86.3,7,12,58.3,1,1.5,1.9,-0.5,14,8,8,3,16
295,Lamare Bogarde,Aston Villa,2.4,120,138,87.0,1781,639,73,79,92.4,44,48,91.7,2,7,28.6,0,0.1,0.1,-0.1,1,16,1,0,8
296,Emil Bohinen,Genoa,1.8,69,86,80.2,1180,161,30,38,78.9,33,35,94.3,4,5,80.0,0,0.1,0.0,-0.1,3,1,0,0,5
297,Adama Boiro,Athletic Club,3.7,115,144,79.9,1766,453,65,69,94.2,48,65,73.8,1,5,20.0,0,0.0,0.1,0.0,0,10,2,1,12
298,Willy Boly,Nott'ham Forest,1.0,43,54,79.6,833,371,13,14,92.9,25,27,92.6,4,12,33.3,0,0.0,0.0,0.0,0,2,0,0,2
299,Moise Bombito,Nice,10.7,561,616,91.1,10273,4179,211,223,94.6,299,317,94.3,42,62,67.7,0,0.0,0.1,0.0,1,29,0,0,39
300,Warren Bondo,Monza,11.9,349,392,89.0,5730,985,168,183,91.8,157,166,94.6,17,29,58.6,0,0.1,0.2,-0.1,2,23,4,1,21
301,Victor Boniface,Leverkusen,7.3,92,127,72.4,1275,286,46,63,73.0,30,35,85.7,5,7,71.4,1,1.0,0.9,0.0,8,4,6,1,13
302,Ange-Yoan Bonny,Parma,10.6,168,229,73.4,2566,599,84,106,79.2,65,77,84.4,11,17,64.7,1,1.4,0.9,-0.4,16,14,10,1,29
303,Sebastiaan Bornauw,Wolfsburg,7.0,173,220,78.6,3169,915,61,69,88.4,95,113,84.1,13,28,46.4,0,0.0,0.1,0.0,0,9,2,0,11
304,Saimon Bouabre,Monaco,0.1,4,7,57.1,76,40,2,3,66.7,2,4,50.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1
305,Ayyoub Bouaddi,Lille,5.4,205,231,88.7,3348,679,104,114,91.2,86,92,93.5,11,13,84.6,1,0.9,0.7,+0.1,4,13,1,0,15
306,Badredine Bouanani,Nice,3.7,102,139,73.4,1493,353,67,78,85.9,24,37,64.9,9,16,56.3,0,0.4,0.5,-0.4,6,4,3,0,15
307,Benjamin Bouchouari,Saint-Étienne,5.2,184,210,87.6,2896,902,101,111,91.0,61,69,88.4,16,20,80.0,0,0.2,0.3,-0.2,4,20,5,0,27
308,Hicham Boudaoui,Nice,8.9,308,375,82.1,4835,1540,158,179,88.3,121,142,85.2,21,29,72.4,1,0.5,0.9,+0.5,6,31,12,1,53
309,Carlo Boukhalfa,St. Pauli,7.5,143,212,67.5,1903,518,87,112,77.7,43,63,68.3,4,13,30.8,0,0.4,0.2,-0.4,4,7,4,1,18
310,Benjamin Bourigeaud,Rennes,0.9,36,48,75.0,646,141,15,16,93.8,17,21,81.0,4,10,40.0,0,0.0,0.0,0.0,0,3,0,0,4
312,Edoardo Bove,Fiorentina,9.3,280,340,82.4,4657,1046,137,156,87.8,112,125,89.6,24,31,77.4,2,1.5,0.8,+0.5,10,18,4,0,37
313,Jarrod Bowen,West Ham,12.7,225,325,69.2,3680,1204,124,148,83.8,75,100,75.0,22,47,46.8,3,3.1,2.6,-0.1,27,25,22,2,48
314,Enzo Boyomo,Osasuna,12.0,342,405,84.4,6455,2682,128,140,91.4,178,197,90.4,31,56,55.4,0,0.0,0.0,0.0,0,13,1,0,31
315,Enzo Boyomo,Valladolid,3.0,174,190,91.6,3007,1118,75,77,97.4,87,93,93.5,11,19,57.9,0,0.0,0.0,0.0,0,2,0,0,7
316,Domagoj Bradaric,Hellas Verona,6.1,202,261,77.4,3324,951,106,117,90.6,76,96,79.2,16,34,47.1,0,1.1,1.0,-1.1,10,8,5,4,13
317,Conor Bradley,Liverpool,2.6,166,192,86.5,2434,560,95,102,93.1,64,72,88.9,3,12,25.0,0,0.0,0.2,0.0,0,7,0,0,10
318,Bilal Brahimi,Nice,0.8,35,40,87.5,614,163,15,16,93.8,18,19,94.7,2,4,50.0,0,0.0,0.2,0.0,1,1,1,1,4
319,Julian Brandt,Dortmund,9.9,398,493,80.7,6239,1583,218,241,90.5,146,180,81.1,25,49,51.0,3,2.3,2.5,+0.7,25,36,21,2,63
320,Jarrad Branthwaite,Everton,4.1,161,188,85.6,3016,1155,66,75,88.0,74,81,91.4,18,24,75.0,0,0.0,0.0,0.0,0,15,0,0,7
321,Darko Brasanac,Leganés,8.8,216,277,78.0,3054,699,126,142,88.7,70,95,73.7,9,20,45.0,2,0.2,0.2,+1.8,6,13,2,0,27
322,Lilian Brassier,Marseille,7.0,445,519,85.7,6901,2220,220,229,96.1,202,234,86.3,15,35,42.9,0,0.0,0.1,0.0,0,35,2,0,29
323,Matthias Braunoder,Como,3.0,126,144,87.5,2115,601,59,63,93.7,55,61,90.2,9,15,60.0,0,0.0,0.0,0.0,0,13,0,0,17
324,Iker Bravo,Udinese,2.4,55,73,75.3,788,193,29,34,85.3,19,23,82.6,3,8,37.5,1,0.4,0.2,+0.6,5,3,3,0,7
325,James Bree,Southampton,0.2,8,10,80.0,153,57,4,4,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,1
326,Tim Breithaupt,Augsburg,1.3,58,67,86.6,1042,369,20,24,83.3,34,36,94.4,3,4,75.0,1,0.4,0.3,+0.6,1,10,1,1,10
327,Gleison Bremer,Juventus,6.0,468,504,92.9,9245,3225,142,149,95.3,279,295,94.6,46,57,80.7,0,0.0,0.1,0.0,0,26,0,0,21
328,Brenner,Udinese,4.3,87,114,76.3,1480,357,43,47,91.5,31,38,81.6,12,21,57.1,2,0.5,0.1,+1.5,5,5,1,1,7
329,Ben Brereton,Southampton,4.5,121,156,77.6,1740,355,78,89,87.6,34,51,66.7,7,11,63.6,0,0.1,0.1,-0.1,3,9,1,1,8
330,Marco Brescianini,Atalanta,5.1,129,161,80.1,1965,371,71,79,89.9,52,63,82.5,3,8,37.5,0,0.8,0.3,-0.8,4,6,5,1,15
331,Maximilian Breunig,Heidenheim,3.3,40,73,54.8,663,132,16,33,48.5,17,22,77.3,4,5,80.0,0,0.2,0.1,-0.2,4,4,0,0,6
332,Nathan Broadhead,Ipswich Town,0.1,4,6,66.7,63,4,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
333,David Brooks,Bournemouth,1.4,39,56,69.6,678,196,19,22,86.4,16,20,80.0,3,9,33.3,0,0.6,0.7,-0.6,4,1,7,3,7
334,Moritz Broschinski,Bochum,7.6,81,125,64.8,1206,220,44,64,68.8,27,34,79.4,4,9,44.4,1,0.4,0.5,+0.6,2,3,1,1,7
335,Nathaniel Brown,Eint Frankfurt,3.8,118,152,77.6,1825,564,65,72,90.3,44,50,88.0,8,20,40.0,2,0.4,0.5,+1.6,3,11,5,1,17
336,Jacob Bruun Larsen,Hoffenheim,2.3,58,78,74.4,869,226,29,35,82.9,16,23,69.6,6,10,60.0,2,0.4,0.4,+1.6,4,4,1,0,8
338,Tajon Buchanan,Inter,0.2,13,15,86.7,167,47,7,7,100.0,6,7,85.7,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
339,Ante Budimir,Osasuna,12.3,99,177,55.9,1333,246,61,98,62.2,33,55,60.0,0,4,0.0,1,0.8,0.6,+0.2,7,4,4,0,13
340,Emi Buendia,Aston Villa,0.4,27,32,84.4,331,99,19,22,86.4,5,6,83.3,1,2,50.0,0,0.0,0.0,0.0,1,4,0,0,4
341,Santiago Bueno,Wolves,4.9,177,208,85.1,3384,1109,65,73,89.0,83,90,92.2,24,33,72.7,0,0.0,0.0,0.0,0,5,1,0,7
342,Marius Bulter,Hoffenheim,8.9,137,200,68.5,2144,613,77,94,81.9,46,66,69.7,9,18,50.0,1,2.1,2.5,-1.1,11,14,15,6,17
343,Facundo Buonanotte,Leicester City,8.8,239,309,77.3,3907,1031,125,147,85.0,84,98,85.7,22,42,52.4,2,2.3,1.3,-0.3,18,24,10,1,31
344,Alessandro Buongiorno,Napoli,13.0,662,738,89.7,11617,3891,257,280,91.8,361,377,95.8,36,64,56.3,0,0.6,0.5,-0.6,4,33,2,0,45
345,Cameron Burgess,Ipswich Town,6.0,240,307,78.2,4020,1829,106,118,89.8,112,133,84.2,17,47,36.2,0,0.0,0.1,0.0,1,17,2,0,17
