,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
728,Gianluigi Donnarumma,38.0,1309,1066,1307,2,0,0,1309,1,1,100.0,0,0.0,611,3168,2129,0,0,0,1,0,605,0
729,Godfred Donsah,19.9,850,41,167,487,213,24,850,34,30,88.2,4,11.8,519,3083,1731,49,41,11,43,31,527,51
730,Doria,0.9,38,3,16,18,4,0,38,1,0,0.0,1,100.0,20,107,49,2,2,0,0,0,20,2
731,Niklas Dorsch,1.0,46,0,9,27,10,1,46,2,1,50.0,1,50.0,27,142,68,0,3,0,2,1,39,1
733,Mauro dos Santos,10.9,405,56,231,163,14,4,405,2,1,50.0,1,50.0,186,851,404,3,0,0,4,3,197,1
734,Mathieu Dossevi,27.9,1459,11,161,585,742,75,1459,141,73,51.8,68,48.2,1012,7374,3359,136,65,31,94,54,1038,253
735,Abdoulaye Doucoure,36.9,2655,95,502,1608,585,66,2655,53,41,77.4,12,22.6,1604,7524,3931,73,62,7,55,46,1692,79
736,Cheick Doukoure,11.4,425,11,93,250,86,16,425,2,1,50.0,1,50.0,236,889,212,5,10,1,17,14,240,12
737,Mohamed Drager,0.6,14,0,2,10,4,0,14,1,0,0.0,1,100.0,10,66,19,1,2,1,0,3,11,1
738,Aleksandar Dragovic,8.5,456,48,233,208,17,2,456,1,1,100.0,0,0.0,211,1231,825,4,1,0,1,2,234,1
742,Julian Draxler,18.9,1529,13,156,968,418,54,1529,62,45,72.6,17,27.4,977,5602,2738,65,45,20,28,32,1273,117
743,Danny Drinkwater,5.9,446,10,79,281,88,7,446,4,3,75.0,1,25.0,256,1088,368,3,5,0,3,2,338,28
744,Josip Drmic,5.2,186,1,12,97,78,24,186,9,3,33.3,6,66.7,81,407,157,6,3,5,14,8,143,35
745,Rick van Drongelen,16.0,859,74,374,440,51,13,859,12,5,41.7,7,58.3,415,2417,1520,8,10,1,16,8,433,6
746,Oscar Duarte,11.0,577,58,338,233,7,6,577,1,1,100.0,0,0.0,302,1247,607,3,1,0,2,1,341,1
747,Ruben Duarte,23.8,1254,100,438,548,277,12,1254,15,10,66.7,5,33.3,446,2078,996,23,28,2,12,13,466,48
748,Leo Dubois,33.6,2376,103,661,1015,727,37,2376,54,38,70.4,16,29.6,1097,6262,3658,96,84,10,50,28,1186,130
750,Ondrej Duda,8.3,413,5,43,267,106,7,413,18,10,55.6,8,44.4,211,974,385,8,8,2,18,15,291,27
751,Shane Duffy,36.6,1914,395,1257,572,93,65,1914,7,6,85.7,1,14.3,749,3575,1943,8,5,0,15,2,939,10
754,Alfred Duncan,21.6,1041,40,208,487,366,40,1041,51,34,66.7,17,33.3,618,3408,1815,43,29,8,35,57,683,105
755,Lewis Dunk,38.0,2038,307,1207,763,93,43,2038,13,10,76.9,3,23.1,937,5753,3347,25,15,2,21,8,1028,5
757,Jimmy Durmaz,11.4,623,10,56,317,262,22,619,29,18,62.1,11,37.9,414,2532,1375,36,30,9,15,19,425,79
758,Riza Durmisi,23.1,1278,61,356,535,394,31,1278,20,8,40.0,12,60.0,728,3648,2146,74,46,6,25,5,776,147
761,Paulo Dybala,26.1,1709,2,128,819,788,95,1705,129,93,72.1,36,27.9,1201,6696,2815,86,53,27,77,66,1375,173
762,Nathan Dyer,14.5,702,3,83,326,305,29,702,48,23,47.9,25,52.1,431,3203,1478,53,41,7,40,29,530,119
763,Edin Dzeko,33.5,1162,36,51,468,653,213,1162,63,41,65.1,21,33.3,681,3907,1382,59,35,32,86,73,935,289
764,Blerim Dzemaili,13.3,627,16,103,360,177,20,627,17,11,64.7,6,35.3,383,2020,1133,27,24,3,18,17,435,53
765,Felix Eboa Eboa,16.9,923,89,416,436,80,11,923,12,11,91.7,1,8.3,400,1969,1056,14,5,1,6,7,461,10
766,Eder,8.9,349,2,28,123,200,41,349,14,5,35.7,9,64.3,228,1109,517,19,12,7,20,12,269,64
767,Simone Edera,3.6,171,2,25,72,76,9,171,21,7,33.3,14,66.7,123,743,280,11,12,6,9,11,124,32
768,Ederson,35.5,1156,961,1144,14,0,0,1156,1,1,100.0,0,0.0,641,3008,1941,0,0,0,3,1,624,0
769,Tom Edwards,5.3,267,19,109,123,38,1,267,3,3,100.0,0,0.0,139,709,340,8,10,1,6,0,132,4
771,Johannes Eggestein,1.1,44,1,4,19,22,4,44,2,0,0.0,2,100.0,22,165,71,4,2,2,2,2,33,12
772,Maximilian Eggestein,29.9,1313,55,265,696,368,64,1313,48,19,39.6,29,60.4,570,3145,1664,46,34,17,28,55,820,114
773,Albin Ekdal,12.3,711,30,161,470,88,16,711,16,7,43.8,9,56.3,369,1917,912,14,14,2,11,14,406,20
774,Josip Elez,8.6,445,58,217,220,13,2,445,4,4,100.0,0,0.0,224,1493,865,15,4,1,5,2,252,1
776,Mohamed Elneny,9.6,923,33,149,581,197,12,923,4,3,75.0,1,25.0,677,2857,1430,13,20,1,7,8,736,21
777,Aritz Elustondo,17.7,1248,88,572,607,76,13,1248,7,3,42.9,4,57.1,687,3572,1983,13,7,1,17,5,785,12
778,Nico Elvedi,32.4,2136,148,665,1097,394,51,2136,56,26,46.4,30,53.6,1011,5595,2986,58,34,10,30,22,1224,108
780,Rodrigo Ely,29.9,1388,231,829,518,49,30,1388,3,3,100.0,0,0.0,596,2761,1468,6,1,0,9,3,635,7
781,Breel Embolo,10.2,370,4,18,193,164,34,370,66,20,30.3,46,69.7,261,1666,672,24,22,8,26,21,289,77
782,Youssef En-Nesyri,17.7,602,33,74,261,277,64,601,53,18,34.0,35,66.0,319,1829,625,21,27,13,66,36,414,79
783,Sergi Enrich,14.8,571,11,26,267,281,60,571,7,4,57.1,3,42.9,292,938,227,4,7,4,47,31,442,88
784,Javier Eraso,28.1,1097,13,135,532,441,69,1097,23,11,47.8,12,52.2,628,2668,1164,39,30,7,56,53,717,145
785,Christian Eriksen,35.8,2863,19,189,1472,1225,93,2863,53,29,54.7,24,45.3,1604,8387,3836,83,103,11,75,72,2081,237
786,Gonzalo Escalante,17.4,874,26,142,530,216,28,874,21,15,71.4,6,28.6,399,1675,578,11,17,0,19,13,471,22
787,Sergio Escudero,25.9,1947,80,514,999,461,33,1947,40,26,65.0,14,35.0,988,4489,2539,56,50,14,29,15,1061,105
788,Bernardo Espinosa,31.9,1526,223,966,504,61,45,1526,4,2,50.0,2,50.0,647,2640,1074,0,2,1,12,5,829,5
790,Alexander Esswein,6.9,308,7,45,152,114,12,308,5,1,20.0,4,80.0,163,821,388,14,8,4,12,7,214,53
791,Oghenekaro Etebo,13.5,767,21,151,513,119,5,767,31,25,80.6,6,19.4,525,2875,1501,20,14,1,17,27,572,18
792,Benat Etxebarria,12.4,918,17,115,565,254,3,918,12,6,50.0,6,50.0,465,2079,985,21,17,1,17,14,567,22
794,Jonny Evans,25.2,1241,156,696,504,47,19,1241,10,10,100.0,0,0.0,613,3504,2043,21,10,1,10,6,599,9
795,Franck Evina,1.2,52,0,8,14,31,7,52,8,1,12.5,7,87.5,31,202,80,0,4,0,2,2,42,13
796,Patrice Evra,2.5,144,8,48,75,21,0,144,3,3,100.0,0,0.0,60,281,134,4,4,0,0,5,72,4
797,Patrice Evra,3.9,217,19,70,113,37,1,217,7,4,57.1,3,42.9,100,411,197,4,4,0,5,0,100,6
798,Edu Exposito,1.1,59,2,14,40,7,0,59,2,1,50.0,1,50.0,42,182,94,3,1,0,0,0,45,0
799,Erik Exposito,5.2,150,5,7,65,78,21,150,8,5,62.5,3,37.5,83,343,73,2,4,1,21,12,111,28
800,Valentin Eysseric,7.8,488,8,62,204,224,26,488,21,17,81.0,4,19.0,284,1492,721,27,17,6,14,18,350,66
801,Valentin Eysseric,1.0,90,0,9,40,42,4,90,5,3,60.0,2,40.0,47,270,114,2,2,1,2,6,69,13
802,Imoh Ezekiel,5.2,171,1,14,62,100,26,171,13,7,53.8,6,46.2,125,1070,566,24,19,12,13,10,127,34
803,Marco Fabian,4.7,234,3,16,142,78,9,234,13,6,46.2,7,53.8,161,990,399,11,9,2,10,7,182,21
806,Fabinho,34.0,2342,71,445,1645,285,33,2338,51,37,72.5,14,27.5,1317,6736,3776,64,39,10,24,21,1525,57
807,Cesc Fabregas,25.6,2553,51,401,1288,887,66,2553,24,18,75.0,6,25.0,1481,5986,3227,55,53,6,21,24,1854,135
808,Ralf Fahrmann,33.5,1028,903,1023,5,0,0,1028,1,0,0.0,1,100.0,460,2873,1616,0,0,0,0,0,403,0
809,Faycal Fajr,26.5,1292,48,237,702,367,17,1291,27,19,70.4,8,29.6,576,2432,970,24,13,1,20,19,647,47
810,Radamel Falcao,23.7,822,17,33,427,374,95,819,35,19,54.3,16,45.7,532,2278,789,30,17,15,86,57,661,164
811,Diego Falcinelli,4.9,181,5,10,64,109,20,181,13,5,38.5,8,61.5,134,539,172,4,6,1,20,8,155,53
812,Diego Falcinelli,14.6,375,12,29,149,201,51,375,13,6,46.2,7,53.8,249,1463,516,17,10,10,34,33,312,79
814,Simon Falette,24.6,1531,116,638,855,52,18,1531,8,5,62.5,3,37.5,746,4328,2473,30,16,2,16,5,881,7
815,Cesar Falletti,3.6,228,2,24,118,87,15,228,12,9,75.0,3,25.0,162,1000,324,10,5,2,12,12,163,22
816,Iago Falque,31.3,1678,11,156,799,747,105,1678,83,46,55.4,37,44.6,1192,7180,2827,85,62,27,50,59,1282,278
817,Paolo Farago,27.3,1656,81,443,685,550,59,1656,30,15,50.0,15,50.0,645,3898,1855,66,40,8,39,24,792,166
818,Imad Faraj,1.8,117,3,26,45,47,10,117,11,8,72.7,3,27.3,75,525,237,8,3,3,8,5,79,20
819,Davide Faraoni,19.5,1192,97,437,539,231,15,1192,25,15,60.0,10,40.0,529,2784,1408,36,23,5,19,17,515,42
820,Mohamed Fares,28.9,1596,106,518,745,363,39,1596,66,34,51.5,32,48.5,705,4960,2471,66,46,10,67,31,905,98
821,Diego Farias,17.9,795,6,74,301,432,78,794,67,31,46.3,34,50.7,480,3195,1389,55,39,31,58,39,594,160
822,Federico Fazio,32.5,2329,222,944,1310,96,26,2329,23,16,69.6,7,30.4,1212,6874,4521,35,19,2,15,8,1451,5
823,Zouhair Feddal,14.0,1011,123,520,466,29,10,1011,3,3,100.0,0,0.0,584,3018,1855,11,10,1,12,3,639,2
824,Nabil Fekir,27.5,1564,2,106,855,647,107,1560,119,90,75.6,29,24.4,1168,6882,3432,102,74,33,73,76,1222,178
825,Felipe,5.1,335,35,167,161,10,4,335,2,2,100.0,0,0.0,165,961,546,7,4,0,5,0,200,1
826,Luiz Felipe,13.0,839,70,386,413,46,4,839,11,9,81.8,2,18.2,520,3697,2301,22,16,0,5,4,542,2
827,Ohis Felix Uduokhai,17.3,1097,102,579,491,31,8,1097,9,5,55.6,4,44.4,533,3082,1786,14,10,1,10,6,691,5
828,Marouane Fellaini,7.6,488,29,97,314,81,19,488,7,5,71.4,2,28.6,262,1019,382,5,7,0,13,13,351,11
829,Kiko Femenia,19.0,1170,38,290,528,363,22,1170,32,25,78.1,7,21.9,659,3170,1722,54,38,9,24,13,701,103
830,Leroy Fer,15.5,790,31,152,494,157,13,790,32,26,81.3,6,18.8,367,2237,1045,22,21,3,28,20,540,23
832,Julien Feret,34.0,2054,74,301,1284,502,17,2054,44,27,61.4,17,38.6,854,5214,2731,57,45,7,54,37,1176,96
833,Edimilson Fernandes,9.4,383,7,80,235,76,10,383,13,10,76.9,3,23.1,216,1208,500,12,6,0,19,6,233,28
834,Gelson Fernandes,11.5,454,23,109,311,38,2,454,5,4,80.0,1,20.0,145,557,218,3,1,1,9,3,202,3
836,Augusto Fernandez,1.2,85,5,26,48,11,0,85,2,2,100.0,0,0.0,57,249,85,0,1,0,2,1,56,1
837,Brian Fernandez,1.4,49,0,0,19,30,7,49,4,2,50.0,2,50.0,25,175,104,6,2,1,5,1,29,9
839,Federico Fernandez,29.7,1557,247,921,602,46,23,1557,4,1,25.0,3,75.0,665,3638,2321,5,2,0,6,4,866,8
841,Fernandinho,32.0,3319,89,580,2219,537,42,3319,25,22,88.0,3,12.0,2088,10091,6419,80,78,5,35,20,2567,38
842,Alex Ferrari,23.7,1338,142,630,536,187,10,1338,33,19,57.6,14,42.4,549,3363,1712,39,24,4,24,14,656,32
843,Jordan Ferri,7.1,617,14,110,402,116,13,617,13,12,92.3,1,7.7,402,2120,1168,21,16,3,11,9,477,30
844,Sam Field,6.0,240,7,55,118,70,8,240,5,3,60.0,2,40.0,119,540,219,4,2,1,9,11,130,14
845,Afonso Figueiredo,2.5,144,4,39,69,38,0,144,1,0,0.0,1,100.0,60,250,151,5,3,0,3,3,79,7
846,Gian Filippo Felicioli,3.1,117,5,37,51,30,1,117,8,3,37.5,5,62.5,57,386,137,4,1,2,1,0,57,16
847,Alfred Finnbogason,20.2,687,8,33,316,350,118,684,58,20,34.5,38,65.5,395,2066,772,38,26,23,59,35,497,141
848,Roberto Firmino,30.7,1576,11,71,696,829,183,1575,73,49,67.1,24,32.9,936,5044,2271,91,55,40,80,71,1203,305
849,Junior Firpo,13.2,807,36,247,396,168,28,807,19,8,42.1,11,57.9,491,1907,1034,28,16,8,16,6,503,59
850,Viktor Fischer,3.7,153,1,15,76,64,12,153,17,4,23.5,13,76.5,114,856,326,12,8,6,11,4,117,28
851,Mathieu Flamini,5.3,183,10,43,100,41,1,183,1,1,100.0,0,0.0,51,192,95,1,2,0,1,1,80,4
852,Darren Fletcher,24.7,1284,55,250,865,187,6,1284,22,15,68.2,7,31.8,728,3242,1217,16,15,1,24,18,796,20
853,Sergio Floccari,9.8,364,6,29,170,170,29,364,23,12,52.2,11,47.8,219,1278,423,16,14,2,28,22,291,76
854,Alessandro Florenzi,26.5,2053,69,501,966,614,69,2052,34,18,52.9,16,47.1,1058,6017,3663,98,69,21,29,11,1292,174
855,Phil Foden,0.5,53,1,4,21,28,4,53,3,3,100.0,0,0.0,26,185,73,6,2,2,2,0,43,3
856,Guessouma Fofana,8.3,331,13,70,217,53,7,331,16,13,81.3,3,18.8,173,1172,632,15,8,1,12,16,203,19
858,Seko Fofana,20.8,1115,26,196,733,215,16,1114,54,36,66.7,18,33.3,792,4570,2078,45,47,2,30,33,806,61
860,Jose Fonte,7.6,445,46,160,257,31,10,445,1,1,100.0,0,0.0,214,1237,718,10,9,0,3,1,260,3
861,Pablo Fornals,29.1,1649,26,236,897,534,57,1649,53,27,50.9,26,49.1,1048,5469,2730,74,54,12,53,42,1267,175
862,Emil Forsberg,15.2,814,6,32,414,381,38,813,68,40,58.8,29,42.6,463,2761,1213,42,40,13,27,37,578,98
864,Steven Fortes,1.7,95,10,41,55,0,0,95,2,0,0.0,2,100.0,49,254,174,2,0,0,1,0,53,0
865,Marco Fossati,12.2,822,54,219,508,100,1,822,5,5,100.0,0,0.0,348,1759,885,10,6,0,7,7,511,8
866,Iver Fossum,14.5,821,17,140,457,230,23,821,17,5,29.4,12,70.6,410,2071,910,16,21,6,11,19,537,56
867,Ben Foster,37.0,1225,982,1198,28,0,0,1225,2,2,100.0,0,0.0,517,4336,3082,0,0,0,3,0,365,0
868,Timothy Fosu-Mensah,17.7,937,71,343,467,137,6,937,18,11,61.1,7,38.9,450,2100,1166,25,10,3,14,6,458,31
869,Dimitri Foulquier,13.8,828,33,232,435,177,9,828,54,33,61.1,21,38.9,414,3201,1767,44,25,4,19,14,447,30
870,Lilian Fournier,0.2,7,0,0,4,3,0,7,2,2,100.0,0,0.0,4,20,0,0,0,0,0,0,4,2
871,Raphael Framberger,7.7,448,14,113,180,158,8,448,10,6,60.0,4,40.0,189,1343,681,23,11,4,6,8,226,40
872,Simon Francis,30.1,2230,213,991,938,315,34,2230,17,11,64.7,6,35.3,964,4854,2427,33,29,3,10,10,1215,90
873,Mike Frantz,11.6,333,11,60,186,91,12,333,10,3,30.0,7,70.0,118,605,257,7,9,3,5,10,185,22
874,Ryan Fraser,22.3,1194,32,205,433,568,61,1194,23,10,43.5,13,56.5,672,4110,2022,74,34,22,36,18,822,168
875,Fabian Frei,8.9,512,18,121,331,64,6,512,4,2,50.0,2,50.0,259,1015,491,3,3,1,8,5,315,7
876,Remo Freuler,33.4,2583,40,344,1588,679,62,2583,54,36,66.7,18,33.3,1569,8926,4493,78,58,13,40,45,1844,75
877,Marco Friedl,6.7,438,18,142,234,68,3,438,12,5,41.7,7,58.3,159,1086,551,7,3,1,5,9,241,17
878,Marco Friedl,0.5,59,1,7,39,14,0,59,3,0,0.0,3,100.0,35,123,80,1,1,0,1,0,43,7
879,Christian Fuchs,21.3,1466,93,431,702,346,4,1466,15,9,60.0,6,40.0,611,2931,1590,28,32,0,9,10,716,56
880,Javi Fuego,6.0,395,23,120,238,40,0,395,2,2,100.0,0,0.0,161,625,218,1,2,0,10,8,235,1
881,Javi Fuego,14.9,747,30,216,470,67,6,747,6,3,50.0,3,50.0,308,1090,440,2,5,0,18,11,414,2
882,Chris Fuhrich,1.1,42,0,6,19,19,1,42,5,4,80.0,1,20.0,26,330,189,7,6,0,2,1,28,6
884,Angelo Fulgini,17.0,931,13,115,454,372,45,931,40,26,65.0,14,35.0,579,2683,1378,39,38,5,40,40,629,116
885,Niclas Fullkrug,26.5,1072,33,74,586,429,128,1068,46,20,43.5,26,56.5,577,3040,1239,44,34,17,72,45,865,219
888,Manolo Gabbiadini,12.0,296,7,24,140,137,31,295,12,6,50.0,5,41.7,162,661,260,12,4,4,13,7,209,58
889,Gabi,26.1,1999,81,412,1296,305,4,1999,15,10,66.7,5,33.3,1145,4560,2218,23,18,0,17,18,1277,20
890,Gabriel,26.4,1545,35,269,928,372,62,1544,78,49,62.8,29,37.2,828,3670,1516,31,21,5,52,53,1009,50
891,Mijat Gacinovic,20.2,897,15,120,485,310,62,897,59,19,32.2,40,67.8,447,2523,1277,39,29,19,21,32,507,95
892,Roberto Gagliardini,22.1,1714,47,329,1143,255,33,1714,19,12,63.2,7,36.8,991,4952,2527,33,30,2,28,14,1214,36
893,Nicolas Gaitan,2.4,129,2,18,54,57,8,129,4,2,50.0,2,50.0,69,364,227,10,5,3,2,3,89,19
895,Serge Gakpe,20.3,677,19,118,336,235,54,677,34,19,55.9,15,44.1,410,2707,1334,46,23,9,39,23,478,122
896,Andrey Galabinov,12.5,518,12,38,254,237,62,517,14,10,71.4,4,28.6,314,1400,434,12,11,8,54,31,432,75
897,Alex Galvez,18.0,1159,110,595,548,34,10,1159,9,8,88.9,1,11.1,611,3054,1654,8,5,1,8,9,626,3
898,Alex Galvez,4.0,252,19,102,145,8,3,252,3,2,66.7,1,33.3,110,720,343,3,4,0,2,0,114,0
899,Bruno Gama,1.3,51,1,3,16,32,4,51,4,2,50.0,2,50.0,40,181,83,5,2,1,2,4,42,7
901,Kevin Gameiro,12.5,348,6,47,118,187,54,346,15,9,60.0,6,40.0,221,1334,638,26,14,16,33,18,243,89
902,Jesus Gamez,1.1,78,6,25,27,26,1,78,1,1,100.0,0,0.0,40,170,112,2,3,1,1,0,43,3
903,Idrissa Gana Gueye,30.6,1961,59,443,1220,320,11,1961,27,18,66.7,9,33.3,1009,5042,2344,26,28,2,42,32,1168,27
904,Ignatius Ganago,0.8,31,1,3,13,15,6,31,3,1,33.3,2,66.7,16,102,32,2,0,2,3,0,22,9
905,Najib Gandi,1.1,59,1,20,21,19,1,59,4,4,100.0,0,0.0,36,220,137,3,5,0,3,1,29,5
906,Ganso,5.8,406,5,44,252,112,11,406,8,4,50.0,4,50.0,259,912,409,7,14,0,12,8,294,17
908,Aleix Garcia,9.5,664,24,162,402,110,3,664,8,6,75.0,2,25.0,343,1578,578,6,6,1,12,8,408,5
910,Borja Garcia,31.1,1725,13,171,917,667,49,1725,81,40,49.4,41,50.6,1157,5531,2394,55,54,8,44,48,1355,188
911,Dani Garcia,30.8,1890,44,267,1339,297,6,1890,15,8,53.3,7,46.7,940,3662,1613,24,30,2,29,9,1108,32
912,David Garcia,9.6,563,43,268,280,20,8,563,5,5,100.0,0,0.0,306,1139,574,9,0,0,4,0,348,3
913,Javi Garcia,26.8,1884,113,644,1146,104,11,1884,17,13,76.5,4,23.5,1261,5304,2152,14,14,1,19,21,1430,16
914,Manu Garcia,27.1,1319,78,350,796,187,31,1317,27,18,66.7,9,33.3,735,2926,1284,15,12,1,28,28,761,48
915,Raul Garcia,29.2,1263,28,154,644,476,110,1260,20,11,55.0,9,45.0,665,2623,975,31,23,5,53,38,894,138
916,Raul Garcia,15.5,832,56,320,348,177,5,832,19,11,57.9,8,42.1,319,1688,854,21,16,1,13,8,353,13
917,Samu Garcia,2.0,81,2,20,29,32,5,81,3,2,66.7,1,33.3,40,170,84,4,2,2,10,2,43,10
918,Samu Garcia,2.1,97,1,15,39,43,8,97,4,0,0.0,4,100.0,53,197,96,4,2,1,4,4,63,16
919,Sergio Garcia,18.2,654,16,58,280,324,70,654,47,22,46.8,25,53.2,447,2306,1090,41,26,17,63,42,498,135
921,Luca Garritano,2.1,116,7,15,45,58,10,116,6,6,100.0,0,0.0,64,526,321,14,11,4,4,8,75,20
922,Bruno Gaspar,8.7,664,14,144,336,187,9,664,9,5,55.6,4,44.4,318,1632,811,19,17,3,15,7,402,48
923,Mario Gaspar,31.2,2248,133,737,997,537,42,2248,46,22,47.8,24,52.2,983,5314,3257,83,63,8,27,17,1230,139
924,Gianluca Gaudino,0.2,14,1,1,6,7,0,14,1,1,100.0,0,0.0,9,61,32,1,1,0,0,0,9,0
925,Dwight Gayle,21.8,636,21,36,298,307,86,636,18,9,50.0,9,50.0,346,1431,649,23,18,9,54,24,476,115
927,Marcello Gazzola,8.2,531,29,147,240,149,1,531,6,1,16.7,4,66.7,213,1117,588,13,9,1,0,2,272,37
928,Jean-Philippe Gbamin,28.8,1538,113,564,881,142,6,1538,64,31,48.4,33,51.6,853,5610,3151,48,31,1,31,32,807,19
929,David de Gea,37.0,1158,1048,1156,2,0,0,1158,1,1,100.0,0,0.0,450,3332,2520,0,0,0,0,0,427,0
930,Theodor Gebre Selassie,31.4,1743,84,427,929,397,42,1743,30,9,30.0,21,70.0,592,3130,1662,45,27,4,23,35,881,97
931,Dennis Geiger,17.6,1002,18,176,619,215,17,1002,24,10,41.7,14,58.3,524,2363,1079,17,29,3,16,24,649,50
932,Johannes Geis,7.5,450,38,174,246,35,0,450,2,0,0.0,2,100.0,270,899,459,3,4,0,2,1,279,5
933,Jeremy Gelin,25.7,1604,118,588,977,46,6,1604,5,3,60.0,2,40.0,890,3977,2587,12,10,0,6,3,1052,7
934,Romain Genevois,20.1,1018,90,431,464,132,8,1018,3,3,100.0,0,0.0,353,2295,1271,17,14,1,13,10,503,29
936,Santiago Gentiletti,3.2,261,14,108,147,7,1,261,1,1,100.0,0,0.0,158,867,600,4,2,0,0,0,186,2
937,Christian Gentner,26.8,1565,56,293,939,347,37,1565,34,11,32.4,23,67.6,748,3815,1827,42,31,6,20,10,1002,70
938,Yannick Gerhardt,13.6,786,40,194,412,186,16,786,17,9,52.9,8,47.1,343,2039,995,24,17,1,16,6,453,67
939,Valere Germain,24.1,716,19,47,304,371,99,715,9,4,44.4,5,55.6,436,1483,576,19,15,6,29,19,522,148
940,Gerson,10.1,614,14,64,331,224,24,614,10,6,60.0,4,40.0,405,2003,898,19,24,6,12,12,485,44
941,Willem Geubbels,0.4,13,0,1,5,7,2,13,1,0,0.0,1,100.0,7,40,26,1,1,0,0,0,11,3
942,Yassine El Ghanassy,7.2,372,5,30,156,197,22,372,52,38,73.1,14,26.9,277,2452,1312,36,24,14,17,27,301,62
943,Anwar El Ghazi,18.3,839,12,90,324,436,57,839,44,24,54.5,20,45.5,497,3516,2082,78,69,21,33,39,626,163
944,Rachid Ghezzal,11.2,760,8,68,334,368,47,760,55,29,52.7,26,47.3,464,2957,1233,39,26,12,45,24,543,127
945,Faouzi Ghoulam,10.9,1067,23,147,583,346,25,1067,11,9,81.8,2,18.2,617,3034,1937,54,42,4,10,4,761,121
946,Emanuele Giaccherini,10.0,520,5,77,231,218,14,520,26,11,42.3,15,57.7,340,2044,994,36,25,6,21,14,368,64
947,Emanuele Giaccherini,0.7,60,0,5,18,37,2,60,3,2,66.7,1,33.3,43,233,115,4,5,0,3,5,58,13
948,Niccolo Giannetti,3.3,94,3,11,49,34,10,94,6,3,50.0,3,50.0,49,240,66,5,2,0,7,3,74,16
949,Kieran Gibbs,31.4,1676,106,530,710,447,25,1676,37,24,64.9,13,35.1,716,4326,2276,59,49,3,21,18,769,89
951,Carles Gil,5.3,281,1,17,138,130,10,281,10,2,20.0,8,80.0,208,1289,617,23,16,7,12,7,226,36
952,Nacho Gil,8.1,362,2,44,161,161,13,362,14,5,35.7,9,64.3,219,1065,521,13,11,4,17,13,253,45
953,Nacho Gil,2.5,126,0,17,48,62,8,126,7,5,71.4,2,28.6,76,356,194,6,5,3,8,1,75,18
955,Dani Gimenez,3.4,120,109,120,0,0,0,120,1,1,100.0,0,0.0,67,312,228,0,0,0,0,0,60,0
956,Daniel Ginczek,16.9,502,12,49,197,267,78,501,30,13,43.3,17,56.7,269,1419,505,18,16,8,29,33,386,101
957,Matthias Ginter,34.0,2348,177,964,1273,121,36,2348,19,10,52.6,9,47.4,1421,7645,4954,32,20,1,13,7,1704,16
958,Jimmy Giraudon,23.2,1223,157,666,540,28,11,1223,5,5,100.0,0,0.0,688,3984,2562,8,6,2,10,2,695,3
960,Andrei Girotto,16.9,872,44,203,501,176,27,872,15,9,60.0,6,40.0,412,1940,1009,15,21,4,13,9,496,17
962,Olivier Giroud,4.3,185,5,18,64,104,37,185,1,1,100.0,0,0.0,85,204,77,3,0,0,13,5,150,39
963,Olivier Giroud,6.8,320,6,24,111,188,62,320,7,2,28.6,5,71.4,157,470,176,7,6,4,23,9,251,61
964,Kamil Glik,36.0,2140,237,1122,972,52,37,2140,4,3,75.0,1,25.0,1160,5038,3378,9,2,0,10,3,1317,5
965,Serge Gnabry,16.7,746,10,93,336,337,96,745,88,45,51.1,43,48.9,434,3257,1776,74,44,40,25,22,533,134
966,Joris Gnagnon,32.4,1591,144,661,853,82,42,1591,7,7,100.0,0,0.0,918,4504,2468,10,7,1,13,5,1059,7
967,Massimo Gobbi,22.8,1490,89,414,691,395,13,1490,16,4,25.0,12,75.0,705,4063,2362,63,57,2,18,15,872,100
968,Diego Godin,28.4,1534,212,844,645,57,42,1534,7,6,85.7,1,14.3,790,3806,2057,6,5,0,12,4,902,5
969,Edoardo Goldaniga,12.8,486,49,252,221,15,8,486,4,4,100.0,0,0.0,170,981,493,2,1,1,3,2,235,2
972,Andre Gomes,7.1,435,8,59,267,114,19,435,21,9,42.9,12,57.1,294,1419,678,21,12,3,13,19,333,49
974,Ibai Gomez,25.8,1246,22,178,588,506,47,1245,80,38,47.5,41,51.3,715,3453,1361,22,38,9,49,52,788,117
975,Joe Gomez,21.1,1808,54,422,1085,314,8,1808,26,23,88.5,3,11.5,829,4322,2611,54,36,2,16,13,1083,65
976,Mario Gomez,10.4,305,16,31,149,130,48,303,7,4,57.1,3,42.9,137,664,164,6,3,4,19,15,211,56
977,Mario Gomez,15.4,500,17,31,232,242,68,500,20,8,40.0,12,60.0,273,1281,544,19,15,15,37,22,390,85
978,Maxi Gomez,34.1,903,42,77,469,364,114,903,29,14,48.3,15,51.7,522,2381,1046,42,30,19,65,44,702,155
979,Papu Gomez,30.6,1827,6,102,660,1101,130,1824,149,105,70.5,44,29.5,1344,9813,5049,196,138,59,67,52,1464,322
