,Player,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
309,Emmanuel Boateng,7.8,105,98,6,0,0,0,3,0,0,0,0,0,66,1,2
310,Jerome Boateng,18.8,1616,1576,32,26,4,26,7,6,0,0,0,0,1426,8,7
312,Kevin-Prince Boateng,10.4,315,283,30,2,2,4,4,2,0,0,0,0,249,2,8
313,Kevin-Prince Boateng,2.7,61,54,6,1,0,1,0,0,0,0,0,0,46,1,3
314,Antonin Bobichon,23.9,879,819,59,27,3,9,49,5,27,11,16,0,705,1,17
315,Yann Bodiger,0.1,13,12,1,1,0,0,0,0,0,0,0,0,9,0,0
316,Mathieu Bodmer,11.9,638,607,27,15,5,2,3,2,0,0,0,0,441,4,16
317,Adam Bodzek,17.7,690,657,32,32,0,10,0,0,0,0,0,0,579,1,6
318,Jean-Paul Boetius,23.6,869,846,17,9,7,13,22,4,0,0,0,0,652,6,21
319,Sacha Boey,0.2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
320,Jeremie Boga,16.0,479,470,8,2,3,2,16,1,3,2,1,0,402,1,10
321,Willy Boly,35.2,1725,1686,32,29,2,12,0,3,0,0,0,0,1392,7,23
322,Leo Bonatini,1.5,61,60,1,0,0,1,4,0,0,0,0,0,45,0,5
323,Giacomo Bonaventura,7.2,377,367,7,1,1,6,8,3,3,2,0,0,327,3,3
324,Daniele Bonera,2.6,93,89,4,4,0,0,0,0,0,0,0,0,84,0,0
325,Gaetan Bong,20.1,888,646,240,13,0,2,57,227,0,0,0,0,603,2,26
326,Kevin Bonifazi,25.6,1231,1162,68,51,0,10,6,17,0,0,0,0,1075,1,10
327,Leonardo Bonucci,27.5,1628,1538,84,82,3,28,5,2,0,0,0,0,1403,6,6
328,Fabio Borini,11.7,384,344,35,6,0,3,15,24,3,2,0,0,262,5,12
329,Robin Bormuth,6.8,273,267,6,6,0,6,1,0,0,0,0,0,218,0,3
330,Artur Boruc,12.0,350,190,158,46,0,0,0,0,0,0,0,0,225,2,0
331,Olivier Boscagli,9.6,667,551,113,22,1,9,32,82,9,5,4,0,520,3,8
332,Gabriel Boschilia,14.7,556,478,76,21,1,2,63,8,46,27,15,0,413,2,20
333,John Bostock,10.9,608,562,45,32,2,4,17,0,13,2,8,0,507,1,6
334,Denis Bouanga,29.3,647,625,21,1,3,6,46,12,2,0,2,0,434,1,22
335,Zacharie Boucher,2.0,53,29,24,7,0,0,0,0,0,0,0,0,31,0,0
336,Ryad Boudebouz,8.0,397,357,38,16,2,2,47,2,20,13,4,0,301,2,12
338,Ryad Boudebouz,6.0,343,329,10,4,2,1,24,1,5,0,3,0,282,4,5
339,Sofiane Boufal,23.2,872,813,54,20,7,9,60,6,26,15,5,0,659,5,20
340,Nassim Boujellab,4.2,105,103,1,0,1,0,0,0,0,0,0,0,80,1,1
341,Arnold Bouka Moutou,0.7,30,25,5,1,0,0,0,4,0,0,0,0,21,0,1
342,Yassine Bounou,31.8,984,633,349,85,0,0,0,0,0,0,0,0,660,2,0
343,Mehdi Bourabia,22.3,1079,1029,48,19,2,1,46,7,21,4,16,1,873,2,37
344,Benjamin Bourigeaud,26.9,1227,1107,117,41,6,31,120,20,55,37,13,0,913,3,32
345,Bilal Boutobba,0.4,14,13,1,0,0,0,1,0,0,0,0,0,13,0,0
346,Umut Bozok,13.7,292,259,31,0,3,0,4,1,0,0,0,0,216,2,12
347,Filip Bradaric,16.6,1041,990,44,41,3,6,8,1,2,0,2,0,885,7,10
348,Robbie Brady,8.0,288,240,43,16,1,3,53,7,20,4,12,3,157,5,7
349,Martin Braithwaite,15.6,245,238,5,0,3,1,2,0,0,0,0,0,176,2,4
350,Julian Brandt,29.6,1877,1698,173,53,6,22,147,20,98,49,40,0,1443,6,44
351,Darko Brasanac,17.6,637,612,24,13,1,4,14,4,3,1,1,0,501,1,16
352,Pedro Brazao,0.2,5,4,1,0,0,0,1,0,1,1,0,0,5,0,0
353,Fabian Bredlow,12.5,474,324,147,28,0,0,0,0,0,0,0,0,340,3,0
354,Josip Brekalo,15.7,625,551,70,14,3,7,56,16,39,12,15,0,424,4,24
355,Gleison Bremer,2.0,104,100,4,4,0,2,0,0,0,0,0,0,88,0,0
356,Joshua Brenet,10.1,517,432,84,4,0,3,39,80,0,0,0,0,404,1,15
357,Rajko Brezancic,0.7,24,16,8,1,0,1,2,7,0,0,0,0,15,0,1
358,Anthony Briancon,32.5,1308,1200,106,102,1,25,3,3,0,0,0,0,1060,2,8
359,Jimmy Briand,27.7,710,642,66,3,5,3,15,8,1,0,0,0,511,2,27
360,Nicolo Brighenti,11.0,566,503,62,24,1,3,8,38,0,0,0,0,431,1,12
361,Matteo Brighi,2.6,93,87,6,3,0,0,0,1,0,0,0,0,75,0,2
362,Enrico Brignola,1.9,72,71,1,0,0,0,3,0,1,1,0,0,57,0,3
364,Miguel Britos,2.1,60,59,1,1,0,1,1,0,0,0,0,0,47,0,0
365,David Brooks,25.1,899,833,62,13,16,3,33,7,19,13,0,0,640,4,42
366,John Brooks,29.0,1746,1673,72,69,0,43,0,3,0,0,0,0,1499,1,10
367,Daniel Brosinski,24.5,1352,1009,335,34,1,16,119,284,17,1,14,2,947,8,41
368,Marcelo Brozovic,29.4,2668,2437,223,110,6,40,127,12,101,64,19,0,2309,8,25
369,Bruma,6.1,354,328,24,6,2,0,16,7,9,2,6,0,293,2,10
370,Jeffrey Bruma,6.9,321,311,9,7,0,7,1,2,0,0,0,0,255,1,7
371,Bruno,12.6,645,520,124,6,0,1,17,117,1,0,0,0,507,1,7
372,Jacob Bruun Larsen,14.1,536,509,26,4,6,3,16,7,12,8,3,0,412,1,16
373,Joe Bryan,26.1,1293,1024,264,27,1,3,115,222,15,5,8,1,915,5,35
374,Gianluigi Buffon,17.0,410,274,135,27,0,0,0,0,0,0,0,0,374,1,0
375,Niko Bungert,3.2,110,108,2,2,0,0,0,0,0,0,0,0,96,0,0
376,Guido Burgstaller,17.0,308,271,35,0,0,2,16,5,0,0,0,0,190,2,13
377,Burgui,6.2,216,191,24,10,0,1,14,4,8,2,4,0,164,1,3
378,Jonathan Burkardt,2.9,51,50,0,0,1,0,6,0,0,0,0,0,29,1,2
379,Roman Burki,32.0,1078,784,290,68,0,0,0,0,0,0,0,0,758,4,0
380,Patrick Burner,15.0,760,625,134,18,0,0,24,115,1,1,0,0,634,1,17
381,Sergio Busquets,30.2,2405,2301,100,95,5,12,2,5,0,0,0,0,2152,4,23
382,Gaetan Bussmann,1.0,54,47,7,0,0,1,1,7,0,0,0,0,40,0,0
383,Unai Bustinza,22.5,1051,855,192,35,0,14,24,157,0,0,0,0,717,4,7
384,Ludovic Butelle,36.0,1002,571,426,136,0,3,0,0,0,0,0,0,638,5,1
385,David Button,4.0,108,63,45,11,0,0,0,0,0,0,0,0,46,0,0
386,Jakub Blaszczykowski,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
387,Erick Cabaco,18.1,710,657,50,40,0,18,2,10,0,0,0,0,514,3,4
388,Willy Caballero,2.0,63,41,22,6,0,0,0,0,0,0,0,0,51,0,0
390,Remy Cabella,33.3,2082,1984,92,35,10,12,83,16,19,3,7,0,1744,6,24
391,Gustavo Cabral,21.1,912,886,24,22,0,8,0,2,0,0,0,0,793,2,5
392,Rafael Cabral,2.0,60,37,22,8,0,0,0,0,0,0,0,0,44,1,1
393,Leandro Cabrera,31.0,1126,916,199,72,0,55,28,127,0,0,0,0,556,11,35
394,Fabrizio Cacciatore,6.4,377,330,47,3,0,1,23,44,0,0,0,0,292,0,12
395,Fabrizio Cacciatore,5.5,267,217,49,2,0,1,16,47,0,0,0,0,206,1,7
396,Martin Caceres,3.4,156,139,16,7,0,2,4,9,0,0,0,0,133,1,5
397,Martin Caceres,7.0,466,455,10,3,0,4,5,7,0,0,0,0,425,1,7
398,Anthony Caci,25.5,1425,1247,177,16,1,37,39,160,1,0,0,0,1141,1,30
399,Mathieu Cafaro,23.3,765,645,113,40,5,12,147,5,63,35,21,4,460,7,18
400,Gary Cahill,0.3,18,18,0,0,0,0,0,0,0,0,0,0,16,0,0
401,Yannick Cahuzac,15.9,552,532,20,14,0,0,1,6,0,0,0,0,452,0,3
402,Felipe Caicedo,15.2,356,349,3,1,2,0,0,1,0,0,0,0,267,4,7
403,Marc-Aurele Caillard,21.0,546,300,242,69,0,0,0,0,0,0,0,0,304,4,1
404,Tom Cairney,24.4,1408,1371,29,16,7,11,27,0,5,4,1,0,1244,8,9
405,Caiuby,11.2,390,381,8,2,0,5,16,6,0,0,0,0,267,1,16
406,Arturo Calabresi,15.7,709,601,105,24,0,4,20,81,0,0,0,0,564,3,14
407,Davide Calabria,21.7,1486,1274,203,23,1,8,65,179,1,0,0,0,1200,9,32
408,Jordi Calavera,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Fernando Calero,34.8,1466,1378,84,76,0,13,4,8,0,0,0,0,1218,4,10
410,Duje Caleta-Car,17.2,825,803,20,19,0,12,1,1,0,0,0,0,695,2,2
411,Hakan Calhanoglu,32.0,1888,1710,173,55,5,54,152,21,96,49,24,0,1504,5,36
412,Daniel Caligiuri,30.6,1655,1179,460,89,2,16,179,306,65,6,58,0,1101,16,55
413,Jose Callejon,29.4,1681,1544,134,17,2,17,158,32,84,8,56,1,1359,3,32
414,Jonathan Calleri,31.9,743,721,16,0,2,5,48,1,0,0,0,0,418,6,33
416,Jan-Ingwer Callsen-Bracker,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
417,Dominic Calvert-Lewin,19.8,439,431,6,0,3,0,8,1,0,0,0,0,266,2,14
418,Ignacio Camacho,6.0,305,287,16,15,3,6,2,1,0,0,0,0,236,2,8
419,Juanjo Camacho,0.4,24,24,0,0,0,1,2,0,0,0,0,0,12,0,1
420,Rafael Camacho,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Mahdi Camara,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
422,Souleymane Camara,1.5,56,53,3,0,1,0,3,1,0,0,0,0,40,0,3
423,Victor Camarasa,28.5,1017,868,142,51,13,7,121,4,77,42,19,10,710,7,37
424,Eduardo Camavinga,4.0,144,141,2,2,2,0,0,0,0,0,0,0,121,1,3
425,Sergio Camello,0.5,10,10,0,0,0,0,1,0,0,0,0,0,8,0,1
426,Jose Campana,35.7,2021,1796,217,96,1,34,149,7,114,65,31,3,1617,8,28
427,Joel Campbell,9.9,278,249,28,5,1,10,21,2,6,2,1,0,199,1,11
428,Emre Can,20.1,1032,1004,25,18,6,11,18,6,1,0,0,0,886,3,10
429,Sergio Canales,29.5,1898,1705,183,76,9,23,143,9,93,38,34,1,1581,10,31
430,Joao Cancelo,21.9,1524,1334,188,21,3,21,109,155,12,6,4,0,1251,2,22
431,Antonio Candreva,5.6,294,257,37,6,0,2,71,9,22,3,12,1,203,0,16
432,Ander Capa,18.2,930,728,198,7,0,2,50,191,0,0,0,0,670,4,37
433,Luan Capanni,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
434,Pierrick Capelle,20.5,955,827,124,21,2,5,62,84,19,14,3,0,764,4,16
435,Leonardo Capezzi,8.6,541,517,23,21,1,7,7,1,1,0,1,0,457,1,3
436,Etienne Capoue,32.7,1764,1702,57,46,5,37,5,5,1,0,0,0,1480,5,15
437,Gianluca Caprari,11.5,455,405,49,12,4,3,41,3,27,19,5,0,352,1,13
438,Marco Capuano,25.6,1188,1126,58,41,0,3,2,17,0,0,0,0,986,4,14
439,Francesco Caputo,38.0,883,826,48,3,2,6,15,10,0,0,0,0,666,9,28
440,Yoan Cardinale,3.0,84,61,23,6,0,0,0,0,0,0,0,0,83,0,0
442,Marc Cardona,6.7,175,166,7,0,0,2,7,1,0,0,0,0,121,2,5
443,Diego Carlos,35.0,1706,1613,82,73,0,38,5,9,0,0,0,0,1397,11,10
444,Jonas Carls,1.0,31,20,11,0,0,0,5,10,1,0,0,0,19,0,1
445,Louis Carnot,0.1,4,3,1,1,0,0,2,0,0,0,0,0,3,0,1
446,Lionel Carole,19.2,1052,847,203,21,1,9,51,182,0,0,0,0,823,2,35
447,Daniel Carrico,23.7,1009,967,39,36,1,9,2,3,0,0,0,0,802,3,11
448,Guido Carrillo,22.1,650,635,10,0,2,1,2,3,0,0,0,0,410,5,17
449,Andy Carroll,5.1,137,130,7,0,0,0,1,0,0,0,0,0,83,0,5
450,Dani Carvajal,23.4,1840,1572,265,34,1,32,57,230,1,0,0,0,1575,3,40
451,William Carvalho,26.5,1912,1871,37,36,7,17,3,1,0,0,0,0,1696,4,18
452,Casemiro,25.7,1641,1568,63,58,1,41,8,5,0,0,0,0,1431,10,15
453,Santiago Caseres,17.6,866,823,40,39,2,16,0,1,0,0,0,0,784,3,6
454,Moreto Cassama,0.7,48,48,0,0,0,0,0,0,0,0,0,0,39,0,0
455,Francesco Cassata,12.5,341,335,4,2,1,11,8,1,1,0,0,0,260,2,11
456,Timothy Castagne,22.3,1240,1067,168,6,1,4,56,162,0,0,0,0,1016,5,28
457,Koen Casteels,25.5,1188,925,256,56,0,4,0,0,0,0,0,0,938,7,0
458,Samu Castillejo,11.4,505,446,57,9,1,1,55,19,26,5,12,0,399,2,19
459,Gonzalo Castro,18.8,907,775,128,57,1,12,84,18,53,21,29,0,663,4,23
460,Jonny Castro,30.8,1405,1114,286,7,1,4,46,279,0,0,0,0,1099,5,45
461,Lucas Castro,10.0,477,464,9,4,1,4,29,3,2,1,0,0,365,4,10
462,Danilo Cataldi,6.4,390,335,54,17,0,2,41,3,32,12,15,0,306,1,7
463,Catena,2.0,99,95,4,4,0,2,0,0,0,0,0,0,85,0,2
464,Craig Cathcart,34.4,1288,1263,23,20,0,9,3,3,0,0,0,0,1046,2,8
465,Ivan Cavaleiro,7.7,357,329,26,1,1,0,54,7,17,9,7,0,246,2,17
466,Edinson Cavani,18.6,361,333,26,1,3,1,5,4,1,0,0,0,272,2,8
468,Santi Cazorla,29.4,1750,1536,203,81,8,24,158,8,114,54,43,4,1415,11,22
469,Dani Ceballos,13.9,1037,995,39,26,2,12,8,11,2,0,0,0,953,3,21
470,Federico Ceccherini,11.0,591,553,37,26,2,4,2,11,0,0,0,0,506,1,1
471,Petr Cech,6.5,270,193,77,24,0,1,0,0,0,0,0,0,198,0,0
472,Zan Celar,0.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
473,Zeki Celik,33.0,1727,1336,386,17,2,2,87,369,0,0,0,0,1287,5,56
474,Luca Ceppitelli,22.8,1210,1174,34,32,0,22,3,2,0,0,0,0,999,2,7
475,Fabio Ceravolo,13.2,264,235,28,0,0,0,5,0,0,0,0,0,189,1,5
476,Alberto Cerri,7.4,219,217,2,1,0,0,4,0,0,0,0,0,134,0,13
477,Bostjan Cesar,12.0,404,391,11,11,0,1,0,0,0,0,0,0,338,2,1
478,Nacer Chadli,7.7,338,273,64,15,1,0,34,26,23,9,9,0,266,1,5
479,Fouad Chafik,20.5,966,745,218,10,1,4,47,208,0,0,0,0,709,3,27
480,Nathaniel Chalobah,3.0,115,113,0,0,0,0,1,0,0,0,0,0,85,2,3
481,Calum Chambers,28.8,1509,1476,25,22,2,22,14,3,0,0,0,0,1175,8,27
482,Timothy Chandler,0.2,4,4,0,0,0,0,2,0,0,0,0,0,3,0,0
483,Kwon Chang-hoon,10.4,348,311,36,8,1,3,44,3,23,14,3,0,236,1,7
484,Charles,19.3,561,523,37,0,2,0,12,3,0,0,0,0,381,1,25
485,Xavier Chavalerin,36.0,1527,1384,133,70,6,29,107,5,56,34,13,2,1165,10,29
486,Pablo Chavarria,21.9,420,393,25,0,0,0,28,0,0,0,0,0,250,2,11
487,Chechu,1.0,52,49,3,3,0,0,0,0,0,0,0,0,47,0,1
488,Pape Cheikh Diop,5.0,228,223,5,4,2,0,0,1,0,0,0,0,204,0,2
489,Chema,13.9,372,359,13,12,0,13,0,1,0,0,0,0,275,0,1
490,Denis Cheryshev,19.0,712,700,12,0,1,2,95,11,0,0,0,0,447,0,39
491,Raman Chibsah,29.1,905,895,10,5,2,11,19,4,0,0,0,0,739,0,28
492,Leandro Chichizola,1.0,27,15,12,9,0,0,0,0,0,0,0,0,12,0,0
494,Giorgio Chiellini,22.1,1358,1316,38,26,0,15,6,12,0,0,0,0,1145,4,12
495,Federico Chiesa,33.7,980,907,66,5,8,10,93,50,9,0,1,0,653,7,45
496,Ben Chilwell,36.0,2217,1770,434,42,3,11,132,388,4,1,2,0,1544,13,55
497,Vlad Chiriches,1.6,131,128,3,3,0,2,0,0,0,0,0,0,123,0,0
498,Tahith Chong,0.4,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1
499,Hamza Choudhury,6.6,244,231,13,7,0,5,3,1,0,0,0,0,205,0,5
500,Andreas Christensen,6.9,459,445,14,13,0,3,0,1,0,0,0,0,426,0,4
501,Cyrus Christie,21.6,1210,963,243,11,0,7,90,232,0,0,0,0,870,4,36
502,Samuel Chukwueze,19.0,537,526,7,0,2,5,24,5,2,0,0,0,377,4,30
503,Camillo Ciano,27.3,991,760,222,71,4,19,229,9,91,45,37,2,596,9,49
504,Amato Ciciretti,1.5,64,62,2,0,0,3,3,0,1,1,0,0,46,0,0
505,Luca Cigarini,18.7,1375,1214,154,98,5,11,74,1,52,15,33,1,1064,7,13
506,Per Ciljan Skjelbred,11.1,576,560,16,12,1,4,8,4,0,0,0,0,494,0,5
507,Jasper Cillessen,3.0,111,84,27,3,0,0,0,0,0,0,0,0,98,0,0
508,Laurent Ciman,8.0,572,548,22,20,0,6,0,2,0,0,0,0,499,2,2
509,Daniel Ciofani,18.0,349,324,19,0,1,2,3,0,0,0,0,0,227,6,4
510,Thiago Cionek,28.2,1626,1429,197,66,1,8,18,131,0,0,0,0,1312,0,34
511,Ibrahima Cisse,1.0,34,34,0,0,0,0,0,0,0,0,0,0,29,0,0
512,Till Cissokho,0.9,36,35,1,1,0,0,0,0,0,0,0,0,29,0,0
513,Ciaran Clark,9.5,310,301,9,6,0,1,3,3,0,0,0,0,231,0,4
514,Tom Cleverley,5.3,225,216,9,6,0,0,4,0,2,1,0,0,175,0,8
515,Nathaniel Clyne,12.7,595,472,121,5,2,1,18,116,0,0,0,0,451,2,21
516,Nathaniel Clyne,1.2,85,61,24,1,0,0,3,23,0,0,0,0,67,0,2
517,Conor Coady,38.0,1700,1655,37,33,3,18,0,4,0,0,0,0,1427,8,3
518,Marcus Coco,20.4,584,562,22,2,0,1,60,11,0,0,0,0,366,0,29
520,Coke,20.2,934,776,154,14,1,5,44,140,0,0,0,0,696,4,33
521,Joel Coleman,1.0,37,28,9,3,0,0,0,0,0,0,0,0,14,0,0
522,Seamus Coleman,28.4,1611,1267,341,8,0,4,81,333,0,0,0,0,1228,3,49
523,Alex Collado,0.9,30,30,0,0,0,1,0,0,0,0,0,0,25,0,3
524,Omar Colley,19.6,1111,1060,49,48,0,6,2,1,0,0,0,0,975,2,6
525,Racine Coly,5.6,307,248,59,6,0,1,10,53,0,0,0,0,255,0,1
526,Kingsley Coman,15.3,680,673,5,0,1,1,55,5,0,0,0,0,539,2,28
527,Santi Comesana,22.6,1078,1053,23,21,1,20,7,2,0,0,0,0,910,2,19
528,Daniel Congre,36.6,1547,1492,54,43,2,16,6,11,0,0,0,0,1264,1,13
529,Andrea Consigli,35.7,1178,754,419,133,0,5,0,0,0,0,0,0,863,5,0
530,Andrea Conti,5.6,369,304,63,4,0,0,20,57,2,0,1,0,303,2,10
531,Lewis Cook,8.0,407,397,8,5,1,6,10,3,0,0,0,0,329,2,11
532,Steve Cook,31.0,1610,1447,157,64,0,15,11,93,0,0,0,0,1243,6,10
533,Duje Cop,7.6,181,162,15,0,0,1,6,2,0,0,0,0,118,4,5
534,Francis Coquelin,19.6,974,951,19,17,5,26,1,2,0,0,0,0,836,4,11
535,Gabriele Corbo,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
536,Inigo Cordoba,14.7,465,448,13,1,2,3,44,10,2,0,0,0,301,4,26
537,Sergio Cordova,5.9,123,116,7,0,0,0,5,2,0,0,0,0,89,0,6
538,Benjamin Corgnet,7.5,276,266,10,1,2,5,19,1,1,1,0,0,169,0,14
539,Ante Coric,0.3,14,11,3,0,0,0,4,0,3,1,2,0,9,0,0
540,Jack Cork,36.8,1348,1335,9,4,3,20,14,1,1,1,0,0,1083,4,20
541,Andreas Cornelius,8.8,242,228,12,0,1,2,4,0,0,0,0,0,155,2,8
542,Maxwel Cornet,14.2,472,444,27,5,4,0,52,5,16,14,0,0,333,1,21
543,Quentin Cornette,2.3,68,62,6,5,0,0,7,0,1,1,0,0,50,0,2
544,Angel Correa,21.3,753,743,7,2,13,5,34,2,2,1,1,0,547,3,34
546,Joaquin Correa,21.4,897,836,51,9,6,5,17,16,14,8,2,1,757,10,19
547,Danny da Costa,33.7,1354,1026,317,4,0,7,116,313,0,0,0,0,850,11,62
548,Diego Costa,12.4,310,297,11,0,2,2,4,4,0,0,0,0,214,2,22
549,Douglas Costa,6.9,347,331,15,1,0,4,46,3,11,6,2,0,266,1,11
550,Filippo Costa,6.3,240,183,55,3,0,2,16,49,3,1,2,0,166,2,5
551,Helder Costa,14.9,493,484,9,2,3,0,50,1,6,2,1,1,364,0,24
552,Jaume Costa,16.6,967,805,157,17,2,6,44,140,0,0,0,0,768,5,17
553,Nuno da Costa,22.8,500,468,31,0,4,2,15,5,0,0,0,0,339,1,22
554,David Costas,13.0,688,661,25,22,0,11,1,3,0,0,0,0,603,2,10
555,Benoit Costil,37.0,1161,721,437,111,0,11,0,1,0,0,0,0,813,3,1
556,Kalifa Coulibaly,19.5,449,432,14,0,2,2,14,2,1,0,0,0,232,3,15
557,Senou Coulibaly,4.6,192,192,0,0,1,4,1,0,0,0,0,0,144,0,2
558,Thibaut Courtois,27.0,841,592,247,63,0,1,0,0,0,0,0,0,651,2,1
559,Philippe Coutinho,22.4,1461,1351,102,21,9,6,49,16,65,33,3,0,1241,8,21
560,Nicolas Cozza,10.9,470,434,33,10,0,6,2,23,0,0,0,0,394,3,10
561,Alessio Cragno,38.0,1259,750,503,133,0,1,0,1,0,0,0,0,831,6,1
562,Aaron Cresswell,17.7,1082,859,220,20,0,3,75,192,8,1,6,0,848,3,38
563,Domenico Criscito,34.1,1794,1489,299,91,3,28,162,178,30,0,29,0,1282,6,35
564,Lorenzo Crisetig,5.6,204,199,4,4,0,4,1,0,0,0,0,0,174,1,1
565,Bryan Cristante,26.9,1330,1305,18,14,4,19,26,4,0,0,0,0,1072,7,18
566,Sebastian Cristoforo,5.0,149,144,5,2,0,5,6,0,3,1,0,0,112,0,4
567,Enzo Crivelli,25.1,542,497,43,1,2,1,5,3,0,0,0,0,348,2,12
568,Peter Crouch,1.0,29,28,0,0,0,0,0,0,0,0,0,0,11,1,0
570,Juan Cuadrado,13.6,820,783,34,9,1,23,52,23,2,0,2,0,687,3,12
572,Cucho,23.9,607,553,48,0,3,13,50,8,1,0,1,0,404,6,33
573,Marc Cucurella,26.2,998,918,74,2,0,2,72,72,0,0,0,0,744,6,43
574,Ivan Cuellar,33.9,1080,665,412,138,0,1,0,0,0,0,0,0,599,3,0
575,Mickael Cuisance,3.1,154,149,5,3,1,4,4,0,2,0,1,0,119,0,7
576,Matheus Cunha,9.5,236,229,5,1,3,1,10,0,0,0,0,0,155,2,11
577,Greg Cunningham,7.0,220,179,38,7,0,1,7,31,0,0,0,0,157,3,2
578,Patrick Cutrone,16.2,335,312,23,0,1,2,17,3,0,0,0,0,241,0,17
579,Wylan Cyprien,26.2,2018,1810,205,93,7,23,131,6,106,35,50,1,1683,3,30
580,Marco D'Alessandro,16.6,664,544,116,2,0,3,56,110,3,0,0,0,458,4,36
581,Danilo D'Ambrosio,28.7,1937,1651,284,43,4,11,60,241,0,0,0,0,1619,2,31
582,Damien Da Silva,31.9,1424,1383,38,34,0,6,2,4,0,0,0,0,1247,3,10
583,Kouadio-Yves Dabila,8.7,379,363,14,14,0,6,0,0,0,0,0,0,324,2,4
584,Abdoulaye Dabo,1.3,31,31,0,0,0,0,1,0,0,0,0,0,26,0,0
585,Bryan Dabo,9.2,430,396,32,9,2,0,14,23,0,0,0,0,337,2,12
586,Christoph Daferner,0.3,4,2,2,0,0,0,0,0,0,0,0,0,2,0,1
587,Colin Dagba,10.2,655,587,67,5,1,0,17,62,0,0,0,0,600,1,7
588,Mahmoud Dahoud,7.7,457,450,1,1,7,6,1,0,0,0,0,0,374,6,10
589,Leon Dajaku,0.3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
590,Felipe dal Belo,26.2,1284,1174,105,65,0,9,10,40,0,0,0,0,1086,5,8
591,Nicola Dalmonte,0.5,25,20,5,0,0,0,4,2,3,0,1,0,19,0,1
592,Diogo Dalot,11.3,560,469,91,1,0,0,50,87,3,0,3,0,389,0,28
593,Matty Daly,0.8,13,12,0,0,0,0,0,0,0,0,0,0,7,1,1
594,Vitalie Damascan,0.0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
595,Loic Damour,0.3,12,11,0,0,0,1,0,0,0,0,0,0,8,1,0
596,Charlie Daniels,17.6,1024,829,190,36,1,6,27,152,2,0,0,0,799,5,21
598,Danilo,9.0,880,773,102,6,0,2,12,96,0,0,0,0,762,5,11
599,Scott Dann,7.4,268,245,20,19,0,2,0,1,0,0,0,0,193,3,3
600,Kevin Danso,13.9,623,573,48,25,0,14,1,23,0,0,0,0,451,2,11
601,Dante,35.8,2410,2333,73,68,1,18,4,5,0,0,0,0,2198,4,9
602,Palko Dardai,1.3,44,44,0,0,0,0,4,0,0,0,0,0,30,0,3
603,Sergi Darder,30.1,1307,1222,73,37,13,10,56,4,32,8,9,8,1010,12,29
604,Vladimir Darida,4.2,238,230,7,4,0,1,5,3,0,0,0,0,204,1,8
605,Matteo Darmian,4.9,212,178,32,0,0,1,3,32,0,0,0,0,180,2,2
606,Alphonso Davies,0.9,34,32,1,0,0,0,1,1,0,0,0,0,28,1,1
607,Ben Davies,20.5,1320,1110,210,11,0,3,43,192,7,3,2,0,1065,0,34
608,Tom Davies,10.9,515,490,23,4,1,2,6,3,0,0,0,0,406,2,9
609,Steven Davis,1.1,69,69,0,0,1,0,1,0,0,0,0,0,65,0,0
610,Kevin De Bruyne,10.8,834,744,79,20,10,9,91,7,51,19,16,1,635,11,22
611,Sebastien De Maio,13.0,435,389,45,21,0,3,3,24,0,0,0,0,335,1,4
612,Sebastien De Maio,5.5,239,225,11,5,0,6,3,6,0,0,0,0,196,3,3
613,Rodrigo De Paul,35.4,1825,1569,243,110,15,51,205,24,107,38,52,0,1289,13,52
614,Daniele De Rossi,14.1,932,889,41,40,4,13,4,1,0,0,0,0,811,2,3
615,Mattia De Sciglio,19.4,1193,1030,161,24,1,31,42,137,0,0,0,0,979,2,31
616,Lorenzo De Silvestri,26.8,1217,964,251,6,0,2,113,245,0,0,0,0,782,2,49
617,Lucas Deaux,13.2,543,530,11,7,0,5,24,4,0,0,0,0,367,2,15
618,Mathieu Debuchy,21.6,1171,918,250,15,1,4,97,235,0,0,0,0,836,3,37
619,Troy Deeney,28.3,858,823,26,0,6,4,16,6,1,0,0,0,508,9,26
620,Jermain Defoe,0.3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0
621,Steven Defour,5.0,255,245,8,8,1,0,4,0,0,0,0,0,203,2,3
622,Gregoire Defrel,26.0,799,784,11,0,5,1,18,3,4,4,0,0,662,4,20
624,Alessandro Deiola,5.0,170,163,7,1,1,1,6,5,0,0,0,0,121,0,6
