,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
406,Willy Caballero,ARG,GK,Manchester City,eng Premier League,34.0,1981.0,17.0,16.0,1452.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Yohan Cabaye,FRA,MF,Crystal Palace,eng Premier League,30.0,1986.0,32.0,25.0,2125.0,23.6,4.0,2.0,4.0,0.0,1.0,7.0,0.0,0.17,0.08,0.25,0.17,0.25
408,Rémy Cabella,FRA,"FW,MF",Marseille,fr Ligue 1,26.0,1990.0,29.0,17.0,1587.0,17.6,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.11,0.23,0.34,0.11,0.34
409,Bryan Cabezas,ECU,MF,Atalanta,it Serie A,19.0,1997.0,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Jimmy Cabot,FRA,"MF,FW",Lorient,fr Ligue 1,22.0,1994.0,25.0,11.0,1279.0,14.2,5.0,4.0,5.0,0.0,0.0,1.0,0.0,0.35,0.28,0.63,0.35,0.63
411,Gustavo Cabral,ARG,DF,Celta Vigo,es La Liga,30.0,1985.0,25.0,25.0,2177.0,24.2,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.08,0.04,0.12,0.08,0.12
412,Jerson Cabral,NLD,FW,Bastia,fr Ligue 1,25.0,1991.0,6.0,0.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Rafael Cabral,BRA,GK,Napoli,it Serie A,26.0,1990.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Fabrizio Cacciatore,ITA,DF,Chievo,it Serie A,29.0,1986.0,29.0,29.0,2507.0,27.9,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.04,0.07,0.11,0.04,0.11
416,Martín Cáceres,URY,DF,Southampton,eng Premier League,29.0,1987.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Mathieu Cafaro,FRA,"FW,MF",Toulouse,fr Ligue 1,19.0,1997.0,4.0,0.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Cafú,PRT,MF,Lorient,fr Ligue 1,23.0,1993.0,18.0,15.0,1183.0,13.1,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.15,0.15,0.0,0.15
419,Gary Cahill,GBR,DF,Chelsea,eng Premier League,30.0,1985.0,37.0,36.0,3296.0,36.6,6.0,0.0,6.0,0.0,0.0,5.0,0.0,0.16,0.0,0.16,0.16,0.16
420,Yannick Cahuzac,FRA,MF,Bastia,fr Ligue 1,31.0,1985.0,29.0,29.0,2427.0,27.0,1.0,0.0,1.0,0.0,0.0,8.0,7.0,0.04,0.0,0.04,0.04,0.04
421,Júnior Caiçara,BRA,DF,Schalke 04,de Bundesliga,27.0,1989.0,3.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Felipe Caicedo,ECU,FW,Espanyol,es La Liga,27.0,1988.0,27.0,14.0,1288.0,14.3,2.0,1.0,2.0,0.0,1.0,4.0,1.0,0.14,0.07,0.21,0.14,0.21
423,Caiuby,BRA,MF,Augsburg,de Bundesliga,28.0,1988.0,5.0,2.0,248.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Davide Calabria,ITA,DF,Milan,it Serie A,19.0,1996.0,12.0,11.0,987.0,11.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09
425,Mattia Caldara,ITA,DF,Atalanta,it Serie A,22.0,1994.0,30.0,30.0,2655.0,29.5,7.0,0.0,7.0,0.0,0.0,4.0,0.0,0.24,0.0,0.24,0.24,0.24
426,Luca Caldirola,ITA,DF,Werder Bremen,de Bundesliga,25.0,1991.0,5.0,5.0,412.0,4.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Hakan Çalhanoğlu,TUR,"MF,FW",Leverkusen,de Bundesliga,22.0,1994.0,15.0,14.0,1215.0,13.5,6.0,5.0,5.0,1.0,2.0,1.0,0.0,0.44,0.37,0.81,0.37,0.74
428,Daniel Caligiuri,ITA,MF,Wolfsburg,de Bundesliga,28.0,1988.0,16.0,13.0,1105.0,12.3,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.16,0.08,0.24,0.16,0.24
429,Daniel Caligiuri,ITA,"MF,FW",Schalke 04,de Bundesliga,28.0,1988.0,16.0,14.0,1104.0,12.3,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.16,0.24,0.41,0.16,0.41
430,Lorenzo Callegari,FRA,MF,Paris S-G,fr Ligue 1,18.0,1998.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,José Callejón,ESP,FW,Napoli,it Serie A,29.0,1987.0,37.0,37.0,3139.0,34.9,14.0,13.0,14.0,0.0,0.0,3.0,1.0,0.4,0.37,0.77,0.4,0.77
432,Jonathan Calleri,ARG,FW,West Ham,eng Premier League,22.0,1993.0,16.0,4.0,540.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
433,Jan-Ingwer Callsen-Bracker,DEU,DF,Augsburg,de Bundesliga,31.0,1984.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Dominic Calvert-Lewin,GBR,"MF,FW",Everton,eng Premier League,19.0,1997.0,11.0,5.0,347.0,3.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26
435,Ignacio Camacho,ESP,MF,Málaga,es La Liga,26.0,1990.0,35.0,35.0,3145.0,34.9,4.0,2.0,4.0,0.0,0.0,14.0,0.0,0.11,0.06,0.17,0.11,0.17
436,Souleymane Camara,SEN,"MF,FW",Montpellier,fr Ligue 1,33.0,1982.0,28.0,10.0,1089.0,12.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.08,0.17,0.08,0.17
437,Víctor Camarasa,ESP,MF,Alavés,es La Liga,22.0,1994.0,31.0,28.0,2495.0,27.7,3.0,1.0,3.0,0.0,0.0,4.0,0.0,0.11,0.04,0.14,0.11,0.14
438,Geoff Cameron,USA,"MF,DF",Stoke City,eng Premier League,31.0,1985.0,19.0,18.0,1629.0,18.1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11
439,Hugo Campagnaro,ARG,DF,Pescara,it Serie A,36.0,1980.0,19.0,18.0,1564.0,17.4,2.0,0.0,2.0,0.0,0.0,8.0,0.0,0.12,0.0,0.12,0.12,0.12
440,Fraizer Campbell,GBR,FW,Crystal Palace,eng Premier League,28.0,1987.0,12.0,0.0,165.0,1.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.55,0.55
442,Emre Can,DEU,MF,Liverpool,eng Premier League,22.0,1994.0,32.0,26.0,2371.0,26.3,5.0,2.0,5.0,0.0,0.0,6.0,0.0,0.19,0.08,0.27,0.19,0.27
443,Sergio Canales,ESP,"MF,FW",Real Sociedad,es La Liga,25.0,1991.0,31.0,7.0,1011.0,11.2,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.36,0.36,0.0,0.36
444,João Cancelo,PRT,"DF,MF",Valencia,es La Liga,22.0,1994.0,35.0,27.0,2428.0,27.0,1.0,4.0,1.0,0.0,0.0,6.0,1.0,0.04,0.15,0.19,0.04,0.19
445,Antonio Candreva,ITA,"MF,FW",Inter,it Serie A,29.0,1987.0,38.0,36.0,3007.0,33.4,6.0,10.0,6.0,0.0,1.0,2.0,0.0,0.18,0.3,0.48,0.18,0.48
446,Roberto Canella,ESP,DF,Sporting Gijón,es La Liga,28.0,1988.0,20.0,20.0,1753.0,19.5,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.1,0.05,0.15,0.1,0.15
447,Paolo Cannavaro,ITA,DF,Sassuolo,it Serie A,35.0,1981.0,18.0,16.0,1425.0,15.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06
448,Aitor Cantalapiedra,ESP,"FW,MF",Villarreal,es La Liga,20.0,1996.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Ander Capa,ESP,DF,Eibar,es La Liga,24.0,1992.0,31.0,29.0,2551.0,28.3,0.0,3.0,0.0,0.0,0.0,9.0,1.0,0.0,0.11,0.11,0.0,0.11
450,Pierrick Capelle,FRA,"FW,MF",Angers,fr Ligue 1,29.0,1987.0,32.0,20.0,1749.0,19.4,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.1,0.05,0.15,0.1,0.15
451,Leonardo Capezzi,ITA,MF,Crotone,it Serie A,21.0,1995.0,25.0,18.0,1637.0,18.2,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
452,Étienne Capoue,FRA,MF,Watford,eng Premier League,28.0,1988.0,37.0,37.0,3203.0,35.6,7.0,1.0,7.0,0.0,0.0,5.0,0.0,0.2,0.03,0.22,0.2,0.22
453,Gianluca Caprari,ITA,"FW,MF",Pescara,it Serie A,23.0,1993.0,35.0,34.0,3108.0,34.5,9.0,4.0,8.0,1.0,2.0,8.0,0.0,0.26,0.12,0.38,0.23,0.35
454,Marco Capuano,ITA,DF,Cagliari,it Serie A,24.0,1991.0,12.0,8.0,771.0,8.6,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.12,0.0,0.12,0.12,0.12
455,Mehdi Carcela,MAR,"MF,FW",Granada,es La Liga,27.0,1989.0,22.0,20.0,1747.0,19.4,5.0,1.0,5.0,0.0,0.0,6.0,0.0,0.26,0.05,0.31,0.26,0.31
456,Yoan Cardinale,FRA,GK,Nice,fr Ligue 1,22.0,1994.0,36.0,36.0,3205.0,35.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
457,Irvin Cardona,FRA,"FW,MF",Monaco,fr Ligue 1,18.0,1997.0,3.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Baily Cargill,GBR,DF,Bournemouth,eng Premier League,21.0,1995.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Carlão,BRA,DF,Torino,it Serie A,30.0,1986.0,4.0,4.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Diego Carlos,BRA,DF,Nantes,fr Ligue 1,23.0,1993.0,34.0,34.0,2949.0,32.8,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.06,0.03,0.09,0.06,0.09
461,José Carlos,ESP,DF,Betis,es La Liga,20.0,1996.0,6.0,6.0,496.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Carlos Carmona,CHL,MF,Atalanta,it Serie A,29.0,1987.0,2.0,2.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
463,Carlos Carmona,ESP,"MF,FW",Sporting Gijón,es La Liga,29.0,1987.0,25.0,21.0,1861.0,20.7,8.0,2.0,8.0,0.0,0.0,5.0,0.0,0.39,0.1,0.48,0.39,0.48
464,Yannick Carrasco,BEL,"MF,FW",Atlético Madrid,es La Liga,22.0,1993.0,35.0,27.0,2257.0,25.1,10.0,4.0,10.0,0.0,1.0,5.0,0.0,0.4,0.16,0.56,0.4,0.56
465,Cédric Carrasso,FRA,GK,Bordeaux,fr Ligue 1,34.0,1981.0,24.0,24.0,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Michael Carrick,GBR,MF,Manchester Utd,eng Premier League,35.0,1981.0,23.0,18.0,1600.0,17.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Daniel Carriço,PRT,DF,Sevilla,es La Liga,27.0,1988.0,6.0,6.0,452.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Guido Carrillo,ARG,FW,Monaco,fr Ligue 1,25.0,1991.0,19.0,5.0,598.0,6.6,7.0,1.0,7.0,0.0,0.0,0.0,0.0,1.05,0.15,1.2,1.05,1.2
470,Andy Carroll,GBR,FW,West Ham,eng Premier League,27.0,1989.0,18.0,15.0,1311.0,14.6,7.0,1.0,7.0,0.0,0.0,3.0,0.0,0.48,0.07,0.55,0.48,0.55
471,Tom Carroll,GBR,MF,Tottenham,eng Premier League,24.0,1992.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Tom Carroll,GBR,MF,Swansea City,eng Premier League,24.0,1992.0,17.0,16.0,1387.0,15.4,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.06,0.13,0.19,0.06,0.19
473,Federico Cartabia,ARG,"MF,FW",Valencia,es La Liga,23.0,1993.0,4.0,2.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,Dani Carvajal,ESP,DF,Real Madrid,es La Liga,24.0,1992.0,23.0,21.0,2016.0,22.4,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.18,0.18,0.0,0.18
475,Casemiro,BRA,MF,Real Madrid,es La Liga,24.0,1992.0,25.0,20.0,1706.0,19.0,4.0,0.0,4.0,0.0,0.0,10.0,0.0,0.21,0.0,0.21,0.21,0.21
476,Nacho Cases,ESP,MF,Sporting Gijón,es La Liga,28.0,1987.0,21.0,16.0,1471.0,16.3,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.12,0.06,0.18,0.12,0.18
477,Kiko Casilla,ESP,GK,Real Madrid,es La Liga,29.0,1986.0,11.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Leandro Castán,BRA,DF,Torino,it Serie A,29.0,1986.0,14.0,13.0,1177.0,13.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Koen Casteels,BEL,GK,Wolfsburg,de Bundesliga,24.0,1992.0,20.0,20.0,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Dani Castellano,ESP,DF,Las Palmas,es La Liga,28.0,1987.0,27.0,25.0,2107.0,23.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04
481,Javi Castellano,ESP,"DF,MF",Las Palmas,es La Liga,28.0,1987.0,5.0,0.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
482,Samu Castillejo,ESP,MF,Villarreal,es La Liga,21.0,1995.0,33.0,24.0,2050.0,22.8,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.09,0.09,0.18,0.09,0.18
483,Carlos Castro,ESP,FW,Sporting Gijón,es La Liga,21.0,1995.0,25.0,10.0,1024.0,11.4,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.35,0.09,0.44,0.35,0.44
484,Chory Castro,URY,"MF,FW",Málaga,es La Liga,31.0,1984.0,29.0,21.0,1790.0,19.9,1.0,3.0,1.0,0.0,0.0,5.0,1.0,0.05,0.15,0.2,0.05,0.2
485,Gonzalo Castro,DEU,MF,Dortmund,de Bundesliga,29.0,1987.0,28.0,23.0,1921.0,21.3,3.0,4.0,3.0,0.0,0.0,5.0,0.0,0.14,0.19,0.33,0.14,0.33
486,Jonny Castro,ESP,DF,Celta Vigo,es La Liga,22.0,1994.0,30.0,23.0,2213.0,24.6,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.12,0.12,0.0,0.12
487,Lucas Castro,ARG,MF,Chievo,it Serie A,27.0,1989.0,33.0,33.0,2759.0,30.7,5.0,6.0,5.0,0.0,0.0,6.0,2.0,0.16,0.2,0.36,0.16,0.36
488,Joel Castro Pereira,PRT,GK,Manchester Utd,eng Premier League,20.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Rubén Castro,ESP,FW,Betis,es La Liga,35.0,1981.0,35.0,32.0,2777.0,30.9,13.0,3.0,11.0,2.0,2.0,3.0,0.0,0.42,0.1,0.52,0.36,0.45
490,Danilo Cataldi,ITA,MF,Genoa,it Serie A,21.0,1994.0,13.0,10.0,931.0,10.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Danilo Cataldi,ITA,MF,Lazio,it Serie A,21.0,1994.0,11.0,5.0,662.0,7.4,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.14,0.14,0.27,0.14,0.27
492,Craig Cathcart,NIC,DF,Watford,eng Premier League,27.0,1989.0,15.0,13.0,1162.0,12.9,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08
494,Lee Cattermole,GBR,MF,Sunderland,eng Premier League,28.0,1988.0,8.0,8.0,633.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Goran Čaušić,SRB,MF,Osasuna,es La Liga,24.0,1992.0,26.0,22.0,2008.0,22.3,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.04,0.09,0.13,0.04,0.13
496,Ivan Cavaleiro,PRT,FW,Monaco,fr Ligue 1,22.0,1993.0,2.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Edinson Cavani,URY,FW,Paris S-G,fr Ligue 1,29.0,1987.0,36.0,35.0,2965.0,32.9,35.0,4.0,28.0,7.0,8.0,5.0,0.0,1.06,0.12,1.18,0.85,0.97
498,Dimitri Cavaré,FRA,DF,Rennes,fr Ligue 1,21.0,1995.0,2.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Santi Cazorla,ESP,MF,Arsenal,eng Premier League,31.0,1984.0,8.0,7.0,618.0,6.9,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.29,0.15,0.44,0.0,0.15
500,Dani Ceballos,ESP,MF,Betis,es La Liga,19.0,1996.0,30.0,24.0,2339.0,26.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,0.08,0.08,0.15,0.08,0.15
501,Federico Ceccherini,ITA,DF,Crotone,it Serie A,24.0,1992.0,35.0,35.0,3097.0,34.4,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03
502,Petr Čech,CZE,GK,Arsenal,eng Premier League,34.0,1982.0,35.0,35.0,3097.0,34.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Álvaro Cejudo,ESP,"MF,FW",Betis,es La Liga,32.0,1984.0,17.0,6.0,815.0,9.1,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.11,0.11,0.22,0.11,0.22
504,Luca Ceppitelli,ITA,DF,Cagliari,it Serie A,26.0,1989.0,19.0,19.0,1689.0,18.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Alessio Cerci,ITA,"FW,MF",Atlético Madrid,es La Liga,29.0,1987.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Alberto Cerri,ITA,FW,Pescara,it Serie A,20.0,1996.0,13.0,7.0,697.0,7.7,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26
507,Boštjan Cesar,SVN,DF,Chievo,it Serie A,34.0,1982.0,17.0,16.0,1436.0,16.0,1.0,0.0,1.0,0.0,0.0,9.0,2.0,0.06,0.0,0.06,0.06,0.06
508,Julien Cétout,FRA,"MF,DF",Nancy,fr Ligue 1,28.0,1988.0,28.0,27.0,2332.0,25.9,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.04,0.08,0.12,0.04,0.12
509,Nacer Chadli,BEL,"MF,FW",West Brom,eng Premier League,26.0,1989.0,31.0,27.0,2134.0,23.7,5.0,4.0,4.0,1.0,1.0,2.0,0.0,0.21,0.17,0.38,0.17,0.34
510,Fouad Chafik,MAR,DF,Dijon,fr Ligue 1,29.0,1986.0,27.0,27.0,2395.0,26.6,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04
511,Nathaniel Chalobah,GBR,MF,Chelsea,eng Premier League,21.0,1994.0,10.0,1.0,167.0,1.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
512,Calum Chambers,GBR,DF,Arsenal,eng Premier League,21.0,1995.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
513,Calum Chambers,GBR,DF,Middlesbrough,eng Premier League,21.0,1995.0,24.0,24.0,2160.0,24.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.08,0.04,0.08
514,Nereo Champagne,ARG,GK,Leganés,es La Liga,31.0,1985.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Timothy Chandler,USA,"MF,DF",Eint Frankfurt,de Bundesliga,26.0,1990.0,32.0,31.0,2817.0,31.3,0.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,0.1,0.1,0.0,0.1
516,Kwon Chang-hoon,KOR,FW,Dijon,fr Ligue 1,22.0,1994.0,8.0,2.0,224.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Clément Chantôme,FRA,MF,Rennes,fr Ligue 1,28.0,1987.0,7.0,6.0,336.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Charles,BRA,FW,Málaga,es La Liga,32.0,1984.0,21.0,11.0,1141.0,12.7,3.0,1.0,3.0,0.0,0.0,5.0,0.0,0.24,0.08,0.32,0.24,0.32
520,Paul Charruau,FRA,GK,Bastia,fr Ligue 1,23.0,1993.0,1.0,0.0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Pape Cheikh Diop,SEN,"MF,FW",Celta Vigo,es La Liga,18.0,1997.0,16.0,5.0,571.0,6.3,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.16,0.0,0.16,0.16,0.16
522,Sergei Chernik,BLR,GK,Nancy,fr Ligue 1,28.0,1988.0,17.0,15.0,1377.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Denis Cheryshev,RUS,MF,Villarreal,es La Liga,25.0,1990.0,11.0,2.0,340.0,3.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Giorgio Chiellini,ITA,DF,Juventus,it Serie A,31.0,1984.0,21.0,20.0,1636.0,18.2,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.11,0.11,0.22,0.11,0.22
525,Federico Chiesa,ITA,"MF,FW",Fiorentina,it Serie A,18.0,1997.0,27.0,17.0,1492.0,16.6,3.0,2.0,3.0,0.0,0.0,4.0,2.0,0.18,0.12,0.3,0.18,0.3
526,Ben Chilwell,GBR,"DF,MF",Leicester City,eng Premier League,19.0,1996.0,12.0,7.0,699.0,7.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13
527,Vlad Chiricheș,ROU,DF,Napoli,it Serie A,26.0,1989.0,14.0,13.0,1124.0,12.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
528,Ivaylo Chochev,BGR,MF,Palermo,it Serie A,23.0,1993.0,30.0,25.0,2286.0,25.4,3.0,3.0,3.0,0.0,0.0,4.0,0.0,0.12,0.12,0.24,0.12,0.24
529,Michaël Chrétien,MAR,DF,Nancy,fr Ligue 1,32.0,1984.0,13.0,13.0,1124.0,12.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
530,Andreas Christensen,DNK,DF,M'Gladbach,de Bundesliga,20.0,1996.0,31.0,31.0,2781.0,30.9,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.06,0.0,0.06,0.06,0.06
531,Max Christiansen,DEU,MF,Ingolstadt 04,de Bundesliga,19.0,1996.0,11.0,4.0,443.0,4.9,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
532,Lee Chung-yong,KOR,MF,Crystal Palace,eng Premier League,28.0,1988.0,15.0,4.0,471.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Michaël Ciani,FRA,DF,Espanyol,es La Liga,32.0,1984.0,1.0,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Michaël Ciani,FRA,DF,Lorient,fr Ligue 1,32.0,1984.0,25.0,25.0,2167.0,24.1,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.12,0.0,0.12,0.12,0.12
535,Luca Cigarini,ITA,MF,Sampdoria,it Serie A,30.0,1986.0,4.0,3.0,276.0,3.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Per Ciljan Skjelbred,NOR,MF,Hertha BSC,de Bundesliga,29.0,1987.0,26.0,25.0,2136.0,23.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Jasper Cillessen,NLD,GK,Barcelona,es La Liga,27.0,1989.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Thiago Cionek,POL,DF,Palermo,it Serie A,30.0,1986.0,29.0,26.0,2326.0,25.8,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
539,Gilles Cioni,FRA,DF,Bastia,fr Ligue 1,32.0,1984.0,25.0,23.0,2064.0,22.9,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Issa Cissokho,SEN,DF,Angers,fr Ligue 1,31.0,1985.0,13.0,13.0,1158.0,12.9,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.16,0.16,0.0,0.16
