,Player,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
2656,Angel Rodriguez,32,1407,44,41.1,15.6,9,81,6,23,29,4,1.31,23,23,0,0.00,-0.27,20.5,21.3,-0.8,-0.05,-0.09
2657,Oscar Rodriguez Arnaiz,30,1914,64,56.0,21.3,22,78,7,8,26,0,0.87,20,34,-14,-0.66,-0.24,22.4,27.1,-4.7,-0.22,-0.33
2659,Dani Rodriguez,37,3039,82,88.9,33.8,36,84,26,1,25,0,0.89,39,62,-23,-0.68,-0.21,36.1,58.4,-22.4,-0.66,-0.65
2660,Guido Rodriguez,14,936,67,27.4,10.4,11,81,6,3,17,3,1.07,10,14,-4,-0.38,-0.09,11.6,12.9,-1.3,-0.12,-0.03
2661,James Rodriguez,8,419,52,12.3,4.7,5,78,2,3,10,10,2.13,7,3,+4,+0.86,-0.37,8.8,2.5,+6.3,+1.36,+0.52
2662,Jay Rodriguez,36,2016,56,58.9,22.4,20,83,13,16,22,0,1.42,28,34,-6,-0.27,-0.20,30.5,30.8,-0.3,-0.01,+0.12
2666,Rodrygo,19,1019,54,29.8,11.3,12,72,1,7,23,9,2.42,21,2,+19,+1.68,+0.70,22.9,7.4,+15.5,+1.37,+0.65
2668,Marko Rog,30,2317,77,67.7,25.7,28,82,14,2,12,1,1.43,42,41,+1,+0.04,+0.45,27.6,39.5,-11.9,-0.46,-0.02
2669,Agustin Rogel,10,858,86,34.0,9.5,9,89,8,1,60,5,0.10,5,20,-15,-1.57,-0.44,11.4,18.6,-7.2,-0.76,-0.40
2670,Rogerio,15,1015,68,29.7,11.3,12,75,3,3,40,7,1.47,21,14,+7,+0.62,+0.66,13.8,15.9,-2.0,-0.18,+0.09
2671,Marcos Rojo,3,122,41,3.6,1.4,1,90,1,2,16,5,1.33,1,2,-1,-0.74,-1.58,1.2,1.3,-0.1,-0.10,-0.77
2673,Filippo Romagna,18,1477,82,43.2,16.4,16,89,15,2,28,5,1.44,25,23,+2,+0.12,-0.06,21.8,24.9,-3.0,-0.19,+0.10
2675,Alaixys Romao,22,1781,81,70.7,19.8,21,84,16,1,11,3,1.41,15,13,+2,+0.10,-0.26,21.5,20.8,+0.7,+0.04,-0.14
2680,Oriol Romeu,30,1860,62,54.4,20.7,20,84,13,10,18,8,1.47,23,38,-15,-0.73,-1.07,27.7,33.3,-5.6,-0.27,-0.78
2681,Romulo,22,1723,78,50.4,19.1,19,87,13,3,21,1,0.64,18,37,-19,-0.99,+0.33,23.5,34.7,-11.2,-0.58,+0.47
2684,Facundo Roncaglia,16,1277,80,37.3,14.2,15,84,11,1,21,13,1.19,16,21,-5,-0.35,-0.23,17.0,20.5,-3.5,-0.25,-0.40
2685,Valentin Rongier,23,1790,78,71.0,19.9,20,88,14,3,10,1,2.00,30,20,+10,+0.50,+0.26,26.5,21.3,+5.2,+0.26,+0.36
2687,Marten de Roon,35,2721,78,79.6,30.2,29,87,27,6,31,1,2.06,82,41,+41,+1.36,+0.20,69.1,34.6,+34.5,+1.14,+0.15
2688,Roberto Rosales,25,1871,75,54.7,20.8,21,84,14,4,27,6,1.12,19,25,-6,-0.29,+0.58,21.4,21.2,+0.2,+0.01,+0.19
2690,Danny Rose,12,893,74,26.1,9.9,10,86,7,2,17,3,1.25,16,14,+2,+0.20,-0.23,11.2,14.8,-3.6,-0.36,-0.26
2691,Danny Rose,11,863,78,25.2,9.6,10,85,7,1,12,2,0.91,7,14,-7,-0.73,-0.27,10.5,14.2,-3.7,-0.39,+0.54
2693,Luca Rossettini,26,2261,87,66.1,25.1,25,89,24,1,45,2,0.92,30,57,-27,-1.07,-0.61,29.6,61.3,-31.8,-1.27,-1.34
2695,Jerome Roussillon,29,2364,82,77.3,26.3,27,87,21,2,6,2,1.41,38,37,+1,+0.04,-0.09,42.5,33.9,+8.6,+0.33,+0.16
2698,Nicolo Rovella,2,105,53,3.1,1.2,1,76,0,1,29,11,0.00,0,3,-3,-2.57,-1.95,0.8,2.1,-1.2,-1.04,-0.76
2700,Ruben,19,1583,83,46.3,17.6,18,86,17,1,35,7,1.26,22,24,-2,-0.11,+0.18,26.1,21.3,+4.8,+0.27,+0.51
2701,Waldo Rubio,21,878,42,25.7,9.8,9,72,2,12,19,8,1.19,9,14,-5,-0.51,-0.30,7.5,14.3,-6.8,-0.70,-0.30
2704,Antonio Rudiger,20,1710,86,50.0,19.0,19,88,18,1,45,3,1.65,33,24,+9,+0.47,+0.16,33.8,16.0,+17.8,+0.94,+0.27
2705,Sebastian Rudy,32,2734,85,89.3,30.4,31,87,25,1,45,1,1.53,46,47,-1,-0.03,-0.31,47.3,52.4,-5.0,-0.17,-0.61
2708,Daniele Rugani,10,690,69,20.2,7.7,7,90,7,3,20,27,1.60,11,15,-4,-0.52,-1.74,15.3,9.5,+5.8,+0.76,+0.09
2709,Mario Rui,24,1966,82,57.5,21.8,22,87,18,2,28,9,1.58,39,35,+4,+0.18,-0.25,36.5,27.3,+9.2,+0.42,-0.05
2710,Aitor Ruibal,25,1220,49,35.7,13.6,13,71,5,12,25,9,1.00,10,13,-3,-0.22,+0.52,16.5,14.9,+1.6,+0.12,+0.30
2712,Fabian Ruiz Pena,33,2684,81,78.5,29.8,30,87,22,3,28,4,1.76,48,38,+10,+0.34,+0.21,49.8,35.0,+14.8,+0.50,+0.24
2714,Lukas Rupp,12,695,58,20.3,7.7,8,79,1,4,15,4,0.58,2,18,-16,-2.07,-0.98,6.1,16.1,-10.0,-1.30,-0.65
2715,Lukas Rupp,7,340,49,11.1,3.8,4,64,0,3,29,8,1.71,7,6,+1,+0.26,+0.30,5.5,5.4,+0.1,+0.03,+0.15
2720,Julian Ryerson,14,368,26,12.0,4.1,3,90,3,11,9,10,1.43,5,8,-3,-0.73,-0.27,4.8,7.3,-2.5,-0.62,-0.28
2722,Joao Victor Santos Sa,32,1629,51,53.2,18.1,18,77,4,14,17,2,1.41,19,24,-5,-0.28,-0.72,24.6,23.4,+1.2,+0.07,-0.48
2724,Youssouf Sabaly,12,913,76,36.2,10.1,10,85,7,2,32,0,1.08,17,16,+1,+0.10,-0.18,12.7,15.4,-2.6,-0.26,-0.04
2726,Abdelhamid Sabiri,24,1048,44,34.2,11.6,9,80,5,15,22,5,0.67,15,26,-11,-0.94,+0.22,13.3,23.5,-10.2,-0.87,-0.07
2727,Marcel Sabitzer,32,2499,78,81.7,27.8,30,82,21,2,24,0,1.94,73,26,+47,+1.69,+2.17,57.7,29.6,+28.1,+1.01,+0.30
2728,Ihsan Sacko,3,145,48,5.8,1.6,2,72,1,1,2,0,2.00,4,3,+1,+0.62,+0.54,3.6,2.6,+1.1,+0.65,+1.00
2730,Alexis Saelemaekers,13,684,53,20.0,7.6,6,76,3,7,32,3,2.23,20,9,+11,+1.45,+1.25,16.0,9.0,+7.0,+0.92,+0.57
2731,Jorge Saenz,7,371,53,10.8,4.1,5,65,3,2,23,13,0.71,4,7,-3,-0.73,-0.46,4.2,6.4,-2.1,-0.52,-0.40
2734,Wesley Said,23,1160,50,46.0,12.9,14,74,4,9,14,0,0.52,8,27,-19,-1.47,-0.35,13.4,19.8,-6.4,-0.50,0.00
2735,Allan Saint-Maximin,26,1863,72,54.5,20.7,23,79,9,3,18,1,1.46,26,22,+4,+0.19,+1.58,22.0,34.4,-12.4,-0.60,+0.42
2737,Borja Sainz,19,573,30,16.8,6.4,5,66,0,14,18,17,0.74,6,9,-3,-0.47,+0.22,7.6,10.6,-3.0,-0.47,+0.02
2738,Romain Saiss,33,2705,82,79.1,30.1,31,86,28,2,22,2,1.58,41,34,+7,+0.23,-0.27,45.9,28.0,+17.8,+0.59,+0.81
2739,Bukayo Saka,26,1753,67,51.3,19.5,19,80,10,7,33,6,1.42,22,18,+4,+0.21,-0.01,20.6,26.5,-5.9,-0.30,-0.18
2740,Hiroki Sakai,21,1620,77,64.3,18.0,19,84,15,2,9,1,1.90,22,19,+3,+0.17,-0.73,24.7,21.5,+3.2,+0.18,+0.06
2743,Mamadou Sakho,14,931,67,27.2,10.3,11,73,8,3,42,2,1.07,7,21,-14,-1.35,-1.17,9.4,17.9,-8.6,-0.83,-0.37
2744,Jacopo Sala,16,853,53,24.9,9.5,9,72,5,7,29,7,0.75,5,17,-12,-1.27,+0.07,10.5,14.8,-4.3,-0.46,+0.37
2745,Mohamed Salah,34,2876,85,84.1,32.0,33,86,20,1,27,3,2.68,68,26,+42,+1.31,-0.34,58.9,31.2,+27.8,+0.87,+0.31
2746,Bartosz Salamon,7,344,49,10.1,3.8,3,90,3,4,19,18,0.29,2,10,-8,-2.09,-0.86,3.4,6.8,-3.4,-0.89,-0.17
2747,Eddie Salcedo,17,680,40,19.9,7.6,7,68,0,10,21,6,1.06,8,8,0,0.00,+0.13,9.3,12.4,-3.1,-0.41,-0.40
2748,William Saliba,12,992,83,39.4,11.0,11,90,11,1,1,1,1.25,10,15,-5,-0.45,+0.19,12.4,14.0,-1.6,-0.15,+0.20
2751,Mohammed Salisu,31,2725,88,79.7,30.3,30,89,28,1,59,3,1.13,24,33,-9,-0.30,-0.04,29.4,44.6,-15.2,-0.50,-0.15
2752,Roland Sallai,21,1162,55,38.0,12.9,15,68,1,6,25,11,1.14,15,17,-2,-0.15,-0.30,14.4,23.2,-8.8,-0.68,-0.25
2754,Diadie Samassekou,21,1310,62,42.8,14.6,16,77,10,5,16,5,1.52,23,25,-2,-0.14,-0.24,25.4,31.2,-5.8,-0.40,-0.52
2756,Mbwana Samatta,14,943,67,27.6,10.5,11,79,5,3,24,0,0.71,7,18,-11,-1.05,-0.50,11.0,16.2,-5.1,-0.49,+0.18
2757,Mama Samba Balde,24,1676,70,66.5,18.6,20,76,9,4,40,0,1.08,21,29,-8,-0.43,-0.22,21.2,25.4,-4.2,-0.23,+0.17
2758,Junior Sambia,17,587,35,23.3,6.5,5,72,1,12,19,4,1.71,11,12,-1,-0.15,-0.25,8.3,10.3,-2.0,-0.31,-0.43
2759,Frederic Sammaritano,10,518,52,20.6,5.8,6,66,0,4,31,6,1.10,8,10,-2,-0.35,+0.01,6.5,8.6,-2.2,-0.38,-0.12
2760,Fede San Emeterio,25,1751,70,51.2,19.5,20,83,14,5,19,7,1.12,14,20,-6,-0.31,-0.04,18.1,30.5,-12.4,-0.64,-0.34
2761,Mikel San Jose,9,359,40,10.5,4.0,3,82,2,6,19,14,1.50,6,4,+2,+0.50,+0.47,4.1,4.7,-0.6,-0.15,+0.05
2762,Antonio Sanabria,24,1387,58,40.6,15.4,16,76,5,8,21,7,1.08,20,34,-14,-0.91,-0.38,18.5,24.1,-5.6,-0.36,-0.11
2763,Oihan Sancet,17,741,44,21.7,8.2,9,64,0,8,21,4,1.65,11,6,+5,+0.61,+0.67,9.0,10.3,-1.3,-0.16,+0.04
2764,Renato Sanches,19,1483,78,58.8,16.5,16,88,14,3,25,1,1.95,19,15,+4,+0.24,-0.10,24.4,19.2,+5.2,+0.32,0.00
2767,Alexis Sanchez,22,923,42,27.0,10.3,10,74,4,12,15,4,2.05,31,9,+22,+2.15,+1.32,23.7,11.3,+12.4,+1.21,+0.62
2768,Carlos Sanchez,6,117,20,3.4,1.3,1,61,0,5,11,12,1.67,3,2,+1,+0.77,+1.15,1.8,3.2,-1.3,-1.04,-0.66
2769,Davinson Sanchez,29,2431,84,71.1,27.0,27,88,26,2,23,6,1.55,49,37,+12,+0.44,+0.26,36.7,39.8,-3.1,-0.11,+0.18
2770,German Sanchez,28,2293,82,67.0,25.5,26,87,22,2,18,1,1.61,40,30,+10,+0.39,+0.63,32.5,27.8,+4.8,+0.19,+0.38
2771,Javi Sanchez,8,497,62,14.5,5.5,6,81,4,2,5,7,1.25,4,7,-3,-0.54,-0.30,5.5,7.2,-1.7,-0.31,+0.19
2773,Manu Sanchez,5,325,65,9.5,3.6,4,76,2,1,22,10,2.60,5,0,+5,+1.38,+0.83,6.5,3.0,+3.5,+0.98,+0.37
2775,Victor Sanchez,25,1688,68,49.4,18.8,20,80,12,5,16,7,0.77,13,31,-18,-0.96,-0.28,18.0,26.0,-8.0,-0.43,-0.20
2776,Jadon Sancho,32,2287,71,74.7,25.4,25,84,15,7,28,1,1.97,72,31,+41,+1.61,+1.38,49.9,26.9,+23.1,+0.91,+1.25
2778,Alex Sandro,29,2385,82,69.7,26.5,27,87,24,2,24,3,2.03,48,31,+17,+0.64,-0.75,52.0,32.8,+19.3,+0.73,+0.13
2780,Salif Sane,15,1126,75,36.8,12.5,13,84,12,2,19,0,1.27,16,18,-2,-0.16,+0.68,14.7,13.7,+1.0,+0.08,+0.77
2782,Luca Sangalli,11,372,34,10.9,4.1,5,61,0,6,12,10,2.00,3,5,-2,-0.48,-0.78,3.6,5.4,-1.8,-0.43,-0.65
2784,Oier Sanjurjo,29,2320,80,67.8,25.8,27,83,18,2,45,1,1.52,34,31,+3,+0.12,+1.02,38.3,31.1,+7.3,+0.28,+0.87
2786,Yaya Sanogo,15,910,61,36.1,10.1,9,80,6,6,31,5,0.27,11,24,-13,-1.29,0.00,12.4,18.2,-5.7,-0.57,-0.11
2787,Morgan Sanson,27,2173,80,86.2,24.1,26,83,12,1,8,0,1.96,34,20,+14,+0.58,+1.10,30.9,25.1,+5.9,+0.24,+0.62
2788,Nicola Sansone,33,2269,69,66.3,25.2,26,79,15,7,31,1,1.18,34,42,-8,-0.32,+0.07,38.6,33.8,+4.8,+0.19,+0.40
2790,Federico Santander,24,770,32,22.5,8.6,5,77,3,19,20,2,1.25,13,12,+1,+0.12,+0.59,16.9,13.2,+3.7,+0.43,+0.48
2791,Davide Santon,15,619,41,18.1,6.9,7,66,2,8,19,10,1.87,12,12,0,0.00,-0.84,11.9,9.5,+2.5,+0.36,-0.33
2792,Samir Santos,21,1546,74,45.2,17.2,16,89,15,5,24,8,1.29,14,30,-16,-0.93,-1.03,17.8,26.9,-9.1,-0.53,-0.41
2793,Riccardo Saponara,4,168,42,4.9,1.9,2,62,0,2,22,4,0.20,3,3,0,0.00,+0.72,2.6,3.4,-0.8,-0.41,-0.11
2794,Riccardo Saponara,13,947,73,27.7,10.5,11,81,6,2,27,3,1.23,21,25,-4,-0.38,+0.68,18.2,22.7,-4.5,-0.43,+0.53
2796,Pablo Sarabia,21,1164,55,47.9,12.9,13,80,5,8,15,4,2.62,32,8,+24,+1.86,-0.06,31.1,9.2,+21.9,+1.69,-0.38
2797,Marcelo Saracchi,4,179,45,5.8,2.0,1,90,1,3,30,7,2.50,2,3,-1,-0.50,-1.91,3.0,2.7,+0.3,+0.17,-0.83
2798,Josh Sargent,28,1416,51,46.3,15.7,15,77,1,13,20,2,1.11,24,23,+1,+0.06,+1.60,18.5,25.3,-6.8,-0.43,+0.08
2799,Bouna Sarr,27,2164,80,85.9,24.0,25,85,17,2,21,0,2.04,35,24,+11,+0.46,+0.20,30.1,27.2,+2.9,+0.12,-0.28
2800,Ismaila Sarr,28,2028,72,59.3,22.5,22,86,14,6,24,2,0.96,24,35,-11,-0.49,+0.61,32.5,31.9,+0.6,+0.03,+0.66
2801,Malang Sarr,19,1454,77,57.7,16.2,16,86,13,3,28,4,1.63,25,18,+7,+0.43,+0.77,19.0,26.0,-6.9,-0.43,-0.32
2803,Sidy Sarr,22,1165,53,46.2,12.9,12,86,10,10,13,1,0.95,15,22,-7,-0.54,-0.01,14.4,18.1,-3.8,-0.29,+0.16
2804,Joan Sastre Vanrell,19,1360,72,39.8,15.1,16,83,12,3,12,8,0.74,13,29,-16,-1.06,-0.67,16.3,27.8,-11.5,-0.76,-0.29
2806,Teji Savanier,19,1524,80,60.5,16.9,18,83,9,1,26,0,1.37,24,22,+2,+0.12,+0.21,20.2,22.6,-2.4,-0.14,-0.41
2811,Fabian Schar,22,1672,76,48.9,18.6,18,89,15,4,18,10,0.82,14,37,-23,-1.24,-1.39,15.3,33.9,-18.6,-1.03,-0.45
2812,Louis Schaub,9,623,69,20.4,6.9,7,82,2,2,25,6,1.11,5,10,-5,-0.72,-0.24,7.6,10.1,-2.6,-0.37,-0.30
2813,Ezequiel Schelotto,8,361,45,10.6,4.0,4,75,0,4,16,8,1.33,6,8,-2,-0.50,-0.12,5.2,3.4,+1.8,+0.44,+0.77
2815,Patrik Schick,22,1298,59,42.4,14.4,15,74,4,7,28,2,1.82,32,15,+17,+1.18,-0.20,26.9,15.7,+11.3,+0.78,-0.31
2817,Kingsley Schindler,13,849,65,27.7,9.4,9,79,4,4,35,12,0.62,10,23,-13,-1.38,-1.17,11.6,16.8,-5.2,-0.55,-0.58
2818,Xaver Schlager,23,1719,75,56.2,19.1,21,81,14,2,6,2,1.65,34,26,+8,+0.42,+0.82,32.8,26.2,+6.6,+0.35,+0.13
2820,Nico Schlotterbeck,13,373,29,12.2,4.1,4,81,3,9,5,20,1.77,10,8,+2,+0.48,+0.52,7.5,10.9,-3.4,-0.82,-0.34
2821,Jeffrey Schlupp,17,1036,61,30.3,11.5,11,79,5,6,28,2,1.24,11,16,-5,-0.43,+0.09,10.1,16.2,-6.1,-0.53,+0.04
2824,Jonathan Schmid,33,2836,86,92.7,31.5,31,90,26,2,29,0,1.45,47,43,+4,+0.13,+1.33,43.7,56.6,-13.0,-0.41,+1.54
2825,Manuel Schmiedebach,5,179,36,5.8,2.0,2,64,0,3,17,17,2.40,4,3,+1,+0.50,+1.07,3.1,4.2,-1.1,-0.58,-0.21
2826,Benno Schmitz,18,1158,64,37.8,12.9,13,79,8,5,26,12,1.22,24,23,+1,+0.08,+0.98,22.5,18.0,+4.5,+0.35,+0.77
2827,Morgan Schneiderlin,15,1001,67,29.3,11.1,12,79,6,3,19,4,0.93,15,20,-5,-0.45,-0.19,18.7,14.0,+4.7,+0.42,+0.50
2828,Lasse Schone,32,2427,76,71.0,27.0,29,81,19,3,31,4,0.88,34,46,-12,-0.44,+0.82,36.8,42.3,-5.5,-0.20,+0.32
2830,Alessandro Schopf,22,1432,65,46.8,15.9,15,89,14,7,14,3,0.91,12,31,-19,-1.19,-1.14,15.7,22.4,-6.6,-0.42,-0.02
2831,Jerdy Schouten,19,1082,57,31.6,12.0,13,74,6,6,21,12,1.32,19,23,-4,-0.33,+0.01,19.1,19.8,-0.7,-0.06,-0.17
2832,Markus Schubert,9,742,82,24.2,8.2,8,90,8,1,22,20,1.00,7,18,-11,-1.33,-0.98,9.3,15.7,-6.4,-0.78,-0.49
2834,Nico Schulz,11,594,54,19.4,6.6,7,79,5,4,10,14,1.55,12,11,+1,+0.15,-1.38,11.0,11.3,-0.3,-0.04,-0.79
2836,Matteo Scozzarella,16,920,58,26.9,10.2,12,70,3,4,19,8,1.63,18,12,+6,+0.59,+0.84,12.3,16.6,-4.3,-0.42,0.00
2838,Aleksandar Sedlar,12,814,68,23.8,9.0,9,87,8,3,11,9,0.67,4,17,-13,-1.44,-1.02,7.1,15.1,-7.9,-0.88,-0.38
2839,Davie Selke,19,960,51,31.4,10.7,10,82,6,9,16,0,1.16,10,20,-10,-0.94,-0.89,12.4,17.7,-5.3,-0.50,-0.23
2840,Davie Selke,11,463,42,15.1,5.1,5,76,2,6,14,2,0.91,3,9,-6,-1.17,-0.44,4.0,6.9,-2.9,-0.56,-0.10
2843,Ken Sema,32,2453,77,71.7,27.3,30,81,15,2,6,1,1.19,22,33,-11,-0.40,-0.12,29.7,36.4,-6.7,-0.24,+0.23
2844,Nelson Semedo,32,2097,66,61.3,23.3,24,79,18,8,24,3,2.09,49,25,+24,+1.03,-0.60,41.3,23.8,+17.6,+0.75,+0.04
2845,Alessandro Semprini,12,629,52,18.4,7.0,6,84,3,6,21,11,0.75,10,20,-10,-1.43,-0.33,7.9,17.0,-9.1,-1.30,-0.59
2846,Josep Sene,6,150,25,4.4,1.7,1,73,0,5,15,17,0.67,0,4,-4,-2.40,-1.82,1.4,3.1,-1.7,-1.00,-0.43
2847,Stefano Sensi,12,723,60,21.1,8.0,9,72,2,3,24,3,2.25,14,5,+9,+1.12,-0.08,14.3,7.1,+7.2,+0.90,+0.18
2849,Suat Serdar,20,1599,80,52.3,17.8,19,83,12,1,27,0,1.65,28,28,0,0.00,+1.23,23.3,29.4,-6.1,-0.34,+0.13
2850,Ryan Sessegnon,6,342,57,10.0,3.8,4,81,3,2,9,13,1.83,5,5,0,0.00,-0.41,5.4,3.9,+1.5,+0.40,+0.63
2851,Salva Sevilla,35,2568,73,75.1,28.5,31,79,17,4,30,0,0.77,29,43,-14,-0.49,+0.67,32.7,44.5,-11.8,-0.41,+0.76
2852,Yevhen Shakhov,24,1085,45,31.7,12.1,9,71,3,15,30,12,1.04,16,26,-10,-0.83,+0.06,15.7,27.4,-11.7,-0.97,-0.23
2853,Xherdan Shaqiri,7,185,26,5.4,2.1,2,80,1,5,5,10,2.57,6,2,+4,+1.95,+0.61,3.5,3.1,+0.4,+0.19,-0.67
2854,Billy Sharp,25,1051,42,30.7,11.7,10,68,0,15,25,11,1.16,11,10,+1,+0.09,+0.12,12.2,14.4,-2.2,-0.19,+0.03
2855,Luke Shaw,24,1733,72,50.7,19.3,20,85,15,4,10,0,1.79,38,15,+23,+1.19,+0.82,32.0,18.4,+13.6,+0.71,+0.13
2857,Jonjo Shelvey,26,2119,82,62.0,23.5,25,85,19,1,6,6,1.31,29,34,-5,-0.21,+0.83,25.4,41.9,-16.5,-0.70,+0.24
2860,Djibril Sidibe,25,1824,73,53.3,20.3,18,85,15,7,41,6,1.32,27,30,-3,-0.15,+0.36,29.9,23.4,+6.5,+0.32,+0.55
2865,Gylfi Sigurdsson,35,2560,73,74.9,28.4,28,84,19,7,31,0,1.31,35,45,-10,-0.35,-0.14,38.7,36.9,+1.8,+0.06,-0.01
2866,Luca Siligardi,12,337,28,9.9,3.7,3,63,0,9,17,7,1.08,6,6,0,0.00,+0.03,6.4,9.4,-3.0,-0.81,-0.43
2868,Adrien Silva,22,1221,56,48.5,13.6,13,86,9,9,12,1,1.64,21,15,+6,+0.44,+0.86,23.5,19.6,+3.9,+0.29,+0.14
2870,Andre Silva,25,1575,63,51.5,17.5,16,83,7,9,28,4,1.20,33,35,-2,-0.11,-0.17,33.5,27.8,+5.7,+0.32,+0.09
2871,Bernardo Silva,34,2030,60,59.4,22.6,23,80,13,11,18,3,2.03,57,24,+33,+1.46,-0.74,57.0,20.3,+36.7,+1.63,+0.39
2872,David Silva,27,1826,68,53.4,20.3,22,79,10,5,18,6,2.22,59,15,+44,+2.17,+0.87,49.5,18.9,+30.7,+1.51,+0.09
2873,Gabriel Silva,4,231,58,9.2,2.6,3,75,2,1,5,5,1.00,2,6,-4,-1.56,-1.09,2.7,4.8,-2.1,-0.82,-0.61
2874,Jonathan Silva,33,2785,84,81.4,30.9,32,86,28,1,30,2,0.88,22,45,-23,-0.74,-1.03,31.3,36.2,-4.9,-0.16,-0.45
2876,Matheus Pereira da Silva,10,465,47,18.5,5.2,6,71,1,4,10,5,1.30,2,5,-3,-0.58,-0.27,4.7,5.3,-0.6,-0.11,+0.21
2878,Thiago Silva,21,1571,75,64.7,17.5,20,76,13,1,50,0,2.67,45,11,+34,+1.95,+0.17,45.3,13.2,+32.0,+1.84,-0.16
2881,Mohamed Simakan,19,1503,79,61.9,16.7,17,88,15,2,7,3,1.32,18,21,-3,-0.18,-0.47,20.6,20.3,+0.3,+0.02,-0.15
2883,Giovanni Simeone,37,2924,79,85.5,32.5,34,83,18,3,38,0,1.22,44,41,+3,+0.09,+1.36,37.3,45.6,-8.3,-0.26,+1.36
2886,Moses Simon,26,2177,84,86.4,24.2,25,86,19,1,17,0,1.38,25,26,-1,-0.04,+0.48,27.2,27.3,-0.1,0.00,+0.29
2888,Jack Simpson,4,241,60,7.0,2.7,1,90,1,3,50,17,0.25,1,6,-5,-1.87,-1.30,3.1,5.7,-2.6,-0.97,-0.55
2889,Sarpreet Singh,2,72,36,2.4,0.8,1,63,0,1,9,8,3.00,3,1,+2,+2.50,+0.51,2.1,1.1,+1.0,+1.23,-0.29
2890,Wilfried Singo,4,132,33,3.9,1.5,1,87,0,3,15,15,0.75,2,3,-1,-0.68,-0.11,1.6,3.2,-1.6,-1.11,-0.72
2891,Daley Sinkgraven,13,909,70,29.7,10.1,11,78,5,2,24,12,2.23,23,9,+14,+1.39,+1.26,19.6,14.7,+4.9,+0.49,+0.37
2892,Dimitris Siovas,24,1918,80,56.1,21.3,23,83,18,1,16,3,0.84,17,27,-10,-0.47,+0.19,23.0,22.9,+0.1,+0.01,+0.19
2895,Ibrahima Sissoko,23,1598,69,65.8,17.8,18,86,14,5,10,1,1.57,22,20,+2,+0.11,+0.33,20.8,21.4,-0.6,-0.03,-0.32
2896,Moussa Sissoko,29,2452,85,71.7,27.2,28,87,23,1,9,0,1.62,44,31,+13,+0.48,+0.38,30.7,34.9,-4.2,-0.15,+0.05
2899,Pione Sisto,21,891,42,26.1,9.9,8,76,2,13,22,7,0.76,13,14,-1,-0.10,+0.29,10.6,11.6,-1.0,-0.10,+0.08
2901,Ellyes Skhiri,32,2672,84,87.3,29.7,31,85,26,1,35,2,1.09,47,61,-14,-0.47,+0.46,44.5,45.9,-1.4,-0.05,+0.64
2902,Oliver Skipp,7,77,11,2.3,0.9,1,45,0,6,5,17,2.14,0,1,-1,-1.17,-1.57,0.3,2.2,-1.9,-2.20,-2.08
2904,Andreas Skov Olsen,26,760,29,22.2,8.4,7,61,0,19,18,8,1.12,11,14,-3,-0.36,-0.02,10.6,13.4,-2.7,-0.33,-0.49
2905,Robert Skov,31,2608,84,85.2,29.0,29,88,23,2,33,1,1.55,48,45,+3,+0.10,+0.70,50.3,52.9,-2.6,-0.09,+0.09
2906,Simon Skrabb,10,257,26,7.5,2.9,3,48,0,7,16,3,0.50,1,7,-6,-2.10,-1.02,3.3,6.6,-3.2,-1.14,-0.34
2907,Milan Skriniar,32,2627,82,76.8,29.2,30,87,27,2,15,2,2.22,61,30,+31,+1.06,-0.53,52.4,30.9,+21.5,+0.74,-0.08
2909,Steven Skrzybski,11,530,48,17.3,5.9,6,76,3,5,15,3,0.64,4,14,-10,-1.70,-0.95,5.3,9.6,-4.3,-0.73,0.00
2912,Petar Skuletic,5,106,21,4.2,1.2,1,64,0,4,11,12,0.20,1,2,-1,-0.85,-0.92,2.3,1.3,+1.0,+0.87,+0.89
2913,Islam Slimani,18,1285,71,51.0,14.3,14,86,10,4,19,1,1.67,28,19,+9,+0.63,+1.29,28.0,21.1,+6.9,+0.48,+0.54
2914,William Smallbone,9,393,44,11.5,4.4,4,74,0,5,19,5,2.00,8,4,+4,+0.92,+1.30,8.0,4.4,+3.6,+0.83,+0.84
2915,Chris Smalling,30,2566,86,75.0,28.5,29,88,28,1,17,1,1.67,54,38,+16,+0.56,-0.49,52.0,36.4,+15.6,+0.55,-0.33
2916,Dennis Smarsch,2,151,76,4.9,1.7,1,90,1,1,61,11,0.00,1,4,-3,-1.79,-1.54,1.3,4.1,-2.8,-1.66,-1.40
2919,Emile Smith Rowe,2,97,49,2.8,1.1,1,65,0,1,32,2,0.50,0,0,0,0.00,-0.22,0.6,0.9,-0.3,-0.31,-0.09
2920,Fyodor Smolov,14,743,53,21.7,8.3,10,67,1,4,19,0,1.36,13,8,+5,+0.61,+1.18,8.1,9.4,-1.4,-0.16,0.00
2921,Robert Snodgrass,24,1509,63,44.1,16.8,17,82,7,7,17,4,0.92,20,33,-13,-0.78,-0.78,17.1,32.4,-15.2,-0.91,-0.91
