,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
624,Filippo Costa,it ITA,"DF,MF",Chievo,Serie A,20.0,1995.0,1.5,0.0,,0.0,,,0.0,,,,0.0,0.0
625,Hélder Costa,ao ANG,"MF,FW",Monaco,Ligue 1,21.0,1994.0,14.3,3.0,,9.0,,,0.63,,0.33,,0.0,0.0
626,Jaume Costa,es ESP,DF,Villarreal,La Liga,27.0,1988.0,17.1,1.0,4.0,2.0,50.0,0.23,0.12,0.25,0.5,,0.0,0.0
627,Angelo da Costa Júnior,br BRA,GK,Bologna,Serie A,31.0,1983.0,5.0,0.0,,0.0,,,0.0,,,,0.0,0.0
628,Ricardo Costa,pt POR,DF,Granada,La Liga,34.0,1981.0,13.9,1.0,9.0,3.0,33.3,0.65,0.22,0.11,0.33,,0.0,0.0
629,Tino Costa,ar ARG,MF,Fiorentina,Serie A,30.0,1985.0,3.2,0.0,,0.0,,,0.0,,,,0.0,0.0
630,Tino Costa,ar ARG,MF,Genoa,Serie A,30.0,1985.0,10.3,0.0,,4.0,,,0.39,,0.0,,0.0,0.0
631,Benoît Costil,fr FRA,GK,Rennes,Ligue 1,28.0,1987.0,31.0,0.0,,0.0,,,0.0,,,,0.0,0.0
632,Antonio Cotán,es ESP,MF,Sevilla,La Liga,19.0,1995.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
633,Lassana Coulibaly,ml MLI,MF,Bastia,Ligue 1,19.0,1996.0,7.8,1.0,,5.0,,,0.64,,0.2,,0.0,0.0
634,Yoann Court,fr FRA,"MF,FW",Troyes,Ligue 1,25.0,1990.0,10.6,0.0,,6.0,,,0.56,,0.0,,0.0,0.0
635,Thibaut Courtois,be BEL,GK,Chelsea,Premier League,23.0,1992.0,22.4,0.0,,0.0,,,0.0,,,,0.0,0.0
636,Philippe Coutinho,br BRA,"MF,FW",Liverpool,Premier League,23.0,1992.0,22.2,8.0,,30.0,,,1.35,,0.27,,0.0,0.0
637,Aaron Cresswell,eng ENG,DF,West Ham,Premier League,25.0,1989.0,36.8,2.0,,7.0,,,0.19,,0.29,,0.0,0.0
638,Marco Crimi,it ITA,MF,Bologna,Serie A,25.0,1990.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0
639,Marco Crimi,it ITA,"MF,FW",Carpi,Serie A,25.0,1990.0,10.8,0.0,,3.0,,,0.28,,0.0,,0.0,0.0
640,Lorenzo Crisetig,it ITA,MF,Bologna,Serie A,22.0,1993.0,3.9,0.0,,0.0,,,0.0,,,,0.0,0.0
641,Bryan Cristante,it ITA,MF,Palermo,Serie A,20.0,1995.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
642,Sebastián Cristóforo,uy URU,MF,Sevilla,La Liga,21.0,1993.0,16.1,0.0,3.0,1.0,33.3,0.19,0.06,0.0,0.0,,0.0,0.0
643,Enzo Crivelli,fr FRA,FW,Bordeaux,Ligue 1,20.0,1995.0,17.0,3.0,,9.0,,,0.53,,0.33,,0.0,0.0
644,Roberto Crivello,it ITA,DF,Frosinone,Serie A,23.0,1991.0,16.0,0.0,,0.0,,,0.0,,,,0.0,0.0
645,Daniele Croce,it ITA,MF,Empoli,Serie A,32.0,1982.0,19.9,0.0,,2.0,,,0.1,,0.0,,0.0,0.0
646,Peter Crouch,eng ENG,FW,Stoke City,Premier League,34.0,1981.0,5.1,0.0,,3.0,,,0.58,,0.0,,0.0,0.0
647,Juan Cuadrado,co COL,"DF,FW",Chelsea,Premier League,27.0,1988.0,0.3,0.0,,1.0,,,3.33,,0.0,,0.0,0.0
648,Juan Cuadrado,co COL,"MF,FW",Juventus,Serie A,27.0,1988.0,19.2,4.0,,11.0,,,0.57,,0.36,,0.0,0.0
650,Iván Cuéllar,es ESP,GK,Sporting Gijón,La Liga,31.0,1984.0,32.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
651,Isaac Cuenca,es ESP,"MF,FW",Granada,La Liga,24.0,1991.0,8.8,2.0,10.0,3.0,30.0,1.14,0.34,0.2,0.67,,0.0,0.0
652,Mauricio Cuero,co COL,"MF,FW",Levante,La Liga,22.0,1993.0,5.4,0.0,11.0,4.0,36.4,2.05,0.75,0.0,0.0,,0.0,0.0
653,Emmanuel Culio,ar ARG,MF,Las Palmas,La Liga,31.0,1983.0,6.2,0.0,5.0,0.0,0.0,0.8,0.0,0.0,,,0.0,0.0
654,Josh Cullen,ie IRL,"DF,MF",West Ham,Premier League,19.0,1996.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
655,Curro,es ESP,MF,Sevilla,La Liga,19.0,1996.0,3.3,0.0,3.0,1.0,33.3,0.9,0.3,0.0,0.0,,0.0,0.0
656,Marco D'Alessandro,it ITA,"FW,MF",Atalanta,Serie A,24.0,1991.0,12.8,3.0,,5.0,,,0.39,,0.6,,0.0,0.0
657,Danilo D'Ambrosio,it ITA,"DF,MF",Inter,Serie A,26.0,1988.0,18.0,2.0,,2.0,,,0.11,,1.0,,0.0,0.0
658,Damien Da Silva,fr FRA,DF,Caen,Ligue 1,27.0,1988.0,27.6,2.0,,5.0,,,0.18,,0.4,,0.0,0.0
659,Bryan Dabo,bf BFA,"MF,DF",Montpellier,Ligue 1,23.0,1992.0,31.7,5.0,,11.0,,,0.35,,0.45,,0.0,0.0
660,Mouhamadou Dabo,fr FRA,DF,Troyes,Ligue 1,28.0,1986.0,11.8,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
661,Mahmoud Dahoud,de GER,MF,M'Gladbach,Bundesliga,19.0,1996.0,23.0,5.0,,18.0,,,0.78,,0.28,,0.0,0.0
662,Dario Dainelli,it ITA,DF,Chievo,Serie A,36.0,1979.0,15.3,1.0,,1.0,,,0.07,,1.0,,0.0,0.0
663,Felipe dal Belo,br BRA,DF,Udinese,Serie A,31.0,1984.0,23.8,1.0,,5.0,,,0.21,,0.2,,0.0,0.0
664,Leandro Damião,br BRA,FW,Betis,La Liga,26.0,1989.0,1.4,0.0,6.0,1.0,16.7,4.15,0.69,0.0,0.0,,0.0,0.0
665,Gaël Danic,fr FRA,"MF,FW",Bastia,Ligue 1,33.0,1981.0,30.0,5.0,,21.0,,,0.7,,0.19,,1.0,1.0
666,Charlie Daniels,eng ENG,DF,Bournemouth,Premier League,28.0,1986.0,36.5,3.0,,7.0,,,0.19,,0.14,,2.0,2.0
667,Danilo,br BRA,DF,Real Madrid,La Liga,24.0,1991.0,22.7,2.0,18.0,6.0,33.3,0.79,0.26,0.11,0.33,,0.0,0.0
668,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,28.0,1987.0,35.0,5.0,,11.0,,,0.31,,0.45,,0.0,0.0
669,Dante,br BRA,DF,Wolfsburg,Bundesliga,31.0,1983.0,22.9,1.0,,2.0,,,0.09,,0.5,,0.0,0.0
670,Dante,br BRA,DF,Bayern Munich,Bundesliga,31.0,1983.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
671,Romain Danzé,fr FRA,DF,Rennes,Ligue 1,29.0,1986.0,17.9,0.0,,4.0,,,0.22,,0.0,,0.0,0.0
672,Fabio Daprelà,ch SUI,"DF,MF",Carpi,Serie A,24.0,1991.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
673,Fabio Daprelà,ch SUI,MF,Palermo,Serie A,24.0,1991.0,1.7,0.0,,0.0,,,0.0,,,,0.0,0.0
674,Stéphane Darbion,fr FRA,MF,Troyes,Ligue 1,31.0,1984.0,18.4,1.0,,13.0,,,0.71,,0.08,,0.0,0.0
676,Sergi Darder,es ESP,MF,Málaga,La Liga,21.0,1993.0,0.9,0.0,3.0,1.0,33.3,3.21,1.07,0.0,0.0,,0.0,0.0
677,Sergi Darder,es ESP,MF,Lyon,Ligue 1,21.0,1993.0,16.4,2.0,,8.0,,,0.49,,0.25,,0.0,0.0
678,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,24.0,1990.0,28.8,5.0,,16.0,,,0.56,,0.31,,0.0,0.0
679,Karl Darlow,eng ENG,GK,Newcastle Utd,Premier League,24.0,1990.0,9.0,0.0,,0.0,,,0.0,,,,0.0,0.0
680,Matteo Darmian,it ITA,DF,Manchester Utd,Premier League,25.0,1989.0,21.4,1.0,,1.0,,,0.05,,1.0,,0.0,0.0
681,Ben Davies,wls WAL,DF,Tottenham,Premier League,22.0,1993.0,14.3,0.0,,2.0,,,0.14,,0.0,,0.0,0.0
682,Tom Davies,eng ENG,FW,Everton,Premier League,17.0,1998.0,1.1,0.0,,0.0,,,0.0,,,,0.0,0.0
683,Kelvin Davis,eng ENG,GK,Southampton,Premier League,38.0,1976.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
684,Steven Davis,nir NIR,MF,Southampton,Premier League,30.0,1985.0,28.9,5.0,,9.0,,,0.31,,0.56,,0.0,0.0
685,Craig Dawson,eng ENG,DF,West Brom,Premier League,25.0,1990.0,37.6,4.0,,8.0,,,0.21,,0.5,,0.0,0.0
686,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,24.0,1991.0,22.2,7.0,,25.0,,,1.12,,0.28,,0.0,0.0
687,Kevin De Bruyne,be BEL,MF,Wolfsburg,Bundesliga,24.0,1991.0,1.8,0.0,,3.0,,,1.65,,0.0,,0.0,0.0
688,Paolo De Ceglie,it ITA,DF,Marseille,Ligue 1,28.0,1986.0,3.4,0.0,,1.0,,,0.3,,0.0,,0.0,0.0
689,Ritchie De Laet,be BEL,DF,Leicester City,Premier League,26.0,1988.0,7.3,1.0,,1.0,,,0.14,,1.0,,0.0,0.0
690,Sebastien De Maio,fr FRA,DF,Genoa,Serie A,28.0,1987.0,24.8,1.0,,4.0,,,0.16,,0.25,,0.0,0.0
691,Rodrigo De Paul,ar ARG,"MF,FW",Valencia,La Liga,21.0,1994.0,5.8,0.0,10.0,2.0,20.0,1.73,0.35,0.0,0.0,,0.0,0.0
692,Nill De Pauw,cd COD,MF,Guingamp,Ligue 1,25.0,1990.0,4.1,0.0,,4.0,,,0.99,,0.0,,0.0,0.0
693,Daniele De Rossi,it ITA,"MF,DF",Roma,Serie A,32.0,1983.0,21.2,1.0,,2.0,,,0.09,,0.5,,0.0,0.0
694,Morgan De Sanctis,it ITA,GK,Roma,Serie A,38.0,1977.0,4.0,0.0,,0.0,,,0.0,,,,0.0,0.0
695,Mattia De Sciglio,it ITA,DF,Milan,Serie A,22.0,1992.0,20.4,0.0,,2.0,,,0.1,,0.0,,0.0,0.0
696,Lorenzo De Silvestri,it ITA,"MF,DF",Sampdoria,Serie A,27.0,1988.0,15.5,1.0,,5.0,,,0.32,,0.2,,0.0,0.0
697,Lucas Deaux,fr FRA,"MF,DF",Nantes,Ligue 1,26.0,1988.0,13.2,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
698,Mathieu Debuchy,fr FRA,DF,Arsenal,Premier League,30.0,1985.0,1.6,0.0,,0.0,,,0.0,,,,0.0,0.0
699,Mathieu Debuchy,fr FRA,DF,Bordeaux,Ligue 1,30.0,1985.0,8.7,0.0,,2.0,,,0.23,,0.0,,0.0,0.0
700,Troy Deeney,eng ENG,"FW,MF",Watford,Premier League,27.0,1988.0,36.6,13.0,,31.0,,,0.85,,0.23,,6.0,7.0
702,Jermain Defoe,eng ENG,FW,Sunderland,Premier League,32.0,1982.0,28.3,15.0,,39.0,,,1.38,,0.36,,1.0,1.0
703,Grégoire Defrel,mq MTQ,FW,Sassuolo,Serie A,24.0,1991.0,22.8,7.0,,15.0,,,0.66,,0.47,,0.0,0.0
704,Romain Del Castillo,fr FRA,"FW,MF",Lyon,Ligue 1,19.0,1996.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
705,Damien Delaney,ie IRL,DF,Crystal Palace,Premier League,34.0,1981.0,32.0,2.0,,7.0,,,0.22,,0.29,,0.0,0.0
706,Jonathan Delaplace,fr FRA,MF,Caen,Ligue 1,29.0,1986.0,17.3,0.0,,5.0,,,0.29,,0.0,,0.0,0.0
707,Fabio Della Giovanna,it ITA,DF,Inter,Serie A,18.0,1997.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
708,Andy Delort,dz ALG,FW,Caen,Ligue 1,23.0,1991.0,34.9,12.0,,62.0,,,1.78,,0.13,,4.0,5.0
709,Fabian Delph,eng ENG,MF,Manchester City,Premier League,25.0,1989.0,8.4,2.0,,5.0,,,0.6,,0.4,,0.0,0.0
710,Mana Dembélé,ml MLI,FW,Guingamp,Ligue 1,26.0,1988.0,4.8,0.0,,3.0,,,0.62,,0.0,,0.0,0.0
711,Mousa Dembélé,be BEL,MF,Tottenham,Premier League,28.0,1987.0,25.2,3.0,,9.0,,,0.36,,0.33,,0.0,0.0
712,Ousmane Dembélé,fr FRA,"MF,FW",Rennes,Ligue 1,18.0,1997.0,21.1,12.0,,28.0,,,1.33,,0.39,,1.0,1.0
713,Martín Demichelis,ar ARG,DF,Manchester City,Premier League,34.0,1980.0,11.3,0.0,,0.0,,,0.0,,,,0.0,0.0
714,Johannes van den Bergh,de GER,MF,Hertha BSC,Bundesliga,28.0,1986.0,2.6,0.0,,1.0,,,0.38,,0.0,,0.0,0.0
715,Germán Denis,ar ARG,FW,Atalanta,Serie A,33.0,1981.0,10.8,4.0,,10.0,,,0.92,,0.3,,1.0,2.0
716,Mathieu Deplagne,fr FRA,DF,Montpellier,Ligue 1,23.0,1991.0,20.0,0.0,,2.0,,,0.1,,0.0,,0.0,0.0
717,Rafael van der Vaart,nl NED,MF,Betis,La Liga,32.0,1983.0,2.0,0.0,6.0,1.0,16.7,3.0,0.5,0.0,0.0,,0.0,0.0
718,Gregory van der Wiel,nl NED,DF,Paris S-G,Ligue 1,27.0,1988.0,15.3,2.0,,5.0,,,0.33,,0.4,,0.0,0.0
719,Mattia Destro,it ITA,FW,Bologna,Serie A,24.0,1991.0,23.7,8.0,,27.0,,,1.14,,0.22,,2.0,3.0
720,Gerard Deulofeu,es ESP,"MF,FW",Everton,Premier League,21.0,1994.0,15.4,2.0,,6.0,,,0.39,,0.33,,0.0,0.0
721,Antoine Devaux,fr FRA,MF,Reims,Ligue 1,30.0,1985.0,31.2,1.0,,8.0,,,0.26,,0.13,,0.0,0.0
722,Deyverson,br BRA,FW,Levante,La Liga,24.0,1991.0,24.0,9.0,69.0,30.0,43.5,2.87,1.25,0.13,0.3,,0.0,0.0
723,Jean Deza,pe PER,"MF,FW",Montpellier,Ligue 1,22.0,1993.0,2.1,0.0,,1.0,,,0.47,,0.0,,0.0,0.0
724,Antonio Di Gaudio,it ITA,"MF,FW",Carpi,Serie A,25.0,1989.0,16.7,3.0,,10.0,,,0.6,,0.3,,0.0,0.0
725,Lorenzo Di Livio,it ITA,MF,Roma,Serie A,18.0,1997.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
726,Ángel Di María,ar ARG,"FW,MF",Paris S-G,Ligue 1,27.0,1988.0,23.6,10.0,,26.0,,,1.1,,0.38,,0.0,0.0
728,Antonio Di Natale,it ITA,FW,Udinese,Serie A,37.0,1977.0,12.8,2.0,,13.0,,,1.02,,0.08,,1.0,1.0
729,Franco Di Santo,ar ARG,FW,Schalke 04,Bundesliga,26.0,1989.0,14.5,2.0,,7.0,,,0.48,,0.29,,0.0,0.0
730,Issiar Dia,sn SEN,FW,Gazélec Ajaccio,Ligue 1,28.0,1987.0,4.0,0.0,,3.0,,,0.75,,0.0,,0.0,0.0
731,Cheick Diabaté,ml MLI,FW,Bordeaux,Ligue 1,27.0,1988.0,16.0,10.0,,18.0,,,1.13,,0.5,,1.0,1.0
732,Abou Diaby,fr FRA,MF,Marseille,Ligue 1,29.0,1986.0,1.5,0.0,,0.0,,,0.0,,,,0.0,0.0
733,Fallou Diagne,sn SEN,DF,Rennes,Ligue 1,25.0,1989.0,20.6,5.0,,6.0,,,0.29,,0.5,,2.0,2.0
734,Modibo Diakité,fr FRA,DF,Frosinone,Serie A,28.0,1987.0,18.0,1.0,,3.0,,,0.17,,0.33,,0.0,0.0
735,Modibo Diakité,fr FRA,DF,Sampdoria,Serie A,28.0,1987.0,7.2,0.0,,1.0,,,0.14,,0.0,,0.0,0.0
736,Abdoulaye Diallo,sn SEN,GK,Rennes,Ligue 1,23.0,1992.0,7.0,0.0,,0.0,,,0.0,,,,0.0,0.0
737,Mustapha Diallo,sn SEN,MF,Guingamp,Ligue 1,29.0,1986.0,21.3,1.0,,9.0,,,0.42,,0.11,,0.0,0.0
738,Sadio Diallo,gn GUI,"MF,FW",Bastia,Ligue 1,24.0,1990.0,7.9,2.0,,6.0,,,0.76,,0.33,,0.0,0.0
739,Alessandro Diamanti,it ITA,"FW,MF",Watford,Premier League,32.0,1983.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
740,Alessandro Diamanti,it ITA,"FW,MF",Atalanta,Serie A,32.0,1983.0,9.5,1.0,,5.0,,,0.53,,0.2,,0.0,0.0
741,Lassana Diarra,fr FRA,MF,Marseille,Ligue 1,30.0,1985.0,23.2,1.0,,2.0,,,0.09,,0.5,,0.0,0.0
742,Amadou Diawara,gn GUI,MF,Bologna,Serie A,18.0,1997.0,30.3,0.0,,1.0,,,0.03,,0.0,,0.0,0.0
743,Júnior Díaz,cr CRC,DF,Darmstadt 98,Bundesliga,31.0,1983.0,9.6,0.0,,0.0,,,0.0,,,,0.0,0.0
744,Marcelo Díaz,cl CHI,MF,Celta Vigo,La Liga,28.0,1986.0,10.9,0.0,12.0,1.0,8.3,1.1,0.09,0.0,0.0,,0.0,0.0
745,Marcelo Díaz,cl CHI,MF,Hamburger SV,Bundesliga,28.0,1986.0,5.2,0.0,,4.0,,,0.77,,0.0,,0.0,0.0
746,Néstor Díaz,es ESP,GK,Celta Vigo,La Liga,23.0,1992.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
747,Daniel Didavi,de GER,"MF,FW",Stuttgart,Bundesliga,25.0,1990.0,26.9,13.0,,42.0,,,1.56,,0.26,,2.0,2.0
748,Étienne Didot,fr FRA,MF,Toulouse,Ligue 1,32.0,1983.0,18.2,0.0,,3.0,,,0.16,,0.0,,0.0,0.0
749,Serey Die,ci CIV,MF,Stuttgart,Bundesliga,30.0,1984.0,20.2,1.0,,2.0,,,0.1,,0.5,,0.0,0.0
750,Diego,br BRA,"MF,FW",Reims,Ligue 1,27.0,1988.0,16.1,3.0,,9.0,,,0.56,,0.22,,1.0,1.0
751,Dennis Diekmeier,de GER,DF,Hamburger SV,Bundesliga,25.0,1989.0,16.1,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
752,Eric Dier,eng ENG,MF,Tottenham,Premier League,21.0,1994.0,36.3,3.0,,7.0,,,0.19,,0.43,,0.0,0.0
754,Charles Diers,fr FRA,MF,Angers,Ligue 1,34.0,1981.0,5.4,1.0,,2.0,,,0.37,,0.5,,0.0,0.0
755,Tim Dierßen,de GER,MF,Hannover 96,Bundesliga,19.0,1996.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
756,Didier Digard,fr FRA,MF,Betis,La Liga,29.0,1986.0,3.3,0.0,2.0,1.0,50.0,0.6,0.3,0.0,0.0,,0.0,0.0
757,Lucas Digne,fr FRA,DF,Roma,Serie A,22.0,1993.0,31.7,3.0,,7.0,,,0.22,,0.43,,0.0,0.0
758,Ismaël Diomandé,ci CIV,MF,Caen,Ligue 1,22.0,1992.0,4.5,0.0,,6.0,,,1.33,,0.0,,0.0,0.0
759,Ismaël Diomandé,ci CIV,MF,Saint-Étienne,Ligue 1,22.0,1992.0,3.4,0.0,,2.0,,,0.59,,0.0,,0.0,0.0
760,Federico Dionisi,it ITA,FW,Frosinone,Serie A,28.0,1987.0,27.1,9.0,,25.0,,,0.92,,0.32,,1.0,1.0
761,Issa Diop,fr FRA,DF,Toulouse,Ligue 1,18.0,1997.0,21.0,1.0,,2.0,,,0.1,,0.5,,0.0,0.0
762,Papakouli Diop,sn SEN,MF,Espanyol,La Liga,29.0,1986.0,27.6,3.0,22.0,8.0,36.4,0.8,0.29,0.14,0.38,,0.0,0.0
763,Assane Dioussé,sn SEN,MF,Empoli,Serie A,17.0,1997.0,9.6,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
764,Nabil Dirar,ma MAR,"MF,FW",Monaco,Ligue 1,29.0,1986.0,17.2,2.0,,10.0,,,0.58,,0.2,,0.0,0.0
765,Sylvain Distin,fr FRA,DF,Bournemouth,Premier League,37.0,1977.0,9.4,0.0,,0.0,,,0.0,,,,0.0,0.0
766,Brice Dja Djédjé,ci CIV,DF,Marseille,Ligue 1,24.0,1990.0,16.4,0.0,,4.0,,,0.24,,0.0,,0.0,0.0
767,Constant Djakpa,ci CIV,"DF,MF",Eint Frankfurt,Bundesliga,28.0,1986.0,8.4,0.0,,1.0,,,0.12,,0.0,,0.0,0.0
768,Koffi Djidji,ci CIV,DF,Nantes,Ligue 1,22.0,1992.0,19.9,0.0,,0.0,,,0.0,,,,0.0,0.0
769,Alexander Djiku,gh GHA,DF,Bastia,Ligue 1,20.0,1994.0,16.8,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
770,Papy Djilobodji,sn SEN,DF,Werder Bremen,Bundesliga,26.0,1988.0,14.0,2.0,,10.0,,,0.71,,0.2,,0.0,0.0
771,Berat Djimsiti,al ALB,DF,Atalanta,Serie A,22.0,1993.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0
772,Johan Djourou,ch SUI,DF,Hamburger SV,Bundesliga,28.0,1987.0,25.5,2.0,,3.0,,,0.12,,0.67,,0.0,0.0
773,Dodô,br BRA,"MF,DF",Sampdoria,Serie A,23.0,1992.0,15.8,0.0,,2.0,,,0.13,,0.0,,0.0,0.0
774,Joe Dodoo,eng ENG,"FW,MF",Leicester City,Premier League,20.0,1995.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
775,Jaume Doménech,es ESP,GK,Valencia,La Liga,24.0,1990.0,17.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
776,Álvaro Domínguez,es ESP,DF,M'Gladbach,Bundesliga,26.0,1989.0,5.3,0.0,,0.0,,,0.0,,,,0.0,0.0
777,Juan Domínguez,es ESP,MF,La Coruña,La Liga,25.0,1990.0,2.1,0.0,3.0,1.0,33.3,1.46,0.49,0.0,0.0,,0.0,0.0
778,Maurizio Domizzi,it ITA,DF,Udinese,Serie A,35.0,1980.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0
780,Giulio Donati,it ITA,DF,Mainz 05,Bundesliga,25.0,1990.0,10.4,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
781,Giulio Donati,it ITA,DF,Leverkusen,Bundesliga,25.0,1990.0,10.3,0.0,,4.0,,,0.39,,0.0,,0.0,0.0
782,Ji Dong-won,kr KOR,"MF,FW",Augsburg,Bundesliga,24.0,1991.0,8.8,0.0,,3.0,,,0.34,,0.0,,0.0,0.0
783,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,16.0,1999.0,29.2,0.0,,0.0,,,0.0,,,,0.0,0.0
784,Godfred Donsah,gh GHA,MF,Bologna,Serie A,19.0,1996.0,14.9,2.0,,9.0,,,0.6,,0.22,,0.0,0.0
785,Férébory Doré,cg CGO,"FW,MF",Angers,Ligue 1,26.0,1989.0,6.9,0.0,,1.0,,,0.15,,0.0,,0.0,0.0
786,Dória,br BRA,DF,Granada,La Liga,20.0,1994.0,6.9,0.0,2.0,0.0,0.0,0.29,0.0,0.0,,,0.0,0.0
787,Graham Dorrans,sct SCO,MF,Norwich City,Premier League,28.0,1987.0,14.3,0.0,,3.0,,,0.21,,0.0,,0.0,0.0
788,Jonathan dos Santos,mx MEX,MF,Villarreal,La Liga,25.0,1990.0,19.5,0.0,17.0,6.0,35.3,0.87,0.31,0.0,0.0,,0.0,0.0
789,Laurent Dos Santos,fr FRA,DF,Guingamp,Ligue 1,21.0,1993.0,6.7,0.0,,1.0,,,0.15,,0.0,,0.0,0.0
790,Mauro dos Santos,ar ARG,DF,Eibar,La Liga,26.0,1989.0,29.8,0.0,12.0,5.0,41.7,0.4,0.17,0.0,0.0,,0.0,0.0
791,Bas Dost,nl NED,FW,Wolfsburg,Bundesliga,26.0,1989.0,15.2,8.0,,16.0,,,1.06,,0.44,,1.0,1.0
792,Nicolas Douchez,fr FRA,GK,Paris S-G,Ligue 1,35.0,1980.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
793,Abdoulaye Doucouré,ml MLI,MF,Granada,La Liga,22.0,1993.0,12.9,0.0,10.0,0.0,0.0,0.78,0.0,0.0,,,0.0,0.0
794,Abdoulaye Doucouré,ml MLI,"MF,FW",Rennes,Ligue 1,22.0,1993.0,10.5,2.0,,7.0,,,0.67,,0.29,,0.0,0.0
795,Douglas,br BRA,DF,Barcelona,La Liga,24.0,1990.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
796,Seydou Doumbia,ci CIV,FW,Newcastle Utd,Premier League,27.0,1987.0,0.4,0.0,,1.0,,,2.81,,0.0,,0.0,0.0
797,Tongo Doumbia,ml MLI,MF,Toulouse,Ligue 1,25.0,1989.0,21.0,1.0,,13.0,,,0.62,,0.08,,0.0,0.0
798,Kieran Dowell,eng ENG,MF,Everton,Premier League,17.0,1997.0,0.8,0.0,,0.0,,,0.0,,,,0.0,0.0
799,Boukary Dramé,sn SEN,"DF,MF",Atalanta,Serie A,30.0,1985.0,22.8,0.0,,5.0,,,0.22,,0.0,,0.0,0.0
800,Julian Draxler,de GER,MF,Wolfsburg,Bundesliga,21.0,1993.0,16.9,5.0,,18.0,,,1.07,,0.28,,0.0,0.0
801,Julian Draxler,de GER,MF,Schalke 04,Bundesliga,21.0,1993.0,2.8,1.0,,2.0,,,0.71,,0.5,,0.0,0.0
802,Dejan Dražić,rs SRB,MF,Celta Vigo,La Liga,19.0,1995.0,1.2,0.0,1.0,0.0,0.0,0.86,0.0,0.0,,,0.0,0.0
803,Matthieu Dreyer,fr FRA,GK,Troyes,Ligue 1,26.0,1989.0,15.0,0.0,,0.0,,,0.0,,,,0.0,0.0
804,Danny Drinkwater,eng ENG,MF,Leicester City,Premier League,25.0,1990.0,33.7,3.0,,9.0,,,0.27,,0.33,,0.0,0.0
806,Josip Drmić,ch SUI,MF,Hamburger SV,Bundesliga,22.0,1992.0,4.6,1.0,,3.0,,,0.65,,0.33,,0.0,0.0
807,Josip Drmić,ch SUI,FW,M'Gladbach,Bundesliga,22.0,1992.0,5.0,1.0,,2.0,,,0.4,,0.5,,0.0,0.0
808,Jaroslav Drobný,cz CZE,GK,Hamburger SV,Bundesliga,35.0,1979.0,9.4,0.0,,0.0,,,0.0,,,,0.0,0.0
809,Óscar Duarte,cr CRC,"DF,MF",Espanyol,La Liga,26.0,1989.0,13.3,1.0,8.0,3.0,37.5,0.6,0.23,0.13,0.33,,0.0,0.0
810,Rubén Duarte,es ESP,DF,Espanyol,La Liga,19.0,1995.0,20.7,0.0,11.0,2.0,18.2,0.53,0.1,0.0,0.0,,0.0,0.0
811,Leo Dubois,fr FRA,DF,Nantes,Ligue 1,20.0,1994.0,22.0,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
812,David Ducourtioux,fr FRA,MF,Gazélec Ajaccio,Ligue 1,37.0,1978.0,29.5,0.0,,5.0,,,0.17,,0.0,,0.0,0.0
813,Duda,pt POR,MF,Málaga,La Liga,35.0,1980.0,11.9,1.0,23.0,8.0,34.8,1.93,0.67,0.04,0.13,,0.0,1.0
814,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,23.0,1991.0,21.0,1.0,,1.0,,,0.05,,1.0,,0.0,0.0
