,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
186,Keita Baldé,sn SEN,FW,Lazio,Serie A,20.0,1995.0,19.7,4.0,,27.0,,,1.37,,0.15,,0.0,0.0
187,Gareth Bale,wls WAL,"FW,MF",Real Madrid,La Liga,26.0,1989.0,19.3,19.0,81.0,36.0,44.4,4.21,1.87,0.23,0.53,,0.0,0.0
188,Mikel Balenziaga,es ESP,DF,Athletic Club,La Liga,27.0,1988.0,32.3,0.0,8.0,0.0,0.0,0.25,0.0,0.0,,,0.0,0.0
189,Florent Balmont,fr FRA,MF,Lille,Ligue 1,35.0,1980.0,21.4,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
190,Norbert Balogh,hu HUN,FW,Palermo,Serie A,19.0,1996.0,0.6,0.0,,1.0,,,1.64,,0.0,,0.0,0.0
191,Leon Balogun,ng NGA,DF,Mainz 05,Bundesliga,27.0,1988.0,16.8,1.0,,1.0,,,0.06,,1.0,,0.0,0.0
192,Mario Balotelli,it ITA,FW,Milan,Serie A,24.0,1990.0,9.3,1.0,,12.0,,,1.29,,0.08,,0.0,1.0
193,Jonathan Bamba,fr FRA,"FW,MF",Saint-Étienne,Ligue 1,19.0,1996.0,3.3,1.0,,2.0,,,0.61,,0.5,,0.0,0.0
194,Patrick Bamford,eng ENG,FW,Norwich City,Premier League,21.0,1993.0,2.6,0.0,,1.0,,,0.38,,0.0,,0.0,0.0
195,Patrick Bamford,eng ENG,"FW,MF",Crystal Palace,Premier League,21.0,1993.0,1.4,0.0,,3.0,,,2.18,,0.0,,0.0,0.0
196,Yacine Bammou,ma MAR,"MF,FW",Nantes,Ligue 1,23.0,1991.0,16.9,4.0,,13.0,,,0.77,,0.31,,0.0,0.0
197,Éver Banega,ar ARG,MF,Sevilla,La Liga,27.0,1988.0,19.1,5.0,39.0,19.0,48.7,2.04,1.0,0.1,0.21,,1.0,1.0
198,Lass Bangoura,gn GUI,MF,Rayo Vallecano,La Liga,23.0,1992.0,8.9,0.0,18.0,5.0,27.8,2.01,0.56,0.0,0.0,,0.0,0.0
199,Lass Bangoura,gn GUI,"FW,MF",Reims,Ligue 1,23.0,1992.0,4.7,1.0,,4.0,,,0.86,,0.25,,0.0,0.0
200,Léo Baptistão,br BRA,FW,Villarreal,La Liga,22.0,1992.0,14.1,3.0,32.0,9.0,28.1,2.27,0.64,0.09,0.33,,0.0,0.0
201,Federico Barba,it ITA,DF,Empoli,Serie A,21.0,1993.0,9.9,0.0,,0.0,,,0.0,,,,0.0,0.0
202,Federico Barba,it ITA,DF,Stuttgart,Bundesliga,21.0,1993.0,1.5,1.0,,1.0,,,0.65,,1.0,,0.0,0.0
203,Danilo Barbosa,br BRA,MF,Valencia,La Liga,19.0,1996.0,15.1,0.0,15.0,3.0,20.0,0.99,0.2,0.0,0.0,,0.0,0.0
204,Mariano Barbosa,ar ARG,GK,Villarreal,La Liga,31.0,1984.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
205,Francesco Bardi,it ITA,GK,Frosinone,Serie A,23.0,1992.0,1.3,0.0,,0.0,,,0.0,,,,0.0,0.0
206,Phil Bardsley,sct SCO,DF,Stoke City,Premier League,30.0,1985.0,9.1,0.0,,2.0,,,0.22,,0.0,,0.0,0.0
208,Philipp Bargfrede,de GER,MF,Werder Bremen,Bundesliga,26.0,1989.0,13.1,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
209,Ross Barkley,eng ENG,MF,Everton,Premier League,21.0,1993.0,34.2,8.0,,29.0,,,0.85,,0.21,,2.0,2.0
210,Abdelaziz Barrada,ma MAR,MF,Marseille,Ligue 1,26.0,1989.0,16.0,1.0,,8.0,,,0.5,,0.13,,0.0,1.0
211,Antonio Barragán,es ESP,DF,Valencia,La Liga,28.0,1987.0,18.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
212,David Barral,es ESP,FW,Granada,La Liga,32.0,1983.0,4.1,0.0,18.0,5.0,27.8,4.37,1.21,0.0,0.0,,0.0,0.0
213,Iñigo Barrenetxea,es ESP,MF,Eibar,La Liga,21.0,1994.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
214,Álex Barrera,es ESP,MF,Sporting Gijón,La Liga,24.0,1991.0,0.7,0.0,2.0,1.0,50.0,2.9,1.45,0.0,0.0,,0.0,0.0
215,Édgar Barreto,py PAR,MF,Sampdoria,Serie A,31.0,1984.0,24.0,0.0,,2.0,,,0.08,,0.0,,0.0,0.0
216,Modou Barrow,gm GAM,"MF,FW",Swansea City,Premier League,22.0,1992.0,8.8,1.0,,4.0,,,0.46,,0.25,,0.0,0.0
217,Gareth Barry,eng ENG,MF,Everton,Premier League,34.0,1981.0,31.5,0.0,,4.0,,,0.13,,0.0,,0.0,0.0
218,Fin Bartels,de GER,"MF,FW",Werder Bremen,Bundesliga,28.0,1987.0,23.0,8.0,,21.0,,,0.91,,0.38,,0.0,0.0
219,Maxime Barthelmé,fr FRA,MF,Lorient,Ligue 1,26.0,1988.0,14.0,0.0,,7.0,,,0.5,,0.0,,0.0,0.0
220,Kyle Bartley,eng ENG,DF,Swansea City,Premier League,24.0,1991.0,3.2,0.0,,0.0,,,0.0,,,,0.0,0.0
221,Marc Bartra,es ESP,DF,Barcelona,La Liga,24.0,1991.0,5.6,2.0,5.0,2.0,40.0,0.89,0.36,0.4,1.0,,0.0,0.0
222,Andrea Barzagli,it ITA,DF,Juventus,Serie A,34.0,1981.0,30.4,1.0,,1.0,,,0.03,,1.0,,0.0,0.0
223,Marko Baša,me MNE,DF,Lille,Ligue 1,32.0,1982.0,14.8,0.0,,3.0,,,0.2,,0.0,,0.0,0.0
224,Daniele Baselli,it ITA,MF,Torino,Serie A,23.0,1992.0,25.2,4.0,,14.0,,,0.56,,0.29,,0.0,0.0
225,Davide Bassi,it ITA,GK,Atalanta,Serie A,30.0,1985.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
226,Sébastien Bassong,cm CMR,DF,Norwich City,Premier League,29.0,1986.0,31.0,1.0,,3.0,,,0.1,,0.33,,0.0,0.0
227,Dušan Basta,rs SRB,DF,Lazio,Serie A,30.0,1984.0,20.2,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
228,Borja Bastón,es ESP,FW,Eibar,La Liga,22.0,1992.0,28.6,18.0,93.0,42.0,45.2,3.26,1.47,0.16,0.36,,3.0,3.0
229,Michy Batshuayi,be BEL,FW,Marseille,Ligue 1,21.0,1993.0,32.6,17.0,,58.0,,,1.78,,0.26,,2.0,2.0
230,Robert Bauer,de GER,DF,Ingolstadt 04,Bundesliga,20.0,1995.0,18.7,1.0,,1.0,,,0.05,,1.0,,0.0,0.0
231,Oliver Baumann,de GER,GK,Hoffenheim,Bundesliga,25.0,1990.0,33.0,0.0,,0.0,,,0.0,,,,0.0,0.0
232,Timo Baumgartl,de GER,DF,Stuttgart,Bundesliga,19.0,1996.0,17.2,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
234,Julian Baumgartlinger,at AUT,MF,Mainz 05,Bundesliga,27.0,1988.0,30.2,2.0,,5.0,,,0.17,,0.4,,0.0,0.0
235,Alexander Baumjohann,de GER,MF,Hertha BSC,Bundesliga,28.0,1987.0,5.0,1.0,,3.0,,,0.6,,0.0,,1.0,1.0
236,Éric Bauthéac,fr FRA,"FW,MF",Lille,Ligue 1,27.0,1987.0,24.0,2.0,,12.0,,,0.5,,0.17,,0.0,0.0
237,Jon Bautista,es ESP,FW,Real Sociedad,La Liga,20.0,1995.0,1.3,1.0,4.0,2.0,50.0,3.05,1.53,0.25,0.5,,0.0,0.0
238,Moustapha Bayal Sall,sn SEN,DF,Saint-Étienne,Ligue 1,29.0,1985.0,26.2,3.0,,5.0,,,0.19,,0.6,,0.0,0.0
239,Paul Baysse,fr FRA,DF,Nice,Ligue 1,27.0,1988.0,28.7,0.0,,6.0,,,0.21,,0.0,,0.0,0.0
240,Noah Joel Sarenren Bazee,ng NGA,"MF,DF",Hannover 96,Bundesliga,18.0,1996.0,4.2,0.0,,4.0,,,0.95,,0.0,,0.0,0.0
241,Hervé Bazile,ht HAI,"MF,FW",Caen,Ligue 1,25.0,1990.0,12.0,0.0,,10.0,,,0.83,,0.0,,0.0,0.0
242,Claudio Beauvue,gp GLP,"MF,FW",Celta Vigo,La Liga,27.0,1988.0,5.6,1.0,11.0,4.0,36.4,1.96,0.71,0.09,0.25,,0.0,0.0
243,Claudio Beauvue,gp GLP,FW,Lyon,Ligue 1,27.0,1988.0,14.2,5.0,,22.0,,,1.55,,0.18,,1.0,1.0
244,Bebé,cv CPV,MF,Rayo Vallecano,La Liga,25.0,1990.0,24.9,3.0,80.0,21.0,26.3,3.22,0.84,0.04,0.14,,0.0,0.0
245,Uffe Bech,dk DEN,"MF,FW",Hannover 96,Bundesliga,22.0,1993.0,7.6,1.0,,3.0,,,0.4,,0.33,,0.0,0.0
246,Henri Bedimo,cm CMR,DF,Lyon,Ligue 1,31.0,1984.0,13.6,0.0,,3.0,,,0.22,,0.0,,0.0,0.0
247,Alejandro Bedoya,us USA,MF,Nantes,Ligue 1,28.0,1987.0,22.8,3.0,,17.0,,,0.74,,0.18,,0.0,0.0
248,Roy Beerens,nl NED,MF,Hertha BSC,Bundesliga,27.0,1987.0,1.2,0.0,,0.0,,,0.0,,,,0.0,0.0
249,Asmir Begović,ba BIH,GK,Chelsea,Premier League,28.0,1987.0,15.5,0.0,,0.0,,,0.0,,,,0.0,0.0
250,Julien Bègue,re REU,MF,Guingamp,Ligue 1,21.0,1993.0,0.5,0.0,,1.0,,,1.96,,0.0,,0.0,0.0
251,Valon Behrami,ch SUI,MF,Watford,Premier League,30.0,1985.0,14.2,0.0,,0.0,,,0.0,,,,0.0,0.0
252,Maximilian Beister,de GER,"FW,MF",Mainz 05,Bundesliga,24.0,1990.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
253,Vid Belec,si SVN,GK,Carpi,Serie A,25.0,1990.0,30.0,0.0,,0.0,,,0.0,,,,0.0,0.0
254,Younès Belhanda,ma MAR,MF,Schalke 04,Bundesliga,25.0,1990.0,9.0,2.0,,7.0,,,0.77,,0.29,,0.0,0.0
255,Stefan Bell,de GER,DF,Mainz 05,Bundesliga,23.0,1991.0,29.3,1.0,,8.0,,,0.27,,0.13,,0.0,0.0
256,Karim Bellarabi,de GER,MF,Leverkusen,Bundesliga,25.0,1990.0,28.8,6.0,,28.0,,,0.97,,0.21,,0.0,0.0
257,Héctor Bellerín,es ESP,DF,Arsenal,Premier League,20.0,1995.0,36.0,1.0,,3.0,,,0.08,,0.33,,0.0,0.0
258,Gianpaolo Bellini,it ITA,DF,Atalanta,Serie A,35.0,1980.0,10.5,1.0,,1.0,,,0.1,,0.0,,1.0,1.0
260,François Bellugou,fr FRA,"MF,DF",Lorient,Ligue 1,28.0,1987.0,25.5,0.0,,0.0,,,0.0,,,,0.0,0.0
261,Andrea Belotti,it ITA,FW,Torino,Serie A,21.0,1993.0,28.8,12.0,,29.0,,,1.01,,0.28,,4.0,4.0
262,Hatem Ben Arfa,fr FRA,"FW,MF",Nice,Ligue 1,28.0,1987.0,31.4,17.0,,34.0,,,1.08,,0.35,,5.0,5.0
263,Chaouki Ben Saada,tn TUN,"MF,FW",Troyes,Ligue 1,31.0,1984.0,9.1,1.0,,11.0,,,1.21,,0.09,,0.0,0.0
264,Wissam Ben Yedder,fr FRA,FW,Toulouse,Ligue 1,24.0,1990.0,32.0,17.0,,49.0,,,1.53,,0.31,,2.0,3.0
265,Syam Ben Youssef,tn TUN,DF,Caen,Ligue 1,26.0,1989.0,16.4,3.0,,3.0,,,0.18,,1.0,,0.0,0.0
266,Änis Ben-Hatira,tn TUN,MF,Eint Frankfurt,Bundesliga,27.0,1988.0,6.7,1.0,,6.0,,,0.89,,0.17,,0.0,0.0
267,Diego Benaglio,ch SUI,GK,Wolfsburg,Bundesliga,31.0,1983.0,21.0,0.0,,0.0,,,0.0,,,,0.0,0.0
268,Youssef Benali,ma MAR,"FW,MF",Toulouse,Ligue 1,20.0,1995.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
269,Yohan Benalouane,tn TUN,DF,Leicester City,Premier League,28.0,1987.0,0.8,0.0,,0.0,,,0.0,,,,0.0,0.0
270,Marco Benassi,it ITA,MF,Torino,Serie A,20.0,1994.0,21.2,3.0,,16.0,,,0.75,,0.19,,0.0,0.0
271,Medhi Benatia,ma MAR,DF,Bayern Munich,Bundesliga,28.0,1987.0,10.9,1.0,,2.0,,,0.18,,0.5,,0.0,0.0
272,Lars Bender,de GER,"MF,DF",Leverkusen,Bundesliga,26.0,1989.0,9.8,1.0,,5.0,,,0.51,,0.2,,0.0,0.0
273,Sven Bender,de GER,"DF,MF",Dortmund,Bundesliga,26.0,1989.0,13.8,0.0,,1.0,,,0.07,,0.0,,0.0,0.0
274,Nicklas Bendtner,dk DEN,FW,Wolfsburg,Bundesliga,27.0,1988.0,4.6,2.0,,2.0,,,0.43,,1.0,,0.0,0.0
275,Nicolas Benezet,fr FRA,"MF,FW",Guingamp,Ligue 1,24.0,1991.0,13.7,4.0,,8.0,,,0.58,,0.5,,0.0,0.0
276,Pierre Bengtsson,se SWE,DF,Mainz 05,Bundesliga,27.0,1988.0,14.1,0.0,,2.0,,,0.14,,0.0,,0.0,0.0
277,Ryan Bennett,eng ENG,DF,Norwich City,Premier League,25.0,1990.0,20.4,0.0,,3.0,,,0.15,,0.0,,0.0,0.0
278,Saïd Benrahma,dz ALG,"FW,MF",Nice,Ligue 1,19.0,1995.0,1.5,2.0,,2.0,,,1.33,,1.0,,0.0,0.0
279,Saïd Benrahma,dz ALG,FW,Angers,Ligue 1,19.0,1995.0,3.4,1.0,,4.0,,,1.18,,0.25,,0.0,0.0
280,Charlison Benschop,cw CUW,FW,Hannover 96,Bundesliga,25.0,1989.0,3.8,1.0,,5.0,,,1.31,,0.2,,0.0,0.0
281,Ramy Bensebaini,dz ALG,"DF,MF",Montpellier,Ligue 1,20.0,1995.0,15.0,2.0,,4.0,,,0.27,,0.5,,0.0,0.0
282,Nabil Bentaleb,dz ALG,MF,Tottenham,Premier League,20.0,1994.0,1.9,0.0,,2.0,,,1.06,,0.0,,0.0,0.0
283,Christian Benteke,be BEL,FW,Liverpool,Premier League,24.0,1990.0,17.0,9.0,,20.0,,,1.18,,0.4,,1.0,1.0
284,Accursio Bentivegna,it ITA,FW,Palermo,Serie A,19.0,1996.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
286,Francesco Benussi,it ITA,GK,Carpi,Serie A,33.0,1981.0,3.3,0.0,,0.0,,,0.0,,,,0.0,0.0
287,Karim Benzema,fr FRA,FW,Real Madrid,La Liga,27.0,1987.0,22.0,24.0,98.0,51.0,52.0,4.46,2.32,0.24,0.47,,0.0,0.0
288,Yassine Benzia,dz ALG,"FW,MF",Lille,Ligue 1,20.0,1994.0,14.8,5.0,,15.0,,,1.01,,0.33,,0.0,0.0
289,Saido Berahino,bi BDI,"FW,MF",West Brom,Premier League,21.0,1993.0,19.4,4.0,,12.0,,,0.62,,0.33,,0.0,2.0
290,Domenico Berardi,it ITA,FW,Sassuolo,Serie A,20.0,1994.0,24.1,7.0,,31.0,,,1.29,,0.13,,3.0,4.0
291,Yuri Berchiche,es ESP,DF,Real Sociedad,La Liga,25.0,1990.0,20.5,0.0,14.0,2.0,14.3,0.68,0.1,0.0,0.0,,0.0,0.0
292,Álex Bergantiños,es ESP,MF,La Coruña,La Liga,30.0,1985.0,19.4,2.0,15.0,3.0,20.0,0.77,0.15,0.13,0.67,,0.0,0.0
293,Markel Bergara,es ESP,MF,Real Sociedad,La Liga,29.0,1986.0,15.0,1.0,12.0,4.0,33.3,0.8,0.27,0.08,0.25,,0.0,0.0
294,Steven Berghuis,nl NED,"FW,MF",Watford,Premier League,23.0,1991.0,2.6,0.0,,4.0,,,1.56,,0.0,,0.0,0.0
295,Franck Béria,fr FRA,DF,Lille,Ligue 1,32.0,1983.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
296,Robert Berić,si SVN,"FW,MF",Saint-Étienne,Ligue 1,24.0,1991.0,7.5,3.0,,8.0,,,1.07,,0.38,,0.0,0.0
297,Kévin Bérigaud,fr FRA,"FW,MF",Montpellier,Ligue 1,27.0,1988.0,11.5,3.0,,8.0,,,0.7,,0.38,,0.0,0.0
298,Etrit Berisha,al ALB,GK,Lazio,Serie A,26.0,1989.0,9.7,0.0,,0.0,,,0.0,,,,0.0,0.0
299,Saúl Berjón,es ESP,MF,Eibar,La Liga,29.0,1986.0,15.6,4.0,34.0,14.0,41.2,2.19,0.9,0.03,0.07,,3.0,4.0
300,Federico Bernardeschi,it ITA,MF,Fiorentina,Serie A,21.0,1994.0,25.2,2.0,,12.0,,,0.48,,0.17,,0.0,0.0
301,Paul Bernardoni,fr FRA,GK,Bordeaux,Ligue 1,18.0,1997.0,7.0,0.0,,0.0,,,0.0,,,,0.0,0.0
302,Paul Bernardoni,fr FRA,GK,Troyes,Ligue 1,18.0,1997.0,14.0,0.0,,0.0,,,0.0,,,,0.0,0.0
303,Juan Bernat,es ESP,"DF,MF",Bayern Munich,Bundesliga,22.0,1993.0,12.8,0.0,,2.0,,,0.16,,0.0,,0.0,0.0
304,Andrea Bertolacci,it ITA,MF,Milan,Serie A,24.0,1991.0,20.1,1.0,,4.0,,,0.2,,0.25,,0.0,0.0
305,Davide Bertoncini,it ITA,DF,Frosinone,Serie A,24.0,1991.0,4.1,0.0,,0.0,,,0.0,,,,0.0,0.0
306,Ryan Bertrand,eng ENG,"DF,MF",Southampton,Premier League,25.0,1989.0,32.0,1.0,,2.0,,,0.06,,0.0,,1.0,1.0
307,Muhamed Bešić,ba BIH,"MF,DF",Everton,Premier League,22.0,1992.0,6.2,0.0,,2.0,,,0.32,,0.0,,0.0,0.0
308,Vincent Bessat,fr FRA,"FW,DF",Caen,Ligue 1,29.0,1985.0,30.6,1.0,,11.0,,,0.36,,0.09,,0.0,0.0
309,Beto,pt POR,GK,Sevilla,La Liga,33.0,1982.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
310,Jonathan Biabiany,fr FRA,"MF,FW",Inter,Serie A,27.0,1988.0,9.7,1.0,,8.0,,,0.83,,0.13,,0.0,0.0
312,Matteo Bianchetti,it ITA,DF,Hellas Verona,Serie A,22.0,1993.0,17.6,1.0,,4.0,,,0.23,,0.25,,0.0,0.0
313,Raffaele Bianco,it ITA,MF,Carpi,Serie A,27.0,1987.0,20.6,1.0,,2.0,,,0.1,,0.5,,0.0,0.0
314,Ermin Bičakčić,ba BIH,DF,Hoffenheim,Bundesliga,25.0,1990.0,17.8,0.0,,0.0,,,0.0,,,,0.0,0.0
315,Henri Bienvenu,cm CMR,FW,Troyes,Ligue 1,27.0,1988.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
316,Thievy Bifouma,cg CGO,"FW,MF",Granada,La Liga,23.0,1992.0,2.1,0.0,2.0,1.0,50.0,0.96,0.48,0.0,0.0,,0.0,0.0
317,Thievy Bifouma,cg CGO,"FW,MF",Reims,Ligue 1,23.0,1992.0,10.4,4.0,,8.0,,,0.77,,0.5,,0.0,0.0
318,Pedro Bigas,es ESP,DF,Las Palmas,La Liga,24.0,1990.0,26.1,3.0,15.0,5.0,33.3,0.57,0.19,0.2,0.6,,0.0,0.0
319,Lucas Biglia,ar ARG,MF,Lazio,Serie A,29.0,1986.0,25.5,4.0,,7.0,,,0.27,,0.29,,2.0,2.0
320,Davide Biondini,it ITA,MF,Sassuolo,Serie A,32.0,1983.0,12.3,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
321,Cristiano Biraghi,it ITA,DF,Granada,La Liga,22.0,1992.0,31.3,0.0,11.0,1.0,9.1,0.35,0.03,0.0,0.0,,0.0,0.0
322,Mame Biram Diouf,sn SEN,"FW,MF",Stoke City,Premier League,27.0,1987.0,14.2,5.0,,17.0,,,1.2,,0.29,,0.0,0.0
323,Valter Birsa,si SVN,"MF,FW",Chievo,Serie A,28.0,1986.0,26.3,6.0,,19.0,,,0.72,,0.21,,2.0,3.0
324,Milan Biševac,rs SRB,DF,Lazio,Serie A,31.0,1983.0,10.1,1.0,,1.0,,,0.1,,1.0,,0.0,0.0
325,Milan Biševac,rs SRB,DF,Lyon,Ligue 1,31.0,1983.0,5.1,0.0,,0.0,,,0.0,,,,0.0,0.0
326,Luca Bittante,it ITA,DF,Empoli,Serie A,21.0,1993.0,5.8,0.0,,1.0,,,0.17,,0.0,,0.0,0.0
327,Leonardo Bittencourt,de GER,"MF,FW",Köln,Bundesliga,21.0,1993.0,24.5,3.0,,17.0,,,0.69,,0.18,,0.0,0.0
328,André Biyogo Poko,ga GAB,"MF,DF",Bordeaux,Ligue 1,22.0,1993.0,20.9,0.0,,3.0,,,0.14,,0.0,,0.0,0.0
329,Albano Bizzarri,ar ARG,GK,Chievo,Serie A,37.0,1977.0,35.0,0.0,,0.0,,,0.0,,,,0.0,0.0
330,Leonardo Blanchard,it ITA,DF,Frosinone,Serie A,27.0,1988.0,27.2,3.0,,5.0,,,0.18,,0.6,,0.0,0.0
331,Rubén Blanco,es ESP,GK,Celta Vigo,La Liga,20.0,1995.0,7.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
332,Ludovic Blas,fr FRA,MF,Guingamp,Ligue 1,17.0,1997.0,7.1,1.0,,4.0,,,0.56,,0.25,,0.0,0.0
333,Pablo de Blasis,ar ARG,MF,Mainz 05,Bundesliga,27.0,1988.0,18.3,4.0,,11.0,,,0.6,,0.36,,0.0,0.0
334,Alexis Blin,fr FRA,MF,Toulouse,Ligue 1,18.0,1996.0,15.7,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
335,Daley Blind,nl NED,DF,Manchester Utd,Premier League,25.0,1990.0,34.6,1.0,,2.0,,,0.06,,0.5,,0.0,0.0
336,Hiram Boateng,eng ENG,"FW,MF",Crystal Palace,Premier League,19.0,1996.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
338,Jérôme Boateng,de GER,DF,Bayern Munich,Bundesliga,26.0,1988.0,15.0,0.0,,1.0,,,0.07,,0.0,,0.0,0.0
339,Kevin-Prince Boateng,gh GHA,MF,Milan,Serie A,28.0,1987.0,2.2,1.0,,2.0,,,0.9,,0.5,,0.0,0.0
340,Raúl Bobadilla,py PAR,"FW,MF",Augsburg,Bundesliga,28.0,1987.0,19.7,4.0,,24.0,,,1.22,,0.17,,0.0,0.0
341,Yann Bodiger,fr FRA,MF,Toulouse,Ligue 1,20.0,1995.0,12.0,1.0,,2.0,,,0.17,,0.5,,0.0,0.0
342,Mathieu Bodmer,fr FRA,"DF,FW",Nice,Ligue 1,32.0,1982.0,15.1,1.0,,2.0,,,0.13,,0.5,,0.0,0.0
343,Sebastian Boenisch,pl POL,DF,Leverkusen,Bundesliga,28.0,1987.0,6.1,1.0,,1.0,,,0.16,,1.0,,0.0,0.0
344,Jeremie Boga,ci CIV,"MF,FW",Rennes,Ligue 1,18.0,1997.0,10.9,2.0,,10.0,,,0.92,,0.2,,0.0,0.0
345,Ádám Bogdán,hu HUN,GK,Liverpool,Premier League,27.0,1987.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
346,Arthur Boka,ci CIV,DF,Málaga,La Liga,32.0,1983.0,11.6,0.0,7.0,2.0,28.6,0.6,0.17,0.0,0.0,,0.0,0.0
347,Yannick Bolasie,cd COD,"MF,FW",Crystal Palace,Premier League,26.0,1989.0,23.1,5.0,,26.0,,,1.13,,0.19,,0.0,0.0
348,Giacomo Bonaventura,it ITA,"MF,FW",Milan,Serie A,25.0,1989.0,31.6,6.0,,33.0,,,1.05,,0.18,,0.0,0.0
349,Federico Bonazzoli,it ITA,FW,Sampdoria,Serie A,18.0,1997.0,0.8,0.0,,1.0,,,1.23,,0.0,,0.0,0.0
350,Daniele Bonera,it ITA,DF,Villarreal,La Liga,34.0,1981.0,10.8,0.0,3.0,1.0,33.3,0.28,0.09,0.0,0.0,,0.0,0.0
351,Theo Bongonda,cd COD,"MF,FW",Celta Vigo,La Liga,19.0,1995.0,13.3,2.0,18.0,6.0,33.3,1.36,0.45,0.11,0.33,,0.0,0.0
352,Leonardo Bonucci,it ITA,DF,Juventus,Serie A,28.0,1987.0,35.1,3.0,,8.0,,,0.23,,0.38,,0.0,0.0
353,Wilfried Bony,ci CIV,FW,Manchester City,Premier League,26.0,1988.0,13.6,4.0,,17.0,,,1.25,,0.24,,0.0,1.0
354,Celso Borges,cr CRC,MF,La Coruña,La Liga,27.0,1988.0,21.2,3.0,20.0,9.0,45.0,0.94,0.42,0.15,0.33,,0.0,0.0
355,Fabio Borini,it ITA,"MF,FW",Sunderland,Premier League,24.0,1991.0,21.0,5.0,,18.0,,,0.86,,0.22,,1.0,1.0
356,Marco Borriello,it ITA,FW,Carpi,Serie A,33.0,1982.0,8.3,4.0,,12.0,,,1.45,,0.33,,0.0,0.0
357,Marco Borriello,it ITA,FW,Atalanta,Serie A,33.0,1982.0,9.5,4.0,,11.0,,,1.16,,0.27,,1.0,1.0
358,Cameron Borthwick-Jackson,eng ENG,DF,Manchester Utd,Premier League,18.0,1997.0,7.7,0.0,,1.0,,,0.13,,0.0,,0.0,0.0
359,Artur Boruc,pl POL,GK,Bournemouth,Premier League,35.0,1980.0,32.0,0.0,,0.0,,,0.0,,,,0.0,0.0
360,Olivier Boscagli,fr FRA,"DF,MF",Nice,Ligue 1,17.0,1997.0,8.6,1.0,,1.0,,,0.12,,1.0,,0.0,0.0
361,Gabriel Boschilia,br BRA,MF,Monaco,Ligue 1,19.0,1996.0,1.7,0.0,,0.0,,,0.0,,,,0.0,0.0
362,Denis Bouanga,ga GAB,"FW,MF",Lorient,Ligue 1,20.0,1994.0,2.2,1.0,,1.0,,,0.46,,1.0,,0.0,0.0
364,Ryad Boudebouz,dz ALG,"MF,FW",Montpellier,Ligue 1,25.0,1990.0,36.0,2.0,,10.0,,,0.28,,0.2,,0.0,0.0
365,Sofiane Boufal,ma MAR,"FW,MF",Lille,Ligue 1,21.0,1993.0,25.9,11.0,,23.0,,,0.89,,0.39,,2.0,2.0
366,Arnold Bouka Moutou,cg CGO,"DF,FW",Angers,Ligue 1,26.0,1988.0,13.9,2.0,,4.0,,,0.29,,0.5,,0.0,0.0
367,Grégory Bourillon,fr FRA,"MF,DF",Angers,Ligue 1,31.0,1984.0,5.7,1.0,,1.0,,,0.18,,1.0,,0.0,0.0
368,Khalid Boutaïb,ma MAR,FW,Gazélec Ajaccio,Ligue 1,28.0,1987.0,21.4,6.0,,20.0,,,0.93,,0.3,,0.0,0.0
369,Eneko Bóveda,es ESP,DF,Athletic Club,La Liga,26.0,1988.0,16.3,0.0,5.0,0.0,0.0,0.31,0.0,0.0,,,0.0,0.0
370,Cesare Bovo,it ITA,DF,Torino,Serie A,32.0,1983.0,19.9,2.0,,3.0,,,0.15,,0.67,,0.0,0.0
371,Edson Braafheid,nl NED,DF,Lazio,Serie A,32.0,1983.0,3.7,0.0,,0.0,,,0.0,,,,0.0,0.0
372,Robbie Brady,ie IRL,"MF,DF",Norwich City,Premier League,23.0,1992.0,33.2,3.0,,19.0,,,0.57,,0.16,,0.0,0.0
373,Martin Braithwaite,dk DEN,FW,Toulouse,Ligue 1,24.0,1991.0,32.6,11.0,,42.0,,,1.29,,0.21,,2.0,3.0
374,Brandão,br BRA,FW,Bastia,Ligue 1,35.0,1980.0,20.4,3.0,,10.0,,,0.49,,0.3,,0.0,0.0
