,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off
527,Iker Casillas,es ESP,GK,Real Madrid,La Liga,32.0,1981.0,2.0,180.0,90.0,,2.0,2.0,,2.0,0.0,,,,,,,,
528,Mattia Cassani,it ITA,DF,Parma,Serie A,29.0,1983.0,36.0,3155.0,88.0,,35.1,35.0,,33.0,1.0,,,,,,,,
529,Antonio Cassano,it ITA,FW,Parma,Serie A,31.0,1982.0,33.0,2654.0,80.0,,29.5,32.0,,18.0,1.0,,,,,,,,
530,Leandro Castán,br BRA,DF,Roma,Serie A,26.0,1986.0,35.0,3055.0,87.0,,33.9,35.0,,33.0,0.0,,,,,,,,
531,Koen Casteels,be BEL,GK,Hoffenheim,Bundesliga,21.0,1992.0,23.0,2052.0,89.0,,22.8,23.0,,22.0,0.0,,,,,,,,
532,Paolo Castellini,it ITA,DF,Sampdoria,Serie A,34.0,1979.0,1.0,7.0,7.0,,0.1,0.0,,,1.0,,,,,,,,
533,Paolo Castellini,it ITA,DF,Livorno,Serie A,34.0,1979.0,15.0,1069.0,71.0,,11.9,13.0,,9.0,2.0,,,,,,,,
534,Nery Castillo,mx MEX,"DF,FW",Rayo Vallecano,La Liga,29.0,1984.0,11.0,456.0,41.0,,5.1,5.0,,0.0,6.0,,,,,,,,
535,Chory Castro,uy URU,"FW,MF",Real Sociedad,La Liga,28.0,1984.0,23.0,1026.0,45.0,,11.4,12.0,,4.0,11.0,,,,,,,,
536,Diego Castro,es ESP,"FW,MF",Getafe,La Liga,31.0,1982.0,32.0,2270.0,71.0,,25.2,27.0,,17.0,5.0,,,,,,,,
537,Gonzalo Castro,de GER,"DF,MF",Leverkusen,Bundesliga,26.0,1987.0,30.0,2548.0,85.0,,28.3,30.0,,19.0,0.0,,,,,,,,
538,Jonny Castro,es ESP,"DF,MF",Celta Vigo,La Liga,19.0,1994.0,26.0,2169.0,83.0,,24.1,23.0,,22.0,3.0,,,,,,,,
539,Lucas Castro,ar ARG,MF,Catania,Serie A,24.0,1989.0,29.0,1965.0,68.0,,21.8,23.0,,9.0,6.0,,,,,,,,
540,Rubén Castro,es ESP,"FW,MF",Betis,La Liga,32.0,1981.0,25.0,2014.0,81.0,,22.4,22.0,,19.0,3.0,,,,,,,,
541,Zé Castro,pt POR,DF,Rayo Vallecano,La Liga,30.0,1983.0,19.0,1700.0,89.0,,18.9,19.0,,18.0,0.0,,,,,,,,
542,Lee Cattermole,eng ENG,MF,Sunderland,Premier League,25.0,1988.0,24.0,1753.0,73.0,,19.5,21.0,,12.0,3.0,,,,,,,,
543,Steven Caulker,sl SLE,DF,Cardiff City,Premier League,21.0,1991.0,38.0,3420.0,90.0,,38.0,38.0,,38.0,0.0,,,,,,,,
544,Johan Cavalli,fr FRA,MF,Ajaccio,Ligue 1,31.0,1981.0,19.0,1343.0,71.0,,14.9,18.0,,8.0,1.0,,,,,,,,
546,Edinson Cavani,uy URU,"FW,MF",Paris S-G,Ligue 1,26.0,1987.0,30.0,2299.0,77.0,,25.5,25.0,,20.0,5.0,,,,,,,,
547,Santi Cazorla,es ESP,MF,Arsenal,Premier League,28.0,1984.0,31.0,2587.0,83.0,,28.7,30.0,,20.0,1.0,,,,,,,,
548,Riccardo Cazzola,it ITA,MF,Atalanta,Serie A,27.0,1985.0,6.0,276.0,46.0,,3.1,2.0,,1.0,4.0,,,,,,,,
549,Dani Ceballos,es ESP,MF,Betis,La Liga,16.0,1996.0,1.0,11.0,11.0,,0.1,0.0,,,1.0,,,,,,,,
550,Federico Ceccherini,it ITA,DF,Livorno,Serie A,21.0,1992.0,32.0,2703.0,84.0,,30.0,32.0,,22.0,0.0,,,,,,,,
551,Marek Čech,sk SVK,DF,Bologna,Serie A,30.0,1983.0,11.0,648.0,59.0,,7.2,8.0,,4.0,3.0,,,,,,,,
552,Petr Čech,cz CZE,GK,Chelsea,Premier League,31.0,1982.0,34.0,3060.0,90.0,,34.0,34.0,,34.0,0.0,,,,,,,,
553,Álvaro Cejudo,es ESP,MF,Osasuna,La Liga,29.0,1984.0,30.0,2019.0,67.0,,22.4,27.0,,7.0,3.0,,,,,,,,
554,Stefano Celozzi,de GER,DF,Eint Frankfurt,Bundesliga,24.0,1988.0,11.0,279.0,25.0,,3.1,2.0,,2.0,9.0,,,,,,,,
555,Ondřej Čelůstka,cz CZE,DF,Sunderland,Premier League,24.0,1989.0,21.0,1338.0,64.0,,14.9,14.0,,11.0,7.0,,,,,,,,
556,Ricardo Centurión,ar ARG,"FW,MF",Genoa,Serie A,20.0,1993.0,12.0,587.0,49.0,,6.5,5.0,,2.0,7.0,,,,,,,,
557,Alessio Cerci,it ITA,"FW,MF",Torino,Serie A,26.0,1987.0,37.0,3004.0,81.0,,33.4,35.0,,20.0,2.0,,,,,,,,
558,Grégory Cerdan,fr FRA,DF,Guingamp,Ligue 1,31.0,1982.0,4.0,183.0,46.0,,2.0,2.0,,2.0,2.0,,,,,,,,
559,Alberto Cerri,it ITA,FW,Parma,Serie A,17.0,1996.0,1.0,1.0,1.0,,0.0,0.0,,,1.0,,,,,,,,
560,Boštjan Cesar,si SVN,DF,Chievo,Serie A,31.0,1982.0,32.0,2718.0,85.0,,30.2,30.0,,29.0,2.0,,,,,,,,
561,Júlio César,br BRA,GK,Getafe,La Liga,26.0,1986.0,5.0,448.0,90.0,,5.0,5.0,,4.0,0.0,,,,,,,,
562,Nacer Chadli,be BEL,"FW,MF",Tottenham,Premier League,23.0,1989.0,24.0,1453.0,61.0,,16.1,15.0,,6.0,9.0,,,,,,,,
563,Florent Chaigneau,fr FRA,GK,Lorient,Ligue 1,29.0,1984.0,12.0,962.0,80.0,,10.7,11.0,,10.0,1.0,,,,,,,,
564,Matthieu Chalmé,fr FRA,DF,Bordeaux,Ligue 1,32.0,1980.0,2.0,70.0,35.0,,0.8,0.0,,,2.0,,,,,,,,
565,Marouane Chamakh,ma MAR,FW,Crystal Palace,Premier League,29.0,1984.0,32.0,2294.0,72.0,,25.5,27.0,,8.0,5.0,,,,,,,,
566,Calum Chambers,eng ENG,"DF,MF",Southampton,Premier League,18.0,1995.0,22.0,1641.0,75.0,,18.2,18.0,,15.0,4.0,,,,,,,,
567,Timothy Chandler,us USA,"DF,MF",Nürnberg,Bundesliga,23.0,1990.0,21.0,1590.0,76.0,,17.7,19.0,,16.0,2.0,,,,,,,,
568,Clément Chantôme,fr FRA,MF,Toulouse,Ligue 1,25.0,1987.0,27.0,2151.0,80.0,,23.9,24.0,,22.0,3.0,,,,,,,,
569,Gaëtan Charbonnier,fr FRA,"FW,MF",Reims,Ligue 1,24.0,1988.0,30.0,1403.0,47.0,,15.6,15.0,,6.0,15.0,,,,,,,,
570,Charles,br BRA,FW,Celta Vigo,La Liga,29.0,1984.0,30.0,2315.0,77.0,,25.7,29.0,,13.0,1.0,,,,,,,,
572,Chechu,es ESP,DF,Villarreal,La Liga,31.0,1982.0,19.0,1525.0,80.0,,16.9,17.0,,15.0,2.0,,,,,,,,
573,Roberto Chen,pa PAN,"DF,MF",Málaga,La Liga,19.0,1994.0,2.0,180.0,90.0,,2.0,2.0,,2.0,0.0,,,,,,,,
574,Nicolò Cherubin,it ITA,DF,Bologna,Serie A,26.0,1986.0,15.0,1127.0,75.0,,12.5,14.0,,7.0,1.0,,,,,,,,
575,Steve Cherundolo,us USA,DF,Hannover 96,Bundesliga,34.0,1979.0,2.0,82.0,41.0,,0.9,1.0,,0.0,1.0,,,,,,,,
576,Denis Cheryshev,ru RUS,"FW,MF",Sevilla,La Liga,22.0,1990.0,4.0,90.0,23.0,,1.0,1.0,,0.0,3.0,,,,,,,,
577,James Chester,wls WAL,DF,Hull City,Premier League,24.0,1989.0,24.0,1867.0,78.0,,20.7,22.0,,19.0,2.0,,,,,,,,
578,Benoît Cheyrou,fr FRA,MF,Marseille,Ligue 1,32.0,1981.0,26.0,1782.0,69.0,,19.8,20.0,,13.0,6.0,,,,,,,,
579,Raman Chibsah,gh GHA,MF,Sassuolo,Serie A,20.0,1993.0,18.0,1093.0,61.0,,12.1,13.0,,6.0,5.0,,,,,,,,
580,Javier Chica,es ESP,DF,Betis,La Liga,28.0,1985.0,25.0,1944.0,78.0,,21.6,22.0,,18.0,3.0,,,,,,,,
581,Chico,es ESP,DF,Swansea City,Premier League,26.0,1987.0,31.0,2691.0,87.0,,29.9,30.0,,28.0,1.0,,,,,,,,
582,Giorgio Chiellini,it ITA,DF,Juventus,Serie A,28.0,1984.0,31.0,2773.0,89.0,,30.8,31.0,,30.0,0.0,,,,,,,,
583,Vlad Chiricheș,ro ROU,DF,Tottenham,Premier League,23.0,1989.0,17.0,1413.0,83.0,,15.7,16.0,,14.0,1.0,,,,,,,,
584,Aurelian Chițu,ro ROU,"FW,MF",Valenciennes,Ligue 1,22.0,1991.0,7.0,134.0,19.0,,1.5,1.0,,1.0,6.0,,,,,,,,
585,Christian,es ESP,DF,Almería,La Liga,27.0,1985.0,4.0,324.0,81.0,,3.6,4.0,,3.0,0.0,,,,,,,,
586,Lazaros Christodoulopoulos,gr GRE,"FW,MF",Bologna,Serie A,26.0,1986.0,27.0,1837.0,68.0,,20.4,20.0,,15.0,7.0,,,,,,,,
587,Chuli,es ESP,"FW,MF",Betis,La Liga,22.0,1991.0,11.0,445.0,40.0,,4.9,4.0,,1.0,7.0,,,,,,,,
588,Michaël Ciani,fr FRA,DF,Lazio,Serie A,29.0,1984.0,18.0,1373.0,76.0,,15.3,13.0,,11.0,5.0,,,,,,,,
589,Gabriel Cichero,ve VEN,DF,Nantes,Ligue 1,29.0,1984.0,5.0,388.0,78.0,,4.3,4.0,,4.0,1.0,,,,,,,,
590,Luca Cigarini,it ITA,MF,Atalanta,Serie A,27.0,1986.0,33.0,2498.0,76.0,,27.8,28.0,,19.0,5.0,,,,,,,,
591,Tolga Ciğerci,tr TUR,MF,Hertha BSC,Bundesliga,21.0,1992.0,19.0,1487.0,78.0,,16.5,18.0,,10.0,1.0,,,,,,,,
592,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,Bundesliga,26.0,1987.0,28.0,2101.0,75.0,,23.3,27.0,,9.0,1.0,,,,,,,,
593,Gilles Cioni,fr FRA,DF,Bastia,Ligue 1,29.0,1984.0,9.0,596.0,66.0,,6.6,8.0,,4.0,1.0,,,,,,,,
594,Ezequiel Cirigliano,ar ARG,MF,Hellas Verona,Serie A,21.0,1992.0,13.0,655.0,50.0,,7.3,7.0,,3.0,6.0,,,,,,,,
595,Domingo Cisma,es ESP,DF,Elche,La Liga,31.0,1982.0,19.0,1611.0,85.0,,17.9,18.0,,17.0,1.0,,,,,,,,
596,Saliou Ciss,sn SEN,"DF,MF",Valenciennes,Ligue 1,23.0,1989.0,23.0,1883.0,82.0,,20.9,21.0,,16.0,2.0,,,,,,,,
598,Djibril Cissé,fr FRA,FW,Bastia,Ligue 1,31.0,1981.0,15.0,812.0,54.0,,9.0,10.0,,3.0,5.0,,,,,,,,
599,Papiss Cissé,sn SEN,FW,Newcastle Utd,Premier League,28.0,1985.0,24.0,1384.0,58.0,,15.4,15.0,,9.0,9.0,,,,,,,,
600,Aly Cissokho,fr FRA,DF,Liverpool,Premier League,25.0,1987.0,15.0,1090.0,73.0,,12.1,12.0,,10.0,3.0,,,,,,,,
601,Issa Cissokho,sn SEN,DF,Nantes,Ligue 1,28.0,1985.0,35.0,3149.0,90.0,,35.0,35.0,,34.0,0.0,,,,,,,,
602,Claiton,br BRA,DF,Chievo,Serie A,28.0,1984.0,8.0,493.0,62.0,,5.5,5.0,,4.0,3.0,,,,,,,,
603,Ciaran Clark,ie IRL,"DF,MF",Aston Villa,Premier League,23.0,1989.0,27.0,2203.0,82.0,,24.5,23.0,,21.0,4.0,,,,,,,,
604,Christian Clemens,de GER,"FW,MF",Schalke 04,Bundesliga,21.0,1991.0,11.0,506.0,46.0,,5.6,6.0,,1.0,5.0,,,,,,,,
605,Jérémy Clément,fr FRA,MF,Saint-Étienne,Ligue 1,28.0,1984.0,32.0,2327.0,73.0,,25.9,27.0,,21.0,5.0,,,,,,,,
606,Carlos Clerc,es ESP,"DF,MF",Espanyol,La Liga,21.0,1992.0,1.0,66.0,66.0,,0.7,1.0,,0.0,0.0,,,,,,,,
607,François Clerc,fr FRA,DF,Saint-Étienne,Ligue 1,30.0,1983.0,29.0,2551.0,88.0,,28.3,29.0,,28.0,0.0,,,,,,,,
608,Tom Cleverley,eng ENG,MF,Manchester Utd,Premier League,23.0,1989.0,22.0,1577.0,72.0,,17.5,18.0,,12.0,4.0,,,,,,,,
609,Gaël Clichy,fr FRA,DF,Manchester City,Premier League,28.0,1985.0,20.0,1662.0,83.0,,18.5,18.0,,18.0,2.0,,,,,,,,
610,Nathaniel Clyne,eng ENG,DF,Southampton,Premier League,22.0,1991.0,25.0,1862.0,74.0,,20.7,20.0,,17.0,5.0,,,,,,,,
611,David Cobeño,es ESP,GK,Rayo Vallecano,La Liga,31.0,1982.0,5.0,426.0,85.0,,4.7,4.0,,4.0,1.0,,,,,,,,
612,Andrea Coda,it ITA,DF,Livorno,Serie A,28.0,1985.0,23.0,1866.0,81.0,,20.7,21.0,,19.0,2.0,,,,,,,,
613,Jordi Codina,es ESP,GK,Getafe,La Liga,31.0,1982.0,9.0,665.0,74.0,,7.4,7.0,,7.0,2.0,,,,,,,,
614,Alexandre Coeff,fr FRA,"DF,MF",Granada,La Liga,21.0,1992.0,13.0,780.0,60.0,,8.7,8.0,,7.0,5.0,,,,,,,,
615,Fábio Coentrão,pt POR,DF,Real Madrid,La Liga,25.0,1988.0,10.0,654.0,65.0,,7.3,8.0,,4.0,2.0,,,,,,,,
616,Isaac Cofie,gh GHA,MF,Genoa,Serie A,21.0,1991.0,17.0,921.0,54.0,,10.2,7.0,,5.0,10.0,,,,,,,,
617,Renaud Cohade,fr FRA,MF,Saint-Étienne,Ligue 1,28.0,1984.0,33.0,2100.0,64.0,,23.3,22.0,,14.0,11.0,,,,,,,,
618,Coke,es ESP,DF,Sevilla,La Liga,26.0,1987.0,25.0,2082.0,83.0,,23.1,23.0,,22.0,2.0,,,,,,,,
619,Antonio Čolak,hr CRO,FW,Nürnberg,Bundesliga,19.0,1993.0,6.0,163.0,27.0,,1.8,0.0,,,6.0,,,,,,,,
620,Jack Colback,eng ENG,"DF,MF",Sunderland,Premier League,23.0,1989.0,33.0,2423.0,73.0,,26.9,28.0,,21.0,5.0,,,,,,,,
621,Ashley Cole,eng ENG,DF,Chelsea,Premier League,32.0,1980.0,17.0,1386.0,82.0,,15.4,15.0,,13.0,2.0,,,,,,,,
622,Carlton Cole,eng ENG,FW,West Ham,Premier League,29.0,1983.0,26.0,859.0,33.0,,9.5,9.0,,4.0,17.0,,,,,,,,
624,Joe Cole,eng ENG,MF,West Ham,Premier League,31.0,1981.0,20.0,749.0,37.0,,8.3,6.0,,1.0,14.0,,,,,,,,
625,Larnell Cole,eng ENG,MF,Fulham,Premier League,20.0,1993.0,1.0,11.0,11.0,,0.1,0.0,,,1.0,,,,,,,,
626,Séamus Coleman,ie IRL,"DF,MF",Everton,Premier League,24.0,1988.0,36.0,3228.0,90.0,,35.9,36.0,,35.0,0.0,,,,,,,,
627,James Collins,wls WAL,DF,West Ham,Premier League,29.0,1983.0,24.0,1898.0,79.0,,21.1,22.0,,19.0,2.0,,,,,,,,
628,Jack Collison,wls WAL,MF,West Ham,Premier League,24.0,1988.0,10.0,462.0,46.0,,5.1,6.0,,1.0,4.0,,,,,,,,
629,Fabricio Coloccini,ar ARG,"DF,MF",Newcastle Utd,Premier League,31.0,1982.0,27.0,2404.0,89.0,,26.7,27.0,,26.0,0.0,,,,,,,,
630,Roberto Colombo,it ITA,GK,Napoli,Serie A,37.0,1975.0,1.0,45.0,45.0,,0.5,0.0,,,1.0,,,,,,,,
631,Diego Colotto,ar ARG,DF,Espanyol,La Liga,32.0,1981.0,31.0,2733.0,88.0,,30.4,30.0,,30.0,1.0,,,,,,,,
632,Adrián Colunga,es ESP,"FW,MF",Getafe,La Liga,28.0,1984.0,27.0,1479.0,55.0,,16.4,16.0,,7.0,11.0,,,,,,,,
633,Kingsley Coman,fr FRA,"FW,MF",Paris S-G,Ligue 1,17.0,1996.0,2.0,37.0,19.0,,0.4,0.0,,,2.0,,,,,,,,
634,Marvin Compper,de GER,DF,Fiorentina,Serie A,28.0,1985.0,9.0,730.0,81.0,,8.1,8.0,,8.0,1.0,,,,,,,,
635,Daniel Congré,fr FRA,DF,Montpellier,Ligue 1,28.0,1985.0,33.0,2658.0,81.0,,29.5,30.0,,25.0,3.0,,,,,,,,
636,Matthew Connolly,eng ENG,DF,Cardiff City,Premier League,25.0,1987.0,3.0,270.0,90.0,,3.0,3.0,,3.0,0.0,,,,,,,,
637,Andrea Consigli,it ITA,GK,Atalanta,Serie A,26.0,1987.0,35.0,3150.0,90.0,,35.0,35.0,,35.0,0.0,,,,,,,,
638,Bryan Constant,fr FRA,MF,Nice,Ligue 1,19.0,1994.0,3.0,57.0,19.0,,0.6,0.0,,,3.0,,,,,,,,
639,Kévin Constant,gn GUI,"DF,MF",Milan,Serie A,26.0,1987.0,20.0,1603.0,80.0,,17.8,19.0,,,1.0,,,,,,,,
640,Antoine Conte,gn GUI,DF,Reims,Ligue 1,19.0,1994.0,9.0,716.0,80.0,,8.0,8.0,,7.0,1.0,,,,,,,,
641,Diego Contento,de GER,DF,Bayern Munich,Bundesliga,23.0,1990.0,10.0,581.0,58.0,,6.5,6.0,,6.0,4.0,,,,,,,,
642,Daniele Conti,it ITA,MF,Cagliari,Serie A,34.0,1979.0,31.0,2758.0,89.0,,30.6,31.0,,29.0,0.0,,,,,,,,
643,Roy Contout,fr FRA,FW,Sochaux,Ligue 1,28.0,1985.0,33.0,2706.0,82.0,,30.1,32.0,,17.0,1.0,,,,,,,,
644,Francis Coquelin,fr FRA,"DF,MF",Freiburg,Bundesliga,22.0,1991.0,16.0,726.0,45.0,,8.1,9.0,,3.0,7.0,,,,,,,,
645,Sébastien Corchia,fr FRA,DF,Sochaux,Ligue 1,22.0,1990.0,33.0,2916.0,88.0,,32.4,33.0,,30.0,0.0,,,,,,,,
646,Jhon Córdoba,co COL,FW,Espanyol,La Liga,20.0,1993.0,28.0,1360.0,49.0,,15.1,15.0,,2.0,13.0,,,,,,,,
647,Benjamin Corgnet,fr FRA,MF,Saint-Étienne,Ligue 1,26.0,1987.0,28.0,1795.0,64.0,,19.9,23.0,,4.0,5.0,,,,,,,,
648,Jack Cork,eng ENG,"DF,MF",Southampton,Premier League,24.0,1989.0,28.0,1732.0,62.0,,19.2,21.0,,10.0,7.0,,,,,,,,
650,Andreas Cornelius,dk DEN,FW,Cardiff City,Premier League,20.0,1993.0,8.0,113.0,14.0,,1.3,0.0,,,8.0,,,,,,,,
651,Ferran Corominas,es ESP,"FW,MF",Elche,La Liga,30.0,1983.0,36.0,2960.0,82.0,,32.9,33.0,,24.0,3.0,,,,,,,,
652,Corona,es ESP,MF,Almería,La Liga,32.0,1981.0,23.0,1114.0,48.0,,12.4,12.0,,3.0,11.0,,,,,,,,
653,Joris Correa,fr FRA,"FW,MF",Bastia,Ligue 1,19.0,1993.0,1.0,6.0,6.0,,0.1,0.0,,,1.0,,,,,,,,
654,Marcel Correia,pt POR,DF,Braunschweig,Bundesliga,24.0,1989.0,19.0,1413.0,74.0,,15.7,16.0,,14.0,3.0,,,,,,,,
655,Andrea Cossu,it ITA,MF,Cagliari,Serie A,33.0,1980.0,29.0,1658.0,57.0,,18.4,19.0,,5.0,10.0,,,,,,,,
656,Andrea Costa,it ITA,"DF,MF",Sampdoria,Serie A,27.0,1986.0,20.0,1610.0,81.0,,17.9,18.0,,14.0,2.0,,,,,,,,
657,Diego Costa,es ESP,FW,Atlético Madrid,La Liga,24.0,1988.0,35.0,2948.0,84.0,,32.8,34.0,,26.0,1.0,,,,,,,,
658,Jaume Costa,es ESP,DF,Villarreal,La Liga,25.0,1988.0,30.0,2465.0,82.0,,27.4,26.0,,26.0,4.0,,,,,,,,
659,Angelo da Costa Júnior,br BRA,GK,Sampdoria,Serie A,29.0,1983.0,33.0,2970.0,90.0,,33.0,33.0,,33.0,0.0,,,,,,,,
660,Ricardo Costa,pt POR,DF,Valencia,La Liga,32.0,1981.0,20.0,1710.0,86.0,,19.0,20.0,,17.0,0.0,,,,,,,,
661,David Costas,es ESP,DF,Celta Vigo,La Liga,18.0,1995.0,17.0,1210.0,71.0,,13.4,13.0,,12.0,4.0,,,,,,,,
662,Benoît Costil,fr FRA,GK,Rennes,Ligue 1,26.0,1987.0,38.0,3420.0,90.0,,38.0,38.0,,38.0,0.0,,,,,,,,
663,Antonio Cotán,es ESP,MF,Sevilla,La Liga,17.0,1995.0,2.0,180.0,90.0,,2.0,2.0,,2.0,0.0,,,,,,,,
664,Gaëtan Courtet,fr FRA,FW,Reims,Ligue 1,24.0,1989.0,27.0,1233.0,46.0,,13.7,12.0,,6.0,15.0,,,,,,,,
665,Thibaut Courtois,be BEL,GK,Atlético Madrid,La Liga,21.0,1992.0,37.0,3330.0,90.0,,37.0,37.0,,37.0,0.0,,,,,,,,
666,Mathieu Coutadeur,fr FRA,MF,Lorient,Ligue 1,27.0,1986.0,18.0,1253.0,70.0,,13.9,14.0,,7.0,4.0,,,,,,,,
667,Philippe Coutinho,br BRA,"FW,MF",Liverpool,Premier League,21.0,1992.0,33.0,2325.0,70.0,,25.8,28.0,,11.0,5.0,,,,,,,,
668,Don Cowie,sct SCO,MF,Cardiff City,Premier League,30.0,1983.0,18.0,967.0,54.0,,10.7,10.0,,8.0,8.0,,,,,,,,
669,Luca Crecco,it ITA,MF,Lazio,Serie A,17.0,1995.0,1.0,1.0,1.0,,0.0,0.0,,,1.0,,,,,,,,
670,Alessandro Crescenzi,it ITA,DF,Ajaccio,Ligue 1,21.0,1991.0,9.0,810.0,90.0,,9.0,9.0,,9.0,0.0,,,,,,,,
671,Jonatan Cristaldo,ar ARG,FW,Bologna,Serie A,24.0,1989.0,28.0,1898.0,68.0,,21.1,19.0,,12.0,9.0,,,,,,,,
672,Bryan Cristante,it ITA,"DF,MF",Milan,Serie A,18.0,1995.0,3.0,150.0,50.0,,1.7,2.0,,1.0,1.0,,,,,,,,
673,Sebastián Cristóforo,uy URU,MF,Sevilla,La Liga,19.0,1993.0,12.0,531.0,44.0,,5.9,4.0,,1.0,8.0,,,,,,,,
674,Enzo Crivelli,fr FRA,FW,Bordeaux,Ligue 1,18.0,1995.0,2.0,15.0,8.0,,0.2,0.0,,,2.0,,,,,,,,
676,Pierrick Cros,fr FRA,GK,Sochaux,Ligue 1,22.0,1991.0,6.0,540.0,90.0,,6.0,6.0,,6.0,0.0,,,,,,,,
677,Peter Crouch,eng ENG,FW,Stoke City,Premier League,32.0,1981.0,34.0,2639.0,78.0,,29.3,30.0,,23.0,4.0,,,,,,,,
678,Juan Cuadrado,co COL,"DF,FW",Fiorentina,Serie A,25.0,1988.0,32.0,2695.0,84.0,,29.9,31.0,,24.0,1.0,,,,,,,,
679,Carlos Cuéllar,es ESP,DF,Sunderland,Premier League,31.0,1981.0,4.0,341.0,85.0,,3.8,4.0,,3.0,0.0,,,,,,,,
680,Christian Cueva,pe PER,MF,Rayo Vallecano,La Liga,21.0,1991.0,1.0,29.0,29.0,,0.3,0.0,,,1.0,,,,,,,,
681,Gianluca Curci,it ITA,GK,Bologna,Serie A,28.0,1985.0,37.0,3330.0,90.0,,37.0,37.0,,37.0,0.0,,,,,,,,
682,Darío Cvitanich,ar ARG,FW,Nice,Ligue 1,29.0,1984.0,31.0,2499.0,81.0,,27.8,30.0,,15.0,1.0,,,,,,,,
683,Danilo D'Ambrosio,it ITA,DF,Torino,Serie A,24.0,1988.0,14.0,1210.0,86.0,,13.4,14.0,,10.0,0.0,,,,,,,,
684,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,24.0,1988.0,11.0,642.0,58.0,,7.1,8.0,,3.0,3.0,,,,,,,,
685,Berkay Dabanlı,tr TUR,DF,Nürnberg,Bundesliga,23.0,1990.0,5.0,328.0,66.0,,3.6,3.0,,2.0,2.0,,,,,,,,
686,Bryan Dabo,bf BFA,MF,Montpellier,Ligue 1,21.0,1992.0,2.0,52.0,26.0,,0.6,0.0,,,2.0,,,,,,,,
687,Mouhamadou Dabo,fr FRA,DF,Lyon,Ligue 1,26.0,1986.0,10.0,543.0,54.0,,6.0,8.0,,3.0,2.0,,,,,,,,
688,Filip Daems,be BEL,DF,M'Gladbach,Bundesliga,34.0,1978.0,15.0,1187.0,79.0,,13.2,13.0,,13.0,2.0,,,,,,,,
689,Dario Dainelli,it ITA,DF,Chievo,Serie A,34.0,1979.0,26.0,2247.0,86.0,,25.0,26.0,,24.0,0.0,,,,,,,,
690,Felipe dal Belo,br BRA,DF,Parma,Serie A,29.0,1984.0,22.0,1688.0,77.0,,18.8,19.0,,,3.0,,,,,,,,
691,Gaël Danic,fr FRA,MF,Lyon,Ligue 1,31.0,1981.0,10.0,133.0,13.0,,1.5,1.0,,0.0,9.0,,,,,,,,
692,Guillermo Daniel Rodríguez,uy URU,DF,Torino,Serie A,29.0,1984.0,6.0,417.0,70.0,,4.6,5.0,,4.0,1.0,,,,,,,,
693,Luke Daniels,eng ENG,GK,West Brom,Premier League,25.0,1988.0,1.0,13.0,13.0,,0.1,0.0,,,1.0,,,,,,,,
694,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,26.0,1987.0,14.0,1260.0,90.0,,14.0,14.0,,14.0,0.0,,,,,,,,
695,Dante,br BRA,DF,Bayern Munich,Bundesliga,29.0,1983.0,29.0,2416.0,83.0,,26.8,27.0,,25.0,2.0,,,,,,,,
696,Romain Danzé,fr FRA,"DF,MF",Rennes,Ligue 1,27.0,1986.0,35.0,2996.0,86.0,,33.3,34.0,,32.0,1.0,,,,,,,,
697,Sergi Darder,es ESP,MF,Málaga,La Liga,19.0,1993.0,29.0,2216.0,76.0,,24.6,25.0,,18.0,4.0,,,,,,,,
698,Vladimír Darida,cz CZE,MF,Freiburg,Bundesliga,22.0,1990.0,23.0,1881.0,82.0,,20.9,21.0,,16.0,2.0,,,,,,,,
699,Matteo Darmian,it ITA,"DF,MF",Torino,Serie A,23.0,1989.0,37.0,3285.0,89.0,,36.5,37.0,,36.0,0.0,,,,,,,,
700,Daniel Davari,ir IRN,GK,Braunschweig,Bundesliga,25.0,1988.0,29.0,2610.0,90.0,,29.0,29.0,,29.0,0.0,,,,,,,,
702,Chris David,nl NED,"FW,MF",Fulham,Premier League,20.0,1993.0,1.0,68.0,68.0,,0.8,0.0,,,1.0,,,,,,,,
703,Ben Davies,wls WAL,"DF,MF",Swansea City,Premier League,20.0,1993.0,34.0,2874.0,85.0,,31.9,32.0,,31.0,2.0,,,,,,,,
704,Curtis Davies,eng ENG,DF,Hull City,Premier League,28.0,1985.0,37.0,3325.0,90.0,,36.9,37.0,,36.0,0.0,,,,,,,,
705,Kelvin Davis,eng ENG,GK,Southampton,Premier League,36.0,1976.0,2.0,180.0,90.0,,2.0,2.0,,2.0,0.0,,,,,,,,
706,Steven Davis,nir NIR,MF,Southampton,Premier League,28.0,1985.0,34.0,2493.0,73.0,,27.7,28.0,,14.0,6.0,,,,,,,,
707,Craig Dawson,eng ENG,DF,West Brom,Premier League,23.0,1990.0,12.0,950.0,79.0,,10.6,10.0,,9.0,2.0,,,,,,,,
