,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
801,Toni Doblas,es ESP,GK,Napoli,Serie A,32.0,1980.0,2.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,Dodô,br BRA,DF,Roma,Serie A,21.0,1992.0,19.0,15.0,1359.0,15.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07
803,Deniz Doğan,de GER,DF,Braunschweig,Bundesliga,33.0,1979.0,23.0,19.0,1803.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Álvaro Domínguez,es ESP,DF,M'Gladbach,Bundesliga,24.0,1989.0,21.0,20.0,1765.0,19.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.1,0.05,0.1
806,Maurizio Domizzi,it ITA,DF,Udinese,Serie A,33.0,1980.0,26.0,26.0,2226.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Marco Donadel,it ITA,MF,Hellas Verona,Serie A,30.0,1983.0,23.0,11.0,1188.0,13.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.08,0.0,0.08,0.08,0.08
808,Giulio Donati,it ITA,DF,Leverkusen,Bundesliga,23.0,1990.0,23.0,19.0,1762.0,19.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05
809,Massimo Donati,it ITA,MF,Hellas Verona,Serie A,32.0,1981.0,20.0,10.0,958.0,10.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.09,0.09,0.19,0.09,0.19
810,Ji Dong-won,kr KOR,"FW,MF",Sunderland,Premier League,22.0,1991.0,5.0,2.0,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Ji Dong-won,kr KOR,"FW,MF",Augsburg,Bundesliga,22.0,1991.0,12.0,2.0,336.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27
812,Godfred Donsah,gh GHA,MF,Hellas Verona,Serie A,17.0,1996.0,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
813,Graham Dorrans,sct SCO,"FW,MF",West Brom,Premier League,26.0,1987.0,14.0,12.0,1104.0,12.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.16,0.0,0.16,0.16,0.16
814,Eduardo dos Santos,br BRA,FW,Ajaccio,Ligue 1,32.0,1980.0,9.0,7.0,691.0,7.7,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39
815,Giovani dos Santos,mx MEX,"FW,MF",Villarreal,La Liga,24.0,1989.0,31.0,26.0,2195.0,24.4,11.0,8.0,19.0,10.0,1.0,2.0,2.0,0.0,0.45,0.33,0.78,0.41,0.74
816,Jonathan dos Santos,mx MEX,MF,Barcelona,La Liga,23.0,1990.0,3.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,Laurent Dos Santos,fr FRA,"DF,MF",Guingamp,Ligue 1,19.0,1993.0,15.0,11.0,1050.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Andrea Dossena,it ITA,"DF,MF",Sunderland,Premier League,31.0,1981.0,7.0,6.0,489.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
819,Mathieu Dossevi,tg TOG,"FW,MF",Valenciennes,Ligue 1,25.0,1988.0,31.0,22.0,1962.0,21.8,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,0.18,0.18,0.37,0.18,0.37
820,Bas Dost,nl NED,FW,Wolfsburg,Bundesliga,24.0,1989.0,13.0,6.0,591.0,6.6,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61
821,Thierry Doubai,ci CIV,MF,Sochaux,Ligue 1,25.0,1988.0,15.0,7.0,644.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Nicolas Douchez,fr FRA,GK,Paris S-G,Ligue 1,33.0,1980.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,Abdoulaye Doucouré,ml MLI,MF,Rennes,Ligue 1,20.0,1993.0,20.0,12.0,1176.0,13.1,6.0,5.0,11.0,6.0,0.0,0.0,2.0,0.0,0.46,0.38,0.84,0.46,0.84
824,Souleymane Doukara,mr MTN,"FW,MF",Catania,Serie A,21.0,1991.0,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
825,Cheick Doukouré,ci CIV,MF,Lorient,Ligue 1,20.0,1992.0,19.0,12.0,1174.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08
826,Tongo Doumbia,ml MLI,MF,Valenciennes,Ligue 1,23.0,1989.0,36.0,34.0,3001.0,33.3,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,0.12,0.09,0.21,0.12,0.21
827,Ladislas Douniama,cg CGO,FW,Guingamp,Ligue 1,27.0,1986.0,16.0,6.0,683.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.26,0.13,0.26
828,Stewart Downing,eng ENG,"FW,MF",West Ham,Premier League,29.0,1984.0,32.0,29.0,2507.0,27.9,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11
829,Boukary Dramé,sn SEN,"DF,MF",Chievo,Serie A,28.0,1985.0,26.0,26.0,2174.0,24.2,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12
830,Julian Draxler,de GER,"FW,MF",Schalke 04,Bundesliga,19.0,1993.0,26.0,25.0,2145.0,23.8,2.0,7.0,9.0,2.0,0.0,0.0,5.0,0.0,0.08,0.29,0.38,0.08,0.38
832,Josip Drmić,ch SUI,FW,Nürnberg,Bundesliga,20.0,1992.0,33.0,30.0,2656.0,29.5,17.0,3.0,20.0,15.0,2.0,2.0,2.0,0.0,0.58,0.1,0.68,0.51,0.61
833,Jaroslav Drobný,cz CZE,GK,Hamburger SV,Bundesliga,33.0,1979.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Sebastián Dubarbier,ar ARG,"DF,FW",Almería,La Liga,27.0,1986.0,27.0,26.0,2297.0,25.5,1.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.04,0.0,0.04,0.04,0.04
835,Marvin Ducksch,de GER,FW,Dortmund,Bundesliga,19.0,1994.0,6.0,1.0,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,David Ducourtioux,fr FRA,"DF,MF",Valenciennes,Ligue 1,35.0,1978.0,31.0,27.0,2424.0,26.9,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,0.04,0.04,0.07,0.04,0.07
837,Duda,pt POR,"DF,FW",Málaga,La Liga,33.0,1980.0,24.0,20.0,1741.0,19.3,2.0,5.0,7.0,1.0,1.0,1.0,10.0,2.0,0.1,0.26,0.36,0.05,0.31
838,Damien Duff,ie IRL,"FW,MF",Fulham,Premier League,34.0,1979.0,15.0,9.0,693.0,7.7,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,0.39,0.0,0.39
839,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,21.0,1991.0,18.0,11.0,1144.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.08,0.0,0.08,0.08,0.08
840,Alfred Duncan,gh GHA,MF,Livorno,Serie A,20.0,1993.0,32.0,19.0,1813.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,20.0,1993.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Erik Durm,de GER,"DF,FW",Dortmund,Bundesliga,21.0,1992.0,19.0,14.0,1386.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,Nathan Dyer,eng ENG,"FW,MF",Swansea City,Premier League,25.0,1987.0,27.0,19.0,1748.0,19.4,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,0.31,0.1,0.41,0.31,0.41
844,Edin Džeko,ba BIH,FW,Manchester City,Premier League,27.0,1986.0,31.0,23.0,1986.0,22.1,16.0,1.0,17.0,16.0,0.0,0.0,4.0,0.0,0.73,0.05,0.77,0.73,0.77
845,Blerim Džemaili,ch SUI,MF,Napoli,Serie A,27.0,1986.0,24.0,18.0,1551.0,17.2,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,0.35,0.17,0.52,0.35,0.52
846,Patrick Ebert,de GER,"FW,MF",Valladolid,La Liga,26.0,1987.0,13.0,13.0,990.0,11.0,3.0,5.0,8.0,3.0,0.0,1.0,7.0,1.0,0.27,0.45,0.73,0.27,0.73
847,Elderson Echiéjilé,ng NGA,DF,Monaco,Ligue 1,25.0,1988.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848,Bruno Ecuele Manga,ga GAB,DF,Lorient,Ligue 1,25.0,1988.0,35.0,35.0,3085.0,34.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.03,0.0,0.03,0.03,0.03
849,Éder,it ITA,FW,Sampdoria,Serie A,26.0,1986.0,33.0,30.0,2500.0,27.8,12.0,5.0,17.0,9.0,3.0,3.0,8.0,1.0,0.43,0.18,0.61,0.32,0.5
850,Ederson,br BRA,MF,Lazio,Serie A,27.0,1986.0,15.0,6.0,542.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.17,0.17,0.33,0.17,0.33
851,Fabrice Ehret,fr FRA,"DF,MF",Evian,Ligue 1,33.0,1979.0,8.0,6.0,447.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.0,0.2,0.2,0.2
852,Joachim Eickmayer,fr FRA,MF,Sochaux,Ligue 1,20.0,1993.0,10.0,7.0,617.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
853,Albin Ekdal,se SWE,MF,Cagliari,Serie A,24.0,1989.0,22.0,20.0,1656.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.0,0.05,0.05,0.05
854,Mehmet Ekici,tr TUR,MF,Werder Bremen,Bundesliga,23.0,1990.0,11.0,7.0,575.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.16,0.0,0.16,0.16,0.16
855,Borja Ekiza,es ESP,DF,Athletic Club,La Liga,25.0,1988.0,1.0,1.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,Omar Elabdellaoui,no NOR,"DF,MF",Braunschweig,Bundesliga,21.0,1991.0,29.0,27.0,2313.0,25.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.04,0.08,0.12,0.04,0.12
858,Eljero Elia,nl NED,"FW,MF",Werder Bremen,Bundesliga,26.0,1987.0,33.0,23.0,2016.0,22.4,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,0.18,0.13,0.31,0.18,0.31
859,Eliseu,pt POR,"DF,MF",Málaga,La Liga,29.0,1983.0,28.0,18.0,1650.0,18.3,2.0,2.0,4.0,2.0,0.0,0.0,9.0,0.0,0.11,0.11,0.22,0.11,0.22
860,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,27.0,1986.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,Johan Elmander,se SWE,FW,Norwich City,Premier League,32.0,1981.0,29.0,16.0,1489.0,16.5,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.06,0.24,0.3,0.06,0.3
862,Ahmed Elmohamady,eg EGY,"DF,MF",Hull City,Premier League,25.0,1987.0,38.0,38.0,3325.0,36.9,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.05,0.05,0.11,0.05,0.11
863,Gorka Elustondo,es ESP,"DF,MF",Real Sociedad,La Liga,26.0,1987.0,20.0,11.0,1077.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
864,Tarik Elyounoussi,no NOR,"FW,MF",Hoffenheim,Bundesliga,25.0,1988.0,21.0,13.0,1039.0,11.5,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.26,0.26,0.0,0.26
865,Urby Emanuelson,nl NED,"DF,FW",Milan,Serie A,27.0,1986.0,24.0,18.0,1690.0,18.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,0.16,0.0,0.16
866,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,La Liga,21.0,1992.0,11.0,0.0,351.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26
867,Innocent Emeghara,ch SUI,FW,Livorno,Serie A,24.0,1989.0,30.0,17.0,1579.0,17.5,4.0,4.0,8.0,3.0,1.0,1.0,4.0,1.0,0.23,0.23,0.46,0.17,0.4
868,Emerson,br BRA,"DF,MF",Livorno,Serie A,32.0,1980.0,31.0,30.0,2566.0,28.5,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.07,0.0,0.07,0.07,0.07
869,Emerson,br BRA,DF,Rennes,Ligue 1,27.0,1986.0,11.0,5.0,605.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
870,Marvin Emnes,nl NED,"FW,MF",Swansea City,Premier League,25.0,1988.0,7.0,2.0,139.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.65,0.0,0.65,0.65,0.65
871,José Enrique,es ESP,DF,Liverpool,Premier League,27.0,1986.0,8.0,6.0,604.0,6.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3
872,Vincent Enyeama,ng NGA,GK,Lille,Ligue 1,30.0,1982.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
873,Eloge Enza Yamissi,cf CTA,"DF,MF",Valenciennes,Ligue 1,30.0,1983.0,26.0,23.0,1906.0,21.2,1.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,0.05,0.0,0.05,0.05,0.05
874,Mirko Eramo,it ITA,MF,Sampdoria,Serie A,24.0,1989.0,1.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
875,Mevlüt Erdinç,tr TUR,FW,Rennes,Ligue 1,26.0,1987.0,4.0,4.0,333.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27
876,Mevlüt Erdinç,tr TUR,FW,Saint-Étienne,Ligue 1,26.0,1987.0,27.0,19.0,1667.0,18.5,11.0,2.0,13.0,10.0,1.0,1.0,1.0,0.0,0.59,0.11,0.7,0.54,0.65
877,Christian Eriksen,dk DEN,"FW,MF",Tottenham,Premier League,21.0,1992.0,25.0,23.0,1976.0,22.0,7.0,8.0,15.0,7.0,0.0,0.0,3.0,0.0,0.32,0.36,0.68,0.32,0.68
878,Sebastian Eriksson,se SWE,"DF,MF",Cagliari,Serie A,24.0,1989.0,20.0,12.0,1164.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
879,Andrés Escobar,co COL,"FW,MF",Evian,Ligue 1,22.0,1991.0,5.0,0.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,Sergio Escudero,es ESP,"DF,MF",Getafe,La Liga,23.0,1989.0,19.0,18.0,1480.0,16.4,2.0,2.0,4.0,2.0,0.0,0.0,11.0,1.0,0.12,0.12,0.24,0.12,0.24
881,Michael Essien,gh GHA,"DF,MF",Chelsea,Premier League,30.0,1982.0,5.0,2.0,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Michael Essien,gh GHA,"DF,MF",Milan,Serie A,30.0,1982.0,7.0,3.0,326.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
884,Alexander Esswein,de GER,"FW,MF",Augsburg,Bundesliga,23.0,1990.0,13.0,5.0,615.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15
885,Alexander Esswein,de GER,"FW,MF",Nürnberg,Bundesliga,23.0,1990.0,5.0,1.0,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,Esteban,es ESP,GK,Almería,La Liga,38.0,1975.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
887,Marcelo Estigarribia,py PAR,"DF,MF",Atalanta,Serie A,25.0,1987.0,12.0,8.0,728.0,8.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.12,0.12,0.25,0.12,0.25
888,Marcelo Estigarribia,py PAR,"DF,MF",Chievo,Serie A,25.0,1987.0,16.0,12.0,923.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1
889,Dani Estrada,es ESP,"DF,MF",Real Sociedad,La Liga,26.0,1987.0,3.0,3.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,Matthew Etherington,eng ENG,MF,Stoke City,Premier League,31.0,1981.0,11.0,5.0,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,Samuel Eto'o,cm CMR,FW,Chelsea,Premier League,32.0,1981.0,21.0,16.0,1298.0,14.4,9.0,2.0,11.0,9.0,0.0,0.0,1.0,0.0,0.62,0.14,0.76,0.62,0.76
892,Beñat Etxebarria,es ESP,MF,Athletic Club,La Liga,26.0,1987.0,23.0,12.0,1018.0,11.3,1.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,0.09,0.27,0.35,0.09,0.35
893,Xabier Etxeita,es ESP,DF,Athletic Club,La Liga,25.0,1987.0,3.0,2.0,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,Yohann Eudeline,fr FRA,"FW,MF",Nantes,Ligue 1,31.0,1982.0,2.0,2.0,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,Jonny Evans,nir NIR,DF,Manchester Utd,Premier League,25.0,1988.0,17.0,17.0,1375.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,Patrice Evra,fr FRA,DF,Manchester Utd,Premier League,32.0,1981.0,33.0,33.0,2880.0,32.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.03,0.09,0.12,0.03,0.12
897,Willi Evseev,de GER,MF,Wolfsburg,Bundesliga,21.0,1992.0,3.0,0.0,12.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,0.0,7.5
898,Valentin Eysseric,fr FRA,"FW,MF",Nice,Ligue 1,21.0,1992.0,29.0,23.0,2078.0,23.1,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.13,0.09,0.22,0.13,0.22
899,Łukasz Fabiański,pl POL,GK,Arsenal,Premier League,28.0,1985.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,Fabinho,br BRA,"DF,MF",Monaco,Ligue 1,19.0,1993.0,26.0,21.0,1912.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
901,Fábio,br BRA,DF,Manchester Utd,Premier League,23.0,1990.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,Fábio,br BRA,DF,Cardiff City,Premier League,23.0,1990.0,13.0,13.0,993.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
903,Cesc Fàbregas,es ESP,"FW,MF",Barcelona,La Liga,26.0,1987.0,36.0,28.0,2460.0,27.3,8.0,14.0,22.0,6.0,2.0,2.0,4.0,0.0,0.29,0.51,0.8,0.22,0.73
904,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,24.0,1988.0,22.0,22.0,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,Radamel Falcao,co COL,FW,Monaco,Ligue 1,27.0,1986.0,17.0,16.0,1388.0,15.4,9.0,0.0,9.0,7.0,2.0,3.0,5.0,0.0,0.58,0.0,0.58,0.45,0.45
906,Iago Falque,es ESP,"FW,MF",Rayo Vallecano,La Liga,23.0,1990.0,28.0,26.0,1972.0,21.9,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.14,0.09,0.23,0.14,0.23
907,Rod Fanni,fr FRA,DF,Marseille,Ligue 1,31.0,1981.0,22.0,21.0,1843.0,20.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1
908,Cheick Fantamady Diarra,ml MLI,"FW,MF",Rennes,Ligue 1,21.0,1992.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
910,Jefferson Farfán,pe PER,"FW,MF",Schalke 04,Bundesliga,28.0,1984.0,19.0,17.0,1519.0,16.9,9.0,5.0,14.0,5.0,4.0,4.0,2.0,0.0,0.53,0.3,0.83,0.3,0.59
911,Diego Farias,br BRA,FW,Sassuolo,Serie A,23.0,1990.0,11.0,3.0,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
912,Alexander Farnerud,se SWE,MF,Torino,Serie A,29.0,1984.0,23.0,15.0,1163.0,12.9,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.31,0.0,0.31,0.31,0.31
913,Mohammed Fatau,gh GHA,MF,Granada,La Liga,20.0,1992.0,9.0,6.0,496.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
914,Malik Fathi,de GER,DF,Mainz 05,Bundesliga,29.0,1983.0,2.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,Ricardo Faty,sn SEN,MF,Ajaccio,Ligue 1,26.0,1986.0,20.0,19.0,1671.0,18.6,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,0.11,0.16,0.27,0.11,0.27
916,Julien Faubert,fr FRA,"DF,FW",Bordeaux,Ligue 1,29.0,1983.0,22.0,12.0,1148.0,12.8,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.24,0.0,0.24,0.24,0.24
917,Cédric Fauré,fr FRA,FW,Guingamp,Ligue 1,34.0,1979.0,4.0,1.0,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,Julien Faussurier,fr FRA,"DF,MF",Sochaux,Ligue 1,26.0,1987.0,37.0,34.0,3049.0,33.9,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06
919,Abdoulaye Faye,sn SEN,"DF,MF",Hull City,Premier League,35.0,1978.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,Federico Fazio,ar ARG,DF,Sevilla,La Liga,26.0,1987.0,27.0,27.0,2383.0,26.5,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,0.08,0.04,0.11,0.08,0.11
921,Francesco Fedato,it ITA,FW,Catania,Serie A,20.0,1992.0,9.0,1.0,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,La Liga,23.0,1989.0,32.0,22.0,2066.0,23.0,4.0,8.0,12.0,4.0,0.0,0.0,4.0,0.0,0.17,0.35,0.52,0.17,0.52
923,Nabil Fekir,fr FRA,"FW,MF",Lyon,Ligue 1,20.0,1993.0,11.0,6.0,545.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17
924,Marouane Fellaini,be BEL,MF,Manchester Utd,Premier League,25.0,1987.0,16.0,12.0,1104.0,12.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08
925,Marouane Fellaini,be BEL,MF,Everton,Premier League,25.0,1987.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,Mehdi Fennouche,dz ALG,FW,Toulouse,Ligue 1,20.0,1993.0,2.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,Leroy Fer,nl NED,MF,Norwich City,Premier League,23.0,1990.0,29.0,28.0,2462.0,27.4,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,0.11,0.04,0.15,0.11,0.15
928,Rio Ferdinand,eng ENG,DF,Manchester Utd,Premier League,34.0,1978.0,14.0,12.0,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,Julien Féret,fr FRA,MF,Rennes,Ligue 1,31.0,1982.0,16.0,11.0,1034.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
