,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
503,Alberto Cerri,it ITA,FW,SPAL,Serie A,23.0,1996.0,4.7,138.0,134.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,9.0
504,Alberto Cerri,it ITA,FW,Cagliari,Serie A,23.0,1996.0,2.7,98.0,94.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,1.0,2.0
505,Julian Chabot,de GER,DF,Sampdoria,Serie A,21.0,1998.0,6.3,259.0,244.0,14.0,12.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,216.0,1.0,0.0
506,Florian Chabrolle,fr FRA,MF,Marseille,Ligue 1,21.0,1998.0,0.2,16.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0
507,Fouad Chafik,ma MAR,DF,Dijon,Ligue 1,32.0,1986.0,17.0,941.0,758.0,181.0,22.0,1.0,3.0,50.0,159.0,0.0,0.0,0.0,0.0,712.0,2.0,20.0
508,Sofian Chakla,ma MAR,DF,Villarreal,La Liga,25.0,1993.0,2.0,91.0,86.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
509,Nathaniel Chalobah,eng ENG,MF,Watford,Premier League,24.0,1994.0,10.3,370.0,347.0,22.0,7.0,0.0,2.0,21.0,2.0,13.0,5.0,2.0,2.0,261.0,1.0,17.0
510,Calum Chambers,eng ENG,DF,Arsenal,Premier League,24.0,1995.0,12.2,915.0,818.0,95.0,12.0,0.0,6.0,34.0,83.0,0.0,0.0,0.0,0.0,732.0,2.0,16.0
511,Jhon Chancellor,ve VEN,DF,Brescia,Serie A,27.0,1992.0,24.9,878.0,846.0,27.0,27.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,5.0,10.0
512,Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,Bundesliga,29.0,1990.0,13.6,468.0,400.0,67.0,5.0,0.0,6.0,64.0,62.0,0.0,0.0,0.0,0.0,281.0,1.0,14.0
513,Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,Bundesliga,25.0,1994.0,7.5,272.0,267.0,2.0,0.0,2.0,2.0,18.0,2.0,0.0,0.0,0.0,0.0,192.0,3.0,7.0
514,Gaëtan Charbonnier,fr FRA,"FW,MF",Brest,Ligue 1,30.0,1988.0,22.9,838.0,762.0,75.0,10.0,4.0,17.0,31.0,9.0,7.0,0.0,0.0,0.0,637.0,1.0,19.0
515,Brendan Chardonnet,fr FRA,DF,Brest,Ligue 1,24.0,1994.0,9.1,553.0,542.0,11.0,11.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,4.0
516,Charles,br BRA,FW,Eibar,La Liga,35.0,1984.0,14.5,347.0,315.0,30.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,233.0,2.0,7.0
517,Xavier Chavalerin,fr FRA,MF,Reims,Ligue 1,28.0,1991.0,23.9,1108.0,977.0,125.0,59.0,2.0,18.0,107.0,6.0,60.0,14.0,41.0,0.0,841.0,6.0,15.0
518,Pablo Chavarría,ar ARG,"FW,MF",Mallorca,La Liga,31.0,1988.0,2.3,62.0,61.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0
520,Aurélien Chedjou,cm CMR,DF,Amiens,Ligue 1,34.0,1985.0,21.9,1051.0,1005.0,43.0,40.0,1.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,826.0,3.0,8.0
521,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,La Liga,21.0,1997.0,6.7,265.0,255.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,238.0,0.0,2.0
522,Chema,es ESP,DF,Getafe,La Liga,27.0,1992.0,3.4,130.0,116.0,11.0,10.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,76.0,3.0,0.0
523,Rayan Cherki,fr FRA,"MF,FW",Lyon,Ligue 1,15.0,2003.0,1.6,65.0,60.0,5.0,1.0,1.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,42.0,0.0,4.0
524,Denis Cheryshev,ru RUS,"MF,FW",Valencia,La Liga,28.0,1990.0,10.3,354.0,339.0,12.0,1.0,1.0,2.0,40.0,11.0,0.0,0.0,0.0,0.0,231.0,3.0,16.0
525,Giorgio Chiellini,it ITA,DF,Juventus,Serie A,34.0,1984.0,2.2,111.0,110.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,1.0
526,Federico Chiesa,it ITA,"FW,DF",Fiorentina,Serie A,21.0,1997.0,29.3,827.0,761.0,63.0,4.0,11.0,7.0,53.0,48.0,4.0,1.0,0.0,0.0,602.0,3.0,21.0
527,Ben Chilwell,eng ENG,DF,Leicester City,Premier League,22.0,1996.0,26.4,2021.0,1715.0,302.0,34.0,3.0,12.0,103.0,260.0,8.0,1.0,3.0,0.0,1544.0,4.0,45.0
528,Vlad Chiricheș,ro ROU,DF,Sassuolo,Serie A,29.0,1989.0,7.9,485.0,471.0,14.0,14.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,1.0
529,Tahith Chong,nl NED,"FW,DF",Manchester Utd,Premier League,19.0,1999.0,0.4,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
530,Joris Chotard,fr FRA,MF,Montpellier,Ligue 1,17.0,2001.0,13.9,545.0,524.0,18.0,17.0,1.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,417.0,3.0,5.0
531,Hamza Choudhury,eng ENG,MF,Leicester City,Premier League,21.0,1997.0,9.9,501.0,490.0,11.0,9.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,428.0,0.0,10.0
532,Mounir Chouiar,fr FRA,"MF,FW",Dijon,Ligue 1,20.0,1999.0,16.7,635.0,517.0,115.0,36.0,4.0,4.0,91.0,19.0,57.0,24.0,24.0,2.0,448.0,3.0,14.0
533,Andreas Christensen,dk DEN,DF,Chelsea,Premier League,23.0,1996.0,19.5,1314.0,1274.0,38.0,33.0,2.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,1199.0,2.0,3.0
534,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,La Liga,20.0,1999.0,22.8,762.0,744.0,15.0,2.0,6.0,11.0,34.0,7.0,4.0,0.0,0.0,0.0,546.0,3.0,28.0
535,Darko Churlinov,mk MKD,MF,Köln,Bundesliga,19.0,2000.0,0.2,10.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
536,Churripi,es ESP,GK,Valladolid,La Liga,25.0,1994.0,2.7,99.0,59.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,1.0
537,Luca Cigarini,it ITA,MF,Cagliari,Serie A,33.0,1986.0,17.8,1240.0,1072.0,165.0,104.0,1.0,12.0,83.0,1.0,60.0,22.0,25.0,1.0,991.0,3.0,7.0
538,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,Bundesliga,32.0,1987.0,18.1,731.0,704.0,24.0,17.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,600.0,3.0,9.0
539,Jasper Cillessen,nl NED,GK,Valencia,La Liga,30.0,1989.0,23.3,760.0,489.0,265.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,6.0,0.0
540,Thiago Cionek,pl POL,DF,SPAL,Serie A,33.0,1986.0,24.1,1372.0,1114.0,251.0,66.0,0.0,5.0,60.0,185.0,0.0,0.0,0.0,0.0,1023.0,7.0,39.0
541,Ibrahim Cissé,ci CIV,DF,Nice,Ligue 1,20.0,1999.0,0.6,45.0,43.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0
542,Ibrahim Cissé,sn SEN,DF,Angers,Ligue 1,23.0,1996.0,0.7,64.0,49.0,15.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0
543,Andrea Cistana,it ITA,DF,Brescia,Serie A,22.0,1997.0,20.4,829.0,779.0,49.0,43.0,1.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,694.0,1.0,11.0
544,Ciaran Clark,ie IRL,DF,Newcastle Utd,Premier League,29.0,1989.0,13.2,337.0,311.0,26.0,11.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0
546,Leon Clarke,eng ENG,"FW,MF",Sheffield Utd,Premier League,34.0,1985.0,0.4,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
547,Alexis Claude-Maurice,fr FRA,"FW,MF",Nice,Ligue 1,21.0,1998.0,18.1,595.0,569.0,26.0,6.0,1.0,4.0,28.0,5.0,13.0,4.0,8.0,0.0,501.0,0.0,8.0
548,Christian Clemens,de GER,FW,Köln,Bundesliga,27.0,1991.0,0.2,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
549,Óscar Clemente,es ESP,MF,Atlético Madrid,La Liga,20.0,1999.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
550,Yannis Clementia,mq MTQ,GK,Nice,Ligue 1,22.0,1997.0,2.0,61.0,39.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0
551,Denilho Cleonise,nl NED,FW,Genoa,Serie A,17.0,2001.0,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
552,Carlos Clerc,es ESP,DF,Levante,La Liga,27.0,1992.0,20.5,966.0,764.0,197.0,16.0,0.0,16.0,60.0,181.0,0.0,0.0,0.0,0.0,692.0,5.0,26.0
553,Tom Cleverley,eng ENG,MF,Watford,Premier League,29.0,1989.0,10.8,467.0,433.0,31.0,12.0,0.0,2.0,29.0,5.0,6.0,2.0,3.0,0.0,369.0,3.0,3.0
554,Conor Coady,eng ENG,DF,Wolves,Premier League,26.0,1993.0,38.0,1853.0,1808.0,42.0,41.0,4.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1573.0,3.0,9.0
555,Marcus Coco,fr FRA,FW,Nantes,Ligue 1,23.0,1996.0,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
556,Renaud Cohade,fr FRA,MF,Metz,Ligue 1,34.0,1984.0,8.5,585.0,540.0,44.0,15.0,1.0,2.0,22.0,4.0,16.0,7.0,5.0,0.0,477.0,1.0,10.0
557,Coke,es ESP,DF,Levante,La Liga,32.0,1987.0,11.0,586.0,483.0,102.0,6.0,0.0,7.0,25.0,96.0,0.0,0.0,0.0,0.0,462.0,1.0,17.0
558,Séamus Coleman,ie IRL,DF,Everton,Premier League,30.0,1988.0,20.4,1087.0,857.0,227.0,10.0,0.0,5.0,43.0,217.0,0.0,0.0,0.0,0.0,827.0,3.0,25.0
559,Álex Collado,es ESP,FW,Barcelona,La Liga,20.0,1999.0,0.1,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
560,Ebrima Colley,gm GAM,FW,Atalanta,Serie A,19.0,2000.0,0.9,46.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
561,Omar Colley,gm GAM,DF,Sampdoria,Serie A,26.0,1992.0,30.8,1377.0,1326.0,44.0,43.0,0.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,1113.0,7.0,8.0
562,Jamilu Collins,ng NGA,DF,Paderborn 07,Bundesliga,24.0,1994.0,29.6,1770.0,1436.0,324.0,20.0,1.0,7.0,41.0,304.0,0.0,0.0,0.0,0.0,1307.0,10.0,68.0
563,Simone Colombi,it ITA,GK,Parma,Serie A,28.0,1991.0,4.0,101.0,50.0,51.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
564,Lorenzo Colombo,it ITA,FW,Milan,Serie A,17.0,2002.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
565,Racine Coly,sn SEN,"DF,FW",Nice,Ligue 1,23.0,1995.0,7.2,534.0,443.0,90.0,14.0,0.0,3.0,9.0,76.0,0.0,0.0,0.0,0.0,450.0,1.0,8.0
566,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,Bundesliga,23.0,1996.0,16.7,787.0,779.0,5.0,0.0,3.0,7.0,75.0,3.0,2.0,0.0,0.0,0.0,599.0,3.0,25.0
567,Daniel Congré,fr FRA,DF,Montpellier,Ligue 1,34.0,1985.0,21.6,911.0,874.0,33.0,30.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,747.0,4.0,10.0
568,Aaron Connolly,ie IRL,FW,Brighton,Premier League,19.0,2000.0,14.0,155.0,141.0,14.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,11.0
569,Andrea Consigli,it ITA,GK,Sassuolo,Serie A,32.0,1987.0,31.0,988.0,703.0,280.0,75.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,5.0,0.0
570,Andrea Conti,it ITA,DF,Milan,Serie A,25.0,1994.0,19.2,1058.0,876.0,179.0,26.0,0.0,2.0,24.0,153.0,0.0,0.0,0.0,0.0,876.0,3.0,11.0
572,Lewis Cook,eng ENG,"MF,FW",Bournemouth,Premier League,22.0,1997.0,15.0,739.0,713.0,20.0,11.0,5.0,3.0,8.0,5.0,2.0,0.0,0.0,0.0,572.0,6.0,17.0
573,Steve Cook,eng ENG,DF,Bournemouth,Premier League,28.0,1991.0,27.0,1296.0,1234.0,57.0,38.0,0.0,7.0,1.0,19.0,0.0,0.0,0.0,0.0,1016.0,5.0,9.0
574,Francis Coquelin,fr FRA,MF,Valencia,La Liga,28.0,1991.0,21.2,1004.0,976.0,26.0,22.0,0.0,23.0,3.0,4.0,0.0,0.0,0.0,0.0,897.0,2.0,6.0
575,Gabriele Corbo,it ITA,DF,Bologna,Serie A,19.0,2000.0,1.4,62.0,61.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0
576,Sébastien Corchia,fr FRA,DF,Espanyol,La Liga,28.0,1990.0,3.0,178.0,145.0,33.0,0.0,0.0,1.0,25.0,31.0,2.0,0.0,2.0,0.0,143.0,0.0,7.0
577,Iñigo Córdoba,es ESP,FW,Athletic Club,La Liga,22.0,1997.0,16.0,460.0,450.0,9.0,3.0,2.0,0.0,36.0,5.0,0.0,0.0,0.0,0.0,317.0,1.0,22.0
578,Jhon Córdoba,co COL,FW,Köln,Bundesliga,26.0,1993.0,22.2,423.0,375.0,47.0,0.0,1.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,317.0,1.0,12.0
579,Sergio Córdova,ve VEN,FW,Augsburg,Bundesliga,21.0,1997.0,4.1,78.0,71.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,2.0
580,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,Ligue 1,32.0,1987.0,2.9,78.0,70.0,7.0,0.0,0.0,0.0,9.0,1.0,2.0,2.0,0.0,0.0,43.0,1.0,1.0
581,Jack Cork,eng ENG,MF,Burnley,Premier League,30.0,1989.0,29.0,941.0,928.0,6.0,1.0,2.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0,725.0,7.0,14.0
582,Andreas Cornelius,dk DEN,FW,Parma,Serie A,26.0,1993.0,16.6,417.0,402.0,14.0,1.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,275.0,1.0,15.0
583,Maxwel Cornet,ci CIV,"FW,DF",Lyon,Ligue 1,22.0,1996.0,14.8,710.0,618.0,91.0,13.0,1.0,3.0,79.0,51.0,26.0,17.0,5.0,0.0,500.0,1.0,27.0
584,Quentin Cornette,fr FRA,"FW,MF",Amiens,Ligue 1,25.0,1994.0,3.9,140.0,121.0,18.0,1.0,1.0,0.0,47.0,5.0,12.0,7.0,3.0,0.0,75.0,1.0,11.0
585,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,La Liga,24.0,1995.0,22.9,591.0,572.0,11.0,1.0,7.0,0.0,34.0,0.0,8.0,2.0,4.0,0.0,431.0,8.0,16.0
586,Joaquín Correa,ar ARG,FW,Lazio,Serie A,24.0,1994.0,22.2,688.0,661.0,23.0,3.0,2.0,6.0,9.0,8.0,6.0,2.0,1.0,0.0,555.0,4.0,20.0
587,Rober Correa,es ESP,DF,Eibar,La Liga,26.0,1992.0,10.3,523.0,383.0,139.0,8.0,0.0,0.0,33.0,131.0,0.0,0.0,0.0,0.0,369.0,1.0,14.0
588,Edmilson Correia,gw GNB,"FW,DF",Saint-Étienne,Ligue 1,19.0,2000.0,0.5,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
589,Thierry Correia,pt POR,DF,Valencia,La Liga,20.0,1999.0,2.9,137.0,103.0,32.0,3.0,2.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,104.0,2.0,7.0
590,Antonio Cortés,es ESP,"FW,MF",Granada,La Liga,19.0,2000.0,2.0,33.0,32.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0
591,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,Bundesliga,26.0,1993.0,15.4,636.0,522.0,109.0,1.0,1.0,2.0,83.0,108.0,0.0,0.0,0.0,0.0,417.0,5.0,30.0
592,Diego Costa,es ESP,FW,Atlético Madrid,La Liga,30.0,1988.0,15.0,369.0,354.0,14.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,253.0,1.0,15.0
593,Douglas Costa,br BRA,"FW,MF",Juventus,Serie A,28.0,1990.0,8.9,486.0,449.0,35.0,4.0,2.0,10.0,38.0,15.0,15.0,7.0,4.0,0.0,384.0,2.0,12.0
594,Jaume Costa,es ESP,DF,Valencia,La Liga,31.0,1988.0,15.4,835.0,707.0,123.0,10.0,1.0,3.0,29.0,113.0,0.0,0.0,0.0,0.0,671.0,5.0,16.0
595,Angelo da Costa Júnior,br BRA,GK,Bologna,Serie A,35.0,1983.0,1.0,26.0,20.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
596,Nuno da Costa,cv CPV,FW,Strasbourg,Ligue 1,28.0,1991.0,5.9,144.0,141.0,3.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,89.0,0.0,7.0
598,David Costas,es ESP,DF,Celta Vigo,La Liga,24.0,1995.0,3.8,200.0,191.0,8.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,178.0,1.0,3.0
599,Benoît Costil,fr FRA,GK,Bordeaux,Ligue 1,32.0,1987.0,28.0,883.0,567.0,316.0,69.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,622.0,0.0,0.0
600,Kalifa Coulibaly,ml MLI,FW,Nantes,Ligue 1,27.0,1991.0,18.0,337.0,331.0,6.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,185.0,0.0,9.0
601,Senou Coulibaly,ml MLI,DF,Dijon,Ligue 1,24.0,1994.0,7.4,401.0,390.0,10.0,8.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,326.0,1.0,3.0
602,Yoann Court,fr FRA,"FW,MF",Brest,Ligue 1,29.0,1990.0,16.3,554.0,502.0,48.0,15.0,1.0,8.0,70.0,5.0,28.0,18.0,6.0,0.0,371.0,4.0,20.0
603,Thibaut Courtois,be BEL,GK,Real Madrid,La Liga,27.0,1992.0,34.0,1086.0,798.0,284.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,4.0,1.0
604,Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,Bundesliga,27.0,1992.0,15.7,857.0,792.0,60.0,12.0,10.0,6.0,41.0,10.0,27.0,21.0,2.0,0.0,691.0,5.0,14.0
605,Nicolas Cozza,fr FRA,DF,Montpellier,Ligue 1,20.0,1999.0,6.2,248.0,240.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,3.0
606,Alessio Cragno,it ITA,GK,Cagliari,Serie A,25.0,1994.0,16.0,472.0,259.0,211.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,2.0,0.0
607,Aaron Cresswell,eng ENG,DF,West Ham,Premier League,29.0,1989.0,30.3,1705.0,1314.0,384.0,45.0,0.0,5.0,127.0,320.0,19.0,10.0,4.0,2.0,1232.0,7.0,53.0
608,Domenico Criscito,it ITA,DF,Genoa,Serie A,32.0,1986.0,22.8,1280.0,1049.0,224.0,57.0,1.0,15.0,76.0,147.0,20.0,8.0,10.0,0.0,970.0,7.0,20.0
609,Bryan Cristante,it ITA,MF,Roma,Serie A,24.0,1995.0,18.0,1069.0,1044.0,23.0,21.0,5.0,17.0,7.0,1.0,1.0,0.0,0.0,0.0,903.0,2.0,12.0
610,Sebastián Cristóforo,uy URU,MF,Fiorentina,Serie A,25.0,1993.0,1.0,51.0,42.0,9.0,3.0,0.0,0.0,5.0,0.0,6.0,1.0,4.0,0.0,43.0,0.0,0.0
611,Sebastián Cristóforo,uy URU,MF,Eibar,La Liga,25.0,1993.0,9.7,299.0,288.0,11.0,1.0,0.0,7.0,18.0,0.0,9.0,2.0,7.0,0.0,216.0,0.0,8.0
612,Juan Cuadrado,co COL,"DF,FW",Juventus,Serie A,31.0,1988.0,29.5,2318.0,2063.0,251.0,49.0,4.0,37.0,86.0,202.0,0.0,0.0,0.0,0.0,2032.0,4.0,20.0
613,Cucho,co COL,"FW,MF",Mallorca,La Liga,20.0,1999.0,16.5,448.0,431.0,15.0,2.0,0.0,8.0,24.0,4.0,0.0,0.0,0.0,0.0,295.0,2.0,19.0
614,Marc Cucurella,es ESP,"MF,DF",Getafe,La Liga,21.0,1998.0,36.0,1409.0,1212.0,183.0,25.0,1.0,7.0,127.0,142.0,16.0,1.0,0.0,0.0,916.0,14.0,59.0
615,Iván Cuéllar,es ESP,GK,Leganés,La Liga,35.0,1984.0,27.0,825.0,474.0,348.0,131.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,3.0,1.0
616,Jaume Cuéllar,bo BOL,"MF,FW",SPAL,Serie A,17.0,2001.0,0.8,16.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
617,Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,Bundesliga,19.0,1999.0,3.4,193.0,173.0,20.0,4.0,0.0,1.0,15.0,2.0,13.0,5.0,5.0,0.0,155.0,0.0,5.0
618,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,Bundesliga,20.0,1999.0,8.3,170.0,158.0,10.0,5.0,1.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,108.0,2.0,2.0
619,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,Bundesliga,20.0,1999.0,3.1,97.0,96.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0
620,Felipe Curcio,br BRA,DF,Brescia,Serie A,25.0,1993.0,0.1,12.0,11.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
621,Patrick Cutrone,it ITA,FW,Wolves,Premier League,21.0,1998.0,3.3,65.0,57.0,8.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0
622,Patrick Cutrone,it ITA,FW,Fiorentina,Serie A,21.0,1998.0,9.3,168.0,163.0,5.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,118.0,0.0,9.0
624,Wylan Cyprien,fr FRA,MF,Nice,Ligue 1,24.0,1995.0,19.7,1351.0,1201.0,148.0,67.0,1.0,11.0,97.0,1.0,80.0,35.0,30.0,3.0,1126.0,2.0,13.0
625,Rafael Czichos,de GER,DF,Köln,Bundesliga,29.0,1990.0,24.5,1231.0,1155.0,73.0,65.0,3.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,1002.0,3.0,8.0
626,Lennart-Marten Czyborra,de GER,DF,Atalanta,Serie A,20.0,1999.0,0.2,9.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
627,Marco D'Alessandro,it ITA,"MF,DF",SPAL,Serie A,28.0,1991.0,8.7,255.0,250.0,5.0,0.0,0.0,0.0,28.0,4.0,1.0,0.0,0.0,0.0,181.0,0.0,18.0
628,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,30.0,1988.0,15.6,905.0,797.0,106.0,15.0,1.0,6.0,17.0,91.0,0.0,0.0,0.0,0.0,757.0,2.0,11.0
629,Felice D'Amico,it ITA,MF,Sampdoria,Serie A,18.0,2000.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
630,Lucas Da Cunha,fr FRA,MF,Rennes,Ligue 1,18.0,2001.0,0.8,25.0,24.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,22.0,0.0,0.0
631,Jacopo Da Riva,it ITA,MF,Atalanta,Serie A,18.0,2000.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
632,Damien Da Silva,fr FRA,DF,Rennes,Ligue 1,31.0,1988.0,24.9,1264.0,1217.0,45.0,45.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1071.0,2.0,8.0
633,Moanes Dabbur,il ISR,FW,Sevilla,La Liga,27.0,1992.0,0.3,18.0,17.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
634,Moanes Dabbur,il ISR,FW,Hoffenheim,Bundesliga,27.0,1992.0,8.5,253.0,241.0,12.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,180.0,0.0,15.0
635,Bryan Dabo,bf BFA,MF,SPAL,Serie A,27.0,1992.0,12.5,568.0,556.0,11.0,5.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,489.0,1.0,6.0
636,Colin Dagba,fr FRA,DF,Paris S-G,Ligue 1,20.0,1998.0,7.4,408.0,352.0,56.0,3.0,0.0,0.0,25.0,53.0,0.0,0.0,0.0,0.0,362.0,0.0,6.0
637,Mahmoud Dahoud,de GER,MF,Dortmund,Bundesliga,23.0,1996.0,6.2,487.0,481.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,438.0,1.0,8.0
