,Player,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
280,Badredine Bouanani,1.3,6,4.58,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
281,Hicham Boudaoui,6.8,12,1.77,9,1,0,1,1,0,1,0.15,1,0,0,0,0,0
282,Yassine Bounou,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
283,Mehdi Bourabia,0.4,1,2.73,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
284,Benjamin Bourigeaud,10.9,52,4.76,37,12,0,3,0,0,3,0.27,2,0,0,1,0,0
286,Bilal Boutobba,1.6,6,3.78,3,1,0,1,1,0,0,0.00,0,0,0,0,0,0
287,Edoardo Bove,7.5,15,2.01,14,0,0,0,1,0,1,0.13,1,0,0,0,0,0
288,Jarrod Bowen,12.0,32,2.67,19,4,4,3,1,1,5,0.42,4,0,0,0,0,1
289,Lucas Boye,8.3,31,3.73,17,0,9,4,1,0,5,0.60,3,0,2,0,0,0
290,Domagoj Bradaric,9.5,13,1.37,10,3,0,0,0,0,1,0.11,1,0,0,0,0,0
291,Bilal Brahimi,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
292,Bilal Brahimi,1.1,5,4.74,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0
293,Juan Brandariz,10.5,7,0.67,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
294,Julian Brandt,8.5,45,5.31,23,16,3,2,0,1,4,0.47,3,1,0,0,0,0
295,Jarrad Branthwaite,10.0,7,0.70,7,0,0,0,0,0,1,0.10,1,0,0,0,0,0
296,Lilian Brassier,9.7,9,0.92,6,0,1,0,0,2,0,0.00,0,0,0,0,0,0
297,Claudio Bravo,7.0,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
298,Tim Breithaupt,2.7,3,1.11,3,0,0,0,0,0,1,0.37,1,0,0,0,0,0
299,Josip Brekalo,5.4,17,3.15,13,2,1,0,1,0,2,0.37,1,0,0,0,1,0
300,Gleison Bremer,11.9,5,0.42,4,0,0,0,0,1,2,0.17,2,0,0,0,0,0
301,Ben Brereton,2.5,3,1.21,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
302,Marco Brescianini,4.6,9,1.97,6,0,1,1,1,0,1,0.22,1,0,0,0,0,0
303,Maximilian Breunig,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
304,Rhian Brewster,1.8,3,1.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
305,Armando Broja,1.4,3,2.21,2,0,0,0,1,0,1,0.74,0,0,0,0,1,0
306,Andre Brooks,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
307,David Brooks,2.5,14,5.50,11,1,1,0,1,0,2,0.79,1,0,1,0,0,0
308,John Brooks,8.0,4,0.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
309,Moritz Broschinski,2.5,1,0.40,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
310,Jacob Brown,6.4,9,1.41,5,0,1,1,2,0,0,0.00,0,0,0,0,0,0
312,Josh Brownhill,8.7,30,3.46,13,12,0,2,2,1,2,0.23,2,0,0,0,0,0
313,Jacob Bruun Larsen,2.1,7,3.28,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
314,Ante Budimir,9.9,16,1.62,9,0,1,3,3,0,4,0.41,1,0,0,1,2,0
315,Hugo Bueno,1.6,8,5.03,6,0,1,1,0,0,1,0.63,1,0,0,0,0,0
316,Marius Bulter,5.4,18,3.32,15,0,0,1,2,0,2,0.37,2,0,0,0,0,0
317,Facundo Buonanotte,1.4,4,2.95,3,0,0,0,1,0,1,0.74,1,0,0,0,0,0
318,Alessandro Buongiorno,8.3,7,0.84,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0
319,Oliver Burke,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
320,Reece Burke,6.6,9,1.36,7,0,0,2,0,0,1,0.15,1,0,0,0,0,0
321,Dan Burn,10.5,8,0.76,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
322,Rares-Catalin Burnete,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
323,Mason Burstow,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
324,Marnon Busch,1.1,3,2.78,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
325,Maxime Busi,0.3,1,3.10,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
326,Aurelio Buta,7.0,18,2.57,15,0,1,2,0,0,3,0.43,2,0,0,1,0,0
327,Marcin Bulka,12.0,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
328,Jamie Bynoe-Gittens,1.3,7,5.38,5,0,2,0,0,0,0,0.00,0,0,0,0,0,0
329,Juan Cabal,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
330,Remy Cabella,7.5,39,5.25,24,9,1,3,1,1,5,0.67,1,2,0,1,1,0
331,Jovane Cabral,7.2,25,3.46,20,1,2,1,1,0,0,0.00,0,0,0,0,0,0
332,Liberato Cacace,7.1,14,1.96,9,4,0,1,0,0,1,0.14,1,0,0,0,0,0
333,Anthony Caci,9.8,17,1.74,12,2,1,1,1,0,1,0.10,1,0,0,0,0,0
334,Moises Caicedo,8.9,20,2.24,12,0,1,1,4,2,3,0.34,2,0,0,0,0,1
335,Tom Cairney,2.1,9,4.31,8,1,0,0,0,0,1,0.48,1,0,0,0,0,0
336,Jens Cajuste,2.9,9,3.15,8,0,0,1,0,0,3,1.05,3,0,0,0,0,0
338,Davide Calabria,8.1,15,1.86,13,0,0,0,1,1,3,0.37,3,0,0,0,0,0
339,Riccardo Calafiori,7.4,11,1.49,10,0,0,0,0,1,2,0.27,2,0,0,0,0,0
340,Luca Caldirola,10.9,7,0.64,6,0,0,0,0,1,1,0.09,1,0,0,0,0,0
341,Duje Caleta-Car,4.0,3,0.75,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
342,Hakan Calhanoglu,10.8,48,4.43,27,19,0,1,0,1,6,0.55,4,2,0,0,0,0
343,Jose Callejon,5.4,10,1.84,6,3,0,0,1,0,1,0.18,1,0,0,0,0,0
344,Dominic Calvert-Lewin,6.4,13,2.03,11,0,0,0,1,1,1,0.16,1,0,0,0,0,0
345,Lamine Camara,9.7,29,3.01,17,7,1,0,1,3,5,0.52,3,1,0,0,0,1
346,Mahdi Camara,7.1,27,3.82,15,0,0,6,4,2,3,0.42,1,0,0,1,1,0
347,Mohamed Camara,4.5,20,4.43,18,0,0,1,1,0,2,0.44,2,0,0,0,0,0
348,Eduardo Camavinga,8.3,31,3.72,23,0,1,1,3,3,3,0.36,3,0,0,0,0,0
349,Nicolo Cambiaghi,6.7,18,2.67,14,0,0,0,4,0,2,0.30,2,0,0,0,0,0
350,Andrea Cambiaso,5.8,18,3.12,13,1,1,1,2,0,2,0.35,2,0,0,0,0,0
351,Axel Camblan,0.8,2,2.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
352,Sergio Camello,4.9,13,2.67,10,0,2,0,0,1,2,0.41,1,0,1,0,0,0
353,Emre Can,5.9,14,2.37,11,0,0,1,1,1,2,0.34,2,0,0,0,0,0
354,Matteo Cancellieri,8.1,20,2.48,13,1,4,0,1,1,1,0.12,1,0,0,0,0,0
355,Joao Cancelo,9.0,26,2.91,23,0,3,0,0,0,2,0.22,1,0,1,0,0,0
356,Fali Cande,9.4,9,0.96,7,1,0,1,0,0,1,0.11,1,0,0,0,0,0
357,Antonio Candreva,9.1,35,3.86,22,6,0,6,1,0,3,0.33,2,0,0,1,0,0
358,Thomas Cannon,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
359,Sergi Canos,2.8,5,1.81,2,0,0,1,2,0,0,0.00,0,0,0,0,0,0
360,Luigi Canotto,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
361,Etienne Capoue,9.0,21,2.33,15,0,2,1,3,0,3,0.33,1,0,1,0,1,0
362,Gianluca Caprari,2.8,15,5.27,10,3,1,1,0,0,0,0.00,0,0,0,0,0,0
364,Elia Caprile,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
365,Francesco Caputo,8.1,13,1.60,10,0,0,3,0,0,0,0.00,0,0,0,0,0,0
366,Maxence Caqueret,10.7,42,3.92,25,13,2,1,1,0,1,0.09,1,0,0,0,0,0
367,Andrea Carboni,5.6,5,0.89,5,0,0,0,0,0,1,0.18,1,0,0,0,0,0
368,Valentin Carboni,0.5,4,7.50,3,1,0,0,0,0,1,1.87,1,0,0,0,0,0
369,Isaac Carcelen,11.0,13,1.18,10,2,0,0,1,0,0,0.00,0,0,0,0,0,0
370,Irvin Cardona,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
371,Marc Cardona,3.4,5,1.42,3,0,1,0,1,0,1,0.28,0,0,0,0,1,0
372,Sergi Cardona,11.3,29,2.57,24,0,0,2,1,2,3,0.27,2,0,0,0,1,0
373,Igor Carioca,0.9,4,4.39,4,0,0,0,0,0,1,1.10,1,0,0,0,0,0
374,Carlos,3.6,11,3.07,9,1,0,0,0,1,2,0.56,2,0,0,0,0,0
375,Diego Carlos,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
376,Carmona,5.0,10,2.00,7,0,0,2,0,1,1,0.20,1,0,0,0,0,0
377,Marco Carnesecchi,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
378,Yannick Carrasco,2.5,7,2.85,4,1,1,0,1,0,1,0.41,1,0,0,0,0,0
379,Rasmus Carstensen,8.5,21,2.46,16,2,3,0,0,0,2,0.23,1,0,1,0,0,0
380,Dani Carvajal,10.6,26,2.45,24,0,1,0,1,0,5,0.47,4,0,0,0,1,0
381,Fabio Carvalho,1.6,2,1.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
382,William Carvalho,1.7,7,4.23,7,0,0,0,0,0,1,0.60,1,0,0,0,0,0
383,Nicolo Casale,6.0,4,0.67,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
384,Casemiro,7.2,14,1.94,11,1,0,1,1,0,0,0.00,0,0,0,0,0,0
385,Matty Cash,11.4,19,1.67,14,0,0,5,0,0,3,0.26,3,0,0,0,0,0
386,Josue Casimir,8.5,19,2.23,16,0,1,1,1,0,4,0.47,3,0,1,0,0,0
387,Giuseppe Caso,2.9,6,2.10,2,1,2,0,1,0,1,0.35,0,1,0,0,0,0
388,Cristian Casseres Jr.,9.0,16,1.78,11,2,0,1,0,2,3,0.33,3,0,0,0,0,0
390,Timothy Castagne,8.2,14,1.71,12,0,2,0,0,0,0,0.00,0,0,0,0,0,0
391,Koen Casteels,8.0,2,0.25,2,0,0,0,0,0,1,0.12,1,0,0,0,0,0
392,Valentin Castellanos,4.8,12,2.52,9,0,1,1,1,0,4,0.84,3,0,1,0,0,0
393,Jean-Charles Castelletto,10.0,11,1.10,9,0,1,0,1,0,0,0.00,0,0,0,0,0,0
394,Samu Castillejo,3.0,12,4.01,9,1,1,1,0,0,1,0.33,1,0,0,0,0,0
395,Jonny Castro,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
396,Danilo Cataldi,5.8,9,1.56,5,3,1,0,0,0,1,0.17,1,0,0,0,0,0
397,Catena,11.9,2,0.17,2,0,0,0,0,0,1,0.08,1,0,0,0,0,0
398,Maximiliano Caufriez,5.9,7,1.18,7,0,0,0,0,0,2,0.34,2,0,0,0,0,0
399,Ivan Cavaleiro,7.6,15,1.96,10,2,1,1,1,0,1,0.13,1,0,0,0,0,0
400,Dani Ceballos,0.8,2,2.57,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
401,Emil Ceide,1.1,5,4.50,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
402,Zeki Celik,1.1,1,0.88,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
403,Alex Centelles,2.5,8,3.20,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0
404,Vaclav Cerny,4.3,15,3.44,13,1,1,0,0,0,1,0.23,1,0,0,0,0,0
405,Michele Cerofolini,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
406,Franco Cervi,1.6,4,2.45,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
407,Julio Cesar Enciso,0.8,5,6.52,3,0,2,0,0,0,2,2.61,2,0,0,0,0,0
408,Julian Chabot,10.4,10,0.96,7,0,0,2,1,0,1,0.10,0,0,0,1,0,0
409,Fares Chaibi,0.6,3,4.66,2,1,0,0,0,0,1,1.55,0,1,0,0,0,0
410,Fares Chaibi,6.1,22,3.63,12,7,0,3,0,0,2,0.33,1,0,0,1,0,0
411,Muhammed Cham,10.4,37,3.57,27,5,1,3,1,0,2,0.19,1,1,0,0,0,0
412,Brendan Chardonnet,11.0,15,1.36,13,1,0,1,0,0,0,0.00,0,0,0,0,0,0
413,Pep Chavarria,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
414,Walid Cheddira,7.2,12,1.65,8,0,0,3,1,0,4,0.55,2,0,0,1,1,0
416,Rayan Cherki,7.1,40,5.62,25,4,5,4,2,0,1,0.14,1,0,0,0,0,0
417,Youssef Chermiti,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
418,Lucas Chevalier,12.0,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
419,Fabio Chiarodia,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
420,Federico Chiesa,8.6,31,3.61,17,5,5,1,3,0,2,0.23,1,0,1,0,0,0
421,Ben Chilwell,3.7,12,3.21,6,5,0,0,1,0,1,0.27,1,0,0,0,0,0
422,Pedro Chirivella,11.9,14,1.18,14,0,0,0,0,0,1,0.08,1,0,0,0,0,0
423,Tahith Chong,5.9,11,1.86,7,0,0,0,2,2,1,0.17,1,0,0,0,0,0
424,Joris Chotard,10.7,15,1.40,13,0,0,0,1,1,3,0.28,3,0,0,0,0,0
425,Andreas Christensen,8.0,11,1.37,10,0,0,1,0,0,2,0.25,1,0,0,1,0,0
426,Oliver Christensen,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
427,Ryan Christie,9.7,29,2.99,21,1,2,1,3,1,1,0.10,1,0,0,0,0,0
428,Carney Chukwuemeka,1.4,4,2.88,3,0,1,0,0,0,2,1.44,1,0,1,0,0,0
429,Samuel Chukwueze,3.2,6,1.86,5,0,1,0,0,0,1,0.31,1,0,0,0,0,0
430,Victor Chust,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
431,Pathe Ciss,7.7,14,1.83,8,0,2,1,2,1,2,0.26,1,0,0,0,1,0
432,Ibrahim Cissoko,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
433,Patrick Ciurria,9.8,37,3.79,32,1,2,1,0,1,1,0.10,1,0,0,0,0,0
434,Jordan Clark,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
435,Alexis Claude-Maurice,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
436,Jonathan Clauss,10.4,29,2.79,23,5,0,1,0,0,1,0.10,1,0,0,0,0,0
437,Silvi Clua,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
438,Nathaniel Clyne,1.5,2,1.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
439,Marcus Coco,6.6,10,1.52,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0
440,Saul Coco,7.4,3,0.40,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
442,Maxime Colin,6.1,8,1.31,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
443,Nathan Collins,11.1,7,0.63,7,0,0,0,0,0,2,0.18,2,0,0,0,0,0
444,Lorenzo Colombo,8.4,23,2.75,15,0,4,3,1,0,4,0.48,2,0,2,0,0,0
445,Andrea Colpani,9.9,44,4.44,35,5,3,1,0,0,3,0.30,2,0,1,0,0,0
446,Levi Colwill,10.4,14,1.35,10,1,1,2,0,0,2,0.19,2,0,0,0,0,0
447,Kingsley Coman,7.6,38,5.03,31,0,5,1,1,0,7,0.93,6,0,0,1,0,0
448,Eray Comert,8.3,6,0.72,3,0,0,1,1,1,0,0.00,0,0,0,0,0,0
449,Santi Comesana,3.3,12,3.65,11,0,0,1,0,0,1,0.30,1,0,0,0,0,0
450,Pietro Comuzzo,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
451,Andrea Consigli,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
452,Bambase Conte,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
453,Lewis Cook,6.8,12,1.76,9,3,0,0,0,0,0,0.00,0,0,0,0,0,0
454,Copete,4.3,2,0.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
455,Diego Coppola,3.2,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
456,Tommaso Corazza,1.6,2,1.22,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
457,Jeppe Corfitzen,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
458,Jack Cork,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
459,Maxwel Cornet,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
460,Jesus Corona,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
461,Angel Correa,3.1,17,5.39,10,2,4,0,1,0,4,1.27,2,0,2,0,0,0
462,Joaquin Correa,3.2,8,2.51,6,0,2,0,0,0,0,0.00,0,0,0,0,0,0
463,Thierry Correia,10.3,16,1.55,14,1,0,1,0,0,4,0.39,2,1,0,1,0,0
464,Oscar Cortes,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
465,Danny da Costa,7.1,13,1.83,11,2,0,0,0,0,1,0.14,1,0,0,0,0,0
466,David Pereira da Costa,0.6,2,3.46,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
468,Jaume Costa,6.5,10,1.54,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0
469,Logan Costa,11.1,5,0.45,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0
470,Samu Costa,9.9,19,1.92,18,1,0,0,0,0,1,0.10,1,0,0,0,0,0
471,Benoit Costil,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
472,Vladimir Coufal,12.0,26,2.17,14,8,1,1,2,0,4,0.33,4,0,0,0,0,0
473,Lassana Coulibaly,6.6,8,1.21,6,0,0,0,1,1,0,0.00,0,0,0,0,0,0
474,Mamadou Coulibaly,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
475,Philippe Coutinho,0.3,2,7.20,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
476,Yan Couto,8.3,21,2.54,17,0,2,1,1,0,4,0.48,3,0,0,0,1,0
477,Nicolas Cozza,2.4,4,1.69,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
478,Alessio Cragno,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
479,Aaron Cresswell,0.9,2,2.12,0,1,0,0,1,0,0,0.00,0,0,0,0,0,0
480,Bryan Cristante,12.0,29,2.42,27,0,0,2,0,0,5,0.42,4,0,0,1,0,0
481,Juan Cruz Armada,7.3,6,0.83,6,0,0,0,0,0,1,0.14,1,0,0,0,0,0
482,Juan Cruz,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
483,Juan Cruz,0.8,5,6.52,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0
484,Juan Cuadrado,1.1,6,5.35,5,0,0,1,0,0,1,0.89,1,0,0,0,0,0
485,Marc Cucurella,5.4,6,1.11,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
486,Jorge Cuenca,6.1,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
487,Josh Cullen,9.3,17,1.82,16,1,0,0,0,0,2,0.21,2,0,0,0,0,0
488,Matheus Cunha,10.9,29,2.66,18,0,7,3,0,1,4,0.37,3,0,0,1,0,0
489,Marvin Cuni,4.4,8,1.84,5,0,1,0,2,0,1,0.23,0,0,0,0,1,0
490,Eric Curbelo,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
491,Tomas Cvancara,5.6,13,2.33,7,0,1,5,0,0,2,0.36,1,0,0,1,0,0
492,Danilo D'Ambrosio,5.1,3,0.59,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
494,Finn Dahmen,11.0,4,0.36,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0
495,Mahmoud Dahoud,4.5,12,2.65,12,0,0,0,0,0,2,0.44,2,0,0,0,0,0
496,Ameen Al-Dakhil,9.5,5,0.53,3,0,0,2,0,0,1,0.11,1,0,0,0,0,0
497,Thijs Dallinga,8.7,15,1.72,8,0,3,2,0,2,2,0.23,2,0,0,0,0,0
498,Diogo Dalot,10.3,22,2.14,20,0,1,1,0,0,1,0.10,0,0,0,1,0,0
499,Mikkel Damsgaard,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
500,Flavius Daniliuc,3.3,6,1.84,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
501,Danilo,3.7,3,0.80,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
502,Danilo,8.0,20,2.50,16,1,1,1,0,1,1,0.12,0,0,0,1,0,0
503,Arnaut Danjuma,4.1,10,2.41,6,0,0,2,2,0,0,0.00,0,0,0,0,0,0
504,Kevin Danso,12.0,16,1.33,12,0,0,2,1,1,0,0.00,0,0,0,0,0,0
505,Dante,12.0,17,1.42,17,0,0,0,0,0,3,0.25,3,0,0,0,0,0
506,Mohammed Daramy,7.0,21,2.98,17,0,2,0,2,0,3,0.43,3,0,0,0,0,0
507,Sergi Darder,7.5,31,4.14,16,12,0,1,1,1,4,0.53,2,2,0,0,0,0
508,Achraf Dari,1.3,1,0.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
509,Matteo Darmian,9.2,12,1.30,9,1,0,0,2,0,1,0.11,0,0,0,0,1,0
510,Lukas Daschner,2.4,9,3.75,7,0,0,0,2,0,1,0.42,1,0,0,0,0,0
511,Josh Dasilva,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
512,David Datro Fofana,6.2,22,3.52,9,1,5,7,0,0,1,0.16,1,0,0,0,0,0
513,Jonathan David,10.1,22,2.18,18,0,2,1,1,0,0,0.00,0,0,0,0,0,0
514,Alphonso Davies,9.6,35,3.65,30,1,2,1,1,0,7,0.73,5,1,1,0,0,0
515,Ben Davies,2.0,2,0.99,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
516,Tom Davies,0.7,2,3.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
517,Pawel Dawidowicz,8.8,4,0.45,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0
518,Craig Dawson,11.8,5,0.42,3,0,0,1,0,1,0,0.00,0,0,0,0,0,0
520,Kevin De Bruyne,0.2,2,7.83,2,0,0,0,0,0,1,3.91,1,0,0,0,0,0
521,Charles De Ketelaere,6.3,22,3.46,14,1,3,1,3,0,1,0.16,1,0,0,0,0,0
522,Rodrigo De Paul,6.1,17,2.77,17,0,0,0,0,0,3,0.49,3,0,0,0,0,0
523,Lorenzo De Silvestri,4.9,3,0.62,3,0,0,0,0,0,1,0.21,1,0,0,0,0,0
524,Thibault De Smet,7.6,6,0.79,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
525,Koni De Winter,6.0,3,0.50,2,0,0,1,0,0,2,0.34,1,0,0,1,0,0
526,Gregoire Defrel,2.6,7,2.67,6,0,0,1,0,0,1,0.38,1,0,0,0,0,0
527,Alessandro Deiola,4.0,8,2.02,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
528,Romain Del Castillo,10.6,66,6.26,35,20,1,1,8,1,5,0.47,3,2,0,0,0,0
