,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
711,Issa Diop,fr FRA,DF,Toulouse,Ligue 1,20.0,1997.0,34.0,58.0,43.0,35.0,22.0,1.0,21.0,48.0,43.8,27.0,38.0,25.0,13.0,76.0,134.0,128.0,0.0
712,Papakouli Diop,sn SEN,MF,Espanyol,La Liga,31.0,1986.0,2.9,5.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,5.0,2.0,3.0,6.0,11.0,6.0,0.0
713,Papakouli Diop,sn SEN,MF,Eibar,La Liga,31.0,1986.0,10.4,26.0,20.0,6.0,16.0,4.0,11.0,26.0,42.3,15.0,3.0,0.0,3.0,13.0,39.0,10.0,0.0
714,Assane Dioussé,sn SEN,MF,Saint-Étienne,Ligue 1,19.0,1997.0,14.9,32.0,21.0,14.0,14.0,4.0,13.0,34.0,38.2,21.0,29.0,2.0,27.0,11.0,43.0,16.0,2.0
715,Djené,tg TOG,DF,Getafe,La Liga,25.0,1991.0,36.0,87.0,65.0,71.0,15.0,1.0,34.0,52.0,65.4,18.0,33.0,14.0,19.0,78.0,165.0,190.0,1.0
716,Koffi Djidji,ci CIV,DF,Nantes,Ligue 1,24.0,1992.0,26.8,55.0,39.0,32.0,20.0,3.0,19.0,29.0,65.5,10.0,34.0,15.0,19.0,45.0,100.0,126.0,0.0
717,Alexander Djiku,gh GHA,DF,Caen,Ligue 1,22.0,1994.0,28.0,65.0,43.0,52.0,11.0,2.0,25.0,52.0,48.1,27.0,34.0,5.0,29.0,57.0,122.0,155.0,2.0
718,Papy Djilobodji,sn SEN,DF,Dijon,Ligue 1,28.0,1988.0,30.0,45.0,29.0,34.0,11.0,0.0,21.0,43.0,48.8,22.0,38.0,25.0,13.0,71.0,116.0,211.0,5.0
719,Berat Djimsiti,al ALB,DF,Benevento,Serie A,24.0,1993.0,30.0,32.0,17.0,28.0,4.0,0.0,12.0,30.0,40.0,18.0,37.0,23.0,14.0,62.0,94.0,178.0,1.0
720,Marko Dmitrović,rs SRB,GK,Eibar,La Liga,25.0,1992.0,36.0,4.0,4.0,4.0,0.0,0.0,4.0,11.0,36.4,7.0,1.0,0.0,1.0,2.0,6.0,26.0,2.0
721,Keagan Dolly,za RSA,"MF,FW",Montpellier,Ligue 1,24.0,1993.0,9.8,12.0,7.0,2.0,7.0,3.0,1.0,11.0,9.1,10.0,11.0,0.0,11.0,1.0,13.0,2.0,0.0
722,Jaume Doménech,es ESP,GK,Valencia,La Liga,26.0,1990.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
723,Jean-Luc Dompé,fr FRA,FW,Amiens,Ligue 1,21.0,1995.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,Giulio Donati,it ITA,"DF,FW",Mainz 05,Bundesliga,27.0,1990.0,25.4,56.0,42.0,30.0,21.0,5.0,34.0,50.0,68.0,16.0,38.0,8.0,30.0,35.0,91.0,66.0,1.0
725,Ji Dong-won,kr KOR,"FW,MF",Augsburg,Bundesliga,26.0,1991.0,0.2,2.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
726,Anastasios Donis,gr GRE,"MF,FW",Stuttgart,Bundesliga,20.0,1996.0,10.5,20.0,14.0,10.0,6.0,4.0,6.0,8.0,75.0,2.0,2.0,0.0,2.0,9.0,29.0,7.0,0.0
728,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,18.0,1999.0,38.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,8.0
729,Godfred Donsah,gh GHA,MF,Bologna,Serie A,21.0,1996.0,19.9,29.0,20.0,11.0,14.0,4.0,10.0,17.0,58.8,7.0,25.0,0.0,25.0,22.0,51.0,43.0,0.0
730,Dória,br BRA,DF,Marseille,Ligue 1,22.0,1994.0,0.9,2.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0
731,Niklas Dorsch,de GER,MF,Bayern Munich,Bundesliga,19.0,1998.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
732,Gabriel Dos Santos,br BRA,DF,Troyes,Ligue 1,19.0,1997.0,0.9,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0
733,Mauro dos Santos,ar ARG,DF,Leganés,La Liga,28.0,1989.0,10.9,16.0,14.0,11.0,5.0,0.0,10.0,15.0,66.7,5.0,7.0,5.0,2.0,12.0,28.0,53.0,1.0
734,Mathieu Dossevi,tg TOG,"FW,MF",Metz,Ligue 1,29.0,1988.0,27.9,35.0,25.0,15.0,15.0,5.0,7.0,39.0,17.9,32.0,24.0,3.0,21.0,28.0,63.0,12.0,0.0
735,Abdoulaye Doucouré,ml MLI,MF,Watford,Premier League,24.0,1993.0,36.9,79.0,52.0,28.0,42.0,9.0,27.0,79.0,34.2,52.0,43.0,10.0,33.0,54.0,133.0,61.0,0.0
736,Cheick Doukouré,ci CIV,MF,Levante,La Liga,24.0,1992.0,11.4,34.0,19.0,18.0,15.0,1.0,6.0,22.0,27.3,16.0,15.0,4.0,11.0,14.0,48.0,4.0,0.0
737,Mohamed Dräger,tn TUN,"MF,FW",Freiburg,Bundesliga,21.0,1996.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
738,Aleksandar Dragović,at AUT,DF,Leicester City,Premier League,26.0,1991.0,8.5,13.0,10.0,13.0,0.0,0.0,7.0,13.0,53.8,6.0,16.0,8.0,8.0,16.0,29.0,46.0,0.0
739,Aleksandar Dragović,at AUT,DF,Leverkusen,Bundesliga,26.0,1991.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
740,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,19.0,1997.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
741,Boukary Dramé,sn SEN,"DF,MF",SPAL,Serie A,32.0,1985.0,1.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0
742,Julian Draxler,de GER,"MF,FW",Paris S-G,Ligue 1,23.0,1993.0,18.9,20.0,14.0,4.0,13.0,3.0,6.0,32.0,18.8,26.0,18.0,2.0,16.0,28.0,48.0,8.0,0.0
743,Danny Drinkwater,eng ENG,MF,Chelsea,Premier League,27.0,1990.0,5.9,15.0,10.0,6.0,8.0,1.0,3.0,17.0,17.6,14.0,10.0,2.0,8.0,8.0,23.0,7.0,0.0
744,Josip Drmić,ch SUI,"FW,MF",M'Gladbach,Bundesliga,24.0,1992.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
745,Rick van Drongelen,nl NED,DF,Hamburger SV,Bundesliga,18.0,1998.0,16.0,30.0,25.0,23.0,7.0,0.0,21.0,28.0,75.0,7.0,20.0,11.0,9.0,19.0,49.0,58.0,1.0
746,Óscar Duarte,cr CRC,DF,Espanyol,La Liga,28.0,1989.0,11.0,12.0,9.0,8.0,4.0,0.0,4.0,11.0,36.4,7.0,8.0,8.0,0.0,9.0,21.0,60.0,2.0
747,Rubén Duarte,es ESP,DF,Alavés,La Liga,21.0,1995.0,23.8,76.0,40.0,42.0,27.0,7.0,35.0,59.0,59.3,24.0,40.0,10.0,30.0,44.0,120.0,94.0,0.0
748,Leo Dubois,fr FRA,DF,Nantes,Ligue 1,22.0,1994.0,33.6,50.0,39.0,33.0,15.0,2.0,20.0,47.0,42.6,27.0,47.0,13.0,34.0,50.0,100.0,99.0,2.0
749,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,28.0,1989.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
750,Ondrej Duda,sk SVK,MF,Hertha BSC,Bundesliga,22.0,1994.0,8.3,16.0,12.0,7.0,6.0,3.0,6.0,14.0,42.9,8.0,15.0,0.0,15.0,4.0,20.0,8.0,0.0
751,Shane Duffy,ie IRL,DF,Brighton,Premier League,25.0,1992.0,36.6,31.0,19.0,22.0,9.0,0.0,7.0,20.0,35.0,13.0,66.0,59.0,7.0,50.0,81.0,332.0,5.0
752,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,25.0,1991.0,17.8,28.0,19.0,21.0,7.0,0.0,13.0,27.0,48.1,14.0,27.0,10.0,17.0,23.0,51.0,107.0,1.0
754,Alfred Duncan,gh GHA,MF,Sassuolo,Serie A,24.0,1993.0,21.6,39.0,29.0,16.0,18.0,5.0,15.0,52.0,28.8,37.0,32.0,2.0,30.0,19.0,58.0,29.0,1.0
755,Lewis Dunk,eng ENG,DF,Brighton,Premier League,25.0,1991.0,38.0,67.0,33.0,49.0,18.0,0.0,25.0,48.0,52.1,23.0,73.0,58.0,15.0,71.0,138.0,230.0,2.0
756,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,24.0,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
757,Jimmy Durmaz,se SWE,"MF,FW",Toulouse,Ligue 1,28.0,1989.0,11.4,16.0,9.0,5.0,5.0,6.0,6.0,14.0,42.9,8.0,2.0,0.0,2.0,14.0,30.0,9.0,0.0
758,Riza Durmisi,dk DEN,DF,Betis,La Liga,23.0,1994.0,23.1,39.0,21.0,24.0,14.0,1.0,10.0,18.0,55.6,8.0,18.0,7.0,11.0,15.0,54.0,65.0,1.0
759,Hugo Duro,es ESP,FW,Getafe,La Liga,17.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,Noë Dussenne,be BEL,FW,Crotone,Serie A,25.0,1992.0,0.9,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0
761,Paulo Dybala,ar ARG,"MF,FW",Juventus,Serie A,23.0,1993.0,26.1,19.0,11.0,4.0,10.0,5.0,4.0,32.0,12.5,28.0,22.0,0.0,22.0,12.0,31.0,4.0,0.0
762,Nathan Dyer,eng ENG,"MF,FW",Swansea City,Premier League,29.0,1987.0,14.5,22.0,16.0,8.0,9.0,5.0,6.0,24.0,25.0,18.0,13.0,0.0,13.0,11.0,33.0,3.0,0.0
763,Edin Džeko,ba BIH,FW,Roma,Serie A,31.0,1986.0,33.5,15.0,10.0,1.0,9.0,5.0,3.0,15.0,20.0,12.0,9.0,1.0,8.0,4.0,19.0,36.0,0.0
764,Blerim Džemaili,ch SUI,"MF,FW",Bologna,Serie A,31.0,1986.0,13.3,27.0,19.0,11.0,15.0,1.0,9.0,27.0,33.3,18.0,15.0,4.0,11.0,18.0,45.0,11.0,0.0
765,Félix Eboa Eboa,cm CMR,DF,Guingamp,Ligue 1,20.0,1997.0,16.9,19.0,11.0,12.0,7.0,0.0,8.0,16.0,50.0,8.0,21.0,11.0,10.0,39.0,58.0,119.0,2.0
766,Éder,it ITA,"FW,MF",Inter,Serie A,30.0,1986.0,8.9,10.0,7.0,2.0,4.0,4.0,0.0,10.0,0.0,10.0,6.0,1.0,5.0,5.0,15.0,4.0,0.0
767,Simone Edera,it ITA,"FW,MF",Torino,Serie A,20.0,1997.0,3.6,6.0,2.0,2.0,4.0,0.0,3.0,10.0,30.0,7.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0
768,Ederson,br BRA,GK,Manchester City,Premier League,23.0,1993.0,35.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,15.0,6.0
769,Tom Edwards,eng ENG,"DF,MF",Stoke City,Premier League,18.0,1999.0,5.3,15.0,9.0,10.0,5.0,0.0,8.0,8.0,100.0,0.0,5.0,2.0,3.0,5.0,20.0,20.0,0.0
770,Mandela Egbo,eng ENG,"DF,MF",M'Gladbach,Bundesliga,19.0,1997.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
771,Johannes Eggestein,de GER,"FW,DF",Werder Bremen,Bundesliga,19.0,1998.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
772,Maximilian Eggestein,de GER,MF,Werder Bremen,Bundesliga,20.0,1996.0,29.9,70.0,48.0,32.0,34.0,4.0,34.0,58.0,58.6,24.0,41.0,6.0,35.0,40.0,110.0,51.0,0.0
773,Albin Ekdal,se SWE,MF,Hamburger SV,Bundesliga,28.0,1989.0,12.3,39.0,28.0,19.0,19.0,1.0,18.0,29.0,62.1,11.0,20.0,3.0,17.0,21.0,60.0,19.0,0.0
774,Josip Elez,hr CRO,DF,Hannover 96,Bundesliga,23.0,1994.0,8.6,12.0,8.0,9.0,2.0,1.0,5.0,9.0,55.6,4.0,9.0,7.0,2.0,16.0,28.0,39.0,1.0
775,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,31.0,1986.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
776,Mohamed Elneny,eg EGY,MF,Arsenal,Premier League,25.0,1992.0,9.6,12.0,6.0,6.0,3.0,3.0,6.0,10.0,60.0,4.0,11.0,0.0,11.0,10.0,22.0,12.0,2.0
777,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,23.0,1994.0,17.7,32.0,20.0,20.0,9.0,3.0,19.0,30.0,63.3,11.0,20.0,7.0,13.0,45.0,77.0,84.0,0.0
778,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,20.0,1996.0,32.4,66.0,46.0,41.0,22.0,3.0,37.0,55.0,67.3,18.0,39.0,9.0,30.0,51.0,117.0,108.0,3.0
780,Rodrigo Ely,br BRA,DF,Alavés,La Liga,23.0,1993.0,29.9,32.0,18.0,26.0,6.0,0.0,19.0,34.0,55.9,15.0,45.0,36.0,9.0,50.0,82.0,183.0,0.0
781,Breel Embolo,ch SUI,"FW,MF",Schalke 04,Bundesliga,20.0,1997.0,10.2,14.0,10.0,3.0,7.0,4.0,2.0,9.0,22.2,7.0,13.0,0.0,13.0,6.0,20.0,3.0,0.0
782,Youssef En-Nesyri,ma MAR,FW,Málaga,La Liga,20.0,1997.0,17.7,31.0,25.0,10.0,14.0,7.0,6.0,26.0,23.1,20.0,11.0,0.0,11.0,9.0,40.0,32.0,0.0
783,Sergi Enrich,es ESP,FW,Eibar,La Liga,27.0,1990.0,14.8,11.0,8.0,3.0,3.0,5.0,2.0,8.0,25.0,6.0,13.0,1.0,12.0,6.0,17.0,8.0,0.0
784,Javier Eraso,es ESP,"MF,FW",Leganés,La Liga,27.0,1990.0,28.1,32.0,15.0,10.0,18.0,4.0,13.0,42.0,31.0,29.0,16.0,5.0,11.0,23.0,55.0,17.0,0.0
785,Christian Eriksen,dk DEN,"MF,FW",Tottenham,Premier League,25.0,1992.0,35.8,51.0,29.0,16.0,30.0,5.0,17.0,59.0,28.8,42.0,38.0,1.0,37.0,31.0,82.0,21.0,0.0
786,Gonzalo Escalante,ar ARG,MF,Eibar,La Liga,24.0,1993.0,17.4,59.0,35.0,21.0,32.0,6.0,17.0,39.0,43.6,22.0,26.0,3.0,23.0,32.0,91.0,19.0,0.0
787,Sergio Escudero,es ESP,DF,Sevilla,La Liga,27.0,1989.0,25.9,78.0,49.0,40.0,26.0,12.0,32.0,62.0,51.6,30.0,35.0,6.0,29.0,66.0,144.0,69.0,1.0
788,Bernardo Espinosa,co COL,DF,Girona,La Liga,28.0,1989.0,31.9,36.0,22.0,29.0,6.0,1.0,18.0,33.0,54.5,15.0,27.0,19.0,8.0,66.0,102.0,169.0,0.0
789,Michael Esser,de GER,GK,Hannover 96,Bundesliga,29.0,1987.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Alexander Esswein,de GER,"FW,MF",Hertha BSC,Bundesliga,27.0,1990.0,6.9,25.0,16.0,13.0,10.0,2.0,12.0,25.0,48.0,13.0,4.0,0.0,4.0,9.0,34.0,11.0,0.0
791,Oghenekaro Etebo,ng NGA,MF,Las Palmas,La Liga,21.0,1995.0,13.5,24.0,17.0,9.0,12.0,3.0,12.0,26.0,46.2,14.0,17.0,3.0,14.0,27.0,51.0,10.0,0.0
792,Beñat Etxebarria,es ESP,MF,Athletic Club,La Liga,30.0,1987.0,12.4,28.0,20.0,12.0,13.0,3.0,13.0,36.0,36.1,23.0,6.0,1.0,5.0,28.0,56.0,12.0,0.0
793,Xabier Etxeita,es ESP,DF,Athletic Club,La Liga,29.0,1987.0,4.2,2.0,2.0,2.0,0.0,0.0,1.0,4.0,25.0,3.0,3.0,2.0,1.0,7.0,9.0,25.0,1.0
794,Jonny Evans,nir NIR,DF,West Brom,Premier League,29.0,1988.0,25.2,29.0,22.0,19.0,8.0,2.0,14.0,33.0,42.4,19.0,22.0,13.0,9.0,48.0,77.0,131.0,1.0
795,Franck Evina,cm CMR,FW,Bayern Munich,Bundesliga,17.0,2000.0,1.2,2.0,2.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0
796,Patrice Evra,fr FRA,"DF,MF",West Ham,Premier League,36.0,1981.0,2.5,6.0,4.0,5.0,1.0,0.0,6.0,8.0,75.0,2.0,4.0,1.0,3.0,7.0,13.0,6.0,0.0
797,Patrice Evra,fr FRA,DF,Marseille,Ligue 1,36.0,1981.0,3.9,6.0,5.0,5.0,1.0,0.0,3.0,6.0,50.0,3.0,2.0,2.0,0.0,3.0,9.0,16.0,0.0
798,Edu Expósito,es ESP,"MF,FW",La Coruña,La Liga,20.0,1996.0,1.1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0
799,Erik Expósito,es ESP,FW,Las Palmas,La Liga,21.0,1996.0,5.2,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,1.0,2.0,5.0,0.0
800,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,Serie A,25.0,1992.0,7.8,17.0,13.0,7.0,4.0,6.0,6.0,20.0,30.0,14.0,10.0,2.0,8.0,6.0,23.0,6.0,0.0
801,Valentin Eysseric,fr FRA,FW,Nice,Ligue 1,25.0,1992.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0
802,Imoh Ezekiel,ng NGA,"MF,FW",Las Palmas,La Liga,23.0,1993.0,5.2,8.0,6.0,3.0,2.0,3.0,3.0,4.0,75.0,1.0,4.0,0.0,4.0,2.0,10.0,3.0,0.0
803,Marco Fabián,mx MEX,"MF,FW",Eint Frankfurt,Bundesliga,28.0,1989.0,4.7,5.0,3.0,2.0,3.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,2.0,3.0,8.0,1.0,0.0
804,Łukasz Fabiański,pl POL,GK,Swansea City,Premier League,32.0,1985.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
806,Fabinho,br BRA,MF,Monaco,Ligue 1,23.0,1993.0,34.0,114.0,64.0,38.0,67.0,9.0,48.0,112.0,42.9,64.0,48.0,13.0,35.0,43.0,157.0,62.0,0.0
807,Cesc Fàbregas,es ESP,MF,Chelsea,Premier League,30.0,1987.0,25.6,68.0,49.0,30.0,29.0,9.0,18.0,69.0,26.1,51.0,25.0,4.0,21.0,22.0,90.0,26.0,2.0
808,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,28.0,1988.0,33.5,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1.0,2.0,12.0,7.0
809,Fayçal Fajr,ma MAR,"MF,FW",Getafe,La Liga,28.0,1988.0,26.5,62.0,45.0,22.0,34.0,6.0,17.0,66.0,25.8,49.0,26.0,4.0,22.0,30.0,92.0,42.0,0.0
810,Radamel Falcao,co COL,FW,Monaco,Ligue 1,31.0,1986.0,23.7,11.0,6.0,0.0,8.0,3.0,2.0,13.0,15.4,11.0,13.0,3.0,10.0,10.0,21.0,11.0,0.0
811,Diego Falcinelli,it ITA,FW,Fiorentina,Serie A,26.0,1991.0,4.9,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,4.0,1.0,2.0,4.0,0.0
812,Diego Falcinelli,it ITA,FW,Sassuolo,Serie A,26.0,1991.0,14.6,4.0,4.0,1.0,2.0,1.0,1.0,13.0,7.7,12.0,12.0,2.0,10.0,2.0,6.0,9.0,0.0
813,Simon Falette,gn GUI,DF,Metz,Ligue 1,25.0,1992.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0
814,Simon Falette,gn GUI,DF,Eint Frankfurt,Bundesliga,25.0,1992.0,24.6,34.0,30.0,23.0,10.0,1.0,19.0,31.0,61.3,12.0,37.0,15.0,22.0,58.0,92.0,134.0,1.0
815,Cesar Falletti,uy URU,"MF,FW",Bologna,Serie A,24.0,1992.0,3.6,11.0,7.0,4.0,6.0,1.0,4.0,8.0,50.0,4.0,10.0,0.0,10.0,0.0,11.0,5.0,0.0
816,Iago Falque,es ESP,"FW,MF",Torino,Serie A,27.0,1990.0,31.3,41.0,31.0,15.0,20.0,6.0,6.0,43.0,14.0,37.0,22.0,0.0,22.0,15.0,56.0,15.0,0.0
817,Paolo Faragò,it ITA,DF,Cagliari,Serie A,24.0,1993.0,27.3,92.0,67.0,53.0,24.0,15.0,24.0,60.0,40.0,36.0,41.0,5.0,36.0,23.0,115.0,76.0,0.0
818,Imad Faraj,ma MAR,"MF,DF",Lille,Ligue 1,18.0,1999.0,1.8,5.0,2.0,2.0,1.0,2.0,4.0,8.0,50.0,4.0,1.0,0.0,1.0,4.0,9.0,3.0,0.0
819,Davide Faraoni,it ITA,"DF,MF",Crotone,Serie A,25.0,1991.0,19.5,62.0,39.0,36.0,20.0,6.0,28.0,47.0,59.6,19.0,30.0,8.0,22.0,58.0,120.0,76.0,0.0
820,Mohamed Fares,dz ALG,"DF,MF",Hellas Verona,Serie A,21.0,1996.0,28.9,50.0,33.0,29.0,17.0,4.0,16.0,42.0,38.1,26.0,24.0,5.0,19.0,50.0,100.0,132.0,2.0
821,Diego Farias,br BRA,"FW,MF",Cagliari,Serie A,27.0,1990.0,17.9,21.0,15.0,3.0,9.0,9.0,6.0,24.0,25.0,18.0,17.0,0.0,17.0,8.0,29.0,6.0,0.0
822,Federico Fazio,ar ARG,DF,Roma,Serie A,30.0,1987.0,32.5,56.0,43.0,38.0,18.0,0.0,25.0,31.0,80.6,6.0,30.0,22.0,8.0,46.0,102.0,161.0,3.0
823,Zouhair Feddal,ma MAR,DF,Betis,La Liga,28.0,1989.0,14.0,22.0,14.0,14.0,6.0,2.0,7.0,12.0,58.3,5.0,17.0,13.0,4.0,36.0,58.0,95.0,2.0
824,Nabil Fekir,fr FRA,"MF,FW",Lyon,Ligue 1,24.0,1993.0,27.5,45.0,33.0,11.0,24.0,10.0,8.0,40.0,20.0,32.0,11.0,0.0,11.0,8.0,53.0,5.0,0.0
825,Felipe,br BRA,DF,Hannover 96,Bundesliga,30.0,1987.0,5.1,8.0,8.0,4.0,4.0,0.0,2.0,4.0,50.0,2.0,4.0,3.0,1.0,11.0,19.0,29.0,0.0
826,Luiz Felipe,it ITA,DF,Lazio,Serie A,20.0,1997.0,13.0,40.0,28.0,24.0,16.0,0.0,15.0,25.0,60.0,10.0,26.0,14.0,12.0,18.0,58.0,50.0,1.0
827,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,Bundesliga,19.0,1997.0,17.3,42.0,23.0,27.0,13.0,2.0,17.0,24.0,70.8,7.0,23.0,10.0,13.0,34.0,76.0,66.0,6.0
828,Marouane Fellaini,be BEL,MF,Manchester Utd,Premier League,29.0,1987.0,7.6,15.0,8.0,6.0,8.0,1.0,2.0,11.0,18.2,9.0,12.0,3.0,9.0,14.0,29.0,19.0,1.0
829,Kiko Femenía,es ESP,"DF,FW",Watford,Premier League,26.0,1991.0,19.0,36.0,28.0,22.0,11.0,3.0,14.0,27.0,51.9,13.0,15.0,2.0,13.0,34.0,70.0,31.0,1.0
830,Leroy Fer,nl NED,MF,Swansea City,Premier League,27.0,1990.0,15.5,44.0,32.0,18.0,21.0,5.0,13.0,30.0,43.3,17.0,18.0,4.0,14.0,12.0,56.0,24.0,3.0
832,Julien Féret,fr FRA,MF,Caen,Ligue 1,35.0,1982.0,34.0,40.0,27.0,10.0,25.0,5.0,14.0,75.0,18.7,61.0,52.0,7.0,45.0,49.0,89.0,58.0,2.0
833,Edimilson Fernandes,ch SUI,"MF,DF",West Ham,Premier League,21.0,1996.0,9.4,17.0,9.0,10.0,7.0,0.0,9.0,21.0,42.9,12.0,13.0,1.0,12.0,16.0,33.0,8.0,0.0
834,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,Bundesliga,30.0,1986.0,11.5,58.0,46.0,25.0,29.0,4.0,23.0,45.0,51.1,22.0,23.0,3.0,20.0,16.0,74.0,21.0,0.0
835,Andrés Fernández,es ESP,GK,Villarreal,La Liga,30.0,1986.0,2.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
836,Augusto Fernández,ar ARG,MF,Atlético Madrid,La Liga,31.0,1986.0,1.2,3.0,2.0,1.0,2.0,0.0,1.0,3.0,33.3,2.0,3.0,2.0,1.0,2.0,5.0,3.0,0.0
837,Brian Fernández,ar ARG,FW,Metz,Ligue 1,22.0,1994.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
838,Carlos Fernández,es ESP,FW,Sevilla,La Liga,21.0,1996.0,1.5,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
839,Enzo Fernández,es ESP,MF,Alavés,La Liga,22.0,1995.0,0.8,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
840,Federico Fernández,ar ARG,DF,Swansea City,Premier League,28.0,1989.0,29.7,40.0,29.0,30.0,6.0,4.0,20.0,30.0,66.7,10.0,35.0,27.0,8.0,38.0,78.0,201.0,1.0
841,Raúl Fernández,es ESP,GK,Levante,La Liga,29.0,1988.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0
