,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
789,Cheick Doucouré,ml MLI,MF,Lens,Ligue 1,21.0,2000.0,32.7,1.0,31.0,11.0,35.5,0.95,0.34,0.03,0.09,22.9,0.0,0.0,0.0,1.6,1.6,0.05,-0.6,-0.6
790,Fodé Doucouré,ml MLI,"DF,FW",Reims,Ligue 1,20.0,2001.0,1.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
791,Ismaël Doukouré,fr FRA,DF,Strasbourg,Ligue 1,18.0,2003.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
792,Kamory Doumbia,ml MLI,"MF,FW",Reims,Ligue 1,18.0,2003.0,3.9,2.0,4.0,2.0,50.0,1.02,0.51,0.5,1.0,17.0,0.0,0.0,0.0,0.6,0.6,0.16,1.4,1.4
793,Moussa Doumbia,ml MLI,FW,Reims,Ligue 1,26.0,1994.0,1.0,0.0,3.0,2.0,66.7,3.14,2.09,0.0,0.0,26.7,0.0,0.0,1.0,0.9,0.1,0.04,-0.9,-0.1
794,Souleyman Doumbia,ci CIV,"DF,FW",Angers,Ligue 1,24.0,1996.0,24.7,0.0,14.0,3.0,21.4,0.57,0.12,0.0,0.0,20.6,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8
795,Kieran Dowell,eng ENG,"FW,MF",Norwich City,Premier League,23.0,1997.0,10.1,1.0,8.0,2.0,25.0,0.79,0.2,0.13,0.5,20.8,3.0,0.0,0.0,1.1,1.1,0.13,-0.1,-0.1
796,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,23.0,1997.0,6.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
797,Radu Drăgușin,ro ROU,DF,Sampdoria,Serie A,19.0,2002.0,6.9,0.0,3.0,0.0,0.0,0.44,0.0,0.0,,16.1,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2
798,Radu Drăgușin,ro ROU,DF,Salernitana,Serie A,19.0,2002.0,5.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
799,Cody Drameh,eng ENG,"DF,MF",Leeds United,Premier League,19.0,2001.0,1.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
800,Julian Draxler,de GER,"FW,MF",Paris S-G,Ligue 1,27.0,1993.0,6.1,2.0,9.0,3.0,33.3,1.48,0.49,0.22,0.67,15.4,0.0,0.0,0.0,1.5,1.5,0.16,0.5,0.5
801,Matthieu Dreyer,fr FRA,GK,Lorient,Ligue 1,32.0,1989.0,16.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
802,Domingos Duarte,pt POR,DF,Granada,La Liga,26.0,1995.0,18.7,1.0,6.0,1.0,16.7,0.32,0.05,0.17,1.0,9.2,0.0,0.0,0.0,0.9,0.9,0.16,0.1,0.1
803,Óscar Duarte,cr CRC,DF,Levante,La Liga,32.0,1989.0,19.7,2.0,19.0,5.0,26.3,0.96,0.25,0.11,0.4,12.6,0.0,0.0,0.0,1.2,1.2,0.06,0.8,0.8
804,Rubén Duarte,es ESP,DF,Alavés,La Liga,25.0,1995.0,29.1,0.0,9.0,3.0,33.3,0.31,0.1,0.0,0.0,23.8,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
806,Leo Dubois,fr FRA,DF,Lyon,Ligue 1,26.0,1994.0,19.4,0.0,10.0,1.0,10.0,0.52,0.05,0.0,0.0,20.8,0.0,0.0,0.0,0.8,0.8,0.08,-0.8,-0.8
807,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,32.0,1989.0,26.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
808,Ondrej Duda,sk SVK,"MF,FW",Köln,Bundesliga,26.0,1994.0,17.9,2.0,42.0,14.0,33.3,2.35,0.78,0.05,0.14,19.8,0.0,0.0,0.0,3.9,3.9,0.1,-1.9,-1.9
809,Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,Bundesliga,25.0,1995.0,12.6,2.0,16.0,4.0,25.0,1.27,0.32,0.13,0.5,14.3,0.0,0.0,0.0,2.4,2.4,0.16,-0.4,-0.4
810,Shane Duffy,ie IRL,DF,Brighton,Premier League,29.0,1992.0,16.0,1.0,22.0,5.0,22.7,1.38,0.31,0.05,0.2,11.3,0.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0
811,Unai Dufur,es ESP,DF,Osasuna,La Liga,22.0,1999.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
812,Denzel Dumfries,nl NED,DF,Inter,Serie A,25.0,1996.0,22.5,5.0,38.0,17.0,44.7,1.69,0.75,0.13,0.29,11.3,0.0,0.0,0.0,5.2,5.2,0.14,-0.2,-0.2
813,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,29.0,1991.0,2.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
814,Alfred Duncan,gh GHA,MF,Fiorentina,Serie A,28.0,1993.0,21.5,2.0,11.0,3.0,27.3,0.51,0.14,0.18,0.67,18.5,0.0,0.0,0.0,0.9,0.9,0.08,1.1,1.1
815,Lewis Dunk,eng ENG,DF,Brighton,Premier League,29.0,1991.0,28.6,1.0,19.0,7.0,36.8,0.66,0.24,0.05,0.14,10.8,0.0,0.0,0.0,1.3,1.3,0.07,-0.3,-0.3
816,Erik Durm,de GER,DF,Eint Frankfurt,Bundesliga,29.0,1992.0,5.3,0.0,1.0,0.0,0.0,0.19,0.0,0.0,,32.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
817,Hugo Duro,es ESP,"DF,MF",Getafe,La Liga,21.0,1999.0,0.1,0.0,2.0,1.0,50.0,15.0,7.5,0.0,0.0,16.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
818,Hugo Duro,es ESP,"FW,MF",Valencia,La Liga,21.0,1999.0,20.4,7.0,31.0,15.0,48.4,1.52,0.74,0.23,0.47,11.7,0.0,0.0,0.0,3.5,3.5,0.11,3.5,3.5
819,Jean-Kevin Duverne,fr FRA,DF,Brest,Ligue 1,24.0,1997.0,33.4,1.0,12.0,3.0,25.0,0.36,0.09,0.08,0.33,17.1,0.0,0.0,0.0,1.0,1.0,0.08,0.0,0.0
820,Paulo Dybala,ar ARG,"FW,MF",Juventus,Serie A,27.0,1993.0,22.9,10.0,97.0,36.0,37.1,4.24,1.57,0.09,0.25,23.0,10.0,1.0,2.0,7.6,6.0,0.06,2.4,3.0
821,Edin Džeko,ba BIH,FW,Inter,Serie A,35.0,1986.0,27.4,13.0,87.0,37.0,42.5,3.17,1.35,0.15,0.35,11.2,0.0,0.0,0.0,14.8,14.8,0.17,-1.8,-1.8
822,Enzo Ebosse,cm CMR,DF,Angers,Ligue 1,22.0,1999.0,21.0,0.0,3.0,0.0,0.0,0.14,0.0,0.0,,17.5,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
823,Tyronne Ebuehi,ng NGA,DF,Venezia,Serie A,25.0,1995.0,12.6,0.0,7.0,1.0,14.3,0.55,0.08,0.0,0.0,14.1,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6
824,Ederson,br BRA,GK,Manchester City,Premier League,27.0,1993.0,37.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
825,Éderson,br BRA,MF,Salernitana,Serie A,22.0,1999.0,12.7,2.0,21.0,9.0,42.9,1.65,0.71,0.1,0.22,18.9,0.0,0.0,0.0,2.0,2.0,0.1,0.0,0.0
826,Odsonne Édouard,fr FRA,FW,Crystal Palace,Premier League,23.0,1998.0,17.4,6.0,39.0,17.0,43.6,2.24,0.98,0.13,0.29,13.3,0.0,1.0,1.0,6.4,5.6,0.14,-0.4,-0.6
827,CJ Egan-Riley,eng ENG,DF,Manchester City,Premier League,18.0,2003.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
828,Maximilian Eggestein,de GER,MF,Freiburg,Bundesliga,24.0,1996.0,24.4,1.0,23.0,6.0,26.1,0.94,0.25,0.04,0.17,21.8,0.0,0.0,0.0,1.1,1.1,0.05,-0.1,-0.1
829,Lilian Egloff,de GER,"MF,DF",Stuttgart,Bundesliga,18.0,2002.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
830,Kingsley Ehizibue,nl NED,DF,Köln,Bundesliga,26.0,1995.0,7.6,0.0,6.0,0.0,0.0,0.79,0.0,0.0,,24.9,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
832,Julian Eitschberger,de GER,DF,Hertha BSC,Bundesliga,17.0,2004.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
833,Albin Ekdal,se SWE,MF,Sampdoria,Serie A,32.0,1989.0,18.2,1.0,14.0,2.0,14.3,0.77,0.11,0.07,0.5,15.2,0.0,0.0,0.0,0.9,0.9,0.06,0.1,0.1
834,Hugo Ekitike,fr FRA,FW,Reims,Ligue 1,19.0,2002.0,14.1,10.0,29.0,16.0,55.2,2.05,1.13,0.31,0.56,14.4,0.0,1.0,2.0,6.5,4.8,0.18,3.5,4.2
835,Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,Bundesliga,21.0,2000.0,8.0,3.0,14.0,4.0,28.6,1.75,0.5,0.21,0.75,14.6,0.0,0.0,0.0,1.5,1.5,0.11,1.5,1.5
836,Caleb Ekuban,gh GHA,"FW,MF",Genoa,Serie A,27.0,1994.0,19.1,1.0,38.0,7.0,18.4,1.99,0.37,0.03,0.14,14.7,0.0,0.0,0.0,3.5,3.5,0.09,-2.5,-2.5
837,Anthony Elanga,se SWE,FW,Manchester Utd,Premier League,19.0,2002.0,13.5,2.0,21.0,7.0,33.3,1.56,0.52,0.1,0.29,15.7,0.0,0.0,0.0,2.6,2.6,0.12,-0.6,-0.6
838,Alberth Elis,hn HON,"FW,MF",Bordeaux,Ligue 1,25.0,1996.0,15.7,9.0,30.0,11.0,36.7,1.92,0.7,0.3,0.82,13.9,0.0,0.0,1.0,6.5,5.7,0.19,2.5,3.3
839,Harvey Elliott,eng ENG,MF,Liverpool,Premier League,18.0,2003.0,3.8,0.0,10.0,1.0,10.0,2.6,0.26,0.0,0.0,18.5,0.0,0.0,0.0,0.8,0.8,0.08,-0.8,-0.8
840,Elif Elmas,mk MKD,"FW,MF",Napoli,Serie A,21.0,1999.0,18.0,3.0,33.0,11.0,33.3,1.83,0.61,0.09,0.27,18.3,0.0,0.0,0.0,2.3,2.3,0.07,0.7,0.7
841,Mohamed Elneny,eg EGY,MF,Arsenal,Premier League,29.0,1992.0,9.0,0.0,8.0,2.0,25.0,0.89,0.22,0.0,0.0,26.9,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2
842,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,27.0,1994.0,23.4,4.0,14.0,7.0,50.0,0.6,0.3,0.29,0.57,13.7,0.0,0.0,0.0,1.6,1.6,0.12,2.4,2.4
843,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,24.0,1996.0,27.0,1.0,13.0,1.0,7.7,0.48,0.04,0.08,1.0,10.0,0.0,0.0,0.0,1.1,1.1,0.09,-0.1,-0.1
844,Sepe Elye Wahi,fr FRA,FW,Montpellier,Ligue 1,18.0,2003.0,19.8,10.0,43.0,20.0,46.5,2.17,1.01,0.23,0.5,12.9,0.0,0.0,0.0,7.8,7.8,0.18,2.2,2.2
845,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,Premier League,26.0,1994.0,22.7,4.0,43.0,17.0,39.5,1.9,0.75,0.09,0.24,14.7,0.0,0.0,0.0,5.5,5.5,0.14,-1.5,-1.5
846,Adri Embarba,es ESP,"FW,MF",Espanyol,La Liga,29.0,1992.0,22.1,0.0,49.0,16.0,32.7,2.22,0.73,0.0,0.0,23.1,15.0,0.0,0.0,2.8,2.8,0.06,-2.8,-2.8
847,Breel Embolo,ch SUI,FW,M'Gladbach,Bundesliga,24.0,1997.0,24.1,9.0,48.0,23.0,47.9,1.99,0.96,0.19,0.39,13.7,0.0,0.0,0.0,8.4,8.4,0.19,-0.4,-0.4
848,Emerson,br BRA,"DF,MF",Tottenham,Premier League,22.0,1999.0,25.4,1.0,15.0,4.0,26.7,0.59,0.16,0.07,0.25,14.6,0.0,0.0,0.0,1.5,1.5,0.1,-0.5,-0.5
849,Emerson,br BRA,DF,Barcelona,La Liga,22.0,1999.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
850,Renaud Emond,be BEL,"FW,MF",Nantes,Ligue 1,29.0,1991.0,2.1,0.0,1.0,0.0,0.0,0.47,0.0,0.0,,49.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
851,Youssef En-Nesyri,ma MAR,FW,Sevilla,La Liga,24.0,1997.0,14.2,5.0,36.0,13.0,36.1,2.54,0.92,0.11,0.31,11.9,0.0,1.0,1.0,6.4,5.6,0.15,-1.4,-1.6
852,Keita Endo,jp JPN,MF,Union Berlin,Bundesliga,23.0,1997.0,0.6,0.0,2.0,1.0,50.0,3.27,1.64,0.0,0.0,17.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
853,Wataru Endo,jp JPN,MF,Stuttgart,Bundesliga,28.0,1993.0,32.2,4.0,45.0,16.0,35.6,1.4,0.5,0.09,0.25,16.3,0.0,0.0,0.0,5.0,4.8,0.11,-1.0,-0.8
854,Christian Eriksen,dk DEN,MF,Brentford,Premier League,29.0,1992.0,10.4,1.0,22.0,8.0,36.4,2.11,0.77,0.05,0.13,24.6,5.0,0.0,0.0,1.3,1.3,0.06,-0.3,-0.3
855,Martin Erlic,hr CRO,DF,Spezia,Serie A,23.0,1998.0,28.6,2.0,15.0,3.0,20.0,0.52,0.1,0.13,0.67,10.1,0.0,0.0,0.0,3.0,3.0,0.2,-1.0,-1.0
856,Gonzalo Escalante,ar ARG,MF,Lazio,Serie A,28.0,1993.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
858,Gonzalo Escalante,ar ARG,MF,Alavés,La Liga,28.0,1993.0,14.4,5.0,16.0,9.0,56.3,1.11,0.62,0.31,0.56,12.2,0.0,0.0,0.0,3.2,3.2,0.2,1.8,1.8
859,Aarón Escandell,es ESP,GK,Granada,La Liga,25.0,1995.0,3.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
860,Sergio Escudero,es ESP,"DF,MF",Granada,La Liga,31.0,1989.0,15.9,2.0,21.0,4.0,19.0,1.32,0.25,0.1,0.5,27.1,4.0,0.0,0.0,1.1,1.1,0.05,0.9,0.9
861,Alfonso Espino,uy URU,DF,Cádiz,La Liga,29.0,1992.0,37.0,2.0,27.0,7.0,25.9,0.73,0.19,0.07,0.29,20.7,0.0,0.0,0.0,1.7,1.5,0.06,0.3,0.5
862,Michael Esser,de GER,GK,Bochum,Bundesliga,33.0,1987.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
863,Estanis,es ESP,FW,Barcelona,La Liga,17.0,2003.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
864,Maxime Estève,fr FRA,DF,Montpellier,Ligue 1,19.0,2002.0,20.6,0.0,5.0,1.0,20.0,0.24,0.05,0.0,0.0,7.5,0.0,0.0,0.0,0.9,0.9,0.18,-0.9,-0.9
865,Pervis Estupiñán,ec ECU,DF,Villarreal,La Liga,23.0,1998.0,17.5,0.0,14.0,4.0,28.6,0.8,0.23,0.0,0.0,19.1,0.0,0.0,0.0,0.8,0.8,0.05,-0.8,-0.8
866,Oghenekaro Etebo,ng NGA,MF,Watford,Premier League,25.0,1995.0,4.5,0.0,3.0,0.0,0.0,0.67,0.0,0.0,,31.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
867,Jonny Evans,nir NIR,DF,Leicester City,Premier League,33.0,1988.0,15.0,1.0,3.0,2.0,66.7,0.2,0.13,0.33,0.5,5.6,0.0,0.0,0.0,0.6,0.6,0.2,0.4,0.4
868,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,Premier League,23.0,1998.0,6.7,1.0,10.0,1.0,10.0,1.49,0.15,0.1,1.0,20.8,1.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6
869,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,La Liga,19.0,2001.0,6.4,1.0,16.0,4.0,25.0,2.48,0.62,0.06,0.25,16.5,0.0,0.0,0.0,1.3,1.3,0.08,-0.3,-0.3
870,Łukasz Fabiański,pl POL,GK,West Ham,Premier League,36.0,1985.0,37.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
871,Fabinho,br BRA,MF,Liverpool,Premier League,27.0,1993.0,25.7,5.0,19.0,7.0,36.8,0.74,0.27,0.16,0.43,19.9,2.0,2.0,2.0,3.9,2.4,0.14,1.1,0.6
872,Fábio,br BRA,DF,Nantes,Ligue 1,31.0,1990.0,18.5,0.0,11.0,1.0,9.1,0.59,0.05,0.0,0.0,17.7,0.0,0.0,0.0,1.0,1.0,0.09,-1.0,-1.0
873,Cesc Fàbregas,es ESP,MF,Monaco,Ligue 1,34.0,1987.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
874,Wout Faes,be BEL,DF,Reims,Ligue 1,23.0,1998.0,37.0,4.0,22.0,9.0,40.9,0.59,0.24,0.18,0.44,13.6,0.0,0.0,0.0,2.1,2.1,0.1,1.9,1.9
875,Wahidullah Faghir,dk DEN,FW,Stuttgart,Bundesliga,18.0,2003.0,1.4,1.0,5.0,1.0,20.0,3.66,0.73,0.2,1.0,17.3,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6
876,Romain Faivre,fr FRA,"FW,MF",Lyon,Ligue 1,23.0,1998.0,9.9,3.0,20.0,6.0,30.0,2.02,0.61,0.15,0.5,18.4,1.0,0.0,0.0,1.8,1.8,0.09,1.2,1.2
877,Romain Faivre,fr FRA,MF,Brest,Ligue 1,23.0,1998.0,19.9,7.0,32.0,12.0,37.5,1.6,0.6,0.06,0.17,23.1,5.0,5.0,5.0,6.5,2.5,0.08,0.5,-0.5
878,Radamel Falcao,co COL,FW,Rayo Vallecano,La Liga,35.0,1986.0,9.3,6.0,33.0,15.0,45.5,3.54,1.61,0.18,0.4,13.4,2.0,0.0,0.0,4.9,4.9,0.15,1.1,1.1
879,Diego Falcinelli,it ITA,FW,Bologna,Serie A,30.0,1991.0,0.7,0.0,5.0,0.0,0.0,6.82,0.0,0.0,,15.6,0.0,0.0,0.0,0.6,0.6,0.11,-0.6,-0.6
880,Wladimiro Falcone,it ITA,GK,Sampdoria,Serie A,26.0,1995.0,9.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
881,Fali,es ESP,"DF,MF",Cádiz,La Liga,27.0,1993.0,20.0,0.0,14.0,0.0,0.0,0.7,0.0,0.0,,16.9,2.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7
882,Paolo Faragò,it ITA,MF,Cagliari,Serie A,28.0,1993.0,0.2,0.0,2.0,1.0,50.0,11.25,5.63,0.0,0.0,13.6,0.0,0.0,0.0,0.4,0.4,0.22,-0.4,-0.4
884,Omar Faraj,se SWE,FW,Levante,La Liga,19.0,2002.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
885,Davide Faraoni,it ITA,DF,Hellas Verona,Serie A,29.0,1991.0,28.6,4.0,30.0,9.0,30.0,1.05,0.31,0.13,0.44,14.1,0.0,0.0,0.0,3.0,3.0,0.1,1.0,1.0
886,Mohamed Fares,dz ALG,"DF,FW",Genoa,Serie A,25.0,1996.0,6.5,2.0,13.0,3.0,23.1,1.99,0.46,0.15,0.67,14.2,0.0,0.0,0.0,1.1,1.1,0.08,0.9,0.9
887,Diego Farias,br BRA,"MF,FW",Cagliari,Serie A,31.0,1990.0,0.7,0.0,1.0,0.0,0.0,1.36,0.0,0.0,,23.4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
888,Wuilker Faríñez,ve VEN,GK,Lens,Ligue 1,23.0,1998.0,12.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
889,Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,Bundesliga,17.0,2003.0,0.8,0.0,3.0,1.0,33.3,3.8,1.27,0.0,0.0,20.8,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
890,Noah Fatar,fr FRA,"DF,MF",Angers,Ligue 1,19.0,2002.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
891,Ansu Fati,es ESP,FW,Barcelona,La Liga,18.0,2002.0,3.7,4.0,18.0,8.0,44.4,4.82,2.14,0.22,0.5,17.3,1.0,0.0,0.0,1.3,1.3,0.07,2.7,2.7
892,Julien Faussurier,fr FRA,"MF,DF",Brest,Ligue 1,34.0,1987.0,5.4,0.0,4.0,3.0,75.0,0.74,0.55,0.0,0.0,15.4,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4
893,Andrea Favilli,it ITA,FW,Genoa,Serie A,24.0,1997.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
894,Federico Fazio,ar ARG,DF,Salernitana,Serie A,34.0,1987.0,15.9,1.0,16.0,3.0,18.8,1.0,0.19,0.06,0.33,12.5,0.0,0.0,0.0,1.5,1.5,0.09,-0.5,-0.5
895,Aleix Febas,es ESP,MF,Mallorca,La Liga,25.0,1996.0,1.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
896,Adrian Fein,de GER,MF,Greuther Fürth,Bundesliga,22.0,1999.0,0.4,0.0,1.0,0.0,0.0,2.81,0.0,0.0,,28.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
897,Nabil Fekir,fr FRA,MF,Betis,La Liga,28.0,1993.0,31.0,6.0,84.0,32.0,38.1,2.71,1.03,0.07,0.19,21.4,11.0,0.0,0.0,4.7,4.7,0.06,1.3,1.3
898,Felipe,br BRA,DF,Atlético Madrid,La Liga,32.0,1989.0,16.7,2.0,11.0,4.0,36.4,0.66,0.24,0.18,0.5,9.5,0.0,0.0,0.0,0.7,0.7,0.07,1.3,1.3
899,Luiz Felipe,it ITA,DF,Lazio,Serie A,24.0,1997.0,27.7,0.0,5.0,1.0,20.0,0.18,0.04,0.0,0.0,13.6,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
900,João Félix,pt POR,"FW,MF",Atlético Madrid,La Liga,21.0,1999.0,14.0,8.0,39.0,15.0,38.5,2.78,1.07,0.21,0.53,14.8,1.0,0.0,0.0,5.7,5.7,0.15,2.3,2.3
901,Ohis Felix Uduokhai,de GER,DF,Augsburg,Bundesliga,23.0,1997.0,8.7,0.0,2.0,0.0,0.0,0.23,0.0,0.0,,11.5,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
902,Kiko Femenía,es ESP,DF,Watford,Premier League,30.0,1991.0,23.8,0.0,3.0,1.0,33.3,0.13,0.04,0.0,0.0,20.7,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
903,Evan Ferguson,ie IRL,MF,Brighton,Premier League,16.0,2004.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
904,Nathan Ferguson,eng ENG,DF,Crystal Palace,Premier League,20.0,2000.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
905,Bruno Fernandes,pt POR,MF,Manchester Utd,Premier League,26.0,1994.0,34.6,10.0,87.0,29.0,33.3,2.52,0.84,0.11,0.34,21.9,6.0,0.0,2.0,9.7,8.1,0.09,0.3,1.9
906,Edimilson Fernandes,ch SUI,"MF,FW",Arminia,Bundesliga,25.0,1996.0,3.1,0.0,4.0,2.0,50.0,1.27,0.64,0.0,0.0,41.8,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
907,Aitor Fernández,es ESP,GK,Levante,La Liga,30.0,1991.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
908,Álex Fernández,es ESP,MF,Cádiz,La Liga,28.0,1992.0,22.8,3.0,19.0,6.0,31.6,0.83,0.26,0.11,0.33,20.7,0.0,1.0,2.0,3.0,1.5,0.08,0.0,0.5
910,Álvaro Fernández,es ESP,GK,Brentford,Premier League,23.0,1998.0,12.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
911,Federico Fernández,ar ARG,DF,Newcastle Utd,Premier League,32.0,1989.0,5.8,0.0,6.0,1.0,16.7,1.03,0.17,0.0,0.0,10.2,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
912,Fernandinho,br BRA,"MF,DF",Manchester City,Premier League,36.0,1985.0,10.7,2.0,18.0,3.0,16.7,1.68,0.28,0.11,0.67,16.7,0.0,0.0,0.0,1.6,1.6,0.09,0.4,0.4
913,Fernando,br BRA,"MF,DF",Sevilla,La Liga,34.0,1987.0,20.6,1.0,6.0,1.0,16.7,0.29,0.05,0.17,1.0,18.5,0.0,0.0,0.0,1.0,1.0,0.17,0.0,0.0
914,Alex Ferrari,it ITA,DF,Sampdoria,Serie A,27.0,1994.0,18.3,1.0,4.0,1.0,25.0,0.22,0.05,0.25,1.0,18.5,0.0,0.0,0.0,0.6,0.6,0.14,0.4,0.4
915,Salvador Ferrer,es ESP,"DF,MF",Spezia,Serie A,23.0,1998.0,16.6,0.0,6.0,1.0,16.7,0.36,0.06,0.0,0.0,24.1,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
916,Jordan Ferri,fr FRA,MF,Montpellier,Ligue 1,29.0,1992.0,32.3,0.0,14.0,2.0,14.3,0.43,0.06,0.0,0.0,25.8,0.0,0.0,0.0,0.3,0.3,0.02,-0.3,-0.3
917,Riccardo Fiamozzi,it ITA,DF,Empoli,Serie A,28.0,1993.0,6.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
918,Fidel,es ESP,MF,Elche,La Liga,31.0,1989.0,25.1,5.0,17.0,7.0,41.2,0.68,0.28,0.24,0.57,15.8,1.0,1.0,1.0,2.8,2.0,0.12,2.2,2.0
