,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
765,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,Ligue 1,19.0,2002.0,0.6,3.0,3.0,1.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0
766,Berat Djimsiti,al ALB,DF,Atalanta,Serie A,28.0,1993.0,25.1,43.0,24.0,21.0,20.0,2.0,29.0,46.0,63.0,17.0,21.0,11.0,10.0,31.0,74.0,56.0,0.0
767,Ouparine Djoco,sn SEN,GK,Clermont Foot,Ligue 1,23.0,1998.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,14.0,2.0
768,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,La Liga,21.0,1999.0,2.4,7.0,3.0,2.0,2.0,3.0,4.0,8.0,50.0,4.0,3.0,0.0,3.0,2.0,9.0,2.0,0.0
769,Marko Dmitrović,rs SRB,GK,Sevilla,La Liga,29.0,1992.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
770,Lewis Dobbin,eng ENG,"FW,MF",Everton,Premier League,18.0,2003.0,0.4,2.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
771,Matt Doherty,ie IRL,DF,Tottenham,Premier League,29.0,1992.0,9.7,18.0,12.0,5.0,11.0,2.0,8.0,14.0,57.1,6.0,11.0,2.0,9.0,13.0,31.0,20.0,0.0
772,Jeremy Doku,be BEL,"FW,MF",Rennes,Ligue 1,19.0,2002.0,5.2,10.0,5.0,3.0,5.0,2.0,3.0,6.0,50.0,3.0,4.0,0.0,4.0,3.0,13.0,0.0,0.0
773,Kasper Dolberg,dk DEN,FW,Nice,Ligue 1,23.0,1997.0,16.6,9.0,4.0,4.0,3.0,2.0,3.0,9.0,33.3,6.0,15.0,1.0,14.0,6.0,15.0,17.0,0.0
774,Jaume Doménech,es ESP,GK,Valencia,La Liga,30.0,1990.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
775,Brandon Domingues,fr FRA,"MF,FW",Troyes,Ligue 1,21.0,2000.0,2.6,6.0,2.0,2.0,4.0,0.0,2.0,3.0,66.7,1.0,3.0,0.0,3.0,3.0,9.0,0.0,0.0
776,Carlos Dominguez,es ESP,DF,Celta Vigo,La Liga,20.0,2001.0,3.8,4.0,1.0,4.0,0.0,0.0,4.0,6.0,66.7,2.0,2.0,1.0,1.0,4.0,8.0,21.0,0.0
777,Mario Dominguez,es ESP,FW,Valencia,La Liga,17.0,2004.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
778,Nicolás Domínguez,ar ARG,MF,Bologna,Serie A,23.0,1998.0,22.4,76.0,45.0,36.0,32.0,8.0,32.0,76.0,42.1,44.0,38.0,9.0,29.0,32.0,108.0,34.0,1.0
780,John Donald,es ESP,DF,Elche,La Liga,20.0,2000.0,2.0,7.0,4.0,4.0,2.0,1.0,5.0,8.0,62.5,3.0,5.0,3.0,2.0,3.0,10.0,3.0,0.0
781,Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,Bundesliga,24.0,1997.0,1.3,2.0,1.0,0.0,2.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0
782,Anastasios Donis,gr GRE,"FW,MF",Reims,Ligue 1,24.0,1996.0,4.1,8.0,7.0,4.0,2.0,2.0,2.0,6.0,33.3,4.0,3.0,0.0,3.0,0.0,8.0,1.0,0.0
783,Gianluigi Donnarumma,it ITA,GK,Paris S-G,Ligue 1,22.0,1999.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0
784,Niklas Dorsch,de GER,MF,Augsburg,Bundesliga,23.0,1998.0,25.8,76.0,47.0,47.0,23.0,6.0,30.0,60.0,50.0,30.0,34.0,12.0,22.0,35.0,111.0,36.0,3.0
785,Gabriel Dos Santos,br BRA,DF,Arsenal,Premier League,23.0,1997.0,34.0,50.0,30.0,36.0,12.0,2.0,30.0,41.0,73.2,11.0,34.0,26.0,8.0,13.0,63.0,112.0,4.0
786,Jodel Dossou,bj BEN,FW,Clermont Foot,Ligue 1,29.0,1992.0,22.3,36.0,17.0,15.0,14.0,7.0,15.0,43.0,34.9,28.0,14.0,0.0,14.0,5.0,41.0,7.0,0.0
787,Lohann Doucet,fr FRA,"MF,DF",Nantes,Ligue 1,18.0,2002.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
788,Abdoulaye Doucouré,ml MLI,MF,Everton,Premier League,28.0,1993.0,28.2,75.0,43.0,30.0,37.0,8.0,32.0,71.0,45.1,39.0,33.0,8.0,25.0,28.0,103.0,32.0,0.0
789,Cheick Doucouré,ml MLI,MF,Lens,Ligue 1,21.0,2000.0,32.7,75.0,43.0,34.0,34.0,7.0,35.0,79.0,44.3,44.0,30.0,7.0,23.0,68.0,143.0,24.0,0.0
790,Fodé Doucouré,ml MLI,"DF,FW",Reims,Ligue 1,20.0,2001.0,1.7,12.0,9.0,9.0,3.0,0.0,9.0,11.0,81.8,2.0,1.0,0.0,1.0,4.0,16.0,6.0,0.0
791,Ismaël Doukouré,fr FRA,DF,Strasbourg,Ligue 1,18.0,2003.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
792,Kamory Doumbia,ml MLI,"MF,FW",Reims,Ligue 1,18.0,2003.0,3.9,8.0,2.0,2.0,5.0,1.0,5.0,13.0,38.5,8.0,9.0,3.0,6.0,3.0,11.0,3.0,0.0
793,Moussa Doumbia,ml MLI,FW,Reims,Ligue 1,26.0,1994.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,Souleyman Doumbia,ci CIV,"DF,FW",Angers,Ligue 1,24.0,1996.0,24.7,30.0,20.0,16.0,9.0,5.0,13.0,27.0,48.1,14.0,25.0,4.0,21.0,39.0,69.0,51.0,0.0
795,Kieran Dowell,eng ENG,"FW,MF",Norwich City,Premier League,23.0,1997.0,10.1,18.0,7.0,8.0,7.0,3.0,9.0,32.0,28.1,23.0,10.0,1.0,9.0,7.0,25.0,4.0,0.0
796,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,23.0,1997.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0
797,Radu Drăgușin,ro ROU,DF,Sampdoria,Serie A,19.0,2002.0,6.9,4.0,3.0,2.0,2.0,0.0,2.0,6.0,33.3,4.0,8.0,4.0,4.0,10.0,14.0,33.0,0.0
798,Radu Drăgușin,ro ROU,DF,Salernitana,Serie A,19.0,2002.0,5.4,5.0,4.0,2.0,3.0,0.0,4.0,10.0,40.0,6.0,7.0,3.0,4.0,13.0,18.0,17.0,0.0
799,Cody Drameh,eng ENG,"DF,MF",Leeds United,Premier League,19.0,2001.0,1.4,4.0,2.0,3.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0
800,Julian Draxler,de GER,"FW,MF",Paris S-G,Ligue 1,27.0,1993.0,6.1,3.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,5.0,8.0,3.0,0.0
801,Matthieu Dreyer,fr FRA,GK,Lorient,Ligue 1,32.0,1989.0,16.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0
802,Domingos Duarte,pt POR,DF,Granada,La Liga,26.0,1995.0,18.7,18.0,14.0,9.0,9.0,0.0,6.0,11.0,54.5,5.0,27.0,20.0,7.0,22.0,40.0,82.0,0.0
803,Óscar Duarte,cr CRC,DF,Levante,La Liga,32.0,1989.0,19.7,18.0,8.0,12.0,6.0,0.0,8.0,23.0,34.8,15.0,18.0,9.0,9.0,24.0,42.0,102.0,0.0
804,Rubén Duarte,es ESP,DF,Alavés,La Liga,25.0,1995.0,29.1,76.0,47.0,43.0,27.0,6.0,43.0,85.0,50.6,42.0,40.0,6.0,34.0,57.0,133.0,82.0,0.0
806,Leo Dubois,fr FRA,DF,Lyon,Ligue 1,26.0,1994.0,19.4,43.0,27.0,22.0,14.0,7.0,27.0,46.0,58.7,19.0,27.0,3.0,24.0,22.0,65.0,35.0,1.0
807,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,32.0,1989.0,26.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0
808,Ondrej Duda,sk SVK,"MF,FW",Köln,Bundesliga,26.0,1994.0,17.9,23.0,16.0,4.0,12.0,7.0,6.0,23.0,26.1,17.0,14.0,2.0,12.0,17.0,40.0,9.0,0.0
809,Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,Bundesliga,25.0,1995.0,12.6,17.0,6.0,5.0,8.0,4.0,3.0,14.0,21.4,11.0,8.0,0.0,8.0,10.0,27.0,4.0,0.0
810,Shane Duffy,ie IRL,DF,Brighton,Premier League,29.0,1992.0,16.0,15.0,12.0,12.0,3.0,0.0,8.0,14.0,57.1,6.0,24.0,18.0,6.0,16.0,31.0,76.0,1.0
811,Unai Dufur,es ESP,DF,Osasuna,La Liga,22.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,4.0,4.0,4.0,0.0
812,Denzel Dumfries,nl NED,DF,Inter,Serie A,25.0,1996.0,22.5,32.0,12.0,9.0,14.0,9.0,16.0,32.0,50.0,16.0,15.0,6.0,9.0,9.0,41.0,26.0,0.0
813,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,29.0,1991.0,2.2,7.0,3.0,3.0,4.0,0.0,5.0,8.0,62.5,3.0,5.0,0.0,5.0,3.0,10.0,5.0,0.0
814,Alfred Duncan,gh GHA,MF,Fiorentina,Serie A,28.0,1993.0,21.5,34.0,19.0,13.0,16.0,5.0,11.0,32.0,34.4,21.0,32.0,3.0,29.0,10.0,44.0,7.0,0.0
815,Lewis Dunk,eng ENG,DF,Brighton,Premier League,29.0,1991.0,28.6,10.0,8.0,5.0,5.0,0.0,5.0,11.0,45.5,6.0,32.0,28.0,4.0,27.0,37.0,113.0,3.0
816,Erik Durm,de GER,DF,Eint Frankfurt,Bundesliga,29.0,1992.0,5.3,13.0,7.0,6.0,5.0,2.0,10.0,13.0,76.9,3.0,8.0,1.0,7.0,10.0,23.0,7.0,0.0
817,Hugo Duro,es ESP,"DF,MF",Getafe,La Liga,21.0,1999.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Hugo Duro,es ESP,"FW,MF",Valencia,La Liga,21.0,1999.0,20.4,25.0,19.0,11.0,13.0,1.0,15.0,38.0,39.5,23.0,24.0,2.0,22.0,4.0,29.0,20.0,1.0
819,Jean-Kevin Duverne,fr FRA,DF,Brest,Ligue 1,24.0,1997.0,33.4,71.0,44.0,43.0,21.0,7.0,42.0,90.0,46.7,48.0,40.0,5.0,35.0,53.0,124.0,92.0,0.0
820,Paulo Dybala,ar ARG,"FW,MF",Juventus,Serie A,27.0,1993.0,22.9,30.0,13.0,7.0,14.0,9.0,8.0,35.0,22.9,27.0,19.0,0.0,19.0,9.0,39.0,4.0,3.0
821,Edin Džeko,ba BIH,FW,Inter,Serie A,35.0,1986.0,27.4,14.0,8.0,7.0,4.0,3.0,8.0,25.0,32.0,17.0,22.0,5.0,17.0,4.0,18.0,35.0,0.0
822,Enzo Ebosse,cm CMR,DF,Angers,Ligue 1,22.0,1999.0,21.0,25.0,14.0,19.0,6.0,0.0,11.0,19.0,57.9,8.0,19.0,9.0,10.0,15.0,40.0,42.0,0.0
823,Tyronne Ebuehi,ng NGA,DF,Venezia,Serie A,25.0,1995.0,12.6,28.0,12.0,16.0,8.0,4.0,10.0,18.0,55.6,8.0,13.0,3.0,10.0,16.0,44.0,38.0,1.0
824,Ederson,br BRA,GK,Manchester City,Premier League,27.0,1993.0,37.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0
825,Éderson,br BRA,MF,Salernitana,Serie A,22.0,1999.0,12.7,29.0,18.0,11.0,14.0,4.0,14.0,26.0,53.8,12.0,11.0,2.0,9.0,19.0,48.0,8.0,0.0
826,Odsonne Édouard,fr FRA,FW,Crystal Palace,Premier League,23.0,1998.0,17.4,16.0,10.0,2.0,7.0,7.0,7.0,21.0,33.3,14.0,20.0,5.0,15.0,0.0,16.0,18.0,0.0
827,CJ Egan-Riley,eng ENG,DF,Manchester City,Premier League,18.0,2003.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
828,Maximilian Eggestein,de GER,MF,Freiburg,Bundesliga,24.0,1996.0,24.4,48.0,28.0,17.0,25.0,6.0,22.0,50.0,44.0,28.0,35.0,11.0,24.0,30.0,78.0,32.0,1.0
829,Lilian Egloff,de GER,"MF,DF",Stuttgart,Bundesliga,18.0,2002.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
830,Kingsley Ehizibue,nl NED,DF,Köln,Bundesliga,26.0,1995.0,7.6,32.0,18.0,27.0,5.0,0.0,15.0,24.0,62.5,9.0,13.0,4.0,9.0,9.0,41.0,26.0,0.0
832,Julian Eitschberger,de GER,DF,Hertha BSC,Bundesliga,17.0,2004.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0
833,Albin Ekdal,se SWE,MF,Sampdoria,Serie A,32.0,1989.0,18.2,43.0,28.0,17.0,21.0,5.0,26.0,56.0,46.4,30.0,27.0,7.0,20.0,29.0,72.0,25.0,0.0
834,Hugo Ekitike,fr FRA,FW,Reims,Ligue 1,19.0,2002.0,14.1,18.0,10.0,8.0,6.0,4.0,4.0,11.0,36.4,7.0,9.0,2.0,7.0,6.0,24.0,15.0,0.0
835,Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,Bundesliga,21.0,2000.0,8.0,8.0,3.0,2.0,6.0,0.0,2.0,7.0,28.6,5.0,9.0,2.0,7.0,4.0,12.0,5.0,0.0
836,Caleb Ekuban,gh GHA,"FW,MF",Genoa,Serie A,27.0,1994.0,19.1,19.0,12.0,2.0,12.0,5.0,7.0,23.0,30.4,16.0,19.0,5.0,14.0,9.0,28.0,6.0,0.0
837,Anthony Elanga,se SWE,FW,Manchester Utd,Premier League,19.0,2002.0,13.5,26.0,20.0,12.0,12.0,2.0,15.0,29.0,51.7,14.0,17.0,1.0,16.0,9.0,35.0,7.0,0.0
838,Alberth Elis,hn HON,"FW,MF",Bordeaux,Ligue 1,25.0,1996.0,15.7,19.0,10.0,5.0,5.0,9.0,11.0,25.0,44.0,14.0,9.0,0.0,9.0,7.0,26.0,10.0,0.0
839,Harvey Elliott,eng ENG,MF,Liverpool,Premier League,18.0,2003.0,3.8,3.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,6.0,8.0,1.0,7.0,4.0,7.0,2.0,0.0
840,Elif Elmas,mk MKD,"FW,MF",Napoli,Serie A,21.0,1999.0,18.0,25.0,15.0,10.0,10.0,5.0,12.0,28.0,42.9,16.0,13.0,2.0,11.0,8.0,33.0,17.0,0.0
841,Mohamed Elneny,eg EGY,MF,Arsenal,Premier League,29.0,1992.0,9.0,16.0,8.0,10.0,5.0,1.0,7.0,12.0,58.3,5.0,7.0,1.0,6.0,14.0,30.0,13.0,0.0
842,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,27.0,1994.0,23.4,21.0,14.0,16.0,5.0,0.0,10.0,20.0,50.0,10.0,19.0,13.0,6.0,29.0,50.0,86.0,0.0
843,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,24.0,1996.0,27.0,40.0,24.0,23.0,17.0,0.0,22.0,36.0,61.1,14.0,33.0,22.0,11.0,34.0,74.0,83.0,1.0
844,Sepe Elye Wahi,fr FRA,FW,Montpellier,Ligue 1,18.0,2003.0,19.8,18.0,10.0,9.0,6.0,3.0,6.0,16.0,37.5,10.0,7.0,0.0,7.0,4.0,22.0,4.0,0.0
845,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,Premier League,26.0,1994.0,22.7,36.0,17.0,14.0,15.0,7.0,11.0,39.0,28.2,28.0,23.0,2.0,21.0,12.0,48.0,28.0,0.0
846,Adri Embarba,es ESP,"FW,MF",Espanyol,La Liga,29.0,1992.0,22.1,44.0,29.0,22.0,15.0,7.0,26.0,69.0,37.7,43.0,35.0,3.0,32.0,19.0,63.0,30.0,0.0
847,Breel Embolo,ch SUI,FW,M'Gladbach,Bundesliga,24.0,1997.0,24.1,16.0,11.0,1.0,12.0,3.0,3.0,8.0,37.5,5.0,14.0,2.0,12.0,6.0,22.0,7.0,0.0
848,Emerson,br BRA,"DF,MF",Tottenham,Premier League,22.0,1999.0,25.4,72.0,47.0,50.0,16.0,6.0,36.0,67.0,53.7,31.0,25.0,2.0,23.0,22.0,94.0,92.0,1.0
849,Emerson,br BRA,DF,Barcelona,La Liga,22.0,1999.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0
850,Renaud Emond,be BEL,"FW,MF",Nantes,Ligue 1,29.0,1991.0,2.1,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
851,Youssef En-Nesyri,ma MAR,FW,Sevilla,La Liga,24.0,1997.0,14.2,10.0,5.0,5.0,2.0,3.0,4.0,11.0,36.4,7.0,9.0,1.0,8.0,4.0,14.0,18.0,0.0
852,Keita Endo,jp JPN,MF,Union Berlin,Bundesliga,23.0,1997.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
853,Wataru Endo,jp JPN,MF,Stuttgart,Bundesliga,28.0,1993.0,32.2,73.0,41.0,34.0,34.0,5.0,31.0,72.0,43.1,41.0,43.0,12.0,31.0,30.0,103.0,64.0,0.0
854,Christian Eriksen,dk DEN,MF,Brentford,Premier League,29.0,1992.0,10.4,13.0,6.0,4.0,5.0,4.0,8.0,17.0,47.1,9.0,9.0,1.0,8.0,9.0,22.0,14.0,0.0
855,Martin Erlic,hr CRO,DF,Spezia,Serie A,23.0,1998.0,28.6,28.0,16.0,18.0,10.0,0.0,10.0,18.0,55.6,8.0,54.0,39.0,15.0,28.0,56.0,122.0,1.0
856,Gonzalo Escalante,ar ARG,MF,Lazio,Serie A,28.0,1993.0,0.1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0
858,Gonzalo Escalante,ar ARG,MF,Alavés,La Liga,28.0,1993.0,14.4,30.0,14.0,9.0,20.0,1.0,13.0,34.0,38.2,21.0,27.0,2.0,25.0,21.0,51.0,28.0,0.0
859,Aarón Escandell,es ESP,GK,Granada,La Liga,25.0,1995.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
860,Sergio Escudero,es ESP,"DF,MF",Granada,La Liga,31.0,1989.0,15.9,46.0,24.0,25.0,17.0,4.0,26.0,54.0,48.1,28.0,18.0,3.0,15.0,26.0,72.0,35.0,0.0
861,Alfonso Espino,uy URU,DF,Cádiz,La Liga,29.0,1992.0,37.0,107.0,63.0,58.0,39.0,10.0,44.0,112.0,39.3,68.0,45.0,10.0,35.0,54.0,161.0,87.0,1.0
862,Michael Esser,de GER,GK,Bochum,Bundesliga,33.0,1987.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
863,Estanis,es ESP,FW,Barcelona,La Liga,17.0,2003.0,0.1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
864,Maxime Estève,fr FRA,DF,Montpellier,Ligue 1,19.0,2002.0,20.6,27.0,18.0,22.0,4.0,1.0,15.0,27.0,55.6,12.0,31.0,24.0,7.0,22.0,49.0,69.0,1.0
865,Pervis Estupiñán,ec ECU,DF,Villarreal,La Liga,23.0,1998.0,17.5,36.0,22.0,20.0,11.0,5.0,17.0,24.0,70.8,7.0,13.0,5.0,8.0,25.0,61.0,29.0,2.0
866,Oghenekaro Etebo,ng NGA,MF,Watford,Premier League,25.0,1995.0,4.5,11.0,8.0,7.0,4.0,0.0,3.0,8.0,37.5,5.0,3.0,1.0,2.0,5.0,16.0,5.0,0.0
867,Jonny Evans,nir NIR,DF,Leicester City,Premier League,33.0,1988.0,15.0,24.0,14.0,14.0,8.0,2.0,14.0,22.0,63.6,8.0,17.0,13.0,4.0,20.0,44.0,59.0,0.0
868,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,Premier League,23.0,1998.0,6.7,10.0,6.0,5.0,2.0,3.0,6.0,11.0,54.5,5.0,4.0,1.0,3.0,5.0,15.0,1.0,0.0
869,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,La Liga,19.0,2001.0,6.4,17.0,9.0,9.0,5.0,3.0,5.0,8.0,62.5,3.0,3.0,0.0,3.0,9.0,26.0,0.0,0.0
870,Łukasz Fabiański,pl POL,GK,West Ham,Premier League,36.0,1985.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
871,Fabinho,br BRA,MF,Liverpool,Premier League,27.0,1993.0,25.7,46.0,25.0,17.0,23.0,6.0,24.0,70.0,34.3,46.0,33.0,10.0,23.0,39.0,85.0,25.0,1.0
872,Fábio,br BRA,DF,Nantes,Ligue 1,31.0,1990.0,18.5,61.0,40.0,31.0,23.0,7.0,36.0,74.0,48.6,38.0,29.0,7.0,22.0,35.0,96.0,31.0,1.0
873,Cesc Fàbregas,es ESP,MF,Monaco,Ligue 1,34.0,1987.0,0.4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
874,Wout Faes,be BEL,DF,Reims,Ligue 1,23.0,1998.0,37.0,40.0,24.0,30.0,9.0,1.0,25.0,33.0,75.8,8.0,47.0,37.0,10.0,53.0,93.0,169.0,2.0
875,Wahidullah Faghir,dk DEN,FW,Stuttgart,Bundesliga,18.0,2003.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
876,Romain Faivre,fr FRA,"FW,MF",Lyon,Ligue 1,23.0,1998.0,9.9,10.0,4.0,2.0,6.0,2.0,4.0,13.0,30.8,9.0,4.0,0.0,4.0,3.0,13.0,2.0,0.0
877,Romain Faivre,fr FRA,MF,Brest,Ligue 1,23.0,1998.0,19.9,30.0,18.0,12.0,13.0,5.0,12.0,30.0,40.0,18.0,11.0,0.0,11.0,13.0,43.0,10.0,0.0
878,Radamel Falcao,co COL,FW,Rayo Vallecano,La Liga,35.0,1986.0,9.3,2.0,1.0,0.0,1.0,1.0,1.0,4.0,25.0,3.0,4.0,1.0,3.0,2.0,4.0,11.0,0.0
879,Diego Falcinelli,it ITA,FW,Bologna,Serie A,30.0,1991.0,0.7,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
880,Wladimiro Falcone,it ITA,GK,Sampdoria,Serie A,26.0,1995.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0
881,Fali,es ESP,"DF,MF",Cádiz,La Liga,27.0,1993.0,20.0,32.0,19.0,24.0,8.0,0.0,17.0,32.0,53.1,15.0,26.0,16.0,10.0,24.0,56.0,82.0,0.0
882,Paolo Faragò,it ITA,MF,Cagliari,Serie A,28.0,1993.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
884,Omar Faraj,se SWE,FW,Levante,La Liga,19.0,2002.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
885,Davide Faraoni,it ITA,DF,Hellas Verona,Serie A,29.0,1991.0,28.6,62.0,40.0,38.0,21.0,3.0,29.0,62.0,46.8,33.0,38.0,5.0,33.0,23.0,85.0,62.0,1.0
886,Mohamed Fares,dz ALG,"DF,FW",Genoa,Serie A,25.0,1996.0,6.5,4.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,8.0,3.0,5.0,8.0,12.0,11.0,0.0
887,Diego Farias,br BRA,"MF,FW",Cagliari,Serie A,31.0,1990.0,0.7,1.0,1.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
888,Wuilker Faríñez,ve VEN,GK,Lens,Ligue 1,23.0,1998.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
889,Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,Bundesliga,17.0,2003.0,0.8,4.0,3.0,1.0,3.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0
890,Noah Fatar,fr FRA,"DF,MF",Angers,Ligue 1,19.0,2002.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
891,Ansu Fati,es ESP,FW,Barcelona,La Liga,18.0,2002.0,3.7,3.0,2.0,0.0,2.0,1.0,1.0,1.0,100.0,0.0,4.0,0.0,4.0,1.0,4.0,0.0,0.0
892,Julien Faussurier,fr FRA,"MF,DF",Brest,Ligue 1,34.0,1987.0,5.4,10.0,6.0,3.0,3.0,4.0,6.0,13.0,46.2,7.0,12.0,1.0,11.0,5.0,15.0,6.0,0.0
893,Andrea Favilli,it ITA,FW,Genoa,Serie A,24.0,1997.0,0.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
894,Federico Fazio,ar ARG,DF,Salernitana,Serie A,34.0,1987.0,15.9,17.0,11.0,10.0,6.0,1.0,9.0,12.0,75.0,3.0,21.0,16.0,5.0,27.0,44.0,67.0,1.0
895,Aleix Febas,es ESP,MF,Mallorca,La Liga,25.0,1996.0,1.3,4.0,1.0,0.0,4.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
