,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
802,Yannick Djaló,pt POR,"FW,MF",Toulouse,Ligue 1,26.0,1986.0,9.5,0.0,,3.0,,,0.32,,0.0,,0.0,0.0
803,Baye Djiby Fall,sn SEN,FW,Greuther Fürth,Bundesliga,27.0,1985.0,1.4,0.0,,1.0,,,0.72,,0.0,,0.0,0.0
804,N'Diaye Djiby,sn SEN,MF,Chievo,Serie A,18.0,1994.0,1.0,0.0,,,,,,,,,0.0,
806,Johan Djourou,ch SUI,DF,Hannover 96,Bundesliga,25.0,1987.0,13.4,0.0,,0.0,,,0.0,,,,0.0,0.0
807,Dodô,br BRA,DF,Roma,Serie A,20.0,1992.0,7.0,0.0,,5.0,,,0.71,,0.0,,0.0,0.0
808,Álvaro Domínguez,es ESP,DF,M'Gladbach,Bundesliga,23.0,1989.0,30.0,2.0,,4.0,,,0.13,,0.5,,0.0,0.0
809,Chori Domínguez,ar ARG,"FW,MF",Rayo Vallecano,La Liga,31.0,1981.0,29.9,5.0,,24.0,,,0.8,,0.13,,2.0,2.0
810,Juan Domínguez,es ESP,MF,La Coruña,La Liga,22.0,1990.0,20.7,1.0,,3.0,,,0.14,,0.33,,0.0,0.0
811,Maurizio Domizzi,it ITA,DF,Udinese,Serie A,32.0,1980.0,28.4,2.0,,7.0,,,0.25,,0.29,,0.0,0.0
812,Marco Donadel,it ITA,MF,Napoli,Serie A,29.0,1983.0,1.4,0.0,,0.0,,,0.0,,,,0.0,0.0
813,Massimo Donati,it ITA,MF,Palermo,Serie A,31.0,1981.0,24.1,0.0,,5.0,,,0.21,,0.0,,0.0,0.0
814,Ji Dong-won,kr KOR,"FW,MF",Augsburg,Bundesliga,21.0,1991.0,16.6,5.0,,19.0,,,1.15,,0.26,,0.0,0.0
815,Antonio Donnarumma,it ITA,GK,Genoa,Serie A,22.0,1990.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
816,Graham Dorrans,sct SCO,"FW,MF",West Brom,Premier League,25.0,1987.0,19.4,1.0,,13.0,,,0.67,,0.0,,1.0,1.0
817,Eduardo dos Santos,br BRA,FW,Ajaccio,Ligue 1,31.0,1980.0,13.8,3.0,,8.0,,,0.58,,0.38,,0.0,0.0
818,Giovani dos Santos,mx MEX,"FW,MF",Mallorca,La Liga,23.0,1989.0,26.5,6.0,,33.0,,,1.24,,0.18,,0.0,0.0
819,Jonathan dos Santos,mx MEX,MF,Barcelona,La Liga,22.0,1990.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
820,Andrea Dossena,it ITA,"DF,MF",Napoli,Serie A,30.0,1981.0,3.2,0.0,,0.0,,,0.0,,,,0.0,0.0
821,Andrea Dossena,it ITA,"DF,MF",Palermo,Serie A,30.0,1981.0,8.9,0.0,,2.0,,,0.23,,0.0,,0.0,0.0
822,Mathieu Dossevi,tg TOG,"FW,MF",Valenciennes,Ligue 1,24.0,1988.0,28.5,3.0,,16.0,,,0.56,,0.19,,0.0,1.0
823,Bas Dost,nl NED,FW,Wolfsburg,Bundesliga,23.0,1989.0,22.1,8.0,,31.0,,,1.4,,0.26,,0.0,0.0
824,Thierry Doubai,ci CIV,MF,Sochaux,Ligue 1,24.0,1988.0,10.4,3.0,,6.0,,,0.57,,0.5,,0.0,0.0
825,Nicolas Douchez,fr FRA,GK,Paris S-G,Ligue 1,32.0,1980.0,4.0,0.0,,0.0,,,0.0,,,,0.0,0.0
826,Abdoulaye Doucouré,ml MLI,MF,Rennes,Ligue 1,19.0,1993.0,3.5,1.0,,3.0,,,0.86,,0.33,,0.0,0.0
827,Souleymane Doukara,mr MTN,"FW,MF",Catania,Serie A,20.0,1991.0,3.1,0.0,,0.0,,,0.0,,,,0.0,0.0
828,Stewart Downing,eng ENG,"FW,MF",Liverpool,Premier League,28.0,1984.0,24.3,3.0,,16.0,,,0.66,,0.19,,0.0,0.0
829,Boukary Dramé,sn SEN,"DF,MF",Chievo,Serie A,27.0,1985.0,19.6,1.0,,5.0,,,0.25,,0.2,,0.0,0.0
830,Julian Draxler,de GER,"FW,MF",Schalke 04,Bundesliga,18.0,1993.0,23.7,10.0,,38.0,,,1.6,,0.26,,0.0,1.0
832,Jaroslav Drobný,cz CZE,GK,Hamburger SV,Bundesliga,32.0,1979.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
833,Cha Du-ri,kr KOR,"DF,MF",Düsseldorf,Bundesliga,32.0,1980.0,3.3,0.0,,1.0,,,0.3,,0.0,,0.0,0.0
834,David Ducourtioux,fr FRA,"DF,MF",Valenciennes,Ligue 1,34.0,1978.0,22.6,0.0,,4.0,,,0.18,,0.0,,0.0,0.0
835,Duda,pt POR,"DF,FW",Málaga,La Liga,32.0,1980.0,6.1,0.0,,2.0,,,0.33,,0.0,,0.0,0.0
836,Dariusz Dudka,pl POL,"DF,MF",Levante,La Liga,28.0,1983.0,1.4,0.0,,0.0,,,0.0,,,,0.0,0.0
837,Damien Duff,ie IRL,"FW,MF",Fulham,Premier League,33.0,1979.0,25.9,3.0,,14.0,,,0.54,,0.21,,0.0,0.0
838,Shane Duffy,ie IRL,"DF,MF",Everton,Premier League,20.0,1992.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
839,Alfred Duncan,gh GHA,MF,Inter,Serie A,19.0,1993.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
840,Johann Durand,fr FRA,GK,Evian,Ligue 1,31.0,1981.0,1.4,0.0,,0.0,,,0.0,,,,0.0,0.0
841,Paulo Dybala,ar ARG,"FW,MF",Palermo,Serie A,18.0,1993.0,14.0,3.0,,11.0,,,0.79,,0.27,,0.0,0.0
842,Kieron Dyer,eng ENG,MF,QPR,Premier League,33.0,1978.0,2.2,0.0,,0.0,,,0.0,,,,0.0,0.0
843,Nathan Dyer,eng ENG,"FW,MF",Swansea City,Premier League,24.0,1987.0,25.7,3.0,,20.0,,,0.78,,0.15,,0.0,0.0
844,Edin Džeko,ba BIH,FW,Manchester City,Premier League,26.0,1986.0,20.2,14.0,,43.0,,,2.12,,0.33,,0.0,1.0
845,Blerim Džemaili,ch SUI,MF,Napoli,Serie A,26.0,1986.0,21.8,7.0,,20.0,,,0.92,,0.35,,0.0,0.0
846,Patrick Ebert,de GER,"FW,MF",Valladolid,La Liga,25.0,1987.0,19.9,6.0,,36.0,,,1.81,,0.17,,0.0,0.0
847,Ion Echaide,es ESP,DF,Osasuna,La Liga,24.0,1988.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
848,Bruno Ecuele Manga,ga GAB,DF,Lorient,Ligue 1,24.0,1988.0,16.5,0.0,,2.0,,,0.12,,0.0,,0.0,0.0
849,Chinedu Ede,de GER,"FW,MF",Mainz 05,Bundesliga,25.0,1987.0,2.2,1.0,,3.0,,,1.38,,0.33,,0.0,0.0
850,Éder,it ITA,FW,Sampdoria,Serie A,25.0,1986.0,22.7,7.0,,30.0,,,1.32,,0.13,,3.0,3.0
851,Ederson,br BRA,MF,Lazio,Serie A,26.0,1986.0,5.2,1.0,,5.0,,,0.96,,0.2,,0.0,0.0
852,Edu,br BRA,FW,Greuther Fürth,Bundesliga,30.0,1981.0,6.9,1.0,,3.0,,,0.43,,0.33,,0.0,0.0
853,Edu,br BRA,FW,Schalke 04,Bundesliga,30.0,1981.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
854,Maurice Edu,us USA,"DF,MF",Stoke City,Premier League,26.0,1986.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
855,Zé Eduardo,br BRA,FW,Siena,Serie A,24.0,1987.0,5.2,1.0,,2.0,,,0.38,,0.0,,1.0,1.0
856,Vegar Eggen Hedenstad,no NOR,"DF,MF",Freiburg,Bundesliga,21.0,1991.0,8.8,0.0,,2.0,,,0.23,,0.0,,0.0,0.0
858,Mario Eggimann,ch SUI,DF,Hannover 96,Bundesliga,31.0,1981.0,20.0,1.0,,3.0,,,0.15,,0.33,,0.0,0.0
859,Fabrice Ehret,fr FRA,"DF,MF",Evian,Ligue 1,32.0,1979.0,9.4,1.0,,3.0,,,0.32,,0.33,,0.0,0.0
860,Albin Ekdal,se SWE,MF,Cagliari,Serie A,23.0,1989.0,26.0,1.0,,6.0,,,0.23,,0.17,,0.0,0.0
861,Mehmet Ekici,tr TUR,MF,Werder Bremen,Bundesliga,22.0,1990.0,5.1,2.0,,7.0,,,1.36,,0.29,,0.0,0.0
862,Borja Ekiza,es ESP,DF,Athletic Club,La Liga,24.0,1988.0,22.9,0.0,,0.0,,,0.0,,,,0.0,0.0
863,Steeve Elana,gn GUI,GK,Lille,Ligue 1,32.0,1980.0,20.0,0.0,,0.0,,,0.0,,,,0.0,0.0
864,Eljero Elia,nl NED,"FW,MF",Werder Bremen,Bundesliga,25.0,1987.0,19.1,0.0,,7.0,,,0.37,,0.0,,0.0,0.0
865,Eliseu,pt POR,"DF,MF",Málaga,La Liga,28.0,1983.0,23.5,1.0,,9.0,,,0.38,,0.0,,1.0,1.0
866,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,26.0,1986.0,9.3,0.0,,0.0,,,0.0,,,,0.0,0.0
867,Ahmed Elmohamady,eg EGY,"DF,MF",Sunderland,Premier League,24.0,1987.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
868,Gorka Elustondo,es ESP,"DF,MF",Real Sociedad,La Liga,25.0,1987.0,4.9,1.0,,2.0,,,0.41,,0.5,,0.0,0.0
869,Urby Emanuelson,nl NED,"DF,FW",Fulham,Premier League,26.0,1986.0,7.2,1.0,,4.0,,,0.55,,0.25,,0.0,0.0
870,Urby Emanuelson,nl NED,"DF,FW",Milan,Serie A,26.0,1986.0,8.2,1.0,,4.0,,,0.49,,0.25,,0.0,0.0
871,Innocent Emeghara,ch SUI,FW,Siena,Serie A,23.0,1989.0,15.2,7.0,,16.0,,,1.05,,0.44,,0.0,0.0
872,Innocent Emeghara,ch SUI,FW,Lorient,Ligue 1,23.0,1989.0,0.0,0.0,,1.0,,,22.5,,0.0,,0.0,0.0
873,Eyong Enoh,cm CMR,MF,Fulham,Premier League,26.0,1986.0,7.7,0.0,,1.0,,,0.13,,0.0,,0.0,0.0
874,José Enrique,es ESP,DF,Liverpool,Premier League,26.0,1986.0,25.1,2.0,,10.0,,,0.4,,0.2,,0.0,0.0
875,Eloge Enza Yamissi,cf CTA,"DF,MF",Troyes,Ligue 1,29.0,1983.0,13.1,0.0,,4.0,,,0.3,,0.0,,0.0,0.0
876,Mevlüt Erdinç,tr TUR,FW,Rennes,Ligue 1,25.0,1987.0,25.7,10.0,,40.0,,,1.56,,0.25,,0.0,0.0
877,Sebastian Eriksson,se SWE,"DF,MF",Cagliari,Serie A,23.0,1989.0,1.8,0.0,,2.0,,,1.08,,0.0,,0.0,0.0
878,Sergio Escudero,es ESP,"DF,MF",Getafe,La Liga,22.0,1989.0,8.7,1.0,,4.0,,,0.46,,0.25,,0.0,0.0
879,Roger Espinoza,hn HON,"DF,MF",Wigan Athletic,Premier League,25.0,1986.0,6.8,1.0,,1.0,,,0.15,,1.0,,0.0,0.0
880,Michael Essien,gh GHA,"DF,MF",Real Madrid,La Liga,29.0,1982.0,18.8,2.0,,4.0,,,0.21,,0.5,,0.0,0.0
881,Alexander Esswein,de GER,"FW,MF",Nürnberg,Bundesliga,22.0,1990.0,18.6,2.0,,14.0,,,0.75,,0.14,,0.0,0.0
882,Marcelo Estigarribia,py PAR,"DF,MF",Sampdoria,Serie A,24.0,1987.0,26.9,2.0,,8.0,,,0.3,,0.25,,0.0,0.0
884,Dani Estrada,es ESP,"DF,MF",Real Sociedad,La Liga,25.0,1987.0,10.9,0.0,,1.0,,,0.09,,0.0,,0.0,0.0
885,Marco Estrada,cl CHI,"DF,MF",Montpellier,Ligue 1,29.0,1983.0,20.7,4.0,,17.0,,,0.82,,0.24,,0.0,0.0
886,Matthew Etherington,eng ENG,MF,Stoke City,Premier League,30.0,1981.0,19.1,0.0,,3.0,,,0.16,,0.0,,0.0,0.0
887,Beñat Etxebarria,es ESP,MF,Betis,La Liga,25.0,1987.0,31.6,4.0,,16.0,,,0.51,,0.25,,0.0,0.0
888,Jonny Evans,nir NIR,DF,Manchester Utd,Premier League,24.0,1988.0,21.1,3.0,,7.0,,,0.33,,0.43,,0.0,0.0
889,Patrice Evra,fr FRA,DF,Manchester Utd,Premier League,31.0,1981.0,34.0,4.0,,12.0,,,0.35,,0.33,,0.0,0.0
890,Valentin Eysseric,fr FRA,"FW,MF",Nice,Ligue 1,20.0,1992.0,21.0,5.0,,22.0,,,1.05,,0.18,,1.0,1.0
891,Diego Fabbrini,it ITA,"FW,MF",Udinese,Serie A,22.0,1990.0,3.1,0.0,,2.0,,,0.65,,0.0,,0.0,0.0
892,Diego Fabbrini,it ITA,"FW,MF",Palermo,Serie A,22.0,1990.0,4.7,1.0,,3.0,,,0.64,,0.33,,0.0,0.0
893,Evaldo Fabiano,br BRA,DF,La Coruña,La Liga,30.0,1982.0,13.4,0.0,,0.0,,,0.0,,,,0.0,0.0
894,Łukasz Fabiański,pl POL,GK,Arsenal,Premier League,27.0,1985.0,4.0,0.0,,0.0,,,0.0,,,,0.0,0.0
895,Fabinho,br BRA,"DF,MF",Real Madrid,La Liga,18.0,1993.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
896,Fábio,br BRA,DF,QPR,Premier League,22.0,1990.0,12.6,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
897,Cesc Fàbregas,es ESP,"FW,MF",Barcelona,La Liga,25.0,1987.0,25.5,11.0,,23.0,,,0.9,,0.48,,0.0,0.0
898,Fabricio,es ESP,GK,Betis,La Liga,24.0,1987.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
899,Fagner,br BRA,DF,Wolfsburg,Bundesliga,23.0,1989.0,23.0,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
900,Radamel Falcao,co COL,FW,Atlético Madrid,La Liga,26.0,1986.0,32.2,28.0,,55.0,,,1.71,,0.36,,8.0,8.0
901,Iago Falque,es ESP,"FW,MF",Tottenham,Premier League,22.0,1990.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
902,Rod Fanni,fr FRA,DF,Marseille,Ligue 1,30.0,1981.0,32.5,2.0,,4.0,,,0.12,,0.5,,0.0,0.0
903,Cheick Fantamady Diarra,ml MLI,"FW,MF",Rennes,Ligue 1,20.0,1992.0,6.6,1.0,,7.0,,,1.06,,0.14,,0.0,0.0
904,Davide Faraoni,it ITA,"DF,MF",Udinese,Serie A,20.0,1991.0,5.8,0.0,,1.0,,,0.17,,0.0,,0.0,0.0
905,Jefferson Farfán,pe PER,"FW,MF",Schalke 04,Bundesliga,27.0,1984.0,24.1,6.0,,24.0,,,1.0,,0.21,,1.0,1.0
906,Pavol Farkaš,sk SVK,DF,Chievo,Serie A,27.0,1985.0,2.4,0.0,,0.0,,,0.0,,,,0.0,0.0
907,Jacques Faty,sn SEN,DF,Bastia,Ligue 1,28.0,1984.0,10.0,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
908,Ricardo Faty,sn SEN,MF,Ajaccio,Ligue 1,25.0,1986.0,21.2,2.0,,8.0,,,0.38,,0.25,,0.0,0.0
910,Julien Faubert,fr FRA,"DF,FW",Bordeaux,Ligue 1,28.0,1983.0,10.1,0.0,,4.0,,,0.4,,0.0,,0.0,1.0
911,Alejandro Faurlín,ar ARG,MF,QPR,Premier League,25.0,1986.0,8.6,0.0,,1.0,,,0.12,,0.0,,0.0,0.0
912,Alejandro Faurlín,ar ARG,MF,Palermo,Serie A,25.0,1986.0,3.4,0.0,,1.0,,,0.29,,0.0,,0.0,0.0
913,Julien Faussurier,fr FRA,"DF,MF",Troyes,Ligue 1,25.0,1987.0,27.5,3.0,,5.0,,,0.18,,0.6,,0.0,0.0
914,Nicolas Fauvergue,fr FRA,FW,Reims,Ligue 1,27.0,1984.0,11.7,2.0,,8.0,,,0.68,,0.25,,0.0,0.0
915,Federico Fazio,ar ARG,DF,Sevilla,La Liga,25.0,1987.0,23.5,3.0,,14.0,,,0.6,,0.21,,0.0,0.0
916,Adam Federici,au AUS,GK,Reading,Premier League,27.0,1985.0,21.0,0.0,,0.0,,,0.0,,,,0.0,0.0
917,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,La Liga,22.0,1989.0,23.4,3.0,,11.0,,,0.47,,0.27,,0.0,0.0
918,Felipe,br BRA,DF,Hannover 96,Bundesliga,25.0,1987.0,2.6,1.0,,1.0,,,0.38,,1.0,,0.0,0.0
919,Marouane Fellaini,be BEL,MF,Everton,Premier League,24.0,1987.0,30.9,11.0,,43.0,,,1.39,,0.26,,0.0,0.0
920,Anton Ferdinand,eng ENG,DF,QPR,Premier League,27.0,1985.0,10.2,0.0,,0.0,,,0.0,,,,0.0,0.0
921,Rio Ferdinand,eng ENG,DF,Manchester Utd,Premier League,33.0,1978.0,25.8,1.0,,1.0,,,0.04,,1.0,,0.0,0.0
922,Julien Féret,fr FRA,MF,Rennes,Ligue 1,30.0,1982.0,31.0,11.0,,25.0,,,0.81,,0.36,,2.0,2.0
923,Shane Ferguson,nir NIR,"DF,MF",Newcastle Utd,Premier League,21.0,1991.0,3.8,0.0,,1.0,,,0.26,,0.0,,0.0,0.0
924,Junior Fernándes,cl CHI,"FW,MF",Leverkusen,Bundesliga,24.0,1988.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
925,Andrés Fernández,es ESP,GK,Osasuna,La Liga,25.0,1986.0,37.0,0.0,,0.0,,,0.0,,,,0.0,0.0
926,Augusto Fernández,ar ARG,MF,Celta Vigo,La Liga,26.0,1986.0,31.7,6.0,,20.0,,,0.63,,0.3,,0.0,0.0
927,Borja Fernández,es ESP,MF,Getafe,La Liga,31.0,1981.0,12.1,1.0,,3.0,,,0.25,,0.33,,0.0,0.0
928,Federico Fernández,ar ARG,DF,Napoli,Serie A,23.0,1989.0,1.1,0.0,,0.0,,,0.0,,,,0.0,0.0
929,Federico Fernández,ar ARG,DF,Getafe,La Liga,23.0,1989.0,13.1,1.0,,3.0,,,0.23,,0.33,,0.0,0.0
930,Marc Fernández,es ESP,"FW,MF",Mallorca,La Liga,22.0,1990.0,1.3,0.0,,2.0,,,1.59,,0.0,,0.0,0.0
931,Matías Fernández,cl CHI,MF,Fiorentina,Serie A,26.0,1986.0,11.1,1.0,,6.0,,,0.54,,0.17,,0.0,1.0
932,Raúl Fernández,es ESP,GK,Athletic Club,La Liga,24.0,1988.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0
933,Seba Fernández,uy URU,FW,Málaga,La Liga,27.0,1985.0,5.5,0.0,,4.0,,,0.72,,0.0,,0.0,0.0
934,Brahim Ferradj,dz ALG,"DF,MF",Brest,Ligue 1,24.0,1987.0,8.0,0.0,,0.0,,,0.0,,,,0.0,0.0
936,Paulo Ferreira,pt POR,DF,Chelsea,Premier League,33.0,1979.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
937,Jordan Ferri,fr FRA,MF,Lyon,Ligue 1,20.0,1992.0,1.6,0.0,,0.0,,,0.0,,,,0.0,0.0
938,Michele Ferri,it ITA,DF,Atalanta,Serie A,31.0,1981.0,6.2,0.0,,1.0,,,0.16,,0.0,,0.0,0.0
939,Damiano Ferronetti,it ITA,"DF,MF",Genoa,Serie A,27.0,1984.0,1.5,0.0,,0.0,,,0.0,,,,0.0,0.0
940,Markus Feulner,de GER,MF,Nürnberg,Bundesliga,30.0,1982.0,17.0,4.0,,14.0,,,0.82,,0.29,,0.0,0.0
941,Ignacio Fideleff,ar ARG,DF,Parma,Serie A,23.0,1989.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
942,Maynor Figueroa,hn HON,DF,Wigan Athletic,Premier League,29.0,1983.0,31.3,1.0,,8.0,,,0.26,,0.13,,0.0,0.0
943,Oliver Fink,de GER,MF,Düsseldorf,Bundesliga,30.0,1982.0,20.7,3.0,,10.0,,,0.48,,0.3,,0.0,0.0
944,Roberto Firmino,br BRA,"FW,MF",Hoffenheim,Bundesliga,20.0,1991.0,27.3,5.0,,27.0,,,0.99,,0.15,,1.0,1.0
945,Mathieu Flamini,fr FRA,MF,Milan,Serie A,28.0,1984.0,14.3,4.0,,13.0,,,0.91,,0.31,,0.0,0.0
946,Miguel Flaño,es ESP,DF,Osasuna,La Liga,27.0,1984.0,21.2,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
947,Darren Fletcher,sct SCO,MF,Manchester Utd,Premier League,28.0,1984.0,2.0,1.0,,1.0,,,0.5,,1.0,,0.0,0.0
948,Steven Fletcher,sct SCO,FW,Sunderland,Premier League,25.0,1987.0,26.3,11.0,,29.0,,,1.1,,0.38,,0.0,0.0
949,Sergio Floccari,it ITA,FW,Lazio,Serie A,30.0,1981.0,13.0,5.0,,13.0,,,1.0,,0.38,,0.0,0.0
950,Alessandro Florenzi,it ITA,"DF,FW",Roma,Serie A,21.0,1991.0,23.8,3.0,,14.0,,,0.59,,0.21,,0.0,0.0
951,Antonio Floro Flores,it ITA,FW,Genoa,Serie A,29.0,1983.0,6.1,2.0,,8.0,,,1.3,,0.25,,0.0,0.0
952,Antonio Floro Flores,it ITA,FW,Granada,La Liga,29.0,1983.0,5.6,1.0,,8.0,,,1.42,,0.13,,0.0,0.0
953,Johannes Flum,de GER,MF,Freiburg,Bundesliga,24.0,1987.0,12.9,1.0,,7.0,,,0.54,,0.14,,0.0,0.0
954,Diacko Fofana,fr FRA,DF,Nice,Ligue 1,18.0,1994.0,1.2,0.0,,1.0,,,0.87,,0.0,,0.0,0.0
955,Gueïda Fofana,fr FRA,"DF,MF",Lyon,Ligue 1,21.0,1991.0,18.9,2.0,,4.0,,,0.21,,0.5,,0.0,0.0
956,Mohamed Fofana,ml MLI,DF,Reims,Ligue 1,27.0,1985.0,12.6,1.0,,2.0,,,0.16,,0.5,,0.0,0.0
957,André Fomitschow,de GER,"DF,MF",Düsseldorf,Bundesliga,21.0,1990.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
958,Andreu Fontàs,es ESP,DF,Mallorca,La Liga,22.0,1989.0,4.1,0.0,,0.0,,,0.0,,,,0.0,0.0
959,José Fonte,pt POR,DF,Southampton,Premier League,28.0,1983.0,25.7,2.0,,4.0,,,0.16,,0.5,,0.0,0.0
960,Rui Fonte,pt POR,"FW,MF",Espanyol,La Liga,22.0,1990.0,5.4,0.0,,3.0,,,0.55,,0.0,,0.0,0.0
962,Juan Forlín,ar ARG,"DF,MF",Espanyol,La Liga,24.0,1988.0,30.7,0.0,,2.0,,,0.07,,0.0,,0.0,0.0
963,Mauro Formica,ar ARG,MF,Palermo,Serie A,24.0,1988.0,3.1,1.0,,3.0,,,0.97,,0.33,,0.0,0.0
964,Francesco Forte,it ITA,FW,Inter,Serie A,19.0,1993.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
965,Odaïr Fortes,cv CPV,"FW,MF",Reims,Ligue 1,25.0,1987.0,18.1,3.0,,9.0,,,0.5,,0.33,,0.0,0.0
966,Marc-Antoine Fortuné,fr FRA,FW,West Brom,Premier League,31.0,1981.0,9.2,2.0,,7.0,,,0.76,,0.29,,0.0,0.0
967,Ben Foster,eng ENG,GK,West Brom,Premier League,29.0,1983.0,30.0,0.0,,0.0,,,0.0,,,,0.0,0.0
968,Dimitri Foulquier,fr FRA,"DF,MF",Rennes,Ligue 1,19.0,1993.0,8.8,0.0,,1.0,,,0.11,,0.0,,0.0,0.0
969,Danny Fox,sct SCO,"DF,MF",Southampton,Premier League,26.0,1986.0,13.5,1.0,,2.0,,,0.15,,0.5,,0.0,0.0
970,David Fox,eng ENG,MF,Norwich City,Premier League,28.0,1983.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
971,Hugo Fraile,es ESP,"FW,MF",Getafe,La Liga,25.0,1987.0,0.8,0.0,,0.0,,,0.0,,,,0.0,0.0
972,Leo Franco,ar ARG,GK,Zaragoza,La Liga,35.0,1977.0,3.9,0.0,,0.0,,,0.0,,,,0.0,0.0
973,Mike Frantz,de GER,"FW,MF",Nürnberg,Bundesliga,25.0,1986.0,17.3,1.0,,7.0,,,0.4,,0.14,,0.0,0.0
974,Kerim Frei,tr TUR,"FW,MF",Fulham,Premier League,18.0,1993.0,2.6,0.0,,1.0,,,0.38,,0.0,,0.0,0.0
975,Sebastian Freis,de GER,"FW,MF",Freiburg,Bundesliga,27.0,1985.0,5.7,1.0,,5.0,,,0.88,,0.2,,0.0,0.0
976,Nicolas Frey,fr FRA,DF,Chievo,Serie A,28.0,1984.0,20.1,0.0,,0.0,,,0.0,,,,0.0,0.0
977,Sébastien Frey,fr FRA,GK,Genoa,Serie A,32.0,1980.0,36.0,0.0,,0.0,,,0.0,,,,0.0,0.0
978,Brad Friedel,us USA,GK,Tottenham,Premier League,41.0,1971.0,11.0,0.0,,0.0,,,0.0,,,,0.0,0.0
979,Manuel Friedrich,de GER,DF,Leverkusen,Bundesliga,32.0,1979.0,5.1,0.0,,2.0,,,0.39,,0.0,,0.0,0.0
980,Emmanuel Frimpong,gh GHA,MF,Fulham,Premier League,20.0,1992.0,2.5,0.0,,0.0,,,0.0,,,,0.0,0.0
981,Alberto Frison,it ITA,GK,Catania,Serie A,24.0,1988.0,4.0,0.0,,0.0,,,0.0,,,,0.0,0.0
982,Clemens Fritz,de GER,"DF,MF",Werder Bremen,Bundesliga,31.0,1980.0,17.7,0.0,,3.0,,,0.17,,0.0,,0.0,0.0
983,Christian Fuchs,at AUT,"DF,MF",Schalke 04,Bundesliga,26.0,1986.0,23.7,0.0,,6.0,,,0.25,,0.0,,0.0,0.0
984,Javi Fuego,es ESP,MF,Rayo Vallecano,La Liga,28.0,1984.0,35.7,0.0,,5.0,,,0.14,,0.0,,0.0,0.0
985,Niclas Füllkrug,de GER,FW,Werder Bremen,Bundesliga,19.0,1993.0,3.0,1.0,,4.0,,,1.34,,0.25,,0.0,0.0
986,Stephan Fürstner,de GER,MF,Greuther Fürth,Bundesliga,24.0,1987.0,29.5,1.0,,7.0,,,0.24,,0.14,,0.0,0.0
988,Fraser Fyvie,sct SCO,MF,Wigan Athletic,Premier League,19.0,1993.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
989,Manolo Gabbiadini,it ITA,FW,Bologna,Serie A,20.0,1991.0,19.2,6.0,,17.0,,,0.89,,0.29,,1.0,1.0
990,Gabi,es ESP,MF,Atlético Madrid,La Liga,29.0,1983.0,31.8,0.0,,10.0,,,0.31,,0.0,,0.0,0.0
991,Fernando Gago,ar ARG,MF,Valencia,La Liga,26.0,1986.0,10.0,0.0,,4.0,,,0.4,,0.0,,0.0,0.0
992,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,La Liga,18.0,1993.0,1.6,0.0,,0.0,,,0.0,,,,0.0,0.0
993,William Gallas,fr FRA,DF,Tottenham,Premier League,34.0,1977.0,17.0,1.0,,2.0,,,0.12,,0.5,,0.0,0.0
994,Daniele Galloppa,it ITA,MF,Parma,Serie A,27.0,1985.0,7.5,1.0,,2.0,,,0.27,,0.5,,0.0,0.0
995,Álex Gálvez,es ESP,"DF,MF",Rayo Vallecano,La Liga,23.0,1989.0,25.0,0.0,,0.0,,,0.0,,,,0.0,0.0
996,Bruno Gama,pt POR,"FW,MF",La Coruña,La Liga,24.0,1987.0,34.7,6.0,,26.0,,,0.75,,0.23,,0.0,0.0
997,Alessandro Gamberini,it ITA,DF,Napoli,Serie A,30.0,1981.0,21.0,1.0,,2.0,,,0.1,,0.5,,0.0,0.0
