,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG
152,César Azpilicueta,es ESP,DF,Chelsea,Premier League,26.0,1989.0,38.0,4.0,0.0,0.0,28.0,24.0,2.0,43.0,71.0,66.0,1.0,0.0,0.0
153,Florian Baak,de GER,DF,Hertha BSC,Bundesliga,17.0,1999.0,0.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Ludovic Baal,gf GUF,"DF,MF",Rennes,Ligue 1,30.0,1986.0,32.0,3.0,1.0,0.0,32.0,19.0,4.0,69.0,50.0,70.0,1.0,0.0,0.0
156,Mame Baba Thiam,sn SEN,FW,Empoli,Serie A,23.0,1992.0,9.7,1.0,0.0,0.0,23.0,13.0,8.0,15.0,2.0,8.0,0.0,0.0,0.0
157,Khouma Babacar,sn SEN,FW,Fiorentina,Serie A,23.0,1993.0,14.7,0.0,0.0,0.0,27.0,9.0,12.0,9.0,2.0,5.0,2.0,0.0,0.0
158,Ryan Babel,nl NED,"MF,FW",La Coruña,La Liga,29.0,1986.0,6.2,3.0,0.0,0.0,14.0,5.0,5.0,11.0,7.0,6.0,0.0,0.0,0.0
159,Jean-Sylvain Babin,mq MTQ,DF,Sporting Gijón,La Liga,29.0,1986.0,19.0,2.0,0.0,0.0,10.0,12.0,4.0,0.0,24.0,14.0,0.0,0.0,0.0
160,Carlos Bacca,co COL,FW,Milan,Serie A,29.0,1986.0,23.5,3.0,0.0,0.0,36.0,22.0,32.0,7.0,1.0,7.0,1.0,0.0,0.0
161,Milan Badelj,hr CRO,MF,Fiorentina,Serie A,27.0,1989.0,27.9,9.0,0.0,0.0,44.0,28.0,0.0,24.0,74.0,47.0,1.0,0.0,0.0
162,Loic Badiashile,fr FRA,GK,Monaco,Ligue 1,18.0,1998.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Tobias Badila,cg CGO,DF,Nancy,Ligue 1,23.0,1993.0,25.0,7.0,0.0,0.0,30.0,17.0,3.0,38.0,64.0,57.0,0.0,0.0,1.0
164,Holger Badstuber,de GER,DF,Schalke 04,Bundesliga,27.0,1989.0,9.6,1.0,0.0,0.0,9.0,4.0,0.0,2.0,27.0,7.0,0.0,0.0,0.0
165,Holger Badstuber,de GER,DF,Bayern Munich,Bundesliga,27.0,1989.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Dylan Bahamboula,cg CGO,FW,Dijon,Ligue 1,21.0,1995.0,5.8,1.0,0.0,0.0,8.0,4.0,2.0,13.0,3.0,2.0,0.0,0.0,0.0
167,Jean-Christophe Bahebeck,fr FRA,FW,Pescara,Serie A,23.0,1993.0,9.1,0.0,0.0,0.0,17.0,15.0,10.0,10.0,4.0,9.0,1.0,0.0,0.0
168,Farès Bahlouli,fr FRA,MF,Lille,Ligue 1,21.0,1995.0,1.1,0.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
169,Nabil Bahoui,se SWE,MF,Hamburger SV,Bundesliga,25.0,1991.0,0.7,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
170,Daniel Baier,de GER,MF,Augsburg,Bundesliga,32.0,1984.0,26.6,5.0,0.0,0.0,38.0,55.0,2.0,38.0,106.0,52.0,0.0,0.0,0.0
171,Leon Bailey,jm JAM,"FW,MF",Leverkusen,Bundesliga,18.0,1997.0,1.6,1.0,0.0,0.0,2.0,4.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0
172,Eric Bailly,ci CIV,DF,Manchester Utd,Premier League,22.0,1994.0,22.9,4.0,0.0,0.0,28.0,26.0,0.0,2.0,66.0,43.0,0.0,1.0,0.0
173,Leighton Baines,eng ENG,"DF,MF",Everton,Premier League,31.0,1984.0,31.3,4.0,0.0,0.0,35.0,31.0,0.0,114.0,42.0,49.0,0.0,0.0,0.0
174,Cédric Bakambu,cd COD,FW,Villarreal,La Liga,25.0,1991.0,17.4,5.0,0.0,0.0,42.0,28.0,17.0,6.0,3.0,9.0,0.0,0.0,0.0
175,Tiemoué Bakayoko,fr FRA,MF,Monaco,Ligue 1,21.0,1994.0,24.7,2.0,1.0,0.0,56.0,53.0,0.0,5.0,58.0,56.0,0.0,1.0,0.0
176,Zakaria Bakkali,be BEL,FW,Valencia,La Liga,20.0,1996.0,3.2,2.0,0.0,0.0,5.0,12.0,1.0,16.0,2.0,3.0,1.0,0.0,0.0
177,Keita Baldé,sn SEN,FW,Lazio,Serie A,21.0,1995.0,21.4,5.0,2.0,1.0,22.0,53.0,19.0,65.0,5.0,11.0,2.0,1.0,0.0
178,Gareth Bale,wls WAL,FW,Real Madrid,La Liga,27.0,1989.0,15.8,3.0,1.0,0.0,11.0,16.0,14.0,66.0,17.0,13.0,0.0,0.0,0.0
179,Mikel Balenziaga,es ESP,DF,Athletic Club,La Liga,28.0,1988.0,31.6,3.0,1.0,0.0,20.0,27.0,1.0,101.0,37.0,59.0,0.0,0.0,0.0
180,Andrija Balić,hr CRO,"MF,FW",Udinese,Serie A,18.0,1997.0,2.7,1.0,0.0,0.0,3.0,0.0,0.0,8.0,4.0,3.0,0.0,0.0,0.0
182,Iván Balliu,al ALB,DF,Metz,Ligue 1,24.0,1992.0,25.9,4.0,0.0,0.0,27.0,31.0,1.0,90.0,63.0,41.0,0.0,0.0,1.0
183,Florent Balmont,fr FRA,MF,Dijon,Ligue 1,36.0,1980.0,19.0,7.0,0.0,0.0,23.0,38.0,1.0,29.0,15.0,33.0,0.0,1.0,0.0
184,Norbert Balogh,hu HUN,"MF,FW",Palermo,Serie A,20.0,1996.0,5.9,2.0,2.0,1.0,10.0,8.0,3.0,0.0,3.0,10.0,1.0,0.0,0.0
185,Leon Balogun,ng NGA,DF,Mainz 05,Bundesliga,28.0,1988.0,11.4,3.0,0.0,0.0,12.0,14.0,0.0,2.0,45.0,17.0,0.0,0.0,0.0
186,Mario Balotelli,it ITA,FW,Nice,Ligue 1,25.0,1990.0,19.3,6.0,4.0,1.0,57.0,66.0,20.0,6.0,9.0,6.0,1.0,0.0,0.0
187,Abdoulaye Bamba,ci CIV,DF,Angers,Ligue 1,26.0,1990.0,6.6,2.0,0.0,0.0,6.0,2.0,0.0,16.0,12.0,8.0,0.0,0.0,1.0
188,Jonathan Bamba,fr FRA,FW,Angers,Ligue 1,20.0,1996.0,9.3,0.0,0.0,0.0,8.0,21.0,1.0,18.0,6.0,11.0,0.0,0.0,0.0
189,Patrick Bamford,eng ENG,FW,Middlesbrough,Premier League,22.0,1993.0,3.2,1.0,0.0,0.0,8.0,9.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0
190,Patrick Bamford,eng ENG,"FW,MF",Burnley,Premier League,22.0,1993.0,0.4,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Yacine Bammou,ma MAR,"FW,MF",Nantes,Ligue 1,24.0,1991.0,19.8,7.0,0.0,0.0,35.0,11.0,18.0,52.0,15.0,29.0,0.0,0.0,0.0
192,Éver Banega,ar ARG,MF,Inter,Serie A,28.0,1988.0,17.3,3.0,2.0,1.0,20.0,23.0,1.0,129.0,15.0,30.0,0.0,0.0,0.0
193,Patrick Banggaard,dk DEN,DF,Darmstadt 98,Bundesliga,22.0,1994.0,9.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0
194,Léo Baptistão,br BRA,"FW,MF",Espanyol,La Liga,23.0,1992.0,15.8,1.0,0.0,0.0,21.0,42.0,3.0,21.0,12.0,16.0,0.0,0.0,0.0
195,Federico Barba,it ITA,DF,Empoli,Serie A,22.0,1993.0,9.0,3.0,0.0,0.0,10.0,10.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0
196,Andrea Barberis,it ITA,MF,Crotone,Serie A,22.0,1993.0,22.9,3.0,0.0,0.0,41.0,15.0,0.0,54.0,36.0,39.0,0.0,1.0,0.0
197,Gabriel Barbosa,br BRA,"FW,MF",Inter,Serie A,19.0,1996.0,1.3,3.0,0.0,0.0,2.0,3.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0
198,Phil Bardsley,sct SCO,DF,Stoke City,Premier League,31.0,1985.0,13.0,5.0,2.0,1.0,25.0,16.0,0.0,28.0,30.0,27.0,0.0,1.0,0.0
199,Nicolò Barella,it ITA,MF,Cagliari,Serie A,19.0,1997.0,21.2,10.0,2.0,1.0,44.0,49.0,0.0,44.0,28.0,46.0,0.0,1.0,0.0
200,Philipp Bargfrede,de GER,MF,Werder Bremen,Bundesliga,27.0,1989.0,5.1,3.0,0.0,0.0,9.0,9.0,0.0,0.0,24.0,8.0,0.0,1.0,0.0
201,Kike Barja,es ESP,MF,Osasuna,La Liga,19.0,1997.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Ross Barkley,eng ENG,"MF,FW",Everton,Premier League,22.0,1993.0,32.2,5.0,0.0,0.0,49.0,38.0,8.0,114.0,13.0,26.0,0.0,0.0,0.0
203,Aymen Barkok,ma MAR,MF,Eint Frankfurt,Bundesliga,18.0,1998.0,7.3,1.0,0.0,0.0,25.0,5.0,0.0,1.0,21.0,21.0,0.0,0.0,0.0
204,Ashley Barnes,eng ENG,FW,Burnley,Premier League,26.0,1989.0,19.7,7.0,2.0,1.0,54.0,75.0,21.0,9.0,5.0,18.0,1.0,0.0,0.0
205,Antonio Barragán,es ESP,DF,Middlesbrough,Premier League,29.0,1987.0,24.4,5.0,0.0,0.0,26.0,20.0,1.0,72.0,61.0,54.0,0.0,0.0,0.0
206,David Barral,es ESP,FW,Granada,La Liga,33.0,1983.0,3.5,1.0,0.0,0.0,12.0,7.0,1.0,9.0,8.0,6.0,0.0,0.0,0.0
208,Antonio Barreca,it ITA,DF,Torino,Serie A,21.0,1995.0,26.2,2.0,0.0,0.0,28.0,29.0,5.0,93.0,44.0,35.0,1.0,1.0,0.0
209,Édgar Barreto,py PAR,MF,Sampdoria,Serie A,32.0,1984.0,29.8,4.0,1.0,0.0,55.0,40.0,2.0,28.0,41.0,76.0,0.0,0.0,0.0
210,Diego Barrios,es ESP,GK,Leganés,La Liga,22.0,1994.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Modou Barrow,gm GAM,"MF,FW",Swansea City,Premier League,23.0,1992.0,12.7,1.0,0.0,0.0,13.0,36.0,10.0,59.0,6.0,18.0,0.0,0.0,0.0
212,Gareth Barry,eng ENG,MF,Everton,Premier League,35.0,1981.0,23.4,10.0,0.0,0.0,47.0,25.0,2.0,20.0,39.0,49.0,0.0,0.0,0.0
213,Fin Bartels,de GER,"FW,MF",Werder Bremen,Bundesliga,29.0,1987.0,24.7,4.0,0.0,0.0,29.0,45.0,7.0,22.0,26.0,27.0,2.0,0.0,0.0
214,Maxime Barthelmé,fr FRA,"FW,MF",Lorient,Ligue 1,27.0,1988.0,3.6,1.0,0.0,0.0,5.0,6.0,0.0,23.0,6.0,5.0,0.0,0.0,0.0
215,Joey Barton,eng ENG,MF,Burnley,Premier League,33.0,1982.0,12.3,4.0,0.0,0.0,20.0,17.0,0.0,11.0,27.0,35.0,0.0,0.0,0.0
216,Marc Bartra,es ESP,DF,Dortmund,Bundesliga,25.0,1991.0,17.3,5.0,0.0,0.0,0.0,19.0,1.0,3.0,60.0,36.0,0.0,0.0,0.0
217,Andrea Barzagli,it ITA,DF,Juventus,Serie A,35.0,1981.0,17.0,2.0,0.0,0.0,9.0,12.0,0.0,3.0,32.0,15.0,0.0,0.0,0.0
218,Marko Baša,me MNE,DF,Lille,Ligue 1,33.0,1982.0,21.7,0.0,0.0,0.0,15.0,26.0,1.0,1.0,45.0,15.0,0.0,0.0,0.0
219,Daniele Baselli,it ITA,MF,Torino,Serie A,24.0,1992.0,25.4,6.0,0.0,0.0,49.0,31.0,0.0,16.0,44.0,58.0,0.0,0.0,0.0
220,Nicolas Basin,fr FRA,DF,Metz,Ligue 1,18.0,1998.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
221,Amine Bassi,fr FRA,MF,Nancy,Ligue 1,18.0,1997.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
222,Dušan Basta,rs SRB,"DF,MF",Lazio,Serie A,31.0,1984.0,23.6,2.0,0.0,0.0,19.0,20.0,3.0,52.0,31.0,27.0,0.0,0.0,0.0
223,Samuel Bastien,cd COD,"MF,FW",Chievo,Serie A,19.0,1996.0,8.9,0.0,0.0,0.0,12.0,12.0,0.0,8.0,11.0,9.0,0.0,0.0,0.0
224,Borja Bastón,es ESP,FW,Swansea City,Premier League,23.0,1992.0,6.2,0.0,0.0,0.0,4.0,9.0,4.0,6.0,4.0,2.0,0.0,0.0,0.0
225,Alessandro Bastoni,it ITA,DF,Atalanta,Serie A,17.0,1999.0,1.7,0.0,0.0,0.0,4.0,5.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0
226,Bastos,ao ANG,"DF,MF",Lazio,Serie A,25.0,1991.0,8.6,5.0,2.0,1.0,13.0,10.0,1.0,1.0,10.0,20.0,0.0,1.0,0.0
227,Michy Batshuayi,be BEL,FW,Chelsea,Premier League,22.0,1993.0,2.8,0.0,0.0,0.0,9.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0
228,Robert Bauer,de GER,"DF,MF",Werder Bremen,Bundesliga,21.0,1995.0,23.6,5.0,0.0,0.0,34.0,36.0,0.0,28.0,63.0,54.0,0.0,0.0,1.0
229,Oliver Baumann,de GER,GK,Hoffenheim,Bundesliga,26.0,1990.0,34.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
230,Julian Baumgartlinger,at AUT,MF,Leverkusen,Bundesliga,28.0,1988.0,17.3,1.0,0.0,0.0,20.0,20.0,1.0,1.0,47.0,41.0,0.0,0.0,1.0
231,Éric Bauthéac,fr FRA,"MF,FW",Lille,Ligue 1,28.0,1987.0,8.1,4.0,0.0,0.0,16.0,21.0,2.0,58.0,7.0,6.0,0.0,0.0,0.0
232,Jon Bautista,es ESP,FW,Real Sociedad,La Liga,21.0,1995.0,3.5,0.0,0.0,0.0,7.0,3.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0
234,Paul Baysse,fr FRA,DF,Nice,Ligue 1,28.0,1988.0,20.6,1.0,0.0,0.0,8.0,20.0,5.0,0.0,36.0,29.0,0.0,0.0,0.0
235,Hervé Bazile,ht HAI,"MF,FW",Caen,Ligue 1,26.0,1990.0,8.1,1.0,0.0,0.0,10.0,8.0,6.0,83.0,9.0,11.0,0.0,0.0,0.0
236,Riechedly Bazoer,nl NED,MF,Wolfsburg,Bundesliga,19.0,1996.0,10.8,5.0,0.0,0.0,22.0,11.0,1.0,3.0,14.0,11.0,0.0,0.0,0.0
237,Claudio Beauvue,gp GLP,FW,Celta Vigo,La Liga,28.0,1988.0,7.3,1.0,0.0,0.0,12.0,19.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0
238,Bebé,cv CPV,"MF,FW",Eibar,La Liga,26.0,1990.0,7.6,2.0,0.0,0.0,11.0,6.0,2.0,71.0,11.0,9.0,0.0,0.0,0.0
239,Henri Bedimo,cm CMR,DF,Marseille,Ligue 1,32.0,1984.0,13.0,2.0,0.0,0.0,8.0,20.0,2.0,31.0,20.0,9.0,0.0,0.0,0.0
240,Andrea Beghetto,it ITA,MF,Genoa,Serie A,21.0,1994.0,1.7,0.0,0.0,0.0,1.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0
241,Asmir Begović,ba BIH,GK,Chelsea,Premier League,29.0,1987.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Valon Behrami,ch SUI,MF,Watford,Premier League,31.0,1985.0,22.6,7.0,0.0,0.0,29.0,40.0,0.0,3.0,34.0,56.0,0.0,0.0,0.0
243,Jérémie Bela,ao ANG,"MF,FW",Dijon,Ligue 1,23.0,1993.0,4.2,0.0,0.0,0.0,3.0,5.0,1.0,27.0,4.0,2.0,0.0,0.0,0.0
244,Younès Belhanda,ma MAR,"FW,MF",Nice,Ligue 1,26.0,1990.0,28.2,8.0,1.0,0.0,46.0,41.0,6.0,8.0,12.0,33.0,1.0,0.0,0.0
245,Stefan Bell,de GER,DF,Mainz 05,Bundesliga,24.0,1991.0,30.5,10.0,2.0,1.0,38.0,21.0,2.0,1.0,91.0,39.0,0.0,1.0,0.0
246,Karim Bellarabi,de GER,MF,Leverkusen,Bundesliga,26.0,1990.0,12.4,4.0,0.0,0.0,27.0,16.0,11.0,38.0,13.0,16.0,0.0,0.0,0.0
247,Héctor Bellerín,es ESP,"DF,MF",Arsenal,Premier League,21.0,1995.0,27.8,4.0,0.0,0.0,20.0,15.0,0.0,69.0,39.0,22.0,0.0,0.0,0.0
248,François Bellugou,fr FRA,"MF,DF",Lorient,Ligue 1,29.0,1987.0,15.8,5.0,1.0,0.0,39.0,7.0,2.0,4.0,31.0,29.0,0.0,0.0,0.0
249,Giuseppe Bellusci,it ITA,DF,Empoli,Serie A,26.0,1989.0,33.0,15.0,0.0,0.0,37.0,33.0,0.0,8.0,68.0,33.0,0.0,2.0,0.0
250,Anthony Belmonte,fr FRA,MF,Dijon,Ligue 1,20.0,1995.0,2.9,0.0,0.0,0.0,6.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0
251,Andrea Belotti,it ITA,FW,Torino,Serie A,22.0,1993.0,34.1,5.0,0.0,0.0,77.0,125.0,37.0,24.0,13.0,30.0,5.0,0.0,0.0
252,Hatem Ben Arfa,fr FRA,"MF,FW",Paris S-G,Ligue 1,29.0,1987.0,7.1,1.0,0.0,0.0,13.0,16.0,4.0,24.0,0.0,5.0,1.0,0.0,0.0
253,Issam Ben Khémis,tn TUN,MF,Lorient,Ligue 1,20.0,1996.0,0.3,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
254,Wissam Ben Yedder,fr FRA,FW,Sevilla,La Liga,25.0,1990.0,18.5,0.0,0.0,0.0,13.0,13.0,31.0,14.0,7.0,11.0,1.0,0.0,0.0
255,Syam Ben Youssef,tn TUN,DF,Caen,Ligue 1,27.0,1989.0,14.4,6.0,0.0,0.0,22.0,5.0,1.0,3.0,62.0,24.0,0.0,2.0,0.0
256,Änis Ben-Hatira,tn TUN,MF,Darmstadt 98,Bundesliga,28.0,1988.0,6.5,3.0,0.0,0.0,12.0,13.0,7.0,15.0,8.0,5.0,0.0,0.0,0.0
257,Diego Benaglio,ch SUI,GK,Wolfsburg,Bundesliga,32.0,1983.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
258,Ahmad Benali,ly LBY,"FW,MF",Pescara,Serie A,24.0,1992.0,27.7,5.0,2.0,1.0,24.0,43.0,8.0,78.0,34.0,29.0,0.0,0.0,0.0
260,Yohan Benalouane,tn TUN,DF,Leicester City,Premier League,29.0,1987.0,10.2,4.0,0.0,0.0,15.0,3.0,0.0,0.0,27.0,15.0,0.0,1.0,0.0
261,Marco Benassi,it ITA,MF,Torino,Serie A,21.0,1994.0,22.7,5.0,0.0,0.0,32.0,18.0,2.0,30.0,30.0,31.0,0.0,0.0,0.0
262,Medhi Benatia,ma MAR,DF,Juventus,Serie A,29.0,1987.0,13.1,3.0,0.0,0.0,23.0,11.0,2.0,1.0,37.0,23.0,0.0,0.0,0.0
263,Lars Bender,de GER,"MF,DF",Leverkusen,Bundesliga,27.0,1989.0,6.7,4.0,0.0,0.0,16.0,11.0,0.0,5.0,19.0,29.0,0.0,0.0,0.0
264,Sven Bender,de GER,DF,Dortmund,Bundesliga,27.0,1989.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0
265,László Bénes,sk SVK,MF,M'Gladbach,Bundesliga,18.0,1997.0,3.2,0.0,0.0,0.0,5.0,7.0,0.0,9.0,9.0,4.0,0.0,0.0,0.0
266,Nicolas Benezet,fr FRA,FW,Guingamp,Ligue 1,25.0,1991.0,1.9,0.0,0.0,0.0,3.0,3.0,1.0,9.0,3.0,4.0,0.0,0.0,0.0
267,Pierre Bengtsson,se SWE,"DF,MF",Bastia,Ligue 1,28.0,1988.0,29.2,0.0,0.0,0.0,11.0,14.0,3.0,127.0,42.0,29.0,0.0,0.0,1.0
268,Walter Benítez,ar ARG,GK,Nice,Ligue 1,23.0,1993.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Ramy Bensebaini,dz ALG,DF,Rennes,Ligue 1,21.0,1995.0,20.4,4.0,2.0,0.0,26.0,22.0,0.0,22.0,57.0,45.0,0.0,1.0,0.0
270,Nabil Bentaleb,dz ALG,MF,Schalke 04,Bundesliga,21.0,1994.0,28.3,12.0,0.0,0.0,35.0,29.0,0.0,27.0,56.0,26.0,0.0,0.0,0.0
271,Christian Benteke,be BEL,FW,Crystal Palace,Premier League,25.0,1990.0,34.8,10.0,0.0,0.0,81.0,51.0,37.0,1.0,7.0,6.0,3.0,0.0,0.0
272,Jonathan Benteke,be BEL,FW,Crystal Palace,Premier League,21.0,1995.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Accursio Bentivegna,it ITA,"MF,FW",Palermo,Serie A,20.0,1996.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
274,Karim Benzema,fr FRA,FW,Real Madrid,La Liga,28.0,1987.0,21.1,0.0,0.0,0.0,12.0,10.0,18.0,12.0,3.0,14.0,0.0,0.0,0.0
275,Yassine Benzia,dz ALG,MF,Lille,Ligue 1,21.0,1994.0,18.1,3.0,0.0,0.0,47.0,49.0,2.0,28.0,17.0,28.0,1.0,0.0,0.0
276,Saido Berahino,bi BDI,FW,Stoke City,Premier League,22.0,1993.0,8.0,0.0,0.0,0.0,11.0,1.0,6.0,1.0,1.0,6.0,0.0,0.0,0.0
277,Saido Berahino,bi BDI,FW,West Brom,Premier League,22.0,1993.0,2.7,1.0,0.0,0.0,9.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
278,Domenico Berardi,it ITA,FW,Sassuolo,Serie A,21.0,1994.0,19.2,6.0,0.0,0.0,47.0,56.0,13.0,90.0,27.0,27.0,2.0,0.0,0.0
279,Yuri Berchiche,es ESP,DF,Real Sociedad,La Liga,26.0,1990.0,34.3,9.0,0.0,0.0,42.0,43.0,3.0,128.0,62.0,50.0,1.0,0.0,0.0
280,Álex Berenguer,es ESP,"DF,MF",Osasuna,La Liga,21.0,1995.0,23.6,3.0,0.0,0.0,29.0,35.0,2.0,77.0,53.0,52.0,0.0,1.0,0.0
281,Bartosz Bereszyński,pl POL,DF,Sampdoria,Serie A,24.0,1992.0,11.7,1.0,0.0,0.0,11.0,15.0,0.0,28.0,17.0,22.0,0.0,1.0,0.0
282,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,Premier League,25.0,1990.0,11.1,1.0,0.0,0.0,3.0,9.0,1.0,71.0,20.0,17.0,0.0,1.0,0.0
283,Álex Bergantiños,es ESP,"MF,DF",La Coruña,La Liga,31.0,1985.0,6.1,2.0,0.0,0.0,9.0,2.0,0.0,1.0,9.0,13.0,0.0,0.0,0.0
284,Markel Bergara,es ESP,MF,Real Sociedad,La Liga,30.0,1986.0,3.2,0.0,0.0,0.0,5.0,9.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0
286,Franck Béria,fr FRA,DF,Lille,Ligue 1,33.0,1983.0,25.8,7.0,2.0,1.0,47.0,32.0,0.0,28.0,63.0,21.0,0.0,1.0,0.0
287,Robert Berić,si SVN,FW,Saint-Étienne,Ligue 1,25.0,1991.0,16.0,0.0,0.0,0.0,13.0,28.0,24.0,3.0,4.0,5.0,1.0,0.0,0.0
288,Kévin Bérigaud,fr FRA,"MF,FW",Montpellier,Ligue 1,28.0,1988.0,6.9,0.0,0.0,0.0,16.0,8.0,0.0,15.0,5.0,4.0,0.0,0.0,0.0
289,Kévin Bérigaud,fr FRA,FW,Angers,Ligue 1,28.0,1988.0,5.2,1.0,0.0,0.0,9.0,10.0,0.0,13.0,5.0,4.0,0.0,0.0,0.0
290,Etrit Berisha,al ALB,GK,Atalanta,Serie A,27.0,1989.0,26.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0
291,Quentin Bernard,fr FRA,DF,Dijon,Ligue 1,27.0,1989.0,6.2,1.0,0.0,0.0,7.0,7.0,0.0,26.0,12.0,20.0,0.0,1.0,0.0
292,Federico Bernardeschi,it ITA,"MF,FW",Fiorentina,Serie A,22.0,1994.0,25.5,5.0,1.0,0.0,34.0,62.0,4.0,110.0,23.0,11.0,1.0,1.0,0.0
293,Bernardo,br BRA,DF,RB Leipzig,Bundesliga,21.0,1995.0,21.0,3.0,0.0,0.0,25.0,16.0,1.0,21.0,70.0,50.0,0.0,1.0,0.0
294,Juan Bernat,es ESP,DF,Bayern Munich,Bundesliga,23.0,1993.0,13.8,1.0,0.0,0.0,16.0,19.0,2.0,42.0,29.0,16.0,0.0,1.0,0.0
295,Andrea Bertolacci,it ITA,MF,Milan,Serie A,25.0,1991.0,9.1,3.0,0.0,0.0,18.0,20.0,0.0,10.0,5.0,10.0,1.0,0.0,0.0
296,Ryan Bertrand,eng ENG,DF,Southampton,Premier League,26.0,1989.0,27.9,3.0,0.0,0.0,24.0,36.0,2.0,98.0,48.0,26.0,0.0,1.0,0.0
297,Vincent Bessat,fr FRA,"DF,MF",Caen,Ligue 1,30.0,1985.0,31.3,3.0,0.0,0.0,23.0,14.0,5.0,319.0,63.0,50.0,0.0,0.0,0.0
298,Max Besuschkow,de GER,MF,Eint Frankfurt,Bundesliga,19.0,1997.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
299,Roman Bezjak,si SVN,MF,Darmstadt 98,Bundesliga,27.0,1989.0,6.5,0.0,0.0,0.0,15.0,9.0,3.0,4.0,13.0,10.0,0.0,0.0,0.0
300,Jonathan Biabiany,fr FRA,"FW,MF",Inter,Serie A,28.0,1988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Roberto Biancu,it ITA,MF,Cagliari,Serie A,16.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
302,Ermin Bičakčić,ba BIH,"DF,MF",Hoffenheim,Bundesliga,26.0,1990.0,11.7,4.0,0.0,0.0,12.0,15.0,0.0,6.0,29.0,14.0,1.0,0.0,0.0
303,Thievy Bifouma,cg CGO,"FW,MF",Bastia,Ligue 1,24.0,1992.0,7.9,3.0,0.0,0.0,15.0,16.0,5.0,10.0,8.0,10.0,1.0,0.0,0.0
304,Pedro Bigas,es ESP,DF,Las Palmas,La Liga,25.0,1990.0,29.4,5.0,1.0,1.0,17.0,30.0,3.0,4.0,87.0,19.0,0.0,1.0,0.0
305,Lucas Biglia,ar ARG,MF,Lazio,Serie A,30.0,1986.0,25.2,8.0,0.0,0.0,45.0,29.0,0.0,105.0,56.0,69.0,0.0,1.0,0.0
