,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG
417,Mathieu Cafaro,fr FRA,"FW,MF",Toulouse,Ligue 1,19.0,1997.0,0.7,1.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0
418,Cafú,pt POR,MF,Lorient,Ligue 1,23.0,1993.0,13.1,3.0,0.0,0.0,16.0,25.0,1.0,10.0,19.0,7.0,1.0,0.0,0.0
419,Gary Cahill,eng ENG,DF,Chelsea,Premier League,30.0,1985.0,36.6,5.0,0.0,0.0,34.0,25.0,2.0,1.0,48.0,41.0,0.0,1.0,1.0
420,Yannick Cahuzac,fr FRA,MF,Bastia,Ligue 1,31.0,1985.0,27.0,8.0,7.0,3.0,51.0,35.0,2.0,8.0,98.0,48.0,0.0,1.0,0.0
421,Júnior Caiçara,br BRA,DF,Schalke 04,Bundesliga,27.0,1989.0,1.2,1.0,0.0,0.0,3.0,0.0,2.0,3.0,4.0,3.0,0.0,1.0,0.0
422,Felipe Caicedo,ec ECU,FW,Espanyol,La Liga,27.0,1988.0,14.3,4.0,1.0,1.0,55.0,17.0,19.0,0.0,2.0,18.0,1.0,0.0,0.0
423,Caiuby,br BRA,MF,Augsburg,Bundesliga,28.0,1988.0,2.8,1.0,0.0,0.0,12.0,4.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0
424,Davide Calabria,it ITA,DF,Milan,Serie A,19.0,1996.0,11.0,3.0,0.0,0.0,13.0,11.0,0.0,37.0,21.0,27.0,0.0,0.0,0.0
425,Mattia Caldara,it ITA,DF,Atalanta,Serie A,22.0,1994.0,29.5,4.0,0.0,0.0,37.0,19.0,2.0,2.0,90.0,36.0,0.0,0.0,0.0
426,Luca Caldirola,it ITA,DF,Werder Bremen,Bundesliga,25.0,1991.0,4.6,1.0,0.0,0.0,2.0,9.0,0.0,2.0,5.0,9.0,0.0,1.0,0.0
427,Hakan Çalhanoğlu,tr TUR,"MF,FW",Leverkusen,Bundesliga,22.0,1994.0,13.5,1.0,0.0,0.0,18.0,20.0,3.0,70.0,18.0,17.0,0.0,0.0,0.0
428,Daniel Caligiuri,it ITA,MF,Wolfsburg,Bundesliga,28.0,1988.0,12.3,2.0,0.0,0.0,24.0,22.0,1.0,24.0,32.0,23.0,0.0,1.0,0.0
429,Daniel Caligiuri,it ITA,"MF,FW",Schalke 04,Bundesliga,28.0,1988.0,12.3,0.0,0.0,0.0,22.0,18.0,2.0,33.0,16.0,16.0,1.0,0.0,0.0
430,Lorenzo Callegari,fr FRA,MF,Paris S-G,Ligue 1,18.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,José Callejón,es ESP,FW,Napoli,Serie A,29.0,1987.0,34.9,3.0,1.0,0.0,31.0,66.0,14.0,174.0,30.0,33.0,1.0,2.0,0.0
432,Jonathan Calleri,ar ARG,FW,West Ham,Premier League,22.0,1993.0,6.0,0.0,0.0,0.0,10.0,8.0,9.0,16.0,4.0,5.0,0.0,0.0,0.0
433,Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,Bundesliga,31.0,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Dominic Calvert-Lewin,eng ENG,"MF,FW",Everton,Premier League,19.0,1997.0,3.9,1.0,0.0,0.0,4.0,7.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0
435,Ignacio Camacho,es ESP,MF,Málaga,La Liga,26.0,1990.0,34.9,14.0,0.0,0.0,93.0,63.0,6.0,11.0,114.0,87.0,0.0,1.0,0.0
436,Souleymane Camara,sn SEN,"MF,FW",Montpellier,Ligue 1,33.0,1982.0,12.1,0.0,0.0,0.0,17.0,19.0,3.0,28.0,6.0,12.0,1.0,0.0,0.0
437,Víctor Camarasa,es ESP,MF,Alavés,La Liga,22.0,1994.0,27.7,4.0,0.0,0.0,31.0,28.0,9.0,32.0,12.0,23.0,0.0,0.0,0.0
438,Geoff Cameron,us USA,"MF,DF",Stoke City,Premier League,31.0,1985.0,18.1,1.0,0.0,0.0,17.0,19.0,2.0,14.0,34.0,36.0,0.0,0.0,0.0
439,Hugo Campagnaro,ar ARG,DF,Pescara,Serie A,36.0,1980.0,17.4,8.0,0.0,0.0,24.0,15.0,1.0,4.0,43.0,25.0,0.0,2.0,1.0
440,Fraizer Campbell,eng ENG,FW,Crystal Palace,Premier League,28.0,1987.0,1.8,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
442,Emre Can,de GER,MF,Liverpool,Premier League,22.0,1994.0,26.3,6.0,0.0,0.0,70.0,30.0,2.0,23.0,32.0,54.0,0.0,0.0,0.0
443,Sergio Canales,es ESP,"MF,FW",Real Sociedad,La Liga,25.0,1991.0,11.2,2.0,0.0,0.0,17.0,10.0,3.0,63.0,7.0,23.0,0.0,0.0,0.0
444,João Cancelo,pt POR,"DF,MF",Valencia,La Liga,22.0,1994.0,27.0,6.0,1.0,1.0,36.0,46.0,5.0,97.0,61.0,65.0,0.0,1.0,0.0
445,Antonio Candreva,it ITA,"MF,FW",Inter,Serie A,29.0,1987.0,33.4,2.0,0.0,0.0,12.0,45.0,21.0,375.0,21.0,24.0,0.0,0.0,0.0
446,Roberto Canella,es ESP,DF,Sporting Gijón,La Liga,28.0,1988.0,19.5,3.0,0.0,0.0,16.0,13.0,1.0,48.0,24.0,27.0,0.0,0.0,0.0
447,Paolo Cannavaro,it ITA,DF,Sassuolo,Serie A,35.0,1981.0,15.8,2.0,0.0,0.0,17.0,18.0,0.0,5.0,37.0,18.0,0.0,0.0,0.0
448,Aitor Cantalapiedra,es ESP,"FW,MF",Villarreal,La Liga,20.0,1996.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Ander Capa,es ESP,DF,Eibar,La Liga,24.0,1992.0,28.3,9.0,1.0,1.0,41.0,26.0,1.0,110.0,65.0,56.0,0.0,1.0,0.0
450,Pierrick Capelle,fr FRA,"FW,MF",Angers,Ligue 1,29.0,1987.0,19.4,4.0,0.0,0.0,23.0,14.0,2.0,54.0,29.0,39.0,0.0,0.0,0.0
451,Leonardo Capezzi,it ITA,MF,Crotone,Serie A,21.0,1995.0,18.2,6.0,2.0,1.0,35.0,14.0,2.0,42.0,36.0,40.0,0.0,0.0,0.0
452,Étienne Capoue,fr FRA,MF,Watford,Premier League,28.0,1988.0,35.6,5.0,0.0,0.0,52.0,46.0,1.0,80.0,61.0,44.0,0.0,0.0,0.0
453,Gianluca Caprari,it ITA,"FW,MF",Pescara,Serie A,23.0,1993.0,34.5,8.0,0.0,0.0,49.0,98.0,32.0,76.0,17.0,22.0,2.0,0.0,0.0
454,Marco Capuano,it ITA,DF,Cagliari,Serie A,24.0,1991.0,8.6,1.0,2.0,1.0,9.0,8.0,1.0,12.0,11.0,13.0,0.0,0.0,0.0
455,Mehdi Carcela,ma MAR,"MF,FW",Granada,La Liga,27.0,1989.0,19.4,6.0,0.0,0.0,21.0,37.0,5.0,52.0,22.0,21.0,0.0,0.0,0.0
456,Yoan Cardinale,fr FRA,GK,Nice,Ligue 1,22.0,1994.0,35.6,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
457,Irvin Cardona,fr FRA,"FW,MF",Monaco,Ligue 1,18.0,1997.0,0.2,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
458,Baily Cargill,eng ENG,DF,Bournemouth,Premier League,21.0,1995.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
459,Carlão,br BRA,DF,Torino,Serie A,30.0,1986.0,3.7,1.0,0.0,0.0,4.0,7.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0
460,Diego Carlos,br BRA,DF,Nantes,Ligue 1,23.0,1993.0,32.8,8.0,0.0,0.0,50.0,12.0,2.0,2.0,44.0,52.0,0.0,2.0,0.0
461,José Carlos,es ESP,DF,Betis,La Liga,20.0,1996.0,5.5,0.0,0.0,0.0,6.0,1.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0
462,Carlos Carmona,cl CHI,MF,Atalanta,Serie A,29.0,1987.0,1.1,2.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
463,Carlos Carmona,es ESP,"MF,FW",Sporting Gijón,La Liga,29.0,1987.0,20.7,5.0,0.0,0.0,57.0,34.0,13.0,96.0,23.0,42.0,1.0,0.0,0.0
464,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,La Liga,22.0,1993.0,25.1,5.0,0.0,0.0,31.0,50.0,9.0,75.0,18.0,19.0,1.0,0.0,0.0
465,Cédric Carrasso,fr FRA,GK,Bordeaux,Ligue 1,34.0,1981.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Michael Carrick,eng ENG,MF,Manchester Utd,Premier League,35.0,1981.0,17.8,2.0,0.0,0.0,5.0,19.0,0.0,5.0,44.0,18.0,0.0,0.0,0.0
468,Daniel Carriço,pt POR,DF,Sevilla,La Liga,27.0,1988.0,5.0,2.0,0.0,0.0,14.0,2.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0
469,Guido Carrillo,ar ARG,FW,Monaco,Ligue 1,25.0,1991.0,6.6,0.0,0.0,0.0,12.0,3.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0
470,Andy Carroll,eng ENG,FW,West Ham,Premier League,27.0,1989.0,14.6,3.0,0.0,0.0,25.0,29.0,5.0,10.0,6.0,3.0,0.0,0.0,0.0
471,Tom Carroll,eng ENG,MF,Tottenham,Premier League,24.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Tom Carroll,eng ENG,MF,Swansea City,Premier League,24.0,1992.0,15.4,1.0,0.0,0.0,13.0,10.0,0.0,38.0,18.0,27.0,0.0,0.0,0.0
473,Federico Cartabia,ar ARG,"MF,FW",Valencia,La Liga,23.0,1993.0,1.7,0.0,0.0,0.0,6.0,5.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0
474,Dani Carvajal,es ESP,DF,Real Madrid,La Liga,24.0,1992.0,22.4,11.0,0.0,0.0,31.0,24.0,2.0,75.0,45.0,41.0,1.0,0.0,0.0
475,Casemiro,br BRA,MF,Real Madrid,La Liga,24.0,1992.0,19.0,10.0,0.0,0.0,54.0,45.0,2.0,3.0,43.0,71.0,0.0,0.0,0.0
476,Nacho Cases,es ESP,MF,Sporting Gijón,La Liga,28.0,1987.0,16.3,6.0,0.0,0.0,28.0,28.0,0.0,16.0,22.0,20.0,0.0,0.0,0.0
477,Kiko Casilla,es ESP,GK,Real Madrid,La Liga,29.0,1986.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
478,Leandro Castán,br BRA,DF,Torino,Serie A,29.0,1986.0,13.1,4.0,0.0,0.0,19.0,13.0,0.0,1.0,38.0,27.0,0.0,0.0,0.0
479,Koen Casteels,be BEL,GK,Wolfsburg,Bundesliga,24.0,1992.0,20.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
480,Dani Castellano,es ESP,DF,Las Palmas,La Liga,28.0,1987.0,23.4,2.0,0.0,0.0,13.0,36.0,0.0,32.0,42.0,43.0,1.0,1.0,0.0
481,Javi Castellano,es ESP,"DF,MF",Las Palmas,La Liga,28.0,1987.0,1.1,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0
482,Samu Castillejo,es ESP,MF,Villarreal,La Liga,21.0,1995.0,22.8,2.0,0.0,0.0,40.0,78.0,2.0,93.0,47.0,27.0,0.0,0.0,0.0
483,Carlos Castro,es ESP,FW,Sporting Gijón,La Liga,21.0,1995.0,11.4,1.0,0.0,0.0,15.0,14.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0
484,Chory Castro,uy URU,"MF,FW",Málaga,La Liga,31.0,1984.0,19.9,5.0,1.0,1.0,24.0,26.0,1.0,142.0,18.0,17.0,0.0,0.0,0.0
485,Gonzalo Castro,de GER,MF,Dortmund,Bundesliga,29.0,1987.0,21.3,5.0,0.0,0.0,22.0,23.0,0.0,36.0,28.0,33.0,0.0,0.0,0.0
486,Jonny Castro,es ESP,DF,Celta Vigo,La Liga,22.0,1994.0,24.6,8.0,0.0,0.0,29.0,19.0,3.0,23.0,65.0,53.0,0.0,0.0,0.0
487,Lucas Castro,ar ARG,MF,Chievo,Serie A,27.0,1989.0,30.7,6.0,2.0,1.0,56.0,48.0,6.0,71.0,72.0,57.0,0.0,1.0,0.0
488,Joel Castro Pereira,pt POR,GK,Manchester Utd,Premier League,20.0,1996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Rubén Castro,es ESP,FW,Betis,La Liga,35.0,1981.0,30.9,3.0,0.0,0.0,11.0,38.0,33.0,35.0,11.0,4.0,0.0,0.0,0.0
490,Danilo Cataldi,it ITA,MF,Genoa,Serie A,21.0,1994.0,10.3,5.0,0.0,0.0,13.0,7.0,0.0,62.0,9.0,10.0,0.0,0.0,0.0
491,Danilo Cataldi,it ITA,MF,Lazio,Serie A,21.0,1994.0,7.4,3.0,1.0,0.0,8.0,5.0,0.0,57.0,8.0,9.0,0.0,0.0,0.0
492,Craig Cathcart,nir NIR,DF,Watford,Premier League,27.0,1989.0,12.9,3.0,0.0,0.0,13.0,2.0,0.0,6.0,16.0,18.0,0.0,0.0,0.0
494,Lee Cattermole,eng ENG,MF,Sunderland,Premier League,28.0,1988.0,7.0,4.0,0.0,0.0,12.0,9.0,0.0,3.0,22.0,8.0,0.0,0.0,0.0
495,Goran Čaušić,rs SRB,MF,Osasuna,La Liga,24.0,1992.0,22.3,4.0,0.0,0.0,37.0,19.0,0.0,16.0,29.0,25.0,0.0,0.0,0.0
496,Ivan Cavaleiro,pt POR,FW,Monaco,Ligue 1,22.0,1993.0,1.1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
497,Edinson Cavani,uy URU,FW,Paris S-G,Ligue 1,29.0,1987.0,32.9,5.0,0.0,0.0,28.0,12.0,62.0,15.0,15.0,18.0,2.0,0.0,0.0
498,Dimitri Cavaré,fr FRA,DF,Rennes,Ligue 1,21.0,1995.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
499,Santi Cazorla,es ESP,MF,Arsenal,Premier League,31.0,1984.0,6.9,2.0,0.0,0.0,4.0,2.0,1.0,39.0,8.0,2.0,0.0,0.0,0.0
500,Dani Ceballos,es ESP,MF,Betis,La Liga,19.0,1996.0,26.0,8.0,0.0,0.0,50.0,116.0,0.0,37.0,53.0,66.0,0.0,0.0,0.0
501,Federico Ceccherini,it ITA,DF,Crotone,Serie A,24.0,1992.0,34.4,9.0,0.0,0.0,52.0,52.0,2.0,8.0,91.0,48.0,0.0,1.0,0.0
502,Petr Čech,cz CZE,GK,Arsenal,Premier League,34.0,1982.0,34.4,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
503,Álvaro Cejudo,es ESP,"MF,FW",Betis,La Liga,32.0,1984.0,9.1,8.0,0.0,0.0,22.0,12.0,1.0,39.0,20.0,23.0,0.0,0.0,0.0
504,Luca Ceppitelli,it ITA,DF,Cagliari,Serie A,26.0,1989.0,18.8,5.0,0.0,0.0,21.0,4.0,0.0,6.0,42.0,25.0,0.0,1.0,1.0
505,Alessio Cerci,it ITA,"FW,MF",Atlético Madrid,La Liga,29.0,1987.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
506,Alberto Cerri,it ITA,FW,Pescara,Serie A,20.0,1996.0,7.7,1.0,0.0,0.0,17.0,16.0,17.0,1.0,2.0,3.0,0.0,0.0,0.0
507,Boštjan Cesar,si SVN,DF,Chievo,Serie A,34.0,1982.0,16.0,9.0,2.0,1.0,28.0,22.0,0.0,1.0,25.0,14.0,0.0,2.0,0.0
508,Julien Cétout,fr FRA,"MF,DF",Nancy,Ligue 1,28.0,1988.0,25.9,3.0,0.0,0.0,17.0,21.0,0.0,57.0,52.0,25.0,0.0,0.0,0.0
509,Nacer Chadli,be BEL,"MF,FW",West Brom,Premier League,26.0,1989.0,23.7,2.0,0.0,0.0,17.0,16.0,3.0,58.0,22.0,20.0,0.0,0.0,0.0
510,Fouad Chafik,ma MAR,DF,Dijon,Ligue 1,29.0,1986.0,26.6,2.0,0.0,0.0,29.0,25.0,0.0,62.0,72.0,74.0,0.0,3.0,0.0
511,Nathaniel Chalobah,eng ENG,MF,Chelsea,Premier League,21.0,1994.0,1.9,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
512,Calum Chambers,eng ENG,DF,Arsenal,Premier League,21.0,1995.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
513,Calum Chambers,eng ENG,DF,Middlesbrough,Premier League,21.0,1995.0,24.0,4.0,0.0,0.0,23.0,11.0,1.0,22.0,50.0,38.0,0.0,1.0,0.0
514,Nereo Champagne,ar ARG,GK,Leganés,La Liga,31.0,1985.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Timothy Chandler,us USA,"MF,DF",Eint Frankfurt,Bundesliga,26.0,1990.0,31.3,6.0,1.0,0.0,41.0,30.0,5.0,122.0,77.0,35.0,0.0,1.0,0.0
516,Kwon Chang-hoon,kr KOR,FW,Dijon,Ligue 1,22.0,1994.0,2.5,1.0,0.0,0.0,2.0,7.0,3.0,14.0,4.0,2.0,0.0,0.0,0.0
517,Clément Chantôme,fr FRA,MF,Rennes,Ligue 1,28.0,1987.0,3.7,1.0,0.0,0.0,3.0,5.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0
518,Charles,br BRA,FW,Málaga,La Liga,32.0,1984.0,12.7,5.0,0.0,0.0,18.0,24.0,15.0,2.0,3.0,4.0,0.0,2.0,0.0
520,Paul Charruau,fr FRA,GK,Bastia,Ligue 1,23.0,1993.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Pape Cheikh Diop,sn SEN,"MF,FW",Celta Vigo,La Liga,18.0,1997.0,6.3,3.0,0.0,0.0,25.0,18.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0
522,Sergei Chernik,by BLR,GK,Nancy,Ligue 1,28.0,1988.0,15.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
523,Denis Cheryshev,ru RUS,MF,Villarreal,La Liga,25.0,1990.0,3.8,1.0,0.0,0.0,12.0,6.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0
524,Giorgio Chiellini,it ITA,DF,Juventus,Serie A,31.0,1984.0,18.2,4.0,0.0,0.0,25.0,29.0,0.0,6.0,38.0,25.0,0.0,0.0,0.0
525,Federico Chiesa,it ITA,"MF,FW",Fiorentina,Serie A,18.0,1997.0,16.6,4.0,2.0,1.0,35.0,36.0,7.0,71.0,17.0,23.0,1.0,0.0,0.0
526,Ben Chilwell,eng ENG,"DF,MF",Leicester City,Premier League,19.0,1996.0,7.8,2.0,0.0,0.0,7.0,15.0,1.0,18.0,27.0,15.0,0.0,0.0,0.0
527,Vlad Chiricheș,ro ROU,DF,Napoli,Serie A,26.0,1989.0,12.5,0.0,0.0,0.0,6.0,8.0,1.0,2.0,18.0,13.0,0.0,0.0,0.0
528,Ivaylo Chochev,bg BUL,MF,Palermo,Serie A,23.0,1993.0,25.4,4.0,0.0,0.0,24.0,30.0,5.0,27.0,54.0,41.0,0.0,0.0,0.0
529,Michaël Chrétien,ma MAR,DF,Nancy,Ligue 1,32.0,1984.0,12.5,1.0,0.0,0.0,5.0,9.0,0.0,1.0,28.0,17.0,0.0,1.0,0.0
530,Andreas Christensen,dk DEN,DF,M'Gladbach,Bundesliga,20.0,1996.0,30.9,1.0,0.0,0.0,19.0,23.0,0.0,1.0,69.0,37.0,0.0,0.0,0.0
531,Max Christiansen,de GER,MF,Ingolstadt 04,Bundesliga,19.0,1996.0,4.9,2.0,2.0,1.0,8.0,10.0,0.0,5.0,14.0,9.0,0.0,0.0,0.0
532,Lee Chung-yong,kr KOR,MF,Crystal Palace,Premier League,28.0,1988.0,5.2,0.0,0.0,0.0,5.0,11.0,0.0,14.0,4.0,14.0,0.0,0.0,0.0
533,Michaël Ciani,fr FRA,DF,Espanyol,La Liga,32.0,1984.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Michaël Ciani,fr FRA,DF,Lorient,Ligue 1,32.0,1984.0,24.1,5.0,0.0,0.0,28.0,14.0,0.0,2.0,69.0,19.0,0.0,1.0,0.0
535,Luca Cigarini,it ITA,MF,Sampdoria,Serie A,30.0,1986.0,3.1,3.0,0.0,0.0,7.0,5.0,0.0,16.0,9.0,7.0,0.0,0.0,0.0
536,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,Bundesliga,29.0,1987.0,23.7,2.0,0.0,0.0,37.0,25.0,0.0,2.0,56.0,51.0,0.0,0.0,0.0
537,Jasper Cillessen,nl NED,GK,Barcelona,La Liga,27.0,1989.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Thiago Cionek,pl POL,DF,Palermo,Serie A,30.0,1986.0,25.8,8.0,0.0,0.0,46.0,31.0,0.0,7.0,80.0,50.0,0.0,1.0,0.0
539,Gilles Cioni,fr FRA,DF,Bastia,Ligue 1,32.0,1984.0,22.9,7.0,0.0,0.0,21.0,20.0,1.0,37.0,42.0,38.0,0.0,0.0,1.0
540,Issa Cissokho,sn SEN,DF,Angers,Ligue 1,31.0,1985.0,12.9,2.0,1.0,0.0,11.0,10.0,0.0,25.0,27.0,16.0,0.0,0.0,0.0
541,Renato Civelli,ar ARG,DF,Lille,Ligue 1,32.0,1983.0,12.2,4.0,0.0,0.0,11.0,8.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0
542,Claiton,br BRA,DF,Crotone,Serie A,31.0,1984.0,7.8,2.0,0.0,0.0,8.0,8.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0
543,Jordy Clasie,nl NED,MF,Southampton,Premier League,25.0,1991.0,11.3,3.0,0.0,0.0,15.0,6.0,0.0,9.0,15.0,9.0,0.0,1.0,0.0
544,Adam Clayton,eng ENG,MF,Middlesbrough,Premier League,27.0,1989.0,31.2,10.0,0.0,0.0,52.0,44.0,0.0,24.0,68.0,54.0,0.0,0.0,0.0
546,Cléber,br BRA,DF,Hamburger SV,Bundesliga,25.0,1990.0,3.6,1.0,1.0,0.0,12.0,3.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0
547,Christian Clemens,de GER,MF,Mainz 05,Bundesliga,24.0,1991.0,2.1,0.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,6.0,0.0,0.0,0.0
548,Christian Clemens,de GER,"MF,FW",Köln,Bundesliga,24.0,1991.0,8.9,2.0,0.0,0.0,16.0,9.0,0.0,23.0,15.0,24.0,0.0,0.0,0.0
549,Jérémy Clément,fr FRA,MF,Saint-Étienne,Ligue 1,31.0,1984.0,3.7,0.0,0.0,0.0,6.0,2.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0
550,Carlos Clerc,es ESP,"DF,MF",Osasuna,La Liga,24.0,1992.0,21.6,2.0,0.0,0.0,16.0,8.0,1.0,104.0,40.0,32.0,0.0,0.0,0.0
551,Tom Cleverley,eng ENG,MF,Watford,Premier League,26.0,1989.0,16.0,3.0,0.0,0.0,16.0,10.0,0.0,59.0,19.0,20.0,0.0,0.0,0.0
552,Tom Cleverley,eng ENG,MF,Everton,Premier League,26.0,1989.0,4.5,1.0,0.0,0.0,7.0,2.0,0.0,3.0,11.0,10.0,0.0,0.0,0.0
553,Gaël Clichy,fr FRA,DF,Manchester City,Premier League,31.0,1985.0,23.6,2.0,0.0,0.0,12.0,8.0,1.0,26.0,53.0,34.0,0.0,2.0,0.0
554,Sam Clucas,eng ENG,MF,Hull City,Premier League,25.0,1990.0,35.4,9.0,1.0,0.0,22.0,27.0,1.0,64.0,52.0,60.0,0.0,1.0,0.0
555,Nathaniel Clyne,eng ENG,DF,Liverpool,Premier League,25.0,1991.0,36.9,0.0,0.0,0.0,15.0,20.0,1.0,95.0,46.0,66.0,0.0,0.0,0.0
556,Marcus Coco,fr FRA,"MF,FW",Guingamp,Ligue 1,20.0,1996.0,29.0,6.0,0.0,0.0,52.0,43.0,13.0,69.0,27.0,43.0,1.0,1.0,0.0
557,Andrea Coda,it ITA,DF,Pescara,Serie A,31.0,1985.0,11.1,7.0,2.0,1.0,16.0,6.0,1.0,1.0,50.0,4.0,0.0,0.0,0.0
558,Fábio Coentrão,pt POR,DF,Real Madrid,La Liga,28.0,1988.0,1.9,0.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
559,Isaac Cofie,gh GHA,MF,Genoa,Serie A,24.0,1991.0,11.1,5.0,0.0,0.0,20.0,6.0,1.0,2.0,20.0,30.0,0.0,0.0,0.0
560,Renaud Cohade,fr FRA,MF,Metz,Ligue 1,31.0,1984.0,30.9,11.0,1.0,0.0,47.0,32.0,13.0,196.0,46.0,73.0,0.0,2.0,0.0
561,Almog Cohen,il ISR,MF,Ingolstadt 04,Bundesliga,27.0,1988.0,27.7,2.0,0.0,0.0,52.0,42.0,1.0,3.0,71.0,58.0,1.0,1.0,0.0
562,Coke,es ESP,"DF,MF",Schalke 04,Bundesliga,29.0,1987.0,7.0,1.0,0.0,0.0,10.0,18.0,0.0,19.0,18.0,11.0,0.0,0.0,0.0
563,Antonio Čolak,hr CRO,FW,Darmstadt 98,Bundesliga,22.0,1993.0,14.2,1.0,2.0,1.0,28.0,27.0,16.0,4.0,6.0,8.0,2.0,0.0,0.0
564,Emre Çolak,tr TUR,MF,La Coruña,La Liga,25.0,1991.0,27.4,5.0,0.0,0.0,27.0,67.0,4.0,187.0,13.0,36.0,1.0,0.0,0.0
565,Séamus Coleman,ie IRL,"DF,MF",Everton,Premier League,27.0,1988.0,25.7,3.0,0.0,0.0,18.0,26.0,4.0,89.0,28.0,45.0,0.0,0.0,0.0
566,James Collins,wls WAL,DF,West Ham,Premier League,32.0,1983.0,18.4,3.0,0.0,0.0,7.0,7.0,1.0,0.0,37.0,18.0,0.0,0.0,0.0
567,Roberto Colombo,it ITA,GK,Cagliari,Serie A,40.0,1975.0,0.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,Fabio Coltorti,ch SUI,GK,RB Leipzig,Bundesliga,35.0,1980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,Kingsley Coman,fr FRA,"MF,FW",Bayern Munich,Bundesliga,20.0,1996.0,10.2,1.0,0.0,0.0,12.0,18.0,3.0,41.0,9.0,8.0,0.0,0.0,0.0
570,Marvin Compper,de GER,DF,RB Leipzig,Bundesliga,31.0,1985.0,23.3,6.0,0.0,0.0,24.0,14.0,0.0,0.0,64.0,33.0,0.0,1.0,0.0
