,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
877,Breel Embolo,20.7,708,20,42,299,378,100,707,73,32,43.8,35,47.9,522,2799,906,24,27,13,66,46,553,159
878,Emerson,19.3,1323,101,481,505,346,46,1323,31,15,48.4,9,29.0,672,3662,2047,47,32,6,22,19,775,103
879,Youssef En-Nesyri,18.5,439,19,44,186,211,103,439,23,4,17.4,16,69.6,190,927,369,16,5,14,46,9,286,71
880,Wataru Endo,32.5,1873,108,507,1013,380,55,1873,55,28,50.9,20,36.4,994,4470,2190,32,38,5,55,52,1217,67
881,Arne Engels,16.0,739,21,158,380,205,5,739,9,4,44.4,4,44.4,322,1403,762,9,7,0,7,8,399,25
882,Christian Eriksen,22.8,1644,43,269,914,465,35,1644,17,8,47.1,9,52.9,967,3499,1756,23,24,3,24,19,1220,66
884,Martin Erlic,25.9,1562,199,855,693,21,10,1562,2,1,50.0,1,50.0,912,4147,2132,7,2,1,13,1,964,1
886,Gonzalo Escalante,6.2,352,16,103,199,56,7,352,5,1,20.0,3,60.0,174,660,341,3,4,0,7,7,226,8
887,Gonzalo Escalante,12.5,585,45,161,316,115,24,585,10,7,70.0,2,20.0,251,1085,523,3,7,0,14,8,289,12
888,Sergio Escudero,16.0,937,61,320,371,255,16,937,17,7,41.2,9,52.9,363,1672,814,17,16,3,13,8,435,37
889,Alfonso Espino,34.7,1994,126,672,871,480,33,1994,52,25,48.1,23,44.2,820,3796,2147,53,34,7,52,23,860,129
890,Bernardo Espinosa,13.6,1047,164,530,496,29,17,1047,4,3,75.0,1,25.0,636,3354,1885,8,3,1,4,4,720,3
891,Salvatore Esposito,10.8,737,21,175,409,156,7,737,14,6,42.9,4,28.6,354,1296,584,4,3,1,10,4,466,11
892,Maxime Esteve,18.3,944,146,515,408,27,12,944,6,4,66.7,2,33.3,607,3154,1667,9,4,0,4,4,522,1
893,Pervis Estupinan,29.7,2211,82,506,1076,649,71,2211,42,19,45.2,18,42.9,1292,6134,3440,91,55,15,38,29,1434,183
895,Edu Exposito,12.9,689,28,124,329,242,20,689,23,11,47.8,7,30.4,358,1755,901,19,15,2,25,13,428,59
896,Eberechi Eze,29.3,1515,20,212,735,602,84,1514,122,71,58.2,41,33.6,889,5017,2398,69,57,28,71,54,999,129
898,Nicolas Ezequiel Fernandez,5.7,314,7,61,123,134,13,314,12,3,25.0,7,58.3,195,1221,690,21,10,4,10,11,195,53
899,Abdessamad Ezzalzouli,16.7,813,4,73,287,473,66,813,117,59,50.4,42,35.9,555,4651,2531,93,60,45,64,38,606,136
901,Fabinho,29.7,2092,83,456,1314,325,21,2092,15,7,46.7,4,26.7,1184,4669,1913,15,28,1,17,12,1493,39
902,Fabio,2.5,149,10,32,64,53,4,149,4,1,25.0,3,75.0,87,409,191,4,6,0,4,1,80,18
903,Noah Fadiga,14.5,790,39,218,403,175,19,790,40,18,45.0,21,52.5,488,3212,1755,43,30,8,23,6,423,36
904,Wout Faes,31.0,2177,357,1230,916,44,19,2177,12,9,75.0,3,25.0,1262,6476,3606,11,7,0,15,5,1436,2
905,Wout Faes,3.0,150,38,85,64,2,1,150,2,1,50.0,1,50.0,91,402,210,1,0,0,1,1,76,1
906,Nicolo Fagioli,16.9,749,17,124,411,221,15,749,19,8,42.1,8,42.1,471,2225,921,27,19,5,33,28,536,56
908,Romain Faivre,13.8,688,5,71,342,289,43,688,88,48,54.5,27,30.7,557,4523,2310,77,56,17,30,9,520,66
910,Romain Faivre,3.3,216,1,15,112,95,6,216,20,3,15.0,16,80.0,160,1198,543,14,12,1,4,3,153,16
911,Radamel Falcao,6.8,271,12,21,106,146,38,270,16,2,12.5,13,81.3,150,549,122,2,5,2,29,9,204,53
913,Fali,19.0,766,109,380,351,39,15,766,5,2,40.0,2,40.0,392,2170,1337,9,3,0,8,1,408,10
915,Mamadou Fall,0.3,22,2,8,10,4,0,22,1,0,0.0,1,100.0,10,39,16,0,0,0,1,0,8,0
916,Davide Faraoni,16.5,770,55,226,335,213,27,770,16,7,43.8,9,56.3,322,1217,549,11,9,2,12,4,341,33
917,Ansu Fati,15.5,805,10,64,278,469,128,805,47,23,48.9,21,44.7,556,2983,1399,47,28,31,35,30,639,178
918,Khalil Fayad,8.0,438,11,99,274,73,5,438,16,8,50.0,4,25.0,318,1724,659,9,12,1,15,7,278,11
919,Cheikh Faye,0.4,15,0,1,9,5,1,15,1,0,0.0,1,100.0,10,55,5,0,0,0,2,3,12,3
920,Federico Fazio,11.9,679,84,318,309,58,17,679,8,4,50.0,4,50.0,347,1507,877,13,11,1,11,5,358,4
921,Jacopo Fazzini,9.2,476,20,135,216,132,15,476,31,13,41.9,15,48.4,255,1355,552,11,14,0,23,24,292,40
923,Nabil Fekir,10.7,607,2,37,254,321,43,606,44,17,38.6,19,43.2,406,2332,1072,42,27,13,34,22,489,76
924,Felipe,15.8,798,163,477,275,59,36,798,18,14,77.8,3,16.7,391,2137,1182,3,3,0,12,4,386,4
925,Felipe,2.2,149,9,56,90,5,2,149,2,1,50.0,1,50.0,102,581,332,2,0,0,0,0,98,1
926,Luiz Felipe,19.6,1129,182,600,507,23,7,1129,9,5,55.6,4,44.4,586,2625,1212,1,1,0,9,0,664,0
927,Joao Felix,10.5,497,0,30,223,249,46,497,60,22,36.7,28,46.7,326,2092,1099,34,40,9,22,8,399,79
928,Joao Felix,7.2,322,3,23,158,142,21,322,24,6,25.0,14,58.3,211,1077,554,17,16,2,20,12,260,42
929,Ohis Felix Uduokhai,16.1,927,100,493,414,27,12,927,12,5,41.7,5,41.7,470,2443,1165,12,1,0,10,5,486,5
930,Kiko Femenia,12.6,877,41,299,377,211,8,877,13,6,46.2,4,30.8,508,2763,1461,36,27,1,8,9,570,47
931,Evan Ferguson,10.6,344,10,27,165,155,39,344,14,8,57.1,5,35.7,203,884,309,11,4,8,29,20,256,58
932,Lewis Ferguson,25.7,1472,44,272,794,415,69,1472,25,9,36.0,12,48.0,830,3488,1460,31,37,7,33,16,1129,114
933,Bruno Fernandes,36.8,2408,68,386,966,1078,149,2406,66,32,48.5,28,42.4,1385,6213,3272,89,68,28,42,42,1689,231
934,Edimilson Fernandes,27.1,1485,158,671,666,166,6,1485,25,17,68.0,4,16.0,768,3634,1792,15,12,3,15,14,739,23
937,Alex Fernandez,17.5,850,38,174,482,198,25,849,11,5,45.5,4,36.4,482,2226,983,19,21,3,18,24,583,26
939,Carlos Fernandez,7.0,231,5,25,92,120,42,231,20,13,65.0,5,25.0,141,798,284,9,8,4,19,12,181,54
940,Enzo Fernandez,17.2,1616,45,351,1000,280,9,1616,32,17,53.1,13,40.6,1097,4757,2023,22,28,1,25,13,1257,18
942,Joaquin Fernandez,24.0,1228,167,672,517,41,17,1228,2,1,50.0,1,50.0,672,3137,1642,6,7,1,9,1,759,3
943,Valery Fernandez,10.7,461,20,86,179,199,28,461,27,13,48.1,10,37.0,274,1617,637,18,7,9,18,10,305,84
944,Fernando,36.5,1409,1270,1403,6,0,0,1409,1,1,100.0,0,0.0,703,3796,2345,0,0,0,0,0,536,0
945,Fernando,17.5,1025,83,369,532,131,5,1025,5,3,60.0,1,20.0,584,2441,1049,6,17,0,13,12,656,13
946,Alex Ferrari,9.6,560,51,276,265,25,5,560,6,3,50.0,3,50.0,304,1591,849,7,1,0,10,3,308,3
947,Alex Ferrari,11.2,604,54,301,268,41,1,604,8,4,50.0,4,50.0,286,1217,493,2,3,0,8,1,274,5
949,Jordan Ferri,30.4,2237,59,542,1401,321,10,2237,55,20,36.4,22,40.0,1785,9143,4174,37,47,2,43,44,1610,42
950,Fidel,19.0,1078,18,178,556,364,43,1077,76,32,42.1,35,46.1,746,4045,2228,53,37,7,41,24,822,90
953,Roberto Firmino,13.5,735,3,69,375,295,84,735,24,13,54.2,10,41.7,423,1757,742,16,14,7,38,23,565,96
954,Junior Firpo,15.2,792,48,286,368,146,13,792,15,6,40.0,9,60.0,352,1465,785,20,16,1,9,9,367,34
955,Kilian Fischer,5.6,327,16,113,137,78,7,327,6,3,50.0,3,50.0,160,726,355,6,5,2,4,1,177,21
956,Mark Flekken,34.0,1550,1234,1536,17,0,0,1550,3,3,100.0,0,0.0,942,5638,3160,0,0,0,0,0,739,0
957,Florian Flick,5.7,244,28,86,135,26,1,244,2,1,50.0,1,50.0,94,445,186,2,4,0,3,2,99,2
958,Alexis Flips,22.0,1331,32,233,590,525,54,1331,42,12,28.6,24,57.1,906,4374,1784,23,44,3,58,23,803,162
959,Alessandro Florenzi,2.3,195,3,42,82,71,10,195,1,0,0.0,1,100.0,103,340,129,1,1,0,3,0,113,19
960,Phil Foden,20.5,1324,20,116,433,790,131,1324,81,40,49.4,31,38.3,891,4578,2141,68,43,25,34,29,1051,275
962,Seko Fofana,34.1,2163,32,242,1237,709,108,2161,109,59,54.1,40,36.7,1873,11603,4763,117,95,32,61,42,1763,233
963,Wesley Fofana,2.0,169,11,68,97,7,3,169,3,2,66.7,0,0.0,116,647,365,3,5,2,3,0,115,1
964,Wesley Fofana,13.1,1013,97,424,509,85,10,1013,13,8,61.5,1,7.7,686,4197,2489,29,20,1,9,6,735,12
965,Yahia Fofana,11.0,353,309,351,2,0,0,353,1,1,100.0,0,0.0,239,1386,989,0,1,1,0,0,124,0
966,Youssouf Fofana,34.3,2116,59,352,1340,454,37,2116,91,46,50.5,40,44.0,1600,9328,4753,81,90,9,48,41,1416,71
967,Thomas Foket,22.0,1442,61,368,657,429,35,1442,21,9,42.9,9,42.9,965,5402,2400,56,38,4,29,20,858,154
968,Jose Fonte,28.8,2205,260,977,1141,95,29,2205,4,3,75.0,0,0.0,1667,8544,4564,7,18,0,8,2,1572,8
969,Pablo Fornals,16.7,917,16,144,424,360,36,917,21,10,47.6,10,47.6,501,2484,1255,33,24,12,21,15,616,101
970,Emil Forsberg,16.5,672,5,45,332,300,28,670,29,15,51.7,13,44.8,430,1978,855,20,29,3,28,12,497,77
971,Adam Forshaw,5.3,293,7,64,171,62,1,293,11,8,72.7,3,27.3,179,1085,360,4,8,0,6,8,186,7
973,Philipp Forster,14.5,694,12,80,351,271,23,694,20,6,30.0,13,65.0,312,1670,775,19,18,3,23,15,387,47
975,Timothy Fosu-Mensah,2.1,138,3,34,65,39,3,138,1,0,0.0,1,100.0,42,174,109,3,2,0,3,1,87,8
976,Dimitri Foulquier,19.3,1116,59,306,491,332,20,1116,42,19,45.2,22,52.4,557,3479,2048,51,34,7,33,9,591,84
977,Juan Foyth,21.8,1545,109,516,783,264,21,1545,48,27,56.3,18,37.5,778,4537,2657,47,36,1,21,15,895,18
978,Raphael Framberger,2.0,88,8,32,37,21,0,88,1,0,0.0,1,100.0,26,114,54,0,0,0,3,3,32,3
980,Bartol Franjic,2.5,114,8,35,64,17,3,114,2,1,50.0,1,50.0,51,222,88,3,2,0,6,0,62,1
981,Przemyslaw Frankowski,31.5,2129,79,428,815,904,57,2126,32,13,40.6,15,46.9,1364,7257,2684,51,49,10,30,15,1242,237
982,Ryan Fraser,3.5,147,1,18,51,80,9,147,2,1,50.0,0,0.0,94,600,322,8,7,1,7,1,107,23
983,Davide Frattesi,31.9,1417,68,280,704,456,109,1417,74,34,45.9,27,36.5,809,4866,2374,73,54,21,56,44,993,94
984,Oscar Fraulo,0.1,16,1,3,9,4,0,16,1,1,100.0,0,0.0,7,75,19,0,1,0,0,0,10,0
985,Fred,13.9,999,38,250,483,279,37,999,32,12,37.5,15,46.9,537,2158,1034,10,17,3,26,16,614,50
986,Ryan Fredericks,5.9,279,33,88,109,84,7,279,10,3,30.0,5,50.0,120,725,395,13,9,2,4,3,152,28
988,Ivan Fresneda,19.4,1163,87,390,497,284,16,1163,42,15,35.7,19,45.2,563,3218,1672,48,26,7,22,18,625,101
989,Remo Freuler,24.0,1058,71,360,537,167,13,1058,12,6,50.0,4,33.3,491,2192,959,7,11,0,20,8,557,11
990,Michael Frey,9.6,347,1,13,162,177,56,347,20,5,25.0,12,60.0,201,786,231,10,8,3,40,12,280,65
991,Marco Friedl,28.8,2074,218,1052,934,101,7,2074,16,10,62.5,5,31.3,1186,5378,2540,14,11,0,19,9,1242,11
992,Marvin Friedrich,13.9,1094,121,640,426,38,21,1094,2,2,100.0,0,0.0,650,2870,1387,3,3,0,6,2,789,6
993,Jeremie Frimpong,30.1,1621,47,349,670,636,122,1621,165,85,51.5,51,30.9,909,7276,4495,155,103,46,88,49,1009,250
994,Chris Fuhrich,20.9,948,16,131,376,461,69,947,106,50,47.2,45,42.5,575,4471,2403,93,60,31,36,29,641,142
995,Angelo Fulgini,9.5,600,6,52,280,276,19,600,32,13,40.6,16,50.0,471,2562,1039,20,33,5,18,11,445,70
996,Angelo Fulgini,5.8,320,6,36,177,110,14,320,25,8,32.0,14,56.0,199,800,326,3,6,2,12,7,228,43
997,Niclas Fullkrug,27.5,1227,31,70,635,534,131,1222,60,31,51.7,22,36.7,668,2854,1216,41,33,21,74,51,1005,200
999,Manolo Gabbiadini,26.2,885,30,112,389,393,83,885,25,6,24.0,16,64.0,535,2482,1022,32,24,10,52,30,683,111
1000,Gianluca Gaetano,0.8,79,0,3,39,38,8,79,3,2,66.7,0,0.0,53,240,123,4,2,2,2,4,64,9
1001,Roberto Gagliardini,8.7,454,21,105,229,125,24,454,5,0,0.0,4,80.0,244,1435,787,20,10,1,9,2,315,22
1002,Adolfo Gaich,8.1,263,10,21,129,116,26,263,17,11,64.7,5,29.4,144,637,181,6,4,4,22,9,198,33
1003,Cody Gakpo,16.2,591,6,42,266,298,76,591,48,23,47.9,13,27.1,374,2069,1134,36,32,12,43,36,448,109
1004,Javi Galan,35.1,2506,87,712,1045,788,35,2506,154,72,46.8,61,39.6,1445,9172,5506,141,104,19,64,41,1492,244
1005,Inigo Ruiz de Galarreta,27.2,1446,32,330,885,247,5,1446,39,19,48.7,13,33.3,786,3212,1294,20,13,0,16,15,911,21
1006,Pablo Galdames Millan,8.2,389,18,93,211,89,6,389,10,2,20.0,7,70.0,192,721,338,5,6,0,12,5,229,17
1007,Conor Gallagher,18.0,1134,32,198,529,421,59,1134,54,23,42.6,23,42.6,699,3519,1391,40,40,12,36,36,778,104
1008,Antonino Gallo,27.6,1509,91,472,646,415,14,1509,29,15,51.7,10,34.5,683,4301,2501,71,44,5,22,7,706,65
1010,Cristian Gamboa,16.4,830,62,295,393,147,2,830,14,6,42.9,6,42.9,339,1516,718,10,9,1,10,4,415,21
1011,Kevin Gameiro,23.3,946,7,71,431,454,102,944,49,19,38.8,24,49.0,723,4243,1691,48,51,17,47,27,693,158
1012,Idrissa Gana Gueye,28.6,1563,77,451,893,237,11,1563,35,19,54.3,9,25.7,821,3942,1829,27,26,3,31,18,845,19
1014,Ignatius Ganago,16.9,507,13,53,227,237,80,507,30,10,33.3,18,60.0,342,2040,670,27,9,10,40,19,359,101
1015,Ignatius Ganago,0.7,17,0,2,13,3,0,17,1,0,0.0,1,100.0,13,120,30,0,1,0,2,2,11,3
1016,Silvere Ganvoula M'Boussy,2.7,118,3,5,45,69,18,118,7,3,42.9,4,57.1,51,246,79,5,2,6,7,1,92,19
1017,Aleix Garcia,26.0,1867,68,386,1003,490,23,1867,26,13,50.0,9,34.6,1041,4868,2266,41,35,7,19,12,1302,76
1018,Alvaro Garcia,31.9,1347,30,208,346,809,118,1347,52,21,40.4,25,48.1,785,4400,2237,116,28,45,52,17,834,293
1019,Borja Garcia,7.5,347,8,69,186,92,10,347,14,6,42.9,5,35.7,227,1030,394,7,9,0,6,11,253,32
1020,Carlos Garcia,0.3,28,2,12,15,1,1,28,1,1,100.0,0,0.0,15,50,27,0,0,0,0,0,17,0
1021,Dani Garcia,16.5,868,43,183,560,130,5,868,2,2,100.0,0,0.0,411,1289,514,6,6,0,6,4,497,8
1022,David Garcia,29.8,1742,198,830,862,53,22,1742,4,4,100.0,0,0.0,908,4507,2507,16,8,1,8,2,1019,4
1023,Eric Garcia,15.7,1397,97,538,781,84,5,1397,4,2,50.0,2,50.0,918,4539,2686,25,22,0,10,2,1049,6
1024,Fran Garcia,37.9,2441,102,645,1109,728,26,2441,68,31,45.6,30,44.1,1351,9732,6294,183,142,12,47,11,1418,167
1026,Raul Garcia,10.7,446,9,32,192,224,68,446,12,6,50.0,5,41.7,230,940,453,12,15,2,13,8,321,62
1027,Ruben Garcia,12.9,711,18,100,277,339,26,711,16,6,37.5,9,56.3,385,1773,657,16,13,3,27,10,465,92
1028,Unai Garcia,19.0,957,89,456,479,32,8,957,8,5,62.5,2,25.0,515,2518,1458,11,6,0,5,5,572,3
1029,Alejandro Garnacho,6.3,305,3,29,84,196,59,305,44,12,27.3,27,61.4,220,1666,896,33,27,28,27,14,235,85
1030,James Garner,8.9,441,22,97,201,150,9,441,14,7,50.0,6,42.9,216,1185,564,8,9,1,11,3,225,18
1032,Aleix Garrido,0.1,7,0,4,0,3,1,7,1,0,0.0,1,100.0,4,30,18,0,0,0,0,0,3,0
1034,Johan Gastien,28.9,2358,80,628,1426,325,6,2358,25,9,36.0,14,56.0,1799,8404,3491,13,30,1,26,12,1646,27
1035,Federico Gatti,16.1,1116,100,527,532,71,23,1116,11,8,72.7,2,18.2,721,3952,2208,18,14,1,8,6,806,13
1036,Gavi,28.1,1509,27,148,797,578,71,1509,63,27,42.9,26,41.3,1002,5348,2505,49,68,8,56,33,1133,153
1037,Paulo Gazzaniga,28.0,1140,981,1133,7,0,0,1140,1,1,100.0,0,0.0,667,3263,1663,0,0,0,3,2,504,0
1041,Dennis Geiger,21.7,1027,36,218,618,202,7,1027,16,9,56.3,5,31.3,525,2874,1267,21,11,0,22,8,582,22
1042,Joe Gelhardt,2.4,115,4,10,52,54,14,115,9,1,11.1,7,77.8,68,189,66,2,2,2,9,7,84,21
1043,Valentin Gendrey,34.5,1811,106,616,778,436,16,1811,35,14,40.0,17,48.6,757,4118,2380,47,34,4,48,12,787,107
1044,Denis Genreau,7.3,435,18,106,208,126,16,435,23,8,34.8,14,60.9,289,1596,677,9,14,2,14,6,263,34
1045,Yannick Gerhardt,20.7,856,34,161,445,254,55,856,16,4,25.0,11,68.8,468,2089,842,12,11,3,22,10,557,88
1046,Valere Germain,7.6,313,11,33,147,135,35,313,2,1,50.0,1,50.0,183,745,196,6,7,2,21,9,202,46
1047,Gerson,4.6,244,4,31,113,103,11,244,7,2,28.6,3,42.9,199,1052,408,9,7,3,14,15,199,29
1048,Ismael Gharbi,0.6,47,1,3,25,20,2,47,6,5,83.3,1,16.7,42,298,160,3,1,0,1,1,39,8
1049,Paolo Ghiglione,7.9,359,16,106,135,122,9,359,11,2,18.2,9,81.8,153,736,381,5,7,1,6,4,178,35
1050,Saman Ghoddos,1.5,98,7,23,38,40,3,98,2,0,0.0,2,100.0,42,164,92,1,2,0,3,1,44,6
1051,Faouzi Ghoulam,5.3,364,27,114,162,89,1,364,5,3,60.0,0,0.0,221,1093,526,4,6,0,1,2,218,20
1052,Morgan Gibbs-White,2.0,119,1,18,53,49,4,119,8,2,25.0,5,62.5,62,257,137,4,3,1,3,1,82,12
1053,Morgan Gibbs-White,33.0,1447,20,169,626,680,76,1445,96,47,49.0,43,44.8,764,4463,2187,69,62,19,91,44,902,157
1054,Niko Giesselmann,14.5,889,37,254,322,319,22,889,14,4,28.6,8,57.1,349,1310,593,14,8,0,17,6,416,50
1055,Samuel Gigot,20.9,1374,159,573,704,107,30,1374,9,4,44.4,4,44.4,938,5796,3346,33,29,0,11,3,855,19
1057,Bryan Gil,1.6,80,1,13,30,37,2,80,5,2,40.0,3,60.0,55,337,145,4,3,0,5,3,61,15
1058,Bryan Gil,10.2,515,10,81,188,254,25,515,45,19,42.2,17,37.8,339,1802,743,28,21,4,31,18,337,75
1060,Oscar Gil,28.4,1334,88,406,570,371,27,1334,49,23,46.9,22,44.9,576,2930,1283,39,24,5,52,14,602,111
1062,Billy Gilmour,5.6,453,15,112,276,71,4,453,6,2,33.3,2,33.3,248,1157,583,5,8,1,6,5,350,4
1063,Alvaro Gimenez,0.2,5,0,0,2,3,0,5,1,0,0.0,1,100.0,3,6,0,0,0,0,1,0,3,2
1064,Gvidas Gineitis,1.5,102,1,9,74,19,3,102,3,1,33.3,2,66.7,58,255,142,3,3,1,1,1,75,7
1066,Matthias Ginter,34.0,2230,240,1151,993,94,46,2230,4,2,50.0,2,50.0,1305,7344,4228,23,12,0,12,4,1412,11
1067,Andrei Girotto,35.0,2260,303,982,1157,131,31,2260,10,3,30.0,6,60.0,1474,7367,3598,14,13,0,11,6,1341,7
1068,Olivier Giroud,23.8,801,29,59,348,402,158,798,14,7,50.0,6,42.9,350,934,359,12,10,7,63,16,611,152
1069,Serge Gnabry,21.6,1149,7,124,474,565,146,1148,64,28,43.8,30,46.9,747,4275,2010,74,50,41,51,26,880,217
1070,Degnand Gnonto,15.0,719,12,95,248,393,43,719,77,21,27.3,43,55.8,484,3356,1715,66,37,17,30,19,508,136
1071,Ben Godfrey,8.9,391,55,159,175,63,8,391,8,3,37.5,3,37.5,162,830,426,9,8,0,12,3,159,7
1074,Aleksandr Golovin,27.4,1382,22,184,574,660,85,1382,49,27,55.1,14,28.6,983,6704,3271,89,61,28,48,32,889,210
1075,Andre Gomes,18.1,1520,37,261,1010,270,17,1520,42,29,69.0,10,23.8,1254,5944,2291,26,35,4,30,26,1172,33
1076,Angel Gomes,31.3,2015,29,315,1185,527,49,2014,56,30,53.6,16,28.6,1705,8195,3493,39,57,10,41,26,1645,115
1077,Joao Gomes,7.3,409,19,118,212,80,5,409,19,8,42.1,7,36.8,185,922,416,7,6,1,7,5,223,8
1078,Toti Gomes,10.9,688,86,313,278,100,15,688,16,9,56.3,6,37.5,332,1521,924,4,11,0,6,3,402,23
1079,Dani Gomez,1.0,32,0,4,12,17,4,32,3,1,33.3,2,66.7,20,124,22,1,2,0,3,2,21,9
1080,Joe Gomez,16.3,1521,114,602,851,76,6,1521,5,4,80.0,1,20.0,1005,4826,2616,15,12,0,13,5,1040,5
1081,Maxi Gomez,1.2,27,2,2,9,16,8,27,2,0,0.0,2,100.0,19,93,64,1,0,3,3,1,21,1
1082,Moi Gomez,27.3,1712,23,237,1013,489,23,1712,40,27,67.5,11,27.5,1149,6450,2740,37,48,7,33,18,1247,67
1083,Papu Gomez,11.8,637,8,69,313,264,27,637,36,15,41.7,14,38.9,470,2985,1354,34,36,6,21,13,513,67
1085,Sergio Gomez,3.9,358,16,75,198,87,10,358,3,0,0.0,3,100.0,203,1018,520,10,10,1,7,3,274,20
1087,Maxime Gonalons,16.1,997,27,259,657,97,3,997,28,15,53.6,11,39.3,742,3943,1651,10,16,0,20,10,667,3
1088,Diego Gonzalez,10.6,487,79,321,151,17,8,487,3,1,33.3,2,66.7,240,1266,689,1,0,0,2,3,265,2
1089,Edgar Gonzalez,19.7,1106,171,637,448,28,17,1106,5,2,40.0,0,0.0,601,2393,1154,7,5,1,6,1,704,2
1090,Giovanni Gonzalez,10.3,506,32,170,228,111,14,506,16,8,50.0,6,37.5,234,1003,494,10,7,3,7,2,275,39
1092,Joan Gonzalez,24.4,1080,44,226,570,299,37,1080,49,18,36.7,25,51.0,536,2563,1053,18,19,6,50,25,626,67
1093,Nicolas Gonzalez,15.0,811,8,71,381,372,73,809,73,25,34.2,31,42.5,506,3201,1421,37,31,9,45,14,623,112
1094,Nicolas Gonzalez,15.6,921,30,164,555,209,19,921,39,28,71.8,6,15.4,528,2629,1277,21,26,1,12,15,606,17
1095,Oumar Gonzalez,28.6,1381,158,682,655,54,26,1381,15,6,40.0,5,33.3,898,5452,2707,12,6,1,20,10,755,5
1096,Roberto Gonzalez,0.6,35,0,0,21,14,1,35,2,0,0.0,1,50.0,17,95,31,1,1,1,1,0,25,1
1098,Anthony Gordon,5.4,275,5,30,112,135,27,275,21,7,33.3,13,61.9,169,1192,516,20,13,11,19,5,196,45
1099,Anthony Gordon,12.2,464,13,87,165,218,47,464,45,11,24.4,29,64.4,252,1875,704,28,23,13,32,23,290,67
1100,Leon Goretzka,19.2,1272,56,296,678,312,43,1272,17,9,52.9,6,35.3,646,3087,1775,42,32,6,20,11,817,62
1101,Andoni Gorosabel,19.0,1205,35,288,589,335,17,1205,19,9,47.4,6,31.6,599,2830,1483,42,30,1,14,8,705,75
1102,Robin Gosens,13.2,813,27,194,309,314,48,813,17,7,41.2,8,47.1,417,1753,864,29,18,5,17,3,525,102
1103,Mario Gotze,30.4,1820,19,214,920,704,78,1820,75,25,33.3,45,60.0,1043,4368,1987,57,49,15,56,46,1325,212
1104,Amine Gouiri,2.5,99,3,12,35,52,7,99,3,0,0.0,2,66.7,75,470,179,8,3,2,7,5,79,18
1105,Amine Gouiri,28.0,1071,12,74,439,576,145,1071,80,33,41.3,44,55.0,805,4749,1815,63,40,26,72,36,784,205
1106,Jeffrey Gouweleeuw,31.1,1829,236,1074,673,97,23,1829,19,13,68.4,6,31.6,912,4873,2635,18,12,0,25,7,946,10
1107,Jonathan Gradit,31.4,2369,159,749,1452,183,7,2369,26,12,46.2,12,46.2,1860,10993,6399,41,68,2,18,9,1756,9
1109,Alberto Grassi,13.3,734,79,261,400,80,13,734,8,4,50.0,4,50.0,302,1330,474,5,6,1,18,12,398,10
1110,Ryan Gravenberch,6.4,483,12,68,269,155,11,483,19,11,57.9,6,31.6,301,1632,729,11,18,1,21,13,344,31
1111,Andrew Gravillon,3.5,212,25,121,77,14,0,212,2,1,50.0,1,50.0,112,428,242,1,2,0,3,1,131,0
1112,Andrew Gravillon,11.5,566,58,236,260,80,6,566,12,7,58.3,3,25.0,370,2213,1183,18,12,1,11,4,307,14
1113,Demarai Gray,27.9,1181,22,110,441,652,104,1179,92,33,35.9,42,45.7,720,5100,2465,94,62,48,86,66,781,199
1116,Jack Grealish,22.8,1308,20,141,421,772,136,1308,110,45,40.9,28,25.5,957,8506,3982,143,83,63,36,29,1065,310
1118,Sam Greenwood,4.7,255,7,45,112,103,5,255,8,3,37.5,4,50.0,117,578,305,7,8,1,6,7,119,10
1119,Michael Gregoritsch,23.9,793,13,57,313,426,130,793,37,11,29.7,18,48.6,375,1339,577,22,12,15,50,22,601,124
1121,Leo Greiml,4.0,241,36,135,101,5,1,241,1,1,100.0,0,0.0,135,598,357,4,1,0,3,0,143,1
1122,Clement Grenier,8.0,432,11,62,240,131,4,432,7,3,42.9,2,28.6,216,807,314,4,5,1,17,7,277,26
1123,Antoine Griezmann,31.8,1971,45,247,933,818,153,1970,83,47,56.6,28,33.7,1104,5999,3089,99,66,25,41,35,1445,202
1124,Vincenzo Grifo,26.8,1595,31,216,776,619,65,1587,74,42,56.8,21,28.4,913,4875,2274,65,44,18,42,28,1060,124
1126,Christian Gross,21.0,1067,59,290,672,114,7,1067,23,15,65.2,8,34.8,462,2134,1038,22,16,2,18,8,520,17
1127,Pascal Gross,36.0,2602,77,466,1225,924,98,2602,33,17,51.5,13,39.4,1453,6723,3125,62,52,8,39,18,1832,209
1128,Brajan Gruda,0.0,8,0,0,2,6,1,8,2,0,0.0,2,100.0,4,29,0,0,0,0,0,1,3,0
1129,Ilia Gruev,17.6,956,40,247,616,106,6,956,10,5,50.0,4,40.0,488,2398,1178,26,17,0,18,12,549,12
1130,Carlos Gruezo,10.7,360,27,132,196,37,1,360,7,5,71.4,2,28.6,154,808,319,2,6,0,7,3,144,5
1132,Andres Guardado,15.3,1022,34,277,610,151,6,1022,10,5,50.0,4,40.0,590,2806,1360,14,16,0,18,6,659,13
