,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
640,Diego Demme,de GER,MF,RB Leipzig,Bundesliga,26.0,1991.0,22.8,1214.0,1531.0,79.3,18665.0,6376.0,647.0,722.0,89.6,401.0,505.0,79.4,96.0,175.0,54.9,2.0,2.7,2.6,-0.7,26.0,135.0,25.0,4.0,182.0
641,Jason Denayer,be BEL,DF,Lyon,Ligue 1,23.0,1995.0,30.6,1848.0,1974.0,93.6,33296.0,12491.0,671.0,711.0,94.4,1044.0,1086.0,96.1,107.0,131.0,81.7,0.0,0.4,0.4,-0.4,5.0,85.0,4.0,0.0,136.0
642,Leander Dendoncker,be BEL,MF,Wolves,Premier League,23.0,1995.0,16.3,484.0,615.0,78.7,6802.0,1544.0,266.0,306.0,86.9,155.0,192.0,80.7,24.0,34.0,70.6,0.0,1.2,0.9,-1.2,7.0,26.0,4.0,1.0,44.0
643,Fabio Depaoli,it ITA,DF,Chievo,Serie A,21.0,1997.0,27.4,868.0,1208.0,71.9,15220.0,6761.0,398.0,465.0,85.6,373.0,497.0,75.1,84.0,176.0,47.7,4.0,3.7,2.0,0.3,32.0,55.0,40.0,20.0,97.0
644,Laurent Depoitre,be BEL,FW,Huddersfield,Premier League,29.0,1988.0,11.9,164.0,278.0,59.0,1924.0,384.0,116.0,177.0,65.5,29.0,60.0,48.3,5.0,7.0,71.4,1.0,0.7,0.4,0.3,9.0,14.0,2.0,0.0,20.0
645,Clément Depres,fr FRA,FW,Nîmes,Ligue 1,23.0,1994.0,4.9,110.0,164.0,67.1,1317.0,318.0,75.0,99.0,75.8,22.0,36.0,61.1,4.0,10.0,40.0,0.0,0.2,0.1,-0.2,4.0,10.0,1.0,0.0,13.0
646,Kiril Despodov,bg BUL,"FW,MF",Cagliari,Serie A,21.0,1996.0,1.2,6.0,18.0,33.3,49.0,9.0,3.0,7.0,42.9,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Daniele Dessena,it ITA,MF,Cagliari,Serie A,31.0,1987.0,3.9,132.0,182.0,72.5,1944.0,583.0,73.0,87.0,83.9,46.0,58.0,79.3,6.0,19.0,31.6,0.0,0.1,0.1,-0.1,1.0,17.0,2.0,1.0,14.0
648,Mattia Destro,it ITA,FW,Bologna,Serie A,27.0,1991.0,5.5,41.0,80.0,51.3,577.0,177.0,24.0,37.0,64.9,12.0,23.0,52.2,3.0,11.0,27.3,1.0,0.6,0.6,0.4,3.0,4.0,1.0,0.0,5.0
650,Gerard Deulofeu,es ESP,"FW,MF",Watford,Premier League,24.0,1994.0,23.0,568.0,793.0,71.6,7572.0,1800.0,347.0,419.0,82.8,160.0,220.0,72.7,18.0,48.0,37.5,5.0,4.1,4.3,0.9,30.0,39.0,37.0,3.0,67.0
651,Jacopo Dezi,it ITA,MF,Parma,Serie A,26.0,1992.0,1.0,36.0,40.0,90.0,539.0,103.0,14.0,15.0,93.3,19.0,21.0,90.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0
652,Federico Di Francesco,it ITA,"FW,MF",Sassuolo,Serie A,24.0,1994.0,11.9,318.0,389.0,81.7,4249.0,972.0,194.0,220.0,88.2,83.0,98.0,84.7,15.0,23.0,65.2,2.0,1.1,1.0,0.9,10.0,11.0,10.0,1.0,29.0
653,Antonio Di Gaudio,it ITA,FW,Parma,Serie A,28.0,1989.0,7.8,67.0,118.0,56.8,741.0,239.0,44.0,65.0,67.7,17.0,26.0,65.4,0.0,3.0,0.0,1.0,0.3,0.2,0.7,4.0,4.0,2.0,0.0,8.0
654,Giovanni Di Lorenzo,it ITA,"DF,FW",Empoli,Serie A,24.0,1993.0,37.0,1681.0,2186.0,76.9,25450.0,10834.0,941.0,1055.0,89.2,574.0,748.0,76.7,106.0,218.0,48.6,3.0,5.3,5.9,-2.3,39.0,151.0,71.0,14.0,241.0
655,Ángel Di María,ar ARG,"FW,MF",Paris S-G,Ligue 1,30.0,1988.0,25.8,1042.0,1439.0,72.4,15546.0,4506.0,571.0,676.0,84.5,302.0,405.0,74.6,86.0,200.0,43.0,11.0,7.8,9.5,3.2,55.0,90.0,58.0,6.0,151.0
656,Franco Di Santo,ar ARG,FW,Rayo Vallecano,La Liga,29.0,1989.0,1.9,23.0,38.0,60.5,317.0,24.0,13.0,20.0,65.0,8.0,14.0,57.1,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Franco Di Santo,ar ARG,"MF,FW",Schalke 04,Bundesliga,29.0,1989.0,2.7,36.0,70.0,51.4,478.0,115.0,24.0,39.0,61.5,7.0,15.0,46.7,3.0,8.0,37.5,0.0,0.5,0.5,-0.5,4.0,1.0,3.0,3.0,2.0
658,Boulaye Dia,sn SEN,FW,Reims,Ligue 1,21.0,1996.0,8.3,106.0,156.0,67.9,1308.0,265.0,61.0,86.0,70.9,33.0,44.0,75.0,3.0,8.0,37.5,0.0,0.8,0.4,-0.8,7.0,2.0,5.0,0.0,12.0
659,Fousseni Diabaté,ml MLI,FW,Leicester City,Premier League,22.0,1995.0,0.6,9.0,16.0,56.3,135.0,32.0,4.0,8.0,50.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.1,0.0,-0.1,1.0,0.0,1.0,1.0,0.0
660,Moussa Diaby,fr FRA,"MF,DF",Paris S-G,Ligue 1,19.0,1999.0,12.7,447.0,562.0,79.5,5392.0,1118.0,291.0,328.0,88.7,111.0,143.0,77.6,8.0,17.0,47.1,6.0,3.9,3.3,2.1,20.0,13.0,20.0,3.0,37.0
661,Adama Diakhaby,fr FRA,"FW,MF",Huddersfield,Premier League,22.0,1996.0,6.1,114.0,162.0,70.4,1546.0,227.0,72.0,93.0,77.4,36.0,46.0,78.3,2.0,8.0,25.0,0.0,0.5,0.4,-0.5,5.0,3.0,3.0,1.0,5.0
662,Mouctar Diakhaby,gn GUI,DF,Valencia,La Liga,21.0,1996.0,17.6,592.0,700.0,84.6,11670.0,4175.0,200.0,225.0,88.9,305.0,338.0,90.2,79.0,118.0,66.9,0.0,0.0,0.1,0.0,0.0,24.0,0.0,0.0,48.0
663,Bafodé Diakité,fr FRA,DF,Toulouse,Ligue 1,17.0,2001.0,7.0,265.0,343.0,77.3,4362.0,1404.0,128.0,146.0,87.7,117.0,147.0,79.6,16.0,34.0,47.1,0.0,0.1,0.1,-0.1,2.0,11.0,0.0,0.0,24.0
664,Abdou Diallo,sn SEN,DF,Dortmund,Bundesliga,22.0,1996.0,26.4,1730.0,1959.0,88.3,32502.0,11331.0,706.0,760.0,92.9,784.0,858.0,91.4,220.0,289.0,76.1,1.0,0.6,1.0,0.4,11.0,123.0,11.0,8.0,125.0
665,Abdoulaye Diallo,sn SEN,GK,Rennes,Ligue 1,26.0,1992.0,5.5,104.0,145.0,71.7,2928.0,2168.0,13.0,13.0,100.0,52.0,54.0,96.3,39.0,78.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
666,Mustapha Diallo,sn SEN,MF,Nîmes,Ligue 1,32.0,1986.0,5.1,116.0,176.0,65.9,1838.0,545.0,56.0,79.0,70.9,45.0,64.0,70.3,10.0,18.0,55.6,1.0,0.1,0.1,0.9,2.0,8.0,1.0,0.0,14.0
667,Mohamed Diamé,sn SEN,MF,Newcastle Utd,Premier League,31.0,1987.0,24.1,569.0,749.0,76.0,9103.0,2289.0,288.0,347.0,83.0,180.0,219.0,82.2,60.0,111.0,54.1,0.0,0.1,0.3,-0.1,2.0,44.0,8.0,1.0,58.0
668,Grady Diangana,eng ENG,"MF,FW",West Ham,Premier League,20.0,1998.0,6.8,196.0,265.0,74.0,2575.0,646.0,122.0,150.0,81.3,45.0,56.0,80.4,10.0,20.0,50.0,1.0,1.2,0.7,-0.2,12.0,13.0,6.0,0.0,21.0
669,Lassana Diarra,fr FRA,MF,Paris S-G,Ligue 1,33.0,1985.0,1.8,131.0,146.0,89.7,2005.0,506.0,68.0,72.0,94.4,50.0,57.0,87.7,6.0,10.0,60.0,0.0,0.0,0.1,0.0,1.0,7.0,0.0,0.0,11.0
670,Amadou Diawara,gn GUI,MF,Napoli,Serie A,21.0,1997.0,7.3,504.0,545.0,92.5,8769.0,1914.0,239.0,253.0,94.5,197.0,202.0,97.5,58.0,70.0,82.9,0.0,0.2,0.2,-0.2,5.0,51.0,2.0,0.0,40.0
671,Brahim Díaz,es ESP,FW,Real Madrid,La Liga,18.0,1999.0,4.2,142.0,170.0,83.5,1790.0,399.0,97.0,106.0,91.5,36.0,46.0,78.3,4.0,6.0,66.7,1.0,1.5,0.9,-0.5,7.0,11.0,4.0,0.0,12.0
672,Javier Díaz,es ESP,GK,Sevilla,La Liga,21.0,1997.0,1.0,13.0,23.0,56.5,366.0,264.0,3.0,3.0,100.0,5.0,5.0,100.0,5.0,15.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,Bakaye Dibassy,ml MLI,DF,Amiens,Ligue 1,28.0,1989.0,32.7,1090.0,1435.0,76.0,18209.0,6703.0,524.0,603.0,86.9,465.0,579.0,80.3,77.0,179.0,43.0,1.0,0.5,0.6,0.5,7.0,69.0,11.0,6.0,94.0
674,Lorenzo Dickmann,it ITA,"DF,MF",SPAL,Serie A,21.0,1996.0,1.9,45.0,58.0,77.6,564.0,135.0,33.0,36.0,91.7,8.0,10.0,80.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
676,Daniel Didavi,de GER,"MF,FW",Stuttgart,Bundesliga,28.0,1990.0,10.6,327.0,466.0,70.2,5180.0,1565.0,167.0,192.0,87.0,102.0,137.0,74.5,35.0,85.0,41.2,2.0,2.7,2.8,-0.7,28.0,33.0,15.0,5.0,45.0
677,Étienne Didot,fr FRA,MF,Guingamp,Ligue 1,35.0,1983.0,23.4,924.0,1221.0,75.7,18058.0,5751.0,377.0,442.0,85.3,361.0,449.0,80.4,161.0,268.0,60.1,1.0,1.9,2.0,-0.9,17.0,118.0,16.0,1.0,150.0
678,Adrián Diéguez,es ESP,DF,Huesca,La Liga,22.0,1996.0,8.3,151.0,208.0,72.6,2766.0,1141.0,65.0,76.0,85.5,68.0,86.0,79.1,15.0,41.0,36.6,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,8.0
679,Eric Dier,eng ENG,"MF,DF",Tottenham,Premier League,24.0,1994.0,16.7,923.0,1093.0,84.4,15766.0,4675.0,412.0,462.0,89.2,416.0,470.0,88.5,70.0,114.0,61.4,0.0,1.0,0.9,-1.0,8.0,76.0,14.0,1.0,95.0
680,Tim Dierßen,de GER,MF,Hannover 96,Bundesliga,22.0,1996.0,0.2,3.0,3.0,100.0,21.0,1.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,Lucas Digne,fr FRA,DF,Everton,Premier League,25.0,1993.0,32.9,1478.0,2119.0,69.7,23389.0,10150.0,793.0,934.0,84.9,501.0,716.0,70.0,125.0,301.0,41.5,4.0,7.1,5.3,-3.1,71.0,99.0,52.0,34.0,167.0
682,Mitchell Dijks,nl NED,DF,Bologna,Serie A,25.0,1993.0,22.5,705.0,987.0,71.4,11854.0,5412.0,334.0,390.0,85.6,312.0,423.0,73.8,47.0,102.0,46.1,0.0,1.0,1.1,-1.0,15.0,57.0,18.0,9.0,98.0
683,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,Bundesliga,20.0,1998.0,10.0,177.0,248.0,71.4,2482.0,781.0,105.0,121.0,86.8,50.0,74.0,67.6,9.0,25.0,36.0,3.0,1.9,1.5,1.1,12.0,10.0,10.0,2.0,22.0
684,Federico Dimarco,it ITA,"DF,MF",Parma,Serie A,20.0,1997.0,9.9,322.0,447.0,72.0,5602.0,2152.0,165.0,185.0,89.2,120.0,155.0,77.4,31.0,76.0,40.8,0.0,1.1,0.6,-1.1,9.0,28.0,11.0,2.0,38.0
685,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,La Liga,24.0,1993.0,21.0,417.0,645.0,64.7,13527.0,10691.0,54.0,55.0,98.2,178.0,184.0,96.7,185.0,401.0,46.1,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
686,Tristan Dingomé,cm CMR,MF,Reims,Ligue 1,27.0,1991.0,14.9,464.0,600.0,77.3,7444.0,2001.0,241.0,279.0,86.4,159.0,200.0,79.5,42.0,72.0,58.3,3.0,2.2,1.6,0.8,27.0,64.0,20.0,1.0,93.0
687,Ismaël Diomandé,ci CIV,"MF,DF",Caen,Ligue 1,25.0,1992.0,14.4,491.0,597.0,82.2,9615.0,2875.0,196.0,219.0,89.5,189.0,214.0,88.3,88.0,133.0,66.2,1.0,0.3,0.3,0.7,4.0,46.0,2.0,1.0,50.0
688,Federico Dionisi,it ITA,"FW,MF",Frosinone,Serie A,31.0,1987.0,2.3,40.0,62.0,64.5,596.0,194.0,23.0,31.0,74.2,14.0,20.0,70.0,2.0,3.0,66.7,0.0,0.7,0.5,-0.7,6.0,4.0,4.0,2.0,9.0
689,Lois Diony,fr FRA,FW,Saint-Étienne,Ligue 1,25.0,1992.0,17.7,195.0,318.0,61.3,2625.0,488.0,112.0,158.0,70.9,64.0,96.0,66.7,5.0,18.0,27.8,1.0,1.8,1.5,-0.8,19.0,7.0,5.0,3.0,18.0
690,Issa Diop,fr FRA,DF,West Ham,Premier League,21.0,1997.0,33.0,979.0,1141.0,85.8,17816.0,6311.0,393.0,447.0,87.9,478.0,526.0,90.9,93.0,131.0,71.0,0.0,0.2,0.1,-0.2,4.0,25.0,0.0,0.0,73.0
691,Papakouli Diop,sn SEN,MF,Eibar,La Liga,32.0,1986.0,26.1,829.0,1146.0,72.3,15640.0,4202.0,318.0,414.0,76.8,411.0,521.0,78.9,89.0,157.0,56.7,1.0,0.7,1.0,0.3,10.0,127.0,12.0,2.0,157.0
692,Sofiane Diop,fr FRA,"MF,FW",Monaco,Ligue 1,18.0,2000.0,8.2,161.0,239.0,67.4,2336.0,570.0,96.0,113.0,85.0,40.0,63.0,63.5,13.0,27.0,48.1,0.0,1.0,0.2,-1.0,8.0,15.0,3.0,0.0,18.0
693,Assane Dioussé,sn SEN,MF,Chievo,Serie A,20.0,1997.0,9.9,397.0,495.0,80.2,7117.0,2165.0,175.0,194.0,90.2,164.0,198.0,82.8,42.0,72.0,58.3,0.0,0.2,0.2,-0.2,5.0,38.0,5.0,2.0,45.0
694,Assane Dioussé,sn SEN,MF,Saint-Étienne,Ligue 1,20.0,1997.0,2.4,120.0,142.0,84.5,2126.0,597.0,50.0,56.0,89.3,56.0,66.0,84.8,11.0,14.0,78.6,0.0,0.6,0.2,-0.6,2.0,12.0,1.0,0.0,15.0
695,Axel Disasi,fr FRA,DF,Reims,Ligue 1,20.0,1998.0,1.8,52.0,69.0,75.4,878.0,388.0,25.0,32.0,78.1,23.0,28.0,82.1,3.0,7.0,42.9,0.0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,2.0
696,Djené,tg TOG,DF,Getafe,La Liga,26.0,1991.0,33.1,705.0,991.0,71.1,15319.0,6000.0,193.0,257.0,75.1,385.0,475.0,81.1,119.0,222.0,53.6,0.0,0.2,0.4,-0.2,5.0,62.0,8.0,2.0,81.0
697,Koffi Djidji,ci CIV,DF,Torino,Serie A,25.0,1992.0,15.4,493.0,600.0,82.2,9157.0,3179.0,194.0,214.0,90.7,232.0,261.0,88.9,58.0,103.0,56.3,0.0,0.0,0.1,0.0,0.0,28.0,2.0,0.0,44.0
698,Koffi Djidji,ci CIV,DF,Nantes,Ligue 1,25.0,1992.0,1.0,45.0,54.0,83.3,1029.0,352.0,11.0,11.0,100.0,24.0,28.0,85.7,10.0,14.0,71.4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
699,Alexander Djiku,gh GHA,DF,Caen,Ligue 1,23.0,1994.0,30.6,1175.0,1418.0,82.9,24773.0,9459.0,351.0,411.0,85.4,625.0,702.0,89.0,190.0,277.0,68.6,0.0,0.3,0.3,-0.3,3.0,51.0,5.0,0.0,68.0
700,Papy Djilobodji,sn SEN,DF,Guingamp,Ligue 1,29.0,1988.0,1.9,59.0,88.0,67.0,1531.0,610.0,12.0,16.0,75.0,32.0,39.0,82.1,15.0,32.0,46.9,0.0,0.1,0.0,-0.1,1.0,12.0,1.0,0.0,10.0
702,Berat Djimsiti,al ALB,DF,Atalanta,Serie A,25.0,1993.0,20.1,946.0,1046.0,90.4,18660.0,5669.0,298.0,324.0,92.0,513.0,538.0,95.4,113.0,148.0,76.4,2.0,2.0,0.7,0.0,6.0,20.0,3.0,1.0,37.0
703,Johan Djourou,ch SUI,DF,SPAL,Serie A,31.0,1987.0,3.1,103.0,115.0,89.6,1845.0,593.0,45.0,49.0,91.8,42.0,47.0,89.4,13.0,14.0,92.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
704,Marko Dmitrović,rs SRB,GK,Eibar,La Liga,26.0,1992.0,24.0,367.0,760.0,48.3,15988.0,14024.0,24.0,25.0,96.0,110.0,111.0,99.1,232.0,622.0,37.3,0.0,0.0,0.1,0.0,0.0,52.0,0.0,0.0,0.0
705,Matt Doherty,ie IRL,"DF,MF",Wolves,Premier League,26.0,1992.0,34.9,1324.0,1838.0,72.0,20796.0,8973.0,690.0,826.0,83.5,476.0,649.0,73.3,90.0,191.0,47.1,5.0,5.1,4.2,-0.1,37.0,85.0,30.0,8.0,129.0
706,Keagan Dolly,za RSA,FW,Montpellier,Ligue 1,25.0,1993.0,1.0,34.0,41.0,82.9,754.0,276.0,13.0,14.0,92.9,10.0,12.0,83.3,10.0,12.0,83.3,0.0,0.1,0.2,-0.1,1.0,6.0,2.0,0.0,7.0
707,Jaume Doménech,es ESP,GK,Valencia,La Liga,27.0,1990.0,4.0,59.0,92.0,64.1,2118.0,1850.0,9.0,9.0,100.0,15.0,17.0,88.2,35.0,65.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,Giulio Donati,it ITA,DF,Mainz 05,Bundesliga,28.0,1990.0,6.9,257.0,356.0,72.2,4640.0,2359.0,108.0,125.0,86.4,114.0,157.0,72.6,30.0,60.0,50.0,0.0,0.6,1.0,-0.6,7.0,28.0,10.0,6.0,32.0
709,Ji Dong-won,kr KOR,"MF,FW",Augsburg,Bundesliga,27.0,1991.0,9.9,269.0,383.0,70.2,3780.0,961.0,154.0,192.0,80.2,77.0,114.0,67.5,16.0,33.0,48.5,1.0,1.0,1.0,0.0,10.0,21.0,6.0,3.0,42.0
710,Anastasios Donis,gr GRE,"FW,MF",Stuttgart,Bundesliga,21.0,1996.0,10.7,139.0,195.0,71.3,1911.0,241.0,85.0,93.0,91.4,32.0,50.0,64.0,9.0,20.0,45.0,2.0,1.0,0.7,1.0,7.0,3.0,5.0,2.0,8.0
711,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,19.0,1999.0,34.3,977.0,1173.0,83.3,25291.0,18286.0,167.0,168.0,99.4,524.0,534.0,98.1,281.0,466.0,60.3,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
712,Godfred Donsah,gh GHA,MF,Bologna,Serie A,22.0,1996.0,1.7,49.0,58.0,84.5,751.0,226.0,22.0,26.0,84.6,22.0,24.0,91.7,2.0,4.0,50.0,0.0,0.0,0.1,0.0,1.0,11.0,0.0,0.0,10.0
713,Riccardo Doratiotto,it ITA,FW,Cagliari,Serie A,19.0,1999.0,0.9,6.0,10.0,60.0,80.0,28.0,5.0,6.0,83.3,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
714,Gabriel Dos Santos,br BRA,DF,Lille,Ligue 1,20.0,1997.0,11.8,554.0,645.0,85.9,11218.0,4120.0,158.0,171.0,92.4,329.0,353.0,93.2,62.0,110.0,56.4,0.0,0.1,0.2,-0.1,3.0,18.0,2.0,0.0,40.0
715,Mathieu Dossevi,tg TOG,"FW,MF",Toulouse,Ligue 1,30.0,1988.0,27.4,606.0,926.0,65.4,9229.0,2671.0,353.0,440.0,80.2,162.0,256.0,63.3,60.0,144.0,41.7,2.0,4.9,5.8,-2.9,60.0,37.0,25.0,18.0,53.0
716,Abdoulaye Doucouré,ml MLI,MF,Watford,Premier League,25.0,1993.0,34.0,1622.0,1963.0,82.6,24439.0,6590.0,860.0,990.0,86.9,568.0,647.0,87.8,109.0,160.0,68.1,6.0,4.7,2.7,1.3,38.0,135.0,33.0,2.0,202.0
717,Cheick Doukouré,ci CIV,MF,Levante,La Liga,25.0,1992.0,3.5,81.0,110.0,73.6,1332.0,390.0,39.0,56.0,69.6,31.0,38.0,81.6,7.0,10.0,70.0,0.0,0.0,0.1,0.0,0.0,11.0,1.0,0.0,14.0
718,Moussa Doumbia,ml MLI,"FW,MF",Reims,Ligue 1,23.0,1994.0,17.8,496.0,649.0,76.4,7596.0,1556.0,281.0,323.0,87.0,152.0,197.0,77.2,39.0,70.0,55.7,1.0,2.0,1.6,-1.0,20.0,33.0,23.0,7.0,73.0
719,Seydou Doumbia,ci CIV,FW,Girona,La Liga,30.0,1987.0,6.0,50.0,71.0,70.4,577.0,124.0,25.0,35.0,71.4,13.0,17.0,76.5,2.0,2.0,100.0,0.0,0.0,0.1,0.0,0.0,3.0,2.0,0.0,5.0
720,Souleyman Doumbia,ci CIV,DF,Rennes,Ligue 1,21.0,1996.0,6.7,305.0,353.0,86.4,4327.0,1445.0,198.0,214.0,92.5,84.0,98.0,85.7,16.0,29.0,55.2,0.0,0.0,0.1,0.0,1.0,12.0,0.0,0.0,26.0
721,Aleksandar Dragović,at AUT,DF,Leverkusen,Bundesliga,27.0,1991.0,14.8,979.0,1093.0,89.6,20632.0,7234.0,295.0,319.0,92.5,497.0,534.0,93.1,174.0,212.0,82.1,0.0,0.1,0.3,-0.1,3.0,60.0,2.0,0.0,70.0
722,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,20.0,1997.0,2.5,71.0,106.0,67.0,2204.0,1498.0,7.0,7.0,100.0,37.0,37.0,100.0,27.0,61.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Bartłomiej Drągowski,pl POL,GK,Empoli,Serie A,20.0,1997.0,14.0,327.0,487.0,67.1,9443.0,6709.0,35.0,35.0,100.0,173.0,177.0,97.7,117.0,271.0,43.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
724,Julian Draxler,de GER,"MF,FW",Paris S-G,Ligue 1,24.0,1993.0,22.7,1402.0,1592.0,88.1,20420.0,4785.0,759.0,819.0,92.7,465.0,504.0,92.3,80.0,116.0,69.0,7.0,5.0,5.0,2.0,41.0,123.0,42.0,1.0,193.0
725,Luke Dreher,eng ENG,FW,Crystal Palace,Premier League,19.0,1998.0,0.0,3.0,3.0,100.0,27.0,0.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,Josip Drmić,ch SUI,FW,M'Gladbach,Bundesliga,25.0,1992.0,2.5,56.0,63.0,88.9,777.0,139.0,30.0,32.0,93.8,17.0,19.0,89.5,3.0,5.0,60.0,0.0,0.0,0.2,0.0,1.0,1.0,3.0,2.0,1.0
728,Jaroslav Drobný,cz CZE,GK,Düsseldorf,Bundesliga,38.0,1979.0,2.0,28.0,37.0,75.7,973.0,852.0,3.0,3.0,100.0,7.0,7.0,100.0,18.0,27.0,66.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
729,Óscar Duarte,cr CRC,"DF,MF",Espanyol,La Liga,29.0,1989.0,7.3,290.0,334.0,86.8,6120.0,2184.0,80.0,88.0,90.9,164.0,180.0,91.1,40.0,58.0,69.0,0.0,0.1,0.2,-0.1,2.0,13.0,3.0,0.0,16.0
730,Rubén Duarte,es ESP,DF,Alavés,La Liga,22.0,1995.0,30.8,814.0,1230.0,66.2,14285.0,6793.0,411.0,481.0,85.4,300.0,445.0,67.4,93.0,256.0,36.3,0.0,1.7,1.7,-1.7,25.0,89.0,22.0,15.0,105.0
731,Leo Dubois,fr FRA,DF,Lyon,Ligue 1,23.0,1994.0,22.7,1252.0,1513.0,82.7,19499.0,6383.0,702.0,768.0,91.4,447.0,528.0,84.7,80.0,126.0,63.5,6.0,4.5,3.6,1.5,26.0,85.0,28.0,21.0,129.0
732,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,29.0,1989.0,38.0,691.0,1175.0,58.8,24354.0,18976.0,73.0,73.0,100.0,274.0,279.0,98.2,342.0,817.0,41.9,0.0,0.0,0.1,0.0,0.0,12.0,0.0,0.0,0.0
733,Marvin Ducksch,de GER,FW,Düsseldorf,Bundesliga,24.0,1994.0,9.1,183.0,285.0,64.2,2752.0,818.0,98.0,131.0,74.8,48.0,84.0,57.1,20.0,35.0,57.1,1.0,1.8,1.8,-0.8,19.0,20.0,8.0,1.0,33.0
734,Ondrej Duda,sk SVK,MF,Hertha BSC,Bundesliga,23.0,1994.0,28.5,947.0,1266.0,74.8,14111.0,4031.0,527.0,639.0,82.5,282.0,370.0,76.2,80.0,135.0,59.3,5.0,5.8,4.3,-0.8,40.0,87.0,26.0,1.0,141.0
735,Shane Duffy,ie IRL,DF,Brighton,Premier League,26.0,1992.0,34.3,987.0,1318.0,74.9,21295.0,7903.0,280.0,341.0,82.1,509.0,606.0,84.0,172.0,316.0,54.4,1.0,0.3,0.3,0.7,7.0,41.0,3.0,1.0,35.0
736,Demeaco Duhaney,eng ENG,DF,Huddersfield,Premier League,19.0,1998.0,0.5,21.0,27.0,77.8,303.0,146.0,11.0,13.0,84.6,6.0,7.0,85.7,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
737,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,26.0,1991.0,22.1,625.0,903.0,69.2,10657.0,5191.0,302.0,363.0,83.2,234.0,333.0,70.3,64.0,157.0,40.8,0.0,0.7,0.9,-0.7,4.0,53.0,14.0,6.0,68.0
738,Alfred Duncan,gh GHA,MF,Sassuolo,Serie A,25.0,1993.0,20.5,680.0,854.0,79.6,11147.0,3041.0,345.0,408.0,84.6,255.0,298.0,85.6,57.0,99.0,57.6,4.0,2.8,1.8,1.2,32.0,62.0,24.0,4.0,109.0
739,Lewis Dunk,eng ENG,DF,Brighton,Premier League,26.0,1991.0,35.0,1246.0,1510.0,82.5,26946.0,8559.0,380.0,425.0,89.4,604.0,655.0,92.2,239.0,380.0,62.9,1.0,0.8,0.7,0.2,11.0,75.0,2.0,0.0,63.0
740,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,25.0,1993.0,10.4,176.0,302.0,58.3,6308.0,5420.0,20.0,20.0,100.0,71.0,72.0,98.6,85.0,205.0,41.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
741,Erik Durm,de GER,DF,Huddersfield,Premier League,26.0,1992.0,22.8,740.0,1087.0,68.1,11480.0,4444.0,401.0,488.0,82.2,238.0,354.0,67.2,71.0,155.0,45.8,1.0,0.6,0.8,0.4,11.0,42.0,18.0,9.0,61.0
