Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Étienne Didot,678,FRA,MF,Guingamp,fr Ligue 1,35.0,1983.0,31.0,23.0,2105.0,23.4,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.09,0.04,0.09,0.8,0.8,1.9,2.7,0.03,0.08,0.12,0.03,0.12,678,FRA,MF,Guingamp,fr Ligue 1,35.0,1983.0,23.4,1.0,24.0,2.0,8.3,1.03,0.09,0.04,0.5,26.9,1.0,0.0,0.0,0.8,0.8,0.03,0.2,0.2
Adrián Diéguez,679,ESP,DF,Huesca,es La Liga,22.0,1996.0,9.0,8.0,749.0,8.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.02,0.0,0.02,0.02,0.02,679,ESP,DF,Huesca,es La Liga,22.0,1996.0,8.3,0.0,1.0,1.0,100.0,0.12,0.12,0.0,0.0,5.4,0.0,0.0,0.0,0.1,0.1,0.13,-0.1,-0.1
Eric Dier,680,GBR,"MF,DF",Tottenham,eng Premier League,24.0,1994.0,20.0,18.0,1506.0,16.7,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.18,0.0,0.18,0.18,0.18,1.0,1.0,1.0,2.0,0.06,0.06,0.12,0.06,0.12,680,GBR,"MF,DF",Tottenham,eng Premier League,24.0,1994.0,16.7,3.0,9.0,3.0,33.3,0.54,0.18,0.33,1.0,12.0,0.0,0.0,0.0,1.0,1.0,0.11,2.0,2.0
Tim Dierßen,681,DEU,MF,Hannover 96,de Bundesliga,22.0,1996.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681,DEU,MF,Hannover 96,de Bundesliga,22.0,1996.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Lucas Digne,682,FRA,DF,Everton,eng Premier League,25.0,1993.0,35.0,33.0,2965.0,32.9,4.0,4.0,4.0,0.0,0.0,5.0,1.0,0.12,0.12,0.24,0.12,0.24,1.3,1.3,7.1,8.4,0.04,0.21,0.25,0.04,0.25,682,FRA,DF,Everton,eng Premier League,25.0,1993.0,32.9,4.0,34.0,10.0,29.4,1.03,0.3,0.12,0.4,25.0,11.0,0.0,0.0,1.3,1.3,0.04,2.7,2.7
Mitchell Dijks,683,NLD,DF,Bologna,it Serie A,25.0,1993.0,25.0,23.0,2023.0,22.5,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.04,0.0,0.04,0.04,0.04,0.4,0.4,1.0,1.4,0.02,0.04,0.06,0.02,0.06,683,NLD,DF,Bologna,it Serie A,25.0,1993.0,22.5,1.0,9.0,4.0,44.4,0.4,0.18,0.11,0.25,21.6,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6
Javairô Dilrosun,684,NLD,"FW,MF",Hertha BSC,de Bundesliga,20.0,1998.0,17.0,7.0,898.0,10.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.2,0.3,0.5,0.2,0.5,0.5,0.5,1.9,2.4,0.05,0.2,0.24,0.05,0.24,684,NLD,"FW,MF",Hertha BSC,de Bundesliga,20.0,1998.0,10.0,2.0,11.0,5.0,45.5,1.1,0.5,0.18,0.4,19.9,0.0,0.0,0.0,0.5,0.5,0.04,1.5,1.5
Federico Dimarco,685,ITA,"DF,MF",Parma,it Serie A,20.0,1997.0,13.0,10.0,892.0,9.9,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,0.5,0.5,1.1,1.5,0.05,0.11,0.15,0.05,0.15,685,ITA,"DF,MF",Parma,it Serie A,20.0,1997.0,9.9,1.0,13.0,3.0,23.1,1.31,0.3,0.08,0.33,22.2,0.0,0.0,0.0,0.5,0.5,0.03,0.5,0.5
Stole Dimitrievski,686,MKD,GK,Rayo Vallecano,es La Liga,24.0,1993.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686,MKD,GK,Rayo Vallecano,es La Liga,24.0,1993.0,21.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Tristan Dingomé,687,CMR,MF,Reims,fr Ligue 1,27.0,1991.0,20.0,17.0,1344.0,14.9,1.0,3.0,1.0,0.0,0.0,5.0,0.0,0.07,0.2,0.27,0.07,0.27,0.4,0.4,2.2,2.6,0.03,0.15,0.18,0.03,0.18,687,CMR,MF,Reims,fr Ligue 1,27.0,1991.0,14.9,1.0,8.0,3.0,37.5,0.54,0.2,0.13,0.33,20.4,0.0,0.0,0.0,0.4,0.4,0.05,0.6,0.6
Ismaël Diomandé,688,CIV,"MF,DF",Caen,fr Ligue 1,25.0,1992.0,18.0,14.0,1293.0,14.4,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.3,0.5,0.02,0.02,0.04,0.02,0.04,688,CIV,"MF,DF",Caen,fr Ligue 1,25.0,1992.0,14.4,0.0,9.0,0.0,0.0,0.63,0.0,0.0,,32.6,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2
Federico Dionisi,689,ITA,"FW,MF",Frosinone,it Serie A,31.0,1987.0,9.0,1.0,204.0,2.3,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.44,0.0,0.44,0.44,0.44,1.0,1.0,0.7,1.7,0.43,0.31,0.73,0.43,0.73,689,ITA,"FW,MF",Frosinone,it Serie A,31.0,1987.0,2.3,1.0,11.0,3.0,27.3,4.85,1.32,0.09,0.33,17.8,0.0,0.0,0.0,1.0,1.0,0.09,0.0,0.0
Lois Diony,690,FRA,FW,Saint-Étienne,fr Ligue 1,25.0,1992.0,30.0,19.0,1591.0,17.7,5.0,1.0,5.0,0.0,0.0,3.0,0.0,0.28,0.06,0.34,0.28,0.34,8.1,8.1,1.8,10.0,0.46,0.1,0.56,0.46,0.56,690,FRA,FW,Saint-Étienne,fr Ligue 1,25.0,1992.0,17.7,5.0,39.0,18.0,46.2,2.21,1.02,0.13,0.28,11.4,0.0,0.0,0.0,8.1,8.1,0.21,-3.1,-3.1
Issa Diop,691,FRA,DF,West Ham,eng Premier League,21.0,1997.0,33.0,33.0,2970.0,33.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,1.2,1.2,0.2,1.3,0.04,0.01,0.04,0.04,0.04,691,FRA,DF,West Ham,eng Premier League,21.0,1997.0,33.0,1.0,12.0,4.0,33.3,0.36,0.12,0.08,0.25,10.1,0.0,0.0,0.0,1.2,1.2,0.1,-0.2,-0.2
Papakouli Diop,692,SEN,MF,Eibar,es La Liga,32.0,1986.0,28.0,27.0,2352.0,26.1,1.0,1.0,1.0,0.0,0.0,11.0,0.0,0.04,0.04,0.08,0.04,0.08,2.5,2.5,0.7,3.1,0.09,0.03,0.12,0.09,0.12,692,SEN,MF,Eibar,es La Liga,32.0,1986.0,26.1,1.0,36.0,5.0,13.9,1.38,0.19,0.03,0.2,17.5,0.0,0.0,0.0,2.5,2.5,0.07,-1.5,-1.5
Sofiane Diop,693,FRA,"MF,FW",Monaco,fr Ligue 1,18.0,2000.0,13.0,9.0,741.0,8.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.6,0.07,0.12,0.19,0.07,0.19,693,FRA,"MF,FW",Monaco,fr Ligue 1,18.0,2000.0,8.2,0.0,10.0,2.0,20.0,1.21,0.24,0.0,0.0,22.8,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
Assane Dioussé,694,SEN,MF,Chievo,it Serie A,20.0,1997.0,14.0,9.0,892.0,9.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,694,SEN,MF,Chievo,it Serie A,20.0,1997.0,9.9,0.0,7.0,2.0,28.6,0.71,0.2,0.0,0.0,30.2,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Axel Disasi,696,FRA,DF,Reims,fr Ligue 1,20.0,1998.0,4.0,1.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,696,FRA,DF,Reims,fr Ligue 1,20.0,1998.0,1.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Djené,697,TGO,DF,Getafe,es La Liga,26.0,1991.0,34.0,34.0,2976.0,33.1,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,0.02,0.01,0.03,0.02,0.03,697,TGO,DF,Getafe,es La Liga,26.0,1991.0,33.1,0.0,12.0,1.0,8.3,0.36,0.03,0.0,0.0,15.8,0.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7
Koffi Djidji,698,CIV,DF,Torino,it Serie A,25.0,1992.0,17.0,16.0,1387.0,15.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,698,CIV,DF,Torino,it Serie A,25.0,1992.0,15.4,0.0,2.0,1.0,50.0,0.13,0.06,0.0,0.0,30.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Alexander Djiku,700,GHA,DF,Caen,fr Ligue 1,23.0,1994.0,31.0,31.0,2754.0,30.6,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.03,0.0,0.03,0.03,0.03,1.2,1.2,0.3,1.4,0.04,0.01,0.05,0.04,0.05,700,GHA,DF,Caen,fr Ligue 1,23.0,1994.0,30.6,1.0,7.0,1.0,14.3,0.23,0.03,0.14,1.0,11.1,0.0,0.0,0.0,1.2,1.2,0.17,-0.2,-0.2
Papy Djilobodji,702,SEN,DF,Guingamp,fr Ligue 1,29.0,1988.0,4.0,2.0,175.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.06,0.03,0.09,0.06,0.09,702,SEN,DF,Guingamp,fr Ligue 1,29.0,1988.0,1.9,0.0,2.0,0.0,0.0,1.03,0.0,0.0,,17.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Berat Djimsiti,703,ALB,DF,Atalanta,it Serie A,25.0,1993.0,24.0,20.0,1807.0,20.1,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.05,0.1,0.15,0.05,0.15,1.0,1.0,2.0,3.0,0.05,0.1,0.15,0.05,0.15,703,ALB,DF,Atalanta,it Serie A,25.0,1993.0,20.1,1.0,10.0,3.0,30.0,0.5,0.15,0.1,0.33,7.9,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.0
Johan Djourou,704,CHE,DF,SPAL,it Serie A,31.0,1987.0,5.0,3.0,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.16,0.0,0.16,0.16,0.16,704,CHE,DF,SPAL,it Serie A,31.0,1987.0,3.1,0.0,1.0,1.0,100.0,0.32,0.32,0.0,0.0,4.6,0.0,0.0,0.0,0.5,0.5,0.49,-0.5,-0.5
Marko Dmitrović,705,SRB,GK,Eibar,es La Liga,26.0,1992.0,24.0,24.0,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705,SRB,GK,Eibar,es La Liga,26.0,1992.0,24.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Matt Doherty,706,IRL,"DF,MF",Wolves,eng Premier League,26.0,1992.0,38.0,35.0,3144.0,34.9,4.0,5.0,4.0,0.0,0.0,5.0,0.0,0.11,0.14,0.26,0.11,0.26,4.4,4.4,5.1,9.5,0.13,0.15,0.27,0.13,0.27,706,IRL,"DF,MF",Wolves,eng Premier League,26.0,1992.0,34.9,4.0,46.0,17.0,37.0,1.32,0.49,0.09,0.24,12.9,0.0,0.0,0.0,4.4,4.4,0.1,-0.4,-0.4
Keagan Dolly,707,ZAF,FW,Montpellier,fr Ligue 1,25.0,1993.0,3.0,2.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,0.07,0.11,0.04,0.11,707,ZAF,FW,Montpellier,fr Ligue 1,25.0,1993.0,1.0,0.0,1.0,0.0,0.0,1.02,0.0,0.0,,26.4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Jaume Doménech,708,ESP,GK,Valencia,es La Liga,27.0,1990.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708,ESP,GK,Valencia,es La Liga,27.0,1990.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Giulio Donati,709,ITA,DF,Mainz 05,de Bundesliga,28.0,1990.0,9.0,6.0,625.0,6.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.01,0.08,0.1,0.01,0.1,709,ITA,DF,Mainz 05,de Bundesliga,28.0,1990.0,6.9,0.0,2.0,0.0,0.0,0.29,0.0,0.0,,24.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Ji Dong-won,710,KOR,"MF,FW",Augsburg,de Bundesliga,27.0,1991.0,14.0,10.0,891.0,9.9,4.0,1.0,4.0,0.0,0.0,2.0,0.0,0.4,0.1,0.51,0.4,0.51,1.6,1.6,1.0,2.6,0.16,0.1,0.26,0.16,0.26,710,KOR,"MF,FW",Augsburg,de Bundesliga,27.0,1991.0,9.9,4.0,22.0,7.0,31.8,2.22,0.71,0.18,0.57,19.0,0.0,0.0,0.0,1.6,1.6,0.07,2.4,2.4
Anastasios Donis,711,GRC,"FW,MF",Stuttgart,de Bundesliga,21.0,1996.0,24.0,11.0,962.0,10.7,5.0,2.0,5.0,0.0,0.0,4.0,0.0,0.47,0.19,0.65,0.47,0.65,2.9,2.9,1.0,3.9,0.27,0.1,0.37,0.27,0.37,711,GRC,"FW,MF",Stuttgart,de Bundesliga,21.0,1996.0,10.7,5.0,30.0,10.0,33.3,2.81,0.94,0.17,0.5,18.4,0.0,0.0,0.0,2.9,2.9,0.1,2.1,2.1
Gianluigi Donnarumma,712,ITA,GK,Milan,it Serie A,19.0,1999.0,36.0,36.0,3090.0,34.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712,ITA,GK,Milan,it Serie A,19.0,1999.0,34.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Godfred Donsah,713,GHA,MF,Bologna,it Serie A,22.0,1996.0,6.0,1.0,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,713,GHA,MF,Bologna,it Serie A,22.0,1996.0,1.7,0.0,2.0,0.0,0.0,1.18,0.0,0.0,,24.9,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Riccardo Doratiotto,714,ITA,FW,Cagliari,it Serie A,19.0,1999.0,1.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714,ITA,FW,Cagliari,it Serie A,19.0,1999.0,0.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Gabriel Dos Santos,715,BRA,DF,Lille,fr Ligue 1,20.0,1997.0,14.0,11.0,1066.0,11.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07,715,BRA,DF,Lille,fr Ligue 1,20.0,1997.0,11.8,1.0,10.0,3.0,30.0,0.84,0.25,0.1,0.33,16.4,1.0,0.0,0.0,0.8,0.8,0.08,0.2,0.2
Mathieu Dossevi,716,TGO,"FW,MF",Toulouse,fr Ligue 1,30.0,1988.0,35.0,30.0,2469.0,27.4,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.15,0.07,0.22,0.15,0.22,2.5,2.5,4.9,7.4,0.09,0.18,0.27,0.09,0.27,716,TGO,"FW,MF",Toulouse,fr Ligue 1,30.0,1988.0,27.4,4.0,23.0,9.0,39.1,0.84,0.33,0.17,0.44,16.5,0.0,0.0,0.0,2.5,2.5,0.11,1.5,1.5
Abdoulaye Doucouré,717,MLI,MF,Watford,eng Premier League,25.0,1993.0,35.0,34.0,3062.0,34.0,5.0,6.0,5.0,0.0,0.0,7.0,0.0,0.15,0.18,0.32,0.15,0.32,6.2,6.2,4.7,10.8,0.18,0.14,0.32,0.18,0.32,717,MLI,MF,Watford,eng Premier League,25.0,1993.0,34.0,5.0,52.0,16.0,30.8,1.53,0.47,0.1,0.31,17.6,0.0,0.0,0.0,6.2,6.2,0.13,-1.2,-1.2
Cheick Doukouré,718,CIV,MF,Levante,es La Liga,25.0,1992.0,9.0,3.0,318.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,718,CIV,MF,Levante,es La Liga,25.0,1992.0,3.5,0.0,1.0,1.0,100.0,0.28,0.28,0.0,0.0,21.5,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Moussa Doumbia,719,MLI,"FW,MF",Reims,fr Ligue 1,23.0,1994.0,28.0,18.0,1600.0,17.8,3.0,1.0,3.0,0.0,0.0,5.0,0.0,0.17,0.06,0.23,0.17,0.23,1.4,1.4,2.0,3.5,0.08,0.11,0.19,0.08,0.19,719,MLI,"FW,MF",Reims,fr Ligue 1,23.0,1994.0,17.8,3.0,29.0,14.0,48.3,1.63,0.79,0.1,0.21,21.6,1.0,0.0,0.0,1.4,1.4,0.05,1.6,1.6
Seydou Doumbia,720,CIV,FW,Girona,es La Liga,30.0,1987.0,17.0,5.0,541.0,6.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.33,0.0,0.33,0.33,0.33,2.7,2.7,0.0,2.7,0.45,0.0,0.45,0.45,0.45,720,CIV,FW,Girona,es La Liga,30.0,1987.0,6.0,2.0,15.0,9.0,60.0,2.5,1.5,0.13,0.22,11.4,0.0,0.0,0.0,2.7,2.7,0.18,-0.7,-0.7
Souleyman Doumbia,721,CIV,DF,Rennes,fr Ligue 1,21.0,1996.0,7.0,7.0,605.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721,CIV,DF,Rennes,fr Ligue 1,21.0,1996.0,6.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Aleksandar Dragović,722,AUT,DF,Leverkusen,de Bundesliga,27.0,1991.0,18.0,13.0,1335.0,14.8,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.13,0.0,0.13,0.13,0.13,0.8,0.8,0.1,0.9,0.05,0.01,0.06,0.05,0.06,722,AUT,DF,Leverkusen,de Bundesliga,27.0,1991.0,14.8,2.0,4.0,2.0,50.0,0.27,0.13,0.5,1.0,12.9,0.0,0.0,0.0,0.8,0.8,0.2,1.2,1.2
Bartłomiej Drągowski,723,POL,GK,Fiorentina,it Serie A,20.0,1997.0,3.0,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723,POL,GK,Fiorentina,it Serie A,20.0,1997.0,2.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Julian Draxler,725,DEU,"MF,FW",Paris S-G,fr Ligue 1,24.0,1993.0,31.0,22.0,2046.0,22.7,3.0,7.0,3.0,0.0,0.0,6.0,0.0,0.13,0.31,0.44,0.13,0.44,4.1,4.1,5.0,9.1,0.18,0.22,0.4,0.18,0.4,725,DEU,"MF,FW",Paris S-G,fr Ligue 1,24.0,1993.0,22.7,3.0,31.0,16.0,51.6,1.36,0.7,0.1,0.19,17.4,1.0,0.0,0.0,4.1,4.1,0.13,-1.1,-1.1
Luke Dreher,726,GBR,FW,Crystal Palace,eng Premier League,19.0,1998.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726,GBR,FW,Crystal Palace,eng Premier League,19.0,1998.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Josip Drmić,728,CHE,FW,M'Gladbach,de Bundesliga,25.0,1992.0,5.0,2.0,222.0,2.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.81,0.81,1.4,1.4,0.0,1.4,0.56,0.01,0.57,0.56,0.57,728,CHE,FW,M'Gladbach,de Bundesliga,25.0,1992.0,2.5,2.0,7.0,3.0,42.9,2.84,1.22,0.29,0.67,13.3,0.0,0.0,0.0,1.4,1.4,0.2,0.6,0.6
Jaroslav Drobný,729,CZE,GK,Düsseldorf,de Bundesliga,38.0,1979.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,CZE,GK,Düsseldorf,de Bundesliga,38.0,1979.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Óscar Duarte,730,CRI,"DF,MF",Espanyol,es La Liga,29.0,1989.0,11.0,7.0,660.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,730,CRI,"DF,MF",Espanyol,es La Liga,29.0,1989.0,7.3,0.0,2.0,1.0,50.0,0.27,0.14,0.0,0.0,20.3,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Rubén Duarte,731,ESP,DF,Alavés,es La Liga,22.0,1995.0,33.0,33.0,2772.0,30.8,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.7,2.3,0.02,0.05,0.08,0.02,0.08,731,ESP,DF,Alavés,es La Liga,22.0,1995.0,30.8,0.0,23.0,8.0,34.8,0.75,0.26,0.0,0.0,26.8,0.0,0.0,0.0,0.7,0.7,0.03,-0.7,-0.7
Leo Dubois,732,FRA,DF,Lyon,fr Ligue 1,23.0,1994.0,25.0,21.0,2044.0,22.7,1.0,6.0,1.0,0.0,0.0,2.0,0.0,0.04,0.26,0.31,0.04,0.31,0.9,0.9,4.5,5.4,0.04,0.2,0.24,0.04,0.24,732,FRA,DF,Lyon,fr Ligue 1,23.0,1994.0,22.7,1.0,18.0,6.0,33.3,0.79,0.26,0.06,0.17,20.3,0.0,0.0,0.0,0.9,0.9,0.05,0.1,0.1
Martin Dúbravka,733,SVK,GK,Newcastle Utd,eng Premier League,29.0,1989.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733,SVK,GK,Newcastle Utd,eng Premier League,29.0,1989.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Marvin Ducksch,734,DEU,FW,Düsseldorf,de Bundesliga,24.0,1994.0,16.0,8.0,823.0,9.1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.11,0.22,0.11,0.22,1.6,1.6,1.8,3.4,0.18,0.2,0.38,0.18,0.38,734,DEU,FW,Düsseldorf,de Bundesliga,24.0,1994.0,9.1,1.0,18.0,10.0,55.6,1.97,1.09,0.06,0.1,19.4,1.0,0.0,0.0,1.6,1.6,0.09,-0.6,-0.6
Ondrej Duda,735,SVK,MF,Hertha BSC,de Bundesliga,23.0,1994.0,32.0,30.0,2563.0,28.5,11.0,5.0,11.0,0.0,0.0,7.0,0.0,0.39,0.18,0.56,0.39,0.56,7.0,7.0,5.8,12.8,0.25,0.2,0.45,0.25,0.45,735,SVK,MF,Hertha BSC,de Bundesliga,23.0,1994.0,28.5,11.0,54.0,20.0,37.0,1.9,0.7,0.2,0.55,19.3,6.0,0.0,0.0,7.0,7.0,0.13,4.0,4.0
Shane Duffy,736,IRL,DF,Brighton,eng Premier League,26.0,1992.0,35.0,35.0,3087.0,34.3,5.0,1.0,5.0,0.0,0.0,4.0,1.0,0.15,0.03,0.17,0.15,0.17,3.1,3.1,0.3,3.4,0.09,0.01,0.1,0.09,0.1,736,IRL,DF,Brighton,eng Premier League,26.0,1992.0,34.3,5.0,37.0,14.0,37.8,1.08,0.41,0.14,0.36,10.6,0.0,0.0,0.0,3.1,3.1,0.08,1.9,1.9
Demeaco Duhaney,737,GBR,DF,Huddersfield,eng Premier League,19.0,1998.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,GBR,DF,Huddersfield,eng Premier League,19.0,1998.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
